,author,birthYear,authorLabel,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,deathYear
0,http://www.wikidata.org/entity/Q357839,1923,Walter M. Miller,male,United States of America,Catholic Church,English,1996
0,http://www.wikidata.org/entity/Q609039,1811,Jules Sandeau,male,France,,French,1883
0,http://www.wikidata.org/entity/Q313185,1910,Fritz Leiber,male,United States of America,,,1992
0,http://www.wikidata.org/entity/Q313553,1833,Pedro Antonio de Alarcón,male,Spain,,Spanish,1891
0,http://www.wikidata.org/entity/Q159636,1733,Joseph Priestley,male,United Kingdom,Christianity,,1804
1,http://www.wikidata.org/entity/Q159636,1733,Joseph Priestley,male,United Kingdom of Great Britain and Ireland,Christianity,,1804
0,http://www.wikidata.org/entity/Q639274,1832,G. A. Henty,male,United Kingdom of Great Britain and Ireland,,,1902
0,http://www.wikidata.org/entity/Q1648491,1889,Carleton Washburne,male,United States of America,,,1968
0,http://www.wikidata.org/entity/Q179126,1819,John Ruskin,male,United Kingdom of Great Britain and Ireland,,English,1900
0,http://www.wikidata.org/entity/Q7724,1849,August Strindberg,male,Sweden,atheism,Swedish,1912
0,http://www.wikidata.org/entity/Q8022055,1856,Willis George Emerson,male,United States of America,,,1918
0,http://www.wikidata.org/entity/Q447268,1873,Dorothy Richardson,female,United Kingdom,,,1957
1,http://www.wikidata.org/entity/Q447268,1873,Dorothy Richardson,female,United Kingdom of Great Britain and Ireland,,,1957
0,http://www.wikidata.org/entity/Q722973,1748,Thomas Day,male,United Kingdom,,,1789
1,http://www.wikidata.org/entity/Q722973,1748,Thomas Day,male,Kingdom of Great Britain,,,1789
0,http://www.wikidata.org/entity/Q1242472,1834,Sabine Baring-Gould,male,United Kingdom of Great Britain and Ireland,Church of England,,1924
1,http://www.wikidata.org/entity/Q1242472,1834,Sabine Baring-Gould,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1924
0,http://www.wikidata.org/entity/Q182905,1856,Georgi Plekhanov,male,Russian Empire,atheism,,1918
1,http://www.wikidata.org/entity/Q182905,1856,Georgi Plekhanov,male,Russian Empire,atheism,,1918
0,http://www.wikidata.org/entity/Q25880,1745,Hannah More,female,Kingdom of Great Britain,Anglicanism,,1833
1,http://www.wikidata.org/entity/Q25880,1745,Hannah More,female,United Kingdom of Great Britain and Ireland,Anglicanism,,1833
0,http://www.wikidata.org/entity/Q507699,1683,Edward Young,male,Kingdom of Great Britain,Anglicanism,,1765
0,http://www.wikidata.org/entity/Q332449,1723,William Blackstone,male,Kingdom of Great Britain,,,1780
0,http://www.wikidata.org/entity/Q983421,1884,Earl Derr Biggers,male,United States of America,,,1933
0,http://www.wikidata.org/entity/Q708581,1940,Thomas M. Disch,male,United States of America,atheism,,2008
0,http://www.wikidata.org/entity/Q725248,1848,Grant Allen,male,United States of America,agnosticism,,1899
1,http://www.wikidata.org/entity/Q725248,1848,Grant Allen,male,United Kingdom of Great Britain and Ireland,agnosticism,,1899
0,http://www.wikidata.org/entity/Q122323,1859,Florian Cajori,male,United States of America,,,1930
1,http://www.wikidata.org/entity/Q122323,1859,Florian Cajori,male,Switzerland,,,1930
2,http://www.wikidata.org/entity/Q122323,1859,Florian Cajori,male,United States of America,,,1930
3,http://www.wikidata.org/entity/Q122323,1859,Florian Cajori,male,Switzerland,,,1930
0,http://www.wikidata.org/entity/Q5006539,1866,C. J. Cutcliffe Hyne,male,United Kingdom,,,1944
0,http://www.wikidata.org/entity/Q952614,1829,Charles Dudley Warner,male,United States of America,,English,1900
0,http://www.wikidata.org/entity/Q6261093,1827,John Townsend Trowbridge,male,United States of America,,,1916
0,http://www.wikidata.org/entity/Q379621,1825,Mór Jókai,male,Hungary,,Hungarian,1904
0,http://www.wikidata.org/entity/Q955217,1652,Thomas Otway,male,United Kingdom,,,1685
0,http://www.wikidata.org/entity/Q34981,1920,Isaac Asimov,male,United States of America,atheism,Yiddish,1992
1,http://www.wikidata.org/entity/Q34981,1920,Isaac Asimov,male,Russian Soviet Federative Socialist Republic,atheism,Yiddish,1992
2,http://www.wikidata.org/entity/Q34981,1920,Isaac Asimov,male,Russian Socialist Federative Soviet Republic,atheism,Yiddish,1992
0,http://www.wikidata.org/entity/Q76487,1830,Paul Heyse,male,Kingdom of Prussia,,,1914
0,http://www.wikidata.org/entity/Q2329794,1817,Tom Taylor,male,England,,,1880
0,http://www.wikidata.org/entity/Q5718303,1866,Henry Blossom,male,United States of America,,,1919
0,http://www.wikidata.org/entity/Q5423950,1915,F. L. Wallace,male,United States of America,,,2004
0,http://www.wikidata.org/entity/Q1960665,1827,Maria Susanna Cummins,female,United States of America,,,1866
0,http://www.wikidata.org/entity/Q350552,1847,Kálmán Mikszáth,male,Hungary,Lutheranism,Hungarian,1910
0,http://www.wikidata.org/entity/Q534599,1922,Damon Knight,male,United States of America,,English,2002
0,http://www.wikidata.org/entity/Q538549,1840,John Addington Symonds,male,United Kingdom of Great Britain and Ireland,,English,1893
0,http://www.wikidata.org/entity/Q294625,1904,Clifford D. Simak,male,United States of America,,English,1988
0,http://www.wikidata.org/entity/Q37621,1588,Thomas Hobbes,male,Kingdom of England,,,1679
0,http://www.wikidata.org/entity/Q80889,1882,Sigrid Undset,female,Norway,Catholicism,,1949
0,http://www.wikidata.org/entity/Q61456,1834,Felix Dahn,male,Hamburg,,,1912
0,http://www.wikidata.org/entity/Q1849325,1917,Mack Reynolds,male,United States of America,,,1983
0,http://www.wikidata.org/entity/Q468667,1876,Susan Glaspell,female,United States of America,,English,1948
1,http://www.wikidata.org/entity/Q468667,1876,Susan Glaspell,female,United States of America,,English,1948
0,http://www.wikidata.org/entity/Q220883,1926,Poul Anderson,male,United States of America,,English,2001
0,http://www.wikidata.org/entity/Q40213,1865,William Butler Yeats,male,Irish Free State,,English,1939
0,http://www.wikidata.org/entity/Q76715,1812,Berthold Auerbach,male,Kingdom of Württemberg,,,1882
0,http://www.wikidata.org/entity/Q379580,1838,John Muir,male,United States of America,Christianity,,1914
1,http://www.wikidata.org/entity/Q379580,1838,John Muir,male,United Kingdom,Christianity,,1914
2,http://www.wikidata.org/entity/Q379580,1838,John Muir,male,United Kingdom of Great Britain and Ireland,Christianity,,1914
0,http://www.wikidata.org/entity/Q29824449,1827,Alfred Wilks Drayson,male,United Kingdom of Great Britain and Ireland,,,1901
1,http://www.wikidata.org/entity/Q29824449,1827,Alfred Wilks Drayson,male,United Kingdom of Great Britain and Ireland,,,1901
0,http://www.wikidata.org/entity/Q125249,1842,William James,male,United States of America,Lutheranism,,1910
0,http://www.wikidata.org/entity/Q5080225,1806,Charles Lever,male,United Kingdom of Great Britain and Ireland,,,1872
0,http://www.wikidata.org/entity/Q7114583,1858,Owen Morgan Edwards,male,United Kingdom of Great Britain and Ireland,,,1920
0,http://www.wikidata.org/entity/Q231944,1764,Ann Radcliffe,female,Kingdom of Great Britain,,,1823
1,http://www.wikidata.org/entity/Q231944,1764,Ann Radcliffe,female,United Kingdom of Great Britain and Ireland,,,1823
0,http://www.wikidata.org/entity/Q436581,1840,Constance Fenimore Woolson,female,United States of America,,,1894
0,http://www.wikidata.org/entity/Q207640,1906,Robert E. Howard,male,United States of America,,English,1936
0,http://www.wikidata.org/entity/Q922457,1864,Richard Harding Davis,male,United States of America,,,1916
0,http://www.wikidata.org/entity/Q5052923,1800,Catherine Sinclair,female,United Kingdom of Great Britain and Ireland,,,1864
0,http://www.wikidata.org/entity/Q2141938,1763,William Cobbett,male,United Kingdom of Great Britain and Ireland,,,1835
0,http://www.wikidata.org/entity/Q1283916,1829,Silas Weir Mitchell,male,United States of America,,,1914
0,http://www.wikidata.org/entity/Q57182,1813,Christian Friedrich Hebbel,male,Duchy of Holstein,,,1863
0,http://www.wikidata.org/entity/Q7357461,1861,Rodrigues Ottolengui,male,United States of America,,,1937
0,http://www.wikidata.org/entity/Q287752,1860,Charlotte Perkins Gilman,female,United States of America,,,1935
0,http://www.wikidata.org/entity/Q15999660,1866,Willie Riley,male,United Kingdom,,,1961
1,http://www.wikidata.org/entity/Q15999660,1866,Willie Riley,male,United Kingdom of Great Britain and Ireland,,,1961
2,http://www.wikidata.org/entity/Q15999660,1866,Willie Riley,male,United Kingdom,,,1961
3,http://www.wikidata.org/entity/Q15999660,1866,Willie Riley,male,United Kingdom of Great Britain and Ireland,,,1961
0,http://www.wikidata.org/entity/Q3719069,1855,Edgar Saltus,male,United States of America,,,1921
0,http://www.wikidata.org/entity/Q5333,1797,Charles Lyell,male,United Kingdom of Great Britain and Ireland,,English,1875
0,http://www.wikidata.org/entity/Q254041,1811,Domingo Faustino Sarmiento,male,Argentina,,,1888
0,http://www.wikidata.org/entity/Q943991,1796,Thomas Bulfinch,male,United States of America,,,1867
0,http://www.wikidata.org/entity/Q706571,1851,Silvanus P. Thompson,male,United Kingdom,,,1916
1,http://www.wikidata.org/entity/Q706571,1851,Silvanus P. Thompson,male,United Kingdom of Great Britain and Ireland,,,1916
0,http://www.wikidata.org/entity/Q57619,1864,Frank Wedekind,male,Kingdom of Prussia,,German,1918
0,http://www.wikidata.org/entity/Q7287626,1870,Ralph Henry Barbour,male,United States of America,,,1944
0,http://www.wikidata.org/entity/Q299565,1800,William Henry Fox Talbot,male,Kingdom of Great Britain,,,1877
1,http://www.wikidata.org/entity/Q299565,1800,William Henry Fox Talbot,male,United Kingdom of Great Britain and Ireland,,,1877
0,http://www.wikidata.org/entity/Q938005,1795,John P. Kennedy,male,United States of America,Episcopal Church,,1870
0,http://www.wikidata.org/entity/Q201858,1862,Joseph Alexander Altsheler,male,United States of America,,,1919
0,http://www.wikidata.org/entity/Q131487,1857,Karl Adolph Gjellerup,male,Kingdom of Denmark,atheism,,1919
0,http://www.wikidata.org/entity/Q908589,1914,Donald Allen Wollheim,male,United States of America,,,1990
0,http://www.wikidata.org/entity/Q4800383,1874,Arthur Stringer,male,Canada,,,1950
1,http://www.wikidata.org/entity/Q4800383,1874,Arthur Stringer,male,Canada,,,1950
0,http://www.wikidata.org/entity/Q557512,1915,Raymond F. Jones,male,United States of America,,,1994
1,http://www.wikidata.org/entity/Q557512,1915,Raymond F. Jones,male,United States of America,,,1994
0,http://www.wikidata.org/entity/Q2589871,1880,R. H. Tawney,male,United Kingdom,,,1962
1,http://www.wikidata.org/entity/Q2589871,1880,R. H. Tawney,male,United Kingdom of Great Britain and Ireland,,,1962
0,http://www.wikidata.org/entity/Q16487084,1849,Alberto Pimentel,male,Portugal,,Portuguese,1925
1,http://www.wikidata.org/entity/Q16487084,1849,Alberto Pimentel,male,Kingdom of Portugal,,Portuguese,1925
0,http://www.wikidata.org/entity/Q315220,1804,Eugène Sue,male,France,,French,1857
0,http://www.wikidata.org/entity/Q353746,1820,Eugène Fromentin,male,France,,French,1876
0,http://www.wikidata.org/entity/Q5920671,1873,Howard Roger Garis,male,United States of America,,,1962
0,http://www.wikidata.org/entity/Q4726018,1851,Alice Morse Earle,female,United States of America,,,1911
0,http://www.wikidata.org/entity/Q969253,1778,John Collins Warren,male,United States of America,,,1856
0,http://www.wikidata.org/entity/Q5354138,1846,Eldred Nathaniel Woodcock,male,United States of America,,,1917
0,http://www.wikidata.org/entity/Q52155452,1851,Joseph Edgar Chamberlin,male,United States of America,,,1935
0,http://www.wikidata.org/entity/Q65448,1857,Hermann Sudermann,male,Germany,,,1928
0,http://www.wikidata.org/entity/Q4739696,1860,Amanda McKittrick Ros,female,Republic of Ireland,,,1939
0,http://www.wikidata.org/entity/Q7509068,1856,Sydney George Fisher,male,United States of America,,,1927
0,http://www.wikidata.org/entity/Q1481362,1846,Marcus Clarke,male,Australia,,English,1881
0,http://www.wikidata.org/entity/Q16031668,1864,Frank Bacon,male,United States of America,Christian Science,English,1922
0,http://www.wikidata.org/entity/Q466068,1864,Ethel Lilian Voynich,female,United Kingdom of Great Britain and Ireland,,,1960
0,http://www.wikidata.org/entity/Q195390,1870,Alexander Berkman,male,United States of America,atheism,,1936
1,http://www.wikidata.org/entity/Q195390,1870,Alexander Berkman,male,Soviet Union,atheism,,1936
2,http://www.wikidata.org/entity/Q195390,1870,Alexander Berkman,male,Russian Empire,atheism,,1936
0,http://www.wikidata.org/entity/Q449136,1840,Rhoda Broughton,female,United Kingdom of Great Britain and Ireland,,English,1920
0,http://www.wikidata.org/entity/Q3561371,1840,Vittorio Imbriani,male,Kingdom of Italy,,,1886
0,http://www.wikidata.org/entity/Q613164,1801,Claude Tillier,male,France,,French,1844
0,http://www.wikidata.org/entity/Q78846,1848,Karl Emil Franzos,male,Austria-Hungary,Judaism,,1904
1,http://www.wikidata.org/entity/Q78846,1848,Karl Emil Franzos,male,Austrian Empire,Judaism,,1904
0,http://www.wikidata.org/entity/Q1373764,1879,Kartini,female,Dutch East Indies,Islam,,1904
0,http://www.wikidata.org/entity/Q327500,1843,Joseph Furphy,male,Australia,,,1912
0,http://www.wikidata.org/entity/Q5670556,1867,Harry Leon Wilson,male,United States of America,,,1939
0,http://www.wikidata.org/entity/Q330376,1884,Abraham Grace Merritt,male,United States of America,,,1943
0,http://www.wikidata.org/entity/Q469996,1813,József Eötvös,male,Hungary,,Hungarian,1871
1,http://www.wikidata.org/entity/Q469996,1813,József Eötvös,male,Austrian Empire,,Hungarian,1871
2,http://www.wikidata.org/entity/Q469996,1813,József Eötvös,male,Hungary,,Hungarian,1871
3,http://www.wikidata.org/entity/Q469996,1813,József Eötvös,male,Austrian Empire,,Hungarian,1871
4,http://www.wikidata.org/entity/Q469996,1813,József Eötvös,male,Hungary,,Hungarian,1871
5,http://www.wikidata.org/entity/Q469996,1813,József Eötvös,male,Austrian Empire,,Hungarian,1871
0,http://www.wikidata.org/entity/Q761717,1851,John Augustine Zahm,male,United States of America,Catholicism,,1921
1,http://www.wikidata.org/entity/Q761717,1851,John Augustine Zahm,male,United States of America,Catholicism,,1921
0,http://www.wikidata.org/entity/Q5322031,1890,E. M. Delafield,female,United Kingdom,,,1943
1,http://www.wikidata.org/entity/Q5322031,1890,E. M. Delafield,female,United Kingdom of Great Britain and Ireland,,,1943
0,http://www.wikidata.org/entity/Q1064,1785,Alessandro Manzoni,male,Kingdom of Italy,Catholicism,,1873
1,http://www.wikidata.org/entity/Q1064,1785,Alessandro Manzoni,male,Kingdom of Sardinia,Catholicism,,1873
0,http://www.wikidata.org/entity/Q4352362,1890,A. P. Herbert,male,United Kingdom,,,1971
1,http://www.wikidata.org/entity/Q4352362,1890,A. P. Herbert,male,United Kingdom of Great Britain and Ireland,,,1971
0,http://www.wikidata.org/entity/Q77069,1882,Leonhard Frank,male,Germany,,,1961
0,http://www.wikidata.org/entity/Q46405,1832,Bjørnstjerne Bjørnson,male,Norway,Christianity,,1910
0,http://www.wikidata.org/entity/Q76480,1871,Heinrich Mann,male,Germany,,,1950
0,http://www.wikidata.org/entity/Q77204,1788,Joseph von Eichendorff,male,Kingdom of Prussia,Catholic Church,German,1857
0,http://www.wikidata.org/entity/Q337082,1558,Thomas Kyd,male,United Kingdom,,,1594
0,http://www.wikidata.org/entity/Q508029,1869,Stephen Leacock,male,Canada,,,1944
1,http://www.wikidata.org/entity/Q508029,1869,Stephen Leacock,male,United Kingdom of Great Britain and Ireland,,,1944
0,http://www.wikidata.org/entity/Q1688174,1871,Jesse Lynch Williams,male,United States of America,,,1929
0,http://www.wikidata.org/entity/Q462666,1846,Léon Bloy,male,France,Catholicism,French,1917
0,http://www.wikidata.org/entity/Q6261563,1877,John Ulrich Giesy,male,United States of America,,,1947
0,http://www.wikidata.org/entity/Q178106,1883,William Carlos Williams,male,United States of America,,,1963
0,http://www.wikidata.org/entity/Q938841,1837,John Burroughs,male,United States of America,atheism,,1921
0,http://www.wikidata.org/entity/Q315511,1837,Algernon Charles Swinburne,male,United Kingdom of Great Britain and Ireland,,,1909
0,http://www.wikidata.org/entity/Q5767691,1829,Hinton Rowan Helper,male,United States of America,,,1909
0,http://www.wikidata.org/entity/Q346250,1870,Ada Negri,female,Kingdom of Italy,,,1945
0,http://www.wikidata.org/entity/Q538091,1808,Lysander Spooner,male,United States of America,deism,,1887
0,http://www.wikidata.org/entity/Q461310,1824,Julia Kavanagh,female,United Kingdom of Great Britain and Ireland,,,1877
0,http://www.wikidata.org/entity/Q58062,1754,Georg Forster,male,Polish–Lithuanian Commonwealth,,,1794
1,http://www.wikidata.org/entity/Q58062,1754,Georg Forster,male,Royal Prussia,,,1794
2,http://www.wikidata.org/entity/Q58062,1754,Georg Forster,male,Republic of Mainz,,,1794
0,http://www.wikidata.org/entity/Q151936,1854,James George Frazer,male,United Kingdom,,,1941
0,http://www.wikidata.org/entity/Q77444,1837,Wilhelm Jensen,male,Kingdom of Prussia,,German,1911
0,http://www.wikidata.org/entity/Q267481,1829,Laurence Oliphant,male,United Kingdom of Great Britain and Ireland,,,1888
0,http://www.wikidata.org/entity/Q2366473,1860,Rachilde,female,France,,,1953
0,http://www.wikidata.org/entity/Q937439,1813,Frederick Henry Ambrose Scrivener,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1891
0,http://www.wikidata.org/entity/Q436775,1722,John Burgoyne,male,Kingdom of Great Britain,,,1792
1,http://www.wikidata.org/entity/Q436775,1722,John Burgoyne,male,Kingdom of Great Britain,,,1792
0,http://www.wikidata.org/entity/Q3435536,1736,Robert Jephson,male,Republic of Ireland,,,1803
0,http://www.wikidata.org/entity/Q74664,1868,Paul Eltzbacher,male,Germany,,German,1928
0,http://www.wikidata.org/entity/Q7605796,1868,Steele Rudd,male,Australia,,,1935
0,http://www.wikidata.org/entity/Q214947,1886,Albert Ehrenstein,male,Austria,,,1950
1,http://www.wikidata.org/entity/Q214947,1886,Albert Ehrenstein,male,Austria-Hungary,,,1950
0,http://www.wikidata.org/entity/Q444995,1849,Sarah Orne Jewett,female,United States of America,,,1909
0,http://www.wikidata.org/entity/Q134661,1815,George Boole,male,United Kingdom of Great Britain and Ireland,,,1864
0,http://www.wikidata.org/entity/Q186748,1828,Dante Gabriel Rossetti,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1882
0,http://www.wikidata.org/entity/Q4303218,1863,Arthur Morrison,male,United Kingdom,,,1945
1,http://www.wikidata.org/entity/Q4303218,1863,Arthur Morrison,male,United Kingdom of Great Britain and Ireland,,,1945
0,http://www.wikidata.org/entity/Q236669,1892,Rebecca West,female,United Kingdom,,,1983
0,http://www.wikidata.org/entity/Q1871107,1883,Lothrop Stoddard,male,United States of America,,,1950
0,http://www.wikidata.org/entity/Q131805,1859,John Dewey,male,United States of America,religious humanism,,1952
0,http://www.wikidata.org/entity/Q259530,1752,Frances Burney,female,Kingdom of Great Britain,,,1840
1,http://www.wikidata.org/entity/Q259530,1752,Frances Burney,female,United Kingdom of Great Britain and Ireland,,,1840
0,http://www.wikidata.org/entity/Q982058,1793,Charles Paul de Kock,male,France,,French,1871
0,http://www.wikidata.org/entity/Q4309820,1849,William Hurrell Mallock,male,United Kingdom of Great Britain and Ireland,,,1923
0,http://www.wikidata.org/entity/Q3809662,1849,John Uri Lloyd,male,United States of America,,,1936
0,http://www.wikidata.org/entity/Q4359845,1858,Cornelis Johannes Kieviet,male,Kingdom of the Netherlands,,,1931
1,http://www.wikidata.org/entity/Q4359845,1858,Cornelis Johannes Kieviet,male,Kingdom of the Netherlands,,,1931
0,http://www.wikidata.org/entity/Q3142674,1867,Hugues Rebell,male,France,,French,1905
0,http://www.wikidata.org/entity/Q374462,1844,Ada Cambridge,female,United Kingdom of Great Britain and Ireland,,,1926
0,http://www.wikidata.org/entity/Q1076511,1769,Amelia Opie,female,United Kingdom of Great Britain and Ireland,,,1853
0,http://www.wikidata.org/entity/Q310866,1871,Leonid Andreyev,male,Russian Empire,,,1919
0,http://www.wikidata.org/entity/Q35802,1632,Benedictus de Spinoza,male,Dutch Republic,,,1677
0,http://www.wikidata.org/entity/Q23441,1848,Octave Mirbeau,male,France,atheism,French,1917
0,http://www.wikidata.org/entity/Q376410,1855,August Kitzberg,male,Estonia,,,1927
1,http://www.wikidata.org/entity/Q376410,1855,August Kitzberg,male,Russian Empire,,,1927
0,http://www.wikidata.org/entity/Q7788899,1848,Thomas Day Seymour,male,United States of America,,,1907
0,http://www.wikidata.org/entity/Q370246,1847,Jens Peter Jacobsen,male,Denmark,atheism,,1885
0,http://www.wikidata.org/entity/Q5052113,1829,Catharine Van Valkenburg Waite,female,United States of America,,,1913
0,http://www.wikidata.org/entity/Q3811584,1857,Justin Harvey Smith,male,United States of America,,,1930
0,http://www.wikidata.org/entity/Q77226,1879,Bernhard Kellermann,male,Nazi Germany,,,1951
1,http://www.wikidata.org/entity/Q77226,1879,Bernhard Kellermann,male,German Democratic Republic,,,1951
2,http://www.wikidata.org/entity/Q77226,1879,Bernhard Kellermann,male,Weimar Republic,,,1951
3,http://www.wikidata.org/entity/Q77226,1879,Bernhard Kellermann,male,German Empire,,,1951
0,http://www.wikidata.org/entity/Q185085,1864,Miguel de Unamuno,male,Spain,Christianity,,1936
0,http://www.wikidata.org/entity/Q8013887,1857,William Keith Leask,male,United Kingdom of Great Britain and Ireland,,,1925
0,http://www.wikidata.org/entity/Q6283945,1834,Joseph Henry Shorthouse,male,United Kingdom of Great Britain and Ireland,,,1903
0,http://www.wikidata.org/entity/Q502,1783,Stendhal,male,France,atheism,French,1842
0,http://www.wikidata.org/entity/Q13515,1801,Frédéric Bastiat,male,France,,,1850
0,http://www.wikidata.org/entity/Q3379050,1808,Philip Meadows Taylor,male,United Kingdom of Great Britain and Ireland,,,1876
1,http://www.wikidata.org/entity/Q3379050,1808,Philip Meadows Taylor,male,United Kingdom of Great Britain and Ireland,,,1876
0,http://www.wikidata.org/entity/Q929695,1848,Brooks Adams,male,United States of America,,,1927
0,http://www.wikidata.org/entity/Q33760,1872,Bertrand Russell,male,United Kingdom,agnosticism,English,1970
1,http://www.wikidata.org/entity/Q33760,1872,Bertrand Russell,male,United Kingdom of Great Britain and Ireland,agnosticism,English,1970
0,http://www.wikidata.org/entity/Q46602,1870,Ivan Bunin,male,France,,,1953
1,http://www.wikidata.org/entity/Q46602,1870,Ivan Bunin,male,Russian Empire,,,1953
0,http://www.wikidata.org/entity/Q1348857,1851,Francis Maitland Balfour,male,United Kingdom of Great Britain and Ireland,,,1882
0,http://www.wikidata.org/entity/Q1243973,1868,Norman Douglas,male,United Kingdom,,,1952
1,http://www.wikidata.org/entity/Q1243973,1868,Norman Douglas,male,United Kingdom,,,1952
2,http://www.wikidata.org/entity/Q1243973,1868,Norman Douglas,male,United Kingdom,,,1952
0,http://www.wikidata.org/entity/Q49747,1862,Maurice Maeterlinck,male,Belgium,,French,1949
0,http://www.wikidata.org/entity/Q5481321,1838,Francis Hopkinson Smith,male,United States of America,,,1915
0,http://www.wikidata.org/entity/Q5082480,1857,Charles Monroe Sheldon,male,United States of America,,,1946
0,http://www.wikidata.org/entity/Q49325,1875,Albert Schweitzer,male,France,Protestantism,,1965
1,http://www.wikidata.org/entity/Q49325,1875,Albert Schweitzer,male,Germany,Protestantism,,1965
0,http://www.wikidata.org/entity/Q82049,1685,George Berkeley,male,Kingdom of Ireland,Episcopal Church,,1753
1,http://www.wikidata.org/entity/Q82049,1685,George Berkeley,male,Kingdom of Ireland,Anglicanism,,1753
0,http://www.wikidata.org/entity/Q4236309,1861,Sara Jeannette Duncan,female,Canada,,,1922
0,http://www.wikidata.org/entity/Q379211,1849,Jacob Riis,male,United States of America,,,1914
1,http://www.wikidata.org/entity/Q379211,1849,Jacob Riis,male,Denmark,,,1914
0,http://www.wikidata.org/entity/Q4888572,1833,Benjamin Farjeon,male,New Zealand,,,1903
1,http://www.wikidata.org/entity/Q4888572,1833,Benjamin Farjeon,male,United Kingdom of Great Britain and Ireland,,,1903
2,http://www.wikidata.org/entity/Q4888572,1838,Benjamin Farjeon,male,New Zealand,,,1903
3,http://www.wikidata.org/entity/Q4888572,1838,Benjamin Farjeon,male,United Kingdom of Great Britain and Ireland,,,1903
4,http://www.wikidata.org/entity/Q4888572,1833,Benjamin Farjeon,male,New Zealand,,,1903
5,http://www.wikidata.org/entity/Q4888572,1833,Benjamin Farjeon,male,United Kingdom of Great Britain and Ireland,,,1903
6,http://www.wikidata.org/entity/Q4888572,1838,Benjamin Farjeon,male,New Zealand,,,1903
7,http://www.wikidata.org/entity/Q4888572,1838,Benjamin Farjeon,male,United Kingdom of Great Britain and Ireland,,,1903
0,http://www.wikidata.org/entity/Q63408,1865,Arthur Drews,male,Germany,,,1935
0,http://www.wikidata.org/entity/Q16944221,1869,Charles Thomas J. Hiatt,male,United Kingdom of Great Britain and Ireland,,,1904
0,http://www.wikidata.org/entity/Q3489578,1808,Solomon Northup,male,United States of America,,,1863
0,http://www.wikidata.org/entity/Q2923472,1843,Bradford Torrey,male,United States of America,,,1912
0,http://www.wikidata.org/entity/Q723324,1849,Aleksander Świętochowski,male,Poland,,,1938
0,http://www.wikidata.org/entity/Q37160,1711,David Hume,male,Kingdom of Great Britain,atheism,English,1776
1,http://www.wikidata.org/entity/Q37160,1711,David Hume,male,Kingdom of Great Britain,atheism,English,1776
0,http://www.wikidata.org/entity/Q2435319,1809,Timothy Shay Arthur,male,United States of America,,,1885
0,http://www.wikidata.org/entity/Q321378,1878,Don Marquis,male,United States of America,,,1937
0,http://www.wikidata.org/entity/Q313458,1818,Lewis H. Morgan,male,United States of America,,,1881
0,http://www.wikidata.org/entity/Q77318,1811,Fanny Lewald,female,Kingdom of Prussia,,,1889
1,http://www.wikidata.org/entity/Q77318,1811,Fanny Lewald,female,Kingdom of Prussia,,,1889
2,http://www.wikidata.org/entity/Q77318,1811,Fanny Lewald,female,Kingdom of Prussia,,,1889
3,http://www.wikidata.org/entity/Q77318,1811,Fanny Lewald,female,Kingdom of Prussia,,,1889
0,http://www.wikidata.org/entity/Q2266038,1842,Henry Gréville,female,France,,,1902
0,http://www.wikidata.org/entity/Q2266966,1880,Maria Jotuni,female,Finland,,,1943
0,http://www.wikidata.org/entity/Q332454,1879,"Max Aitken, 1st Baron Beaverbrook",male,Canada,,,1964
1,http://www.wikidata.org/entity/Q332454,1879,"Max Aitken, 1st Baron Beaverbrook",male,United Kingdom,,,1964
0,http://www.wikidata.org/entity/Q296809,1878,Ferenc Molnár,male,Hungary,,,1952
0,http://www.wikidata.org/entity/Q3568980,1835,William Osborn Stoddard,male,United States of America,,,1925
0,http://www.wikidata.org/entity/Q206534,1871,Stephen Crane,male,United States of America,atheism,,1900
0,http://www.wikidata.org/entity/Q326459,1865,Dmitry Merezhkovsky,male,Russian Empire,,Russian,1941
1,http://www.wikidata.org/entity/Q326459,1865,Dmitry Merezhkovsky,male,Russian Empire,,Russian,1941
0,http://www.wikidata.org/entity/Q5496537,1854,Fred Whishaw,male,United Kingdom,,,1934
1,http://www.wikidata.org/entity/Q5496537,1854,Fred Whishaw,male,United Kingdom of Great Britain and Ireland,,,1934
0,http://www.wikidata.org/entity/Q435731,1858,George Albert Boulenger,male,Belgium,,,1937
1,http://www.wikidata.org/entity/Q435731,1858,George Albert Boulenger,male,France,,,1937
2,http://www.wikidata.org/entity/Q435731,1858,George Albert Boulenger,male,United Kingdom,,,1937
0,http://www.wikidata.org/entity/Q1598125,1878,Owen Johnson,male,United States of America,,,1952
0,http://www.wikidata.org/entity/Q7370119,1852,Roswell Park,male,United States of America,,,1914
0,http://www.wikidata.org/entity/Q433076,1838,Henry Sidgwick,male,United Kingdom of Great Britain and Ireland,Unitarianism,,1900
0,http://www.wikidata.org/entity/Q30135078,1852,William Denison Lyman,male,United States of America,,,1920
0,http://www.wikidata.org/entity/Q314957,1862,Maurice Barrès,male,France,Catholic Church,French,1923
0,http://www.wikidata.org/entity/Q1286297,1869,Edmund Garratt Gardner,male,United Kingdom,,,1935
