,author,birthYear,authorLabel,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,deathYear
0,http://www.wikidata.org/entity/Q150445,1835,Camille Saint-Saëns,male,France,,,1921
0,http://www.wikidata.org/entity/Q433325,1873,Ellen Glasgow,female,United States of America,,,1945
0,http://www.wikidata.org/entity/Q463513,1832,Émile Gaboriau,male,France,,French,1873
0,http://www.wikidata.org/entity/Q7167474,1891,Percy Marks,male,United States of America,,,1956
0,http://www.wikidata.org/entity/Q389375,1868,Marie Adelaide Belloc Lowndes,female,France,,English,1947
1,http://www.wikidata.org/entity/Q389375,1868,Marie Adelaide Belloc Lowndes,female,United Kingdom,,English,1947
0,http://www.wikidata.org/entity/Q88458,1784,Christian Keferstein,male,Germany,,,1866
1,http://www.wikidata.org/entity/Q88458,1784,Christian Keferstein,male,Germany,,,1866
2,http://www.wikidata.org/entity/Q88458,1784,Christian Keferstein,male,Germany,,,1866
3,http://www.wikidata.org/entity/Q88458,1784,Christian Keferstein,male,Germany,,,1866
0,http://www.wikidata.org/entity/Q15975273,1818,Mary H. Eastman,female,United States of America,,,1887
0,http://www.wikidata.org/entity/Q448376,1850,Ella Wheeler Wilcox,female,United States of America,,,1919
0,http://www.wikidata.org/entity/Q357102,1827,Lew Wallace,male,United States of America,Protestantism,,1905
0,http://www.wikidata.org/entity/Q90238,1828,George Meredith,male,United Kingdom,,,1909
1,http://www.wikidata.org/entity/Q90238,1828,George Meredith,male,United Kingdom of Great Britain and Ireland,,,1909
0,http://www.wikidata.org/entity/Q4443905,1832,Hesba Stretton,female,United Kingdom of Great Britain and Ireland,,,1911
0,http://www.wikidata.org/entity/Q2620572,1840,Edward S. Ellis,male,United States of America,,,1916
0,http://www.wikidata.org/entity/Q235899,1912,Andre Norton,female,United States of America,,,2005
0,http://www.wikidata.org/entity/Q3909034,1879,Porter Emerson Browne,male,United States of America,,,1934
0,http://www.wikidata.org/entity/Q515845,1884,Arthur Ransome,male,United Kingdom,,English,1967
1,http://www.wikidata.org/entity/Q515845,1884,Arthur Ransome,male,United Kingdom of Great Britain and Ireland,,English,1967
0,http://www.wikidata.org/entity/Q182589,1834,William Morris,male,United Kingdom,,English,1896
1,http://www.wikidata.org/entity/Q182589,1834,William Morris,male,United Kingdom of Great Britain and Ireland,,English,1896
0,http://www.wikidata.org/entity/Q93841,1843,Peter Rosegger,male,Austria,,,1918
0,http://www.wikidata.org/entity/Q110436,1971,Cory Doctorow,male,Canada,atheism,,
1,http://www.wikidata.org/entity/Q110436,1971,Cory Doctorow,male,United States of America,atheism,,
2,http://www.wikidata.org/entity/Q110436,1971,Cory Doctorow,male,United Kingdom,atheism,,
0,http://www.wikidata.org/entity/Q312673,1587,Joost van den Vondel,male,Dutch Republic,Catholic Church,Dutch,1679
0,http://www.wikidata.org/entity/Q2402392,1890,Richmal Crompton,female,United Kingdom,,,1969
1,http://www.wikidata.org/entity/Q2402392,1890,Richmal Crompton,female,United Kingdom of Great Britain and Ireland,,,1969
0,http://www.wikidata.org/entity/Q570031,1884,George Sylvester Viereck,male,United States of America,,,1962
0,http://www.wikidata.org/entity/Q301983,1836,Bret Harte,male,United States of America,,,1902
0,http://www.wikidata.org/entity/Q611238,1867,António Nobre,male,Kingdom of Portugal,Catholic Church,,1900
0,http://www.wikidata.org/entity/Q734329,1856,Elbert Green Hubbard,male,United States of America,,,1915
0,http://www.wikidata.org/entity/Q706891,1840,Wilfrid Scawen Blunt,male,United Kingdom of Great Britain and Ireland,,,1922
0,http://www.wikidata.org/entity/Q463630,1824,Juan Valera,male,Spain,,Spanish,1905
0,http://www.wikidata.org/entity/Q43523,1862,Gerhart Hauptmann,male,German Empire,,German,1946
0,http://www.wikidata.org/entity/Q3218752,1845,Laure Conan,female,Canada,,French,1924
0,http://www.wikidata.org/entity/Q931105,1890,Christopher Morley,male,United States of America,,,1957
0,http://www.wikidata.org/entity/Q27981888,1852,Luella Agnes Owen,female,United States of America,,,1932
0,http://www.wikidata.org/entity/Q550449,1896,Murray Leinster,male,United States of America,,,1975
0,http://www.wikidata.org/entity/Q2060612,1871,Harold MacGrath,male,United States of America,,,1932
0,http://www.wikidata.org/entity/Q276421,1852,Mary Eleanor Wilkins Freeman,female,United States of America,,,1930
0,http://www.wikidata.org/entity/Q3316148,1825,Richard Doddridge Blackmore,male,United Kingdom of Great Britain and Ireland,,English,1900
0,http://www.wikidata.org/entity/Q922191,1836,Thomas Bailey Aldrich,male,United States of America,,,1907
0,http://www.wikidata.org/entity/Q25973,1877,Hermann Hesse,male,Switzerland,,,1962
1,http://www.wikidata.org/entity/Q25973,1877,Hermann Hesse,male,Germany,,,1962
2,http://www.wikidata.org/entity/Q25973,1877,Hermann Hesse,male,Russian Empire,,,1962
3,http://www.wikidata.org/entity/Q25973,1877,Hermann Hesse,male,German Empire,,,1962
0,http://www.wikidata.org/entity/Q437798,1863,Louis Couperus,male,Kingdom of the Netherlands,,Dutch,1923
0,http://www.wikidata.org/entity/Q2037944,1864,Robert Smythe Hichens,male,United Kingdom,,,1950
1,http://www.wikidata.org/entity/Q2037944,1864,Robert Smythe Hichens,male,United Kingdom of Great Britain and Ireland,,,1950
0,http://www.wikidata.org/entity/Q675676,1802,Jacob van Lennep,male,Kingdom of the Netherlands,,Dutch,1868
0,http://www.wikidata.org/entity/Q943858,1854,William Temple Hornaday,male,United States of America,,,1937
0,http://www.wikidata.org/entity/Q482162,1814,Louis Amédée Achard,male,France,,French,1875
0,http://www.wikidata.org/entity/Q518925,1804,Francesco Domenico Guerrazzi,male,Kingdom of Italy,,,1873
0,http://www.wikidata.org/entity/Q974678,1872,Paul Laurence Dunbar,male,United States of America,,,1906
0,http://www.wikidata.org/entity/Q1364100,1904,H. Beam Piper,male,United States of America,,,1964
0,http://www.wikidata.org/entity/Q372032,1847,Giuseppe Giacosa,male,Kingdom of Italy,,,1906
0,http://www.wikidata.org/entity/Q1357524,1862,John Kendrick Bangs,male,United States of America,,,1922
0,http://www.wikidata.org/entity/Q311480,1697,Antoine François Prévost,male,France,Catholicism,French,1763
0,http://www.wikidata.org/entity/Q713705,1845,Herbert Giles,male,United Kingdom,,,1935
0,http://www.wikidata.org/entity/Q3087202,1839,Jules Lermina,male,France,,French,1915
0,http://www.wikidata.org/entity/Q465681,1799,"Sophie Rostopchine, Comtesse de Ségur",female,France,Catholic Church,Russian,1874
0,http://www.wikidata.org/entity/Q44331,1862,Arthur Schnitzler,male,Austria,,,1931
1,http://www.wikidata.org/entity/Q44331,1862,Arthur Schnitzler,male,Austrian Empire,,,1931
2,http://www.wikidata.org/entity/Q44331,1862,Arthur Schnitzler,male,Cisleithania,,,1931
0,http://www.wikidata.org/entity/Q309702,1797,Alfred de Vigny,male,France,,French,1863
0,http://www.wikidata.org/entity/Q298152,1816,Grace Aguilar,female,British Empire,Judaism,,1847
1,http://www.wikidata.org/entity/Q298152,1816,Grace Aguilar,female,United Kingdom of Great Britain and Ireland,Judaism,,1847
0,http://www.wikidata.org/entity/Q486096,1871,Theodore Dreiser,male,United States of America,atheism,,1945
0,http://www.wikidata.org/entity/Q468280,1771,Charles Brockden Brown,male,United States of America,,,1810
0,http://www.wikidata.org/entity/Q2030046,1796,Zulma Carraud,female,France,,,1889
0,http://www.wikidata.org/entity/Q1249210,1822,Edmond de Goncourt,male,France,,,1896
0,http://www.wikidata.org/entity/Q207036,1882,A. A. Milne,male,United Kingdom,,English,1956
0,http://www.wikidata.org/entity/Q360079,1878,Eino Leino,male,Finland,,,1926
0,http://www.wikidata.org/entity/Q163069,1866,E. Phillips Oppenheim,male,United Kingdom,,,1946
0,http://www.wikidata.org/entity/Q1048,-99,Julius Caesar,male,Ancient Rome,ancient Roman religion,Latin,-43
0,http://www.wikidata.org/entity/Q6241173,1917,John J. McGuire,male,United States of America,,,1981
0,http://www.wikidata.org/entity/Q49767,1768,François-Auguste-René de Chateaubriand,male,France,Catholicism,French,1848
0,http://www.wikidata.org/entity/Q313348,1823,Jean-Henri Fabre,male,France,,,1915
0,http://www.wikidata.org/entity/Q1347392,1877,Patricio Mariano,male,Philippines,,,1935
0,http://www.wikidata.org/entity/Q5403184,1859,Ethel Pedley,female,Australia,,,1898
0,http://www.wikidata.org/entity/Q2731171,1827,John George Wood,male,United Kingdom of Great Britain and Ireland,,,1889
0,http://www.wikidata.org/entity/Q2655,1786,John Franklin,male,Kingdom of Great Britain,,,1847
1,http://www.wikidata.org/entity/Q2655,1786,John Franklin,male,United Kingdom of Great Britain and Ireland,,,1847
0,http://www.wikidata.org/entity/Q312829,1835,Samuel Butler,male,United Kingdom of Great Britain and Ireland,,,1902
0,http://www.wikidata.org/entity/Q953962,1851,Garrett Putnam Serviss,male,United States of America,,,1929
0,http://www.wikidata.org/entity/Q462662,1877,Raymond Roussel,male,France,,French,1933
0,http://www.wikidata.org/entity/Q69339,1804,Nathaniel Hawthorne,male,United States of America,Unitarianism,English,1864
0,http://www.wikidata.org/entity/Q570122,1875,Arthur Cheney Train,male,United States of America,,,1945
0,http://www.wikidata.org/entity/Q36661,1828,Henrik Ibsen,male,Norway,,Norwegian,1906
0,http://www.wikidata.org/entity/Q970981,1797,Charles Hodge,male,United States of America,Calvinism,,1878
1,http://www.wikidata.org/entity/Q970981,1797,Charles Hodge,male,United States of America,Presbyterianism,,1878
0,http://www.wikidata.org/entity/Q216954,1844,ʻAbdu'l-Bahá,male,Qajar Iran,Baháʼí Faith,,1921
0,http://www.wikidata.org/entity/Q9358,1844,Friedrich Nietzsche,male,Kingdom of Prussia,,German,1900
0,http://www.wikidata.org/entity/Q41513,1757,William Blake,male,Kingdom of Great Britain,,,1827
1,http://www.wikidata.org/entity/Q41513,1757,William Blake,male,United Kingdom of Great Britain and Ireland,,,1827
0,http://www.wikidata.org/entity/Q5478659,1826,Frances Fuller Victor,female,United States of America,,,1902
0,http://www.wikidata.org/entity/Q366639,1809,Albert Pike,male,United States of America,Episcopal Church,English,1891
1,http://www.wikidata.org/entity/Q366639,1809,Albert Pike,male,Confederate States,Episcopal Church,English,1891
0,http://www.wikidata.org/entity/Q76430,1780,Carl von Clausewitz,male,Kingdom of Prussia,,,1831
0,http://www.wikidata.org/entity/Q4119359,1857,George Griffith,male,United Kingdom of Great Britain and Ireland,,,1906
0,http://www.wikidata.org/entity/Q345104,1875,Rafael Sabatini,male,Italy,,,1950
1,http://www.wikidata.org/entity/Q345104,1875,Rafael Sabatini,male,United Kingdom,,,1950
2,http://www.wikidata.org/entity/Q345104,1875,Rafael Sabatini,male,Kingdom of Italy,,,1950
3,http://www.wikidata.org/entity/Q345104,1875,Rafael Sabatini,male,United Kingdom of Great Britain and Ireland,,,1950
0,http://www.wikidata.org/entity/Q199588,1826,Carlo Collodi,male,Grand Duchy of Tuscany,,Italian,1890
1,http://www.wikidata.org/entity/Q199588,1826,Carlo Collodi,male,Kingdom of Sardinia,,Italian,1890
2,http://www.wikidata.org/entity/Q199588,1826,Carlo Collodi,male,Kingdom of Italy,,Italian,1890
3,http://www.wikidata.org/entity/Q199588,1826,Carlo Collodi,male,United Provinces of Central Italy,,Italian,1890
0,http://www.wikidata.org/entity/Q354828,1831,Victorien Sardou,male,France,,French,1908
0,http://www.wikidata.org/entity/Q204936,1846,Kate Greenaway,female,United Kingdom of Great Britain and Ireland,,,1901
0,http://www.wikidata.org/entity/Q6518053,1772,Legh Richmond,male,Kingdom of Great Britain,Anglicanism,,1827
1,http://www.wikidata.org/entity/Q6518053,1772,Legh Richmond,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1827
0,http://www.wikidata.org/entity/Q5321848,1893,E. Everett Evans,male,United States of America,,,1958
0,http://www.wikidata.org/entity/Q81447,1894,Aldous Huxley,male,United Kingdom,Hinduism,,1963
0,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1863
0,http://www.wikidata.org/entity/Q465179,1930,Marion Zimmer Bradley,female,United States of America,,,1999
0,http://www.wikidata.org/entity/Q58811,1816,Gustav Freytag,male,Kingdom of Prussia,,German,1895
0,http://www.wikidata.org/entity/Q1364808,1856,William Wallace Denslow,male,United States of America,,English,1915
0,http://www.wikidata.org/entity/Q26993,1817,Theodor Storm,male,Duchy of Schleswig,atheism,,1888
1,http://www.wikidata.org/entity/Q26993,1817,Theodor Storm,male,Kingdom of Prussia,atheism,,1888
0,http://www.wikidata.org/entity/Q5365036,1860,Ellen Thorneycroft Fowler,female,United Kingdom,,,1929
1,http://www.wikidata.org/entity/Q5365036,1860,Ellen Thorneycroft Fowler,female,United Kingdom of Great Britain and Ireland,,,1929
0,http://www.wikidata.org/entity/Q6233717,1859,John William Fortescue,male,United Kingdom,,,1933
1,http://www.wikidata.org/entity/Q6233717,1859,John William Fortescue,male,United Kingdom of Great Britain and Ireland,,,1933
0,http://www.wikidata.org/entity/Q162269,1808,Jefferson Davis,male,United States of America,,English,1889
1,http://www.wikidata.org/entity/Q162269,1808,Jefferson Davis,male,Confederate States,,English,1889
0,http://www.wikidata.org/entity/Q9068,1694,Voltaire,male,France,atheism,French,1778
0,http://www.wikidata.org/entity/Q173481,1888,Fernando Pessoa,male,Portugal,modern Paganism,Portuguese,1935
1,http://www.wikidata.org/entity/Q173481,1888,Fernando Pessoa,male,Kingdom of Portugal,modern Paganism,Portuguese,1935
0,http://www.wikidata.org/entity/Q152513,1807,Henry Wadsworth Longfellow,male,United States of America,,,1882
0,http://www.wikidata.org/entity/Q4228309,1851,Luis Coloma,male,Spain,Catholicism,,1915
0,http://www.wikidata.org/entity/Q5622672,1873,Guy Wetmore Carryl,male,United States of America,,,1904
0,http://www.wikidata.org/entity/Q460861,1709,John Cleland,male,Kingdom of Great Britain,,,1789
0,http://www.wikidata.org/entity/Q963715,1862,M. R. James,male,United Kingdom,,,1936
0,http://www.wikidata.org/entity/Q9204,1898,C. S. Lewis,male,United Kingdom,Anglicanism,British English,1963
0,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,male,United States of America,,,1975
1,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,male,United Kingdom,,,1975
2,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,male,United Kingdom of Great Britain and Ireland,,,1975
0,http://www.wikidata.org/entity/Q113681,1864,Israel Zangwill,male,United Kingdom of Great Britain and Ireland,,English,1926
1,http://www.wikidata.org/entity/Q113681,1864,Israel Zangwill,male,United Kingdom of Great Britain and Ireland,,English,1926
0,http://www.wikidata.org/entity/Q1392055,1863,Henry De Vere Stacpoole,male,Republic of Ireland,,,1951
0,http://www.wikidata.org/entity/Q5661413,1914,Harold L. Goodwin,male,United States of America,,,1990
0,http://www.wikidata.org/entity/Q435056,1910,John W. Campbell,male,United States of America,atheism,English,1971
0,http://www.wikidata.org/entity/Q2137717,1803,George Borrow,male,United Kingdom of Great Britain and Ireland,,,1881
0,http://www.wikidata.org/entity/Q531606,1838,Edwin Abbott Abbott,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1926
0,http://www.wikidata.org/entity/Q5006262,1844,C. A. Stephens,male,United States of America,,,1931
0,http://www.wikidata.org/entity/Q941794,1860,Hamlin Garland,male,United States of America,,,1940
0,http://www.wikidata.org/entity/Q218960,1713,Laurence Sterne,male,Kingdom of Great Britain,Anglicanism,,1768
0,http://www.wikidata.org/entity/Q215562,1818,Frederick Douglass,male,United States of America,United Methodist Church,English,1895
0,http://www.wikidata.org/entity/Q258669,1881,Eleanor Farjeon,female,United Kingdom,Catholicism,English,1965
1,http://www.wikidata.org/entity/Q258669,1881,Eleanor Farjeon,female,United Kingdom,Judaism,English,1965
0,http://www.wikidata.org/entity/Q8006734,1855,William Charles Scully,male,South Africa,,,1943
0,http://www.wikidata.org/entity/Q18216966,1845,John Marshall,male,United Kingdom of Great Britain and Ireland,,,1915
0,http://www.wikidata.org/entity/Q5542993,1911,George O. Smith,male,United States of America,,,1981
0,http://www.wikidata.org/entity/Q527981,1815,Richard Henry Dana,male,United States of America,,,1882
0,http://www.wikidata.org/entity/Q1288644,1866,Ernest William Hornung,male,United Kingdom of Great Britain and Ireland,,,1921
0,http://www.wikidata.org/entity/Q1700099,1862,John Fox,male,United States of America,,,1919
1,http://www.wikidata.org/entity/Q1700099,1863,John Fox,male,United States of America,,,1919
2,http://www.wikidata.org/entity/Q1700099,1862,John Fox,male,United States of America,,,1919
3,http://www.wikidata.org/entity/Q1700099,1863,John Fox,male,United States of America,,,1919
4,http://www.wikidata.org/entity/Q1700099,1862,John Fox,male,United States of America,,,1919
5,http://www.wikidata.org/entity/Q1700099,1863,John Fox,male,United States of America,,,1919
0,http://www.wikidata.org/entity/Q131149,1817,Henry David Thoreau,male,United States of America,Unitarianism,English,1862
0,http://www.wikidata.org/entity/Q6882,1882,James Joyce,male,Republic of Ireland,Catholicism,English,1941
0,http://www.wikidata.org/entity/Q471413,1878,John Masefield,male,United Kingdom,,,1967
0,http://www.wikidata.org/entity/Q213355,1631,John Dryden,male,Kingdom of England,Catholic Church,,1700
0,http://www.wikidata.org/entity/Q183266,1709,Samuel Johnson,male,Kingdom of Great Britain,Anglicanism,English,1784
0,http://www.wikidata.org/entity/Q27645,1814,Mikhail Bakunin,male,Russian Empire,atheism,Russian,1876
0,http://www.wikidata.org/entity/Q453251,1832,Horatio Alger,male,United States of America,,,1899
0,http://www.wikidata.org/entity/Q15430684,1846,Thérèse de Dillmont,female,Austria-Hungary,,,1890
0,http://www.wikidata.org/entity/Q144090,1890,Edward Elmer Smith,male,United States of America,,,1965
0,http://www.wikidata.org/entity/Q446879,1812,Geertruida Bosboom-Toussaint,female,Kingdom of the Netherlands,,Dutch,1886
0,http://www.wikidata.org/entity/Q505827,1844,Andrew Lang,male,United Kingdom of Great Britain and Ireland,,English,1912
0,http://www.wikidata.org/entity/Q433755,1881,Mary Antin,female,United States of America,,,1949
0,http://www.wikidata.org/entity/Q3184948,1767,Joseph Fiévée,male,France,,French,1839
0,http://www.wikidata.org/entity/Q271824,1875,Edgar Wallace,male,United Kingdom,,,1932
0,http://www.wikidata.org/entity/Q333246,1928,Robert Sheckley,male,United States of America,,English,2005
0,http://www.wikidata.org/entity/Q2865103,1835,Arthur Fremantle,male,United Kingdom of Great Britain and Ireland,,,1901
0,http://www.wikidata.org/entity/Q1393388,1848,Georges Ohnet,male,France,,,1918
0,http://www.wikidata.org/entity/Q79759,1608,John Milton,male,Kingdom of England,Anglicanism,English,1674
0,http://www.wikidata.org/entity/Q544314,1854,Charles Webster Leadbeater,male,United Kingdom,Anglicanism,,1934
1,http://www.wikidata.org/entity/Q544314,1854,Charles Webster Leadbeater,male,Australia,Anglicanism,,1934
2,http://www.wikidata.org/entity/Q544314,1854,Charles Webster Leadbeater,male,United Kingdom of Great Britain and Ireland,Anglicanism,,1934
0,http://www.wikidata.org/entity/Q6929948,1857,Mrs George de Horne Vaizey,female,United Kingdom of Great Britain and Ireland,,,1917
0,http://www.wikidata.org/entity/Q122370,1819,Gottfried Keller,male,Switzerland,,,1890
0,http://www.wikidata.org/entity/Q108206,1628,John Bunyan,male,Kingdom of England,Baptists,English,1688
0,http://www.wikidata.org/entity/Q4937514,1862,Florence L. Barclay,female,United Kingdom of Great Britain and Ireland,,,1921
0,http://www.wikidata.org/entity/Q154014,1813,Georg Büchner,male,Grand Duchy of Hesse,,,1837
0,http://www.wikidata.org/entity/Q5660569,1866,Harold Edward Bindloss,male,United Kingdom,,,1945
0,http://www.wikidata.org/entity/Q49074,1922,Kurt Vonnegut,male,United States of America,atheism,American English,2007
1,http://www.wikidata.org/entity/Q49074,1922,Kurt Vonnegut,male,United States of America,atheism,American English,2007
2,http://www.wikidata.org/entity/Q49074,1922,Kurt Vonnegut,male,United States of America,Unitarian Universalism,American English,2007
3,http://www.wikidata.org/entity/Q49074,1922,Kurt Vonnegut,male,United States of America,Unitarian Universalism,American English,2007
0,http://www.wikidata.org/entity/Q644784,1831,George Manville Fenn,male,United Kingdom of Great Britain and Ireland,,,1909
0,http://www.wikidata.org/entity/Q42544,1478,Thomas More,male,Kingdom of England,Catholic Church,,1535
0,http://www.wikidata.org/entity/Q168728,1874,Robert Frost,male,United States of America,,,1963
0,http://www.wikidata.org/entity/Q5679,1788,Lord Byron,male,Kingdom of Great Britain,,,1824
1,http://www.wikidata.org/entity/Q5679,1788,Lord Byron,male,United Kingdom of Great Britain and Ireland,,,1824
0,http://www.wikidata.org/entity/Q32829,1814,William Henry Giles Kingston,male,United Kingdom of Great Britain and Ireland,,,1880
0,http://www.wikidata.org/entity/Q4530036,1781,Lucy Aikin,female,Kingdom of Great Britain,Unitarianism,,1864
1,http://www.wikidata.org/entity/Q4530036,1781,Lucy Aikin,female,United Kingdom of Great Britain and Ireland,Unitarianism,,1864
0,http://www.wikidata.org/entity/Q1349144,1865,Robert W. Chambers,male,United States of America,,,1933
0,http://www.wikidata.org/entity/Q229226,1810,Elizabeth Cleghorn Gaskell,female,United Kingdom of Great Britain and Ireland,,,1865
0,http://www.wikidata.org/entity/Q5486693,1855,Frank Frankfort Moore,male,United Kingdom,,,1931
1,http://www.wikidata.org/entity/Q5486693,1855,Frank Frankfort Moore,male,United Kingdom of Great Britain and Ireland,,,1931
0,http://www.wikidata.org/entity/Q296244,1749,Vittorio Alfieri,male,Kingdom of Sardinia,,,1803
0,http://www.wikidata.org/entity/Q314897,1859,Kenneth Grahame,male,United Kingdom,,English,1932
0,http://www.wikidata.org/entity/Q356283,1721,Tobias Smollett,male,Kingdom of Great Britain,,English,1771
1,http://www.wikidata.org/entity/Q356283,1721,Tobias Smollett,male,Kingdom of Great Britain,,Scots,1771
0,http://www.wikidata.org/entity/Q79969,1869,Emma Goldman,female,United States of America,atheism,,1940
1,http://www.wikidata.org/entity/Q79969,1869,Emma Goldman,female,United Kingdom,atheism,,1940
2,http://www.wikidata.org/entity/Q79969,1869,Emma Goldman,female,Russian Empire,atheism,,1940
0,http://www.wikidata.org/entity/Q265792,1887,Ray Cummings,male,United States of America,,,1957
0,http://www.wikidata.org/entity/Q252307,1867,Guy Boothby,male,Australia,,,1905
1,http://www.wikidata.org/entity/Q252307,1867,Guy Boothby,male,United Kingdom of Great Britain and Ireland,,,1905
0,http://www.wikidata.org/entity/Q2579425,1825,Robert Michael Ballantyne,male,United Kingdom of Great Britain and Ireland,,,1894
0,http://www.wikidata.org/entity/Q454734,1875,Evelyn Underhill,female,United Kingdom,Anglicanism,,1941
0,http://www.wikidata.org/entity/Q724395,1925,Keith Laumer,male,United States of America,,,1993
0,http://www.wikidata.org/entity/Q34970,1885,D. H. Lawrence,male,United Kingdom,,,1930
0,http://www.wikidata.org/entity/Q3946632,1797,Samuel Lover,male,United Kingdom of Great Britain and Ireland,,,1868
0,http://www.wikidata.org/entity/Q288210,1831,Isabella Bird,female,United Kingdom of Great Britain and Ireland,,,1904
0,http://www.wikidata.org/entity/Q6897658,1854,Mona Caird,female,United Kingdom,,,1932
0,http://www.wikidata.org/entity/Q489193,1925,Harry Harrison,male,United States of America,atheism,English,2012
0,http://www.wikidata.org/entity/Q154010,1733,Christoph Martin Wieland,male,Biberach an der Riss,,,1813
0,http://www.wikidata.org/entity/Q76483,1875,Rainer Maria Rilke,male,Austria,,German,1926
1,http://www.wikidata.org/entity/Q76483,1875,Rainer Maria Rilke,male,Germany,,German,1926
2,http://www.wikidata.org/entity/Q76483,1875,Rainer Maria Rilke,male,Austria-Hungary,,German,1926
0,http://www.wikidata.org/entity/Q154782,1781,Adelbert von Chamisso,male,Kingdom of Prussia,,,1838
1,http://www.wikidata.org/entity/Q154782,1781,Adelbert von Chamisso,male,Kingdom of France,,,1838
0,http://www.wikidata.org/entity/Q991,1821,Fyodor Dostoyevsky,male,Russia,Russian Orthodox Church,Russian,1881
1,http://www.wikidata.org/entity/Q991,1821,Fyodor Dostoyevsky,male,Russian Empire,Russian Orthodox Church,Russian,1881
0,http://www.wikidata.org/entity/Q469974,1753,Elizabeth Inchbald,female,United Kingdom of Great Britain and Ireland,,English,1821
0,http://www.wikidata.org/entity/Q27888932,1867,Lilian Bell,female,United States of America,,,1929
0,http://www.wikidata.org/entity/Q38221441,1853,Anna Fuller,female,United States of America,,,1916
0,http://www.wikidata.org/entity/Q944409,1902,Stanley G. Weinbaum,male,United States of America,,English,1935
0,http://www.wikidata.org/entity/Q286722,1867,Camilo Pessanha,male,Portugal,,Portuguese,1926
1,http://www.wikidata.org/entity/Q286722,1867,Camilo Pessanha,male,Kingdom of Portugal,,Portuguese,1926
0,http://www.wikidata.org/entity/Q63055,1880,Waldemar Bonsels,male,Germany,,,1952
1,http://www.wikidata.org/entity/Q63055,1881,Waldemar Bonsels,male,Germany,,,1952
0,http://www.wikidata.org/entity/Q109540,1832,Wilhelm Busch,male,Kingdom of Prussia,Lutheranism,German,1908
1,http://www.wikidata.org/entity/Q109540,1832,Wilhelm Busch,male,Kingdom of Hanover,Lutheranism,German,1908
0,http://www.wikidata.org/entity/Q189119,1879,E. M. Forster,male,United Kingdom,,,1970
1,http://www.wikidata.org/entity/Q189119,1879,E. M. Forster,male,United Kingdom of Great Britain and Ireland,,,1970
0,http://www.wikidata.org/entity/Q443325,1874,Charles Fort,male,United States of America,,,1932
0,http://www.wikidata.org/entity/Q52155909,1868,Emma Speed Sampson,female,United States of America,,,1947
0,http://www.wikidata.org/entity/Q2042924,1862,James E. Talmage,male,United Kingdom,The Church of Jesus Christ of Latter-day Saints,,1933
1,http://www.wikidata.org/entity/Q2042924,1862,James E. Talmage,male,United Kingdom of Great Britain and Ireland,The Church of Jesus Christ of Latter-day Saints,,1933
0,http://www.wikidata.org/entity/Q93157,1888,Eugene O'Neill,male,United States of America,,,1953
0,http://www.wikidata.org/entity/Q455776,1850,Edward Bellamy,male,United States of America,,,1898
0,http://www.wikidata.org/entity/Q941810,1770,James Hogg,male,Kingdom of Great Britain,,,1835
0,http://www.wikidata.org/entity/Q57946,1863,Hugo Münsterberg,male,United States of America,,,1916
1,http://www.wikidata.org/entity/Q57946,1863,Hugo Münsterberg,male,Kingdom of Prussia,,,1916
0,http://www.wikidata.org/entity/Q77486,1866,Hermann Löns,male,Kingdom of Prussia,,,1914
0,http://www.wikidata.org/entity/Q734054,1871,José Enrique Rodó,male,Uruguay,,,1917
0,http://www.wikidata.org/entity/Q1195523,1822,Henry James Sumner Maine,male,United Kingdom of Great Britain and Ireland,,,1888
0,http://www.wikidata.org/entity/Q547414,1931,Algis Budrys,male,United States of America,,,2008
0,http://www.wikidata.org/entity/Q2076898,1779,Peter Mark Roget,male,United Kingdom of Great Britain and Ireland,,,1869
0,http://www.wikidata.org/entity/Q437184,1835,Mary Elizabeth Braddon,female,United Kingdom,,,1915
1,http://www.wikidata.org/entity/Q437184,1835,Mary Elizabeth Braddon,female,United Kingdom of Great Britain and Ireland,,,1915
2,http://www.wikidata.org/entity/Q437184,1835,Mary Elizabeth Braddon,female,United Kingdom,,,1915
3,http://www.wikidata.org/entity/Q437184,1835,Mary Elizabeth Braddon,female,United Kingdom of Great Britain and Ireland,,,1915
0,http://www.wikidata.org/entity/Q1405996,1818,Thomas Mayne Reid,male,United States of America,,,1883
1,http://www.wikidata.org/entity/Q1405996,1818,Thomas Mayne Reid,male,United Kingdom of Great Britain and Ireland,,,1883
0,http://www.wikidata.org/entity/Q7827414,1856,Toru Dutt,female,British Raj,,,1877
0,http://www.wikidata.org/entity/Q193236,1863,Gabriele D'Annunzio,male,Kingdom of Italy,atheism,,1938
0,http://www.wikidata.org/entity/Q1891579,1842,Manuel Pinheiro Chagas,male,Kingdom of Portugal,,,1895
1,http://www.wikidata.org/entity/Q1891579,1842,Manuel Pinheiro Chagas,male,Kingdom of Portugal,,,1895
