,Unnamed: 0.1,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear_x,authorLabel_x,book_QN,author_QN,index,birthYear_y,workLabel,authorLabel_y,genderLabel,citizenshipLabel,religionLabel,nativeLanguageLabel,PublicationYear,deathYear,deathYearMatch,,
2703,2703,211,PG66704,,Jean de Kerdren,"Schultz, Jeanne",1862,1910,['fr'],13,{'French fiction -- 19th century'},,Jean de Kerdren,Schultz,http://www.wikidata.org/entity/Q124084033,http://www.wikidata.org/entity/Q18117874,1862,Jeanne Schultz,Q124084033,Q18117874,0,1862,Jean de Kerdren,Jeanne Schultz,female,France,,,1892,1910,1,,
2704,2704,213,PG66749,,The Fortunes of Perkin Warbeck: a romance,"Shelley, Mary Wollstonecraft",1797,1851,['en'],64,"{'Impostors and imposture -- Fiction', 'Great Britain -- History -- Henry VII, 1485-1509 -- Fiction', 'Pretenders to the throne -- Fiction', 'Historical fiction', 'Warbeck, Perkin, 1474-1499 -- Fiction'}",,The Fortunes of Perkin Warbeck,Shelley,http://www.wikidata.org/entity/Q933105,http://www.wikidata.org/entity/Q47152,1797,Mary Shelley,Q933105,Q47152,0,1797,The Fortunes of Perkin Warbeck,Mary Shelley,female,Kingdom of Great Britain,,English,1830,1851,1,,
2705,2705,214,PG66785,,The Poems of Felicia Hemans,"Hemans, Mrs.",1793,1835,['en'],158,{'English poetry -- 19th century'},,The Poems of Felicia Hemans,Hemans,http://www.wikidata.org/entity/Q27966096,http://www.wikidata.org/entity/Q272537,1793,Felicia Hemans,Q27966096,Q272537,0,1793,The Poems of Felicia Hemans,Felicia Hemans,female,Kingdom of Great Britain,,,1849,1835,1,,
2706,2706,217,PG6683,,The Little Nugget,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,['en'],73,"{'Humorous stories', 'Kidnapping -- Fiction'}",,The Little Nugget,Wodehouse,http://www.wikidata.org/entity/Q4193654,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,Q4193654,Q207515,0,1881,The Little Nugget,P. G. Wodehouse,male,United States of America,,,1914,1975,1,,
2707,2707,219,PG6684,,Uneasy Money,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,['en'],163,"{'Love stories', 'New York (N.Y.) -- Fiction', 'British -- United States -- Fiction', 'Aristocracy (Social class) -- Fiction', 'Inheritance and succession -- Fiction', 'Humorous stories'}",,Uneasy Money,Wodehouse,http://www.wikidata.org/entity/Q7884156,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,Q7884156,Q207515,0,1881,Uneasy Money,P. G. Wodehouse,male,United States of America,,,1916,1975,1,,
2708,2708,220,PG66864,,Moving the Mountain,"Gilman, Charlotte Perkins",1860,1935,['en'],77,"{'Utopian fiction', 'Political fiction, American', 'Women -- Fiction', 'Socialism -- Fiction', 'Feminism -- Fiction', 'Utopias -- Fiction'}",,Moving the Mountain,Gilman,http://www.wikidata.org/entity/Q6927163,http://www.wikidata.org/entity/Q287752,1860,Charlotte Perkins Gilman,Q6927163,Q287752,0,1860,Moving the Mountain,Charlotte Perkins Gilman,female,United States of America,,,1911,1935,1,,
2709,2709,221,PG6686,,The Gardener,"Tagore, Rabindranath",1861,1941,['en'],727,"{'Bengali poetry -- Translations into English', 'Tagore, Rabindranath, 1861-1941 -- Translations into English', 'Indic poetry -- Translations into English'}",,The Gardener,Tagore,http://www.wikidata.org/entity/Q5717253,http://www.wikidata.org/entity/Q7241,1861,Rabindranath Tagore,Q5717253,Q7241,0,1861,The Gardener,Rabindranath Tagore,male,British Raj,Hinduism,Bangla,1913,1941,1,,
2710,2710,222,PG6687,,From the Caves and Jungles of Hindostan,"Blavatsky, H. P. (Helena Petrovna)",1831,1891,['en'],219,"{'India -- Description and travel', 'Blavatsky, H. P. (Helena Petrovna), 1831-1891', 'India -- Religion'}",,From the Caves and Jungles of Hindostan,Blavatsky,http://www.wikidata.org/entity/Q19169350,http://www.wikidata.org/entity/Q189454,1831,Helena Blavatsky,Q19169350,Q189454,0,1831,From the Caves and Jungles of Hindostan,Helena Blavatsky,female,United States of America,Blavatskian theosophy,,1879,1891,1,,
2711,2711,223,PG66881,,"A Warning to the Curious, and Other Ghost Stories","James, M. R. (Montague Rhodes)",1862,1936,['en'],291,"{'Ghost stories, English', 'English fiction -- 20th century', 'Short stories, English'}",,A Warning to the Curious,James,http://www.wikidata.org/entity/Q4660565,http://www.wikidata.org/entity/Q963715,1862,M. R. James,Q4660565,Q963715,0,1862,A Warning to the Curious,M. R. James,male,United Kingdom,,,1925,1936,1,,
2712,2712,226,PG6688,,The Mill on the Floss,"Eliot, George",1819,1880,['en'],1458,"{'Domestic fiction', 'Love stories', 'Conflict of generations -- Fiction', 'Siblings -- Fiction', 'Loss (Psychology) -- Fiction', 'Young women -- Fiction', 'Psychological fiction', 'England -- Fiction', 'Water mills -- Fiction', 'Vendetta -- Fiction'}",,The Mill on the Floss,Eliot,http://www.wikidata.org/entity/Q1215018,http://www.wikidata.org/entity/Q131333,1819,George Eliot,Q1215018,Q131333,0,1819,The Mill on the Floss,George Eliot,female,United Kingdom of Great Britain and Ireland,atheism,English,1860,1880,1,,
2713,2713,177,PG9675,,The Mill on the Floss,"Eliot, George",1819,1880,['en'],10,"{'Domestic fiction', 'Love stories', 'Conflict of generations -- Fiction', 'Siblings -- Fiction', 'Loss (Psychology) -- Fiction', 'Young women -- Fiction', 'Psychological fiction', 'England -- Fiction', 'Water mills -- Fiction', 'Vendetta -- Fiction'}",,The Mill on the Floss,Eliot,http://www.wikidata.org/entity/Q1215018,http://www.wikidata.org/entity/Q131333,1819,George Eliot,Q1215018,Q131333,0,1819,The Mill on the Floss,George Eliot,female,United Kingdom of Great Britain and Ireland,atheism,English,1860,1880,1,,
2714,2714,230,PG6695,,Tales of the Jazz Age,"Fitzgerald, F. Scott (Francis Scott)",1896,1940,['en'],629,"{'United States -- Social life and customs -- 20th century -- Fiction', 'Short stories'}",,Tales of the Jazz Age,Fitzgerald,http://www.wikidata.org/entity/Q3928516,http://www.wikidata.org/entity/Q93354,1896,F. Scott Fitzgerald,Q3928516,Q93354,0,1896,Tales of the Jazz Age,F. Scott Fitzgerald,male,United States of America,Catholic Church,English,1922,1940,1,,
2715,2715,232,PG67043,,The High Place: A Comedy of Disenchantment,"Cabell, James Branch",1879,1958,['en'],27,"{'Historical fiction', 'Fantasy fiction', 'Middle Ages -- Fiction'}",,The High Place,Cabell,http://www.wikidata.org/entity/Q17145673,http://www.wikidata.org/entity/Q723374,1879,James Branch Cabell,Q17145673,Q723374,0,1879,The High Place,James Branch Cabell,male,United States of America,,,1923,1958,1,,
2716,2716,233,PG67071,,The Star,"Wells, H. G. (Herbert George)",1866,1946,['en'],249,"{'Stars -- Fiction', 'Short stories', 'Apocalyptic fiction', 'Science fiction'}",,The Star,Wells,http://www.wikidata.org/entity/Q7766265,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q7766265,Q42511,0,1866,The Star,H. G. Wells,male,United Kingdom,,English,1897,1946,1,,
2717,2717,234,PG67075,,A Whirl Asunder,"Atherton, Gertrude Franklin Horn",1857,1948,['en'],26,"{'Triangles (Interpersonal relations) -- Fiction', 'California -- Social life and customs -- 19th century -- Fiction', 'Man-woman relationships -- Fiction', 'Betrothal -- Fiction'}",,A Whirl Asunder,Atherton,http://www.wikidata.org/entity/Q124081219,http://www.wikidata.org/entity/Q137679,1857,Gertrude Atherton,Q124081219,Q137679,0,1857,A Whirl Asunder,Gertrude Atherton,female,United States of America,,,1895,1948,1,,
2718,2718,237,PG67090,,The Worm Ouroboros: A Romance,"Eddison, Eric Rücker",1882,1945,['en'],274,"{'Imaginary wars and battles -- Fiction', 'Fantasy fiction'}",,The Worm Ouroboros,Eddison,http://www.wikidata.org/entity/Q826727,http://www.wikidata.org/entity/Q260982,1882,E. R. Eddison,Q826727,Q260982,0,1882,The Worm Ouroboros,E. R. Eddison,male,United Kingdom,,,1922,1945,1,,
2719,2719,238,PG67098,,Winnie-the-Pooh,"Milne, A. A. (Alan Alexander)",1882,1956,['en'],8555,"{'Piglet (Fictitious character) -- Juvenile fiction', 'Toys -- Juvenile fiction', 'Christopher Robin (Fictitious character) -- Juvenile fiction', 'Teddy bears -- Juvenile fiction', 'Eeyore (Fictitious character) -- Juvenile fiction', 'Winnie-the-Pooh (Fictitious character) -- Juvenile fiction'}",,Winnie-the-Pooh,Milne,http://www.wikidata.org/entity/Q3766392,http://www.wikidata.org/entity/Q207036,1882,A. A. Milne,Q3766392,Q207036,0,1882,Winnie-the-Pooh,A. A. Milne,male,United Kingdom,,English,1926,1956,1,,
2720,2720,239,PG67123,,Show Boat,"Ferber, Edna",1885,1968,['en'],73,"{'Domestic fiction', 'Love stories', 'Showboats -- Fiction', 'Mississippi River -- Fiction', 'Interracial marriage -- Fiction', 'Gamblers -- Fiction', 'Women entertainers -- Fiction'}",,Show Boat,Ferber,http://www.wikidata.org/entity/Q1249322,http://www.wikidata.org/entity/Q283496,1885,Edna Ferber,Q1249322,Q283496,0,1885,Show Boat,Edna Ferber,female,United States of America,,,1926,1968,1,,
2721,2721,241,PG67138,,The Sun Also Rises,"Hemingway, Ernest",1899,1961,['en'],3116,"{'Ashley, Brett (Fictitious character) -- Fiction', 'Americans -- Spain -- Fiction', 'Americans -- France -- Fiction', 'Expatriation -- Fiction', 'Spain -- History -- Alfonso XIII, 1886-1931 -- Fiction'}",,The Sun Also Rises,Hemingway,http://www.wikidata.org/entity/Q501351,http://www.wikidata.org/entity/Q23434,1899,Ernest Hemingway,Q501351,Q23434,0,1899,The Sun Also Rises,Ernest Hemingway,male,United States of America,,English,1926,1961,1,,
2722,2722,243,PG67153,,The Fourth Dimension,"Hinton, Charles Howard",1853,1907,['en'],94,{'Fourth dimension'},,The Fourth Dimension,Hinton,http://www.wikidata.org/entity/Q5966363,http://www.wikidata.org/entity/Q1064912,1853,Charles Howard Hinton,Q5966363,Q1064912,0,1853,The Fourth Dimension,Charles Howard Hinton,male,United Kingdom of Great Britain and Ireland,,,1904,1907,1,,
2723,2723,244,PG67183,,"Aspects of nature, in different lands and different climates (Vol. 1 of 2): with scientific elucidations","Humboldt, Alexander von",1769,1859,['en'],87,"{'Physical geography', 'South America -- Description and travel', 'Science', 'Plant morphology'}",,Aspects of nature,Humboldt,http://www.wikidata.org/entity/Q71585275,http://www.wikidata.org/entity/Q6694,1769,Alexander von Humboldt,Q71585275,Q6694,0,1769,Aspects of nature,Alexander von Humboldt,male,Kingdom of Prussia,Lutheranism,,1808,1859,1,,
2724,2724,248,PG67187,,The Gates of Morning,"Stacpoole, H. De Vere (Henry De Vere)",1863,1951,['en'],40,"{'Oceania -- Fiction', 'Islands -- Fiction'}",,The Gates of Morning,Stacpoole,http://www.wikidata.org/entity/Q3987187,http://www.wikidata.org/entity/Q1392055,1863,Henry De Vere Stacpoole,Q3987187,Q1392055,0,1863,The Gates of Morning,Henry De Vere Stacpoole,male,Republic of Ireland,,,1925,1951,1,,
2725,2725,249,PG67199,,Return to Gone-Away,"Enright, Elizabeth",1909,1968,['en'],54,"{'Family -- Juvenile fiction', 'Vacations -- Juvenile fiction', 'Cousins -- Juvenile fiction'}",,Return to Gone-Away,Enright,http://www.wikidata.org/entity/Q17037267,http://www.wikidata.org/entity/Q3051213,1909,Elizabeth Enright,Q17037267,Q3051213,0,1909,Return to Gone-Away,Elizabeth Enright,female,United States of America,,,1961,1968,1,,
2726,2726,250,PG67248,,El clavo,"Alarcón, Pedro Antonio de",1833,1891,['es'],249,"{'Spanish fiction -- 19th century', 'Detective and mystery stories'}",,El clavo,Alarcón,http://www.wikidata.org/entity/Q19932982,http://www.wikidata.org/entity/Q313553,1833,Pedro Antonio de Alarcón,Q19932982,Q313553,0,1833,El clavo,Pedro Antonio de Alarcón,male,Spain,,Spanish,1853,1891,1,,
2727,2727,251,PG6726,,Lichtenstein,"Hauff, Wilhelm",1802,1827,['de'],47,"{'Ulrich, Duke of Württemberg, 1487-1550 -- Fiction'}",,Lichtenstein,Hauff,http://www.wikidata.org/entity/Q1823410,http://www.wikidata.org/entity/Q57966,1802,Wilhelm Hauff,Q1823410,Q57966,0,1802,Lichtenstein,Wilhelm Hauff,male,Kingdom of Württemberg,,,1826,1827,1,,
2728,2728,257,PG67363,,"The Theory of Moral Sentiments: Or, an Essay Towards an Analysis of the Principles by Which Men Naturally Judge Concerning the Conduct and Character, First of Their Neighbours, and Afterwards of Themselves. to Which Is Added, a Dissertation on the Origin of Languages.","Smith, Adam",1723,1790,['en'],552,"{'Language and languages -- Early works to 1800', 'Ethics -- Early works to 1800'}",,The Theory of Moral Sentiments,Smith,http://www.wikidata.org/entity/Q1438448,http://www.wikidata.org/entity/Q9381,1723,Adam Smith,Q1438448,Q9381,0,1723,The Theory of Moral Sentiments,Adam Smith,male,Kingdom of Great Britain,deism,,1759,1790,1,,
2729,2729,259,PG6739,,Les Caves du Vatican,"Gide, André",1869,1951,['fr'],89,"{'Wluiki, Lafcadio (Fictitious character) -- Fiction', 'Rome (Italy) -- Fiction', 'Paris (France) -- Fiction'}",,Les Caves du Vatican,Gide,http://www.wikidata.org/entity/Q27462,http://www.wikidata.org/entity/Q47484,1869,André Gide,Q27462,Q47484,0,1869,Les Caves du Vatican,André Gide,male,France,,French,1914,1951,1,,
2730,2730,261,PG67466,,"Thoughts on the Education of Daughters: With Reflections on Female Conduct, in the More Important Duties of Life","Wollstonecraft, Mary",1759,1797,['en'],219,"{'Women -- Social and moral questions', 'Women -- Conduct of life', 'Young women'}",,Thoughts on the Education of Daughters,Wollstonecraft,http://www.wikidata.org/entity/Q3113189,http://www.wikidata.org/entity/Q101638,1759,Mary Wollstonecraft,Q3113189,Q101638,0,1759,Thoughts on the Education of Daughters,Mary Wollstonecraft,female,Kingdom of Great Britain,Unitarianism,,1787,1797,1,,
2731,2731,262,PG67514,,The House of the Arrow,"Mason, A. E. W. (Alfred Edward Woodley)",1865,1948,['en'],33,"{'Lawyers -- Fiction', 'Detective and mystery stories', 'Inheritance and succession -- Fiction', 'Murder -- Investigation -- Fiction', 'British -- France -- Fiction'}",,The House of the Arrow,Mason,http://www.wikidata.org/entity/Q7740668,http://www.wikidata.org/entity/Q382786,1865,Alfred Edward Woodley Mason,Q7740668,Q382786,0,1865,The House of the Arrow,Alfred Edward Woodley Mason,male,United Kingdom,,,1924,1948,1,,
2732,2732,264,PG67542,,The Mouthpiece of Zitu,"Giesy, J. U. (John Ulrich)",1877,1947,['en'],15,"{'Astral projection -- Fiction', 'Science fiction'}",,The Mouthpiece of Zitu,Giesy,http://www.wikidata.org/entity/Q7752518,http://www.wikidata.org/entity/Q6261563,1877,John Ulrich Giesy,Q7752518,Q6261563,0,1877,The Mouthpiece of Zitu,John Ulrich Giesy,male,United States of America,,,1919,1947,1,,
2733,2733,267,PG675,,American Notes,"Dickens, Charles",1812,1870,['en'],844,"{'United States -- Social life and customs -- 1783-1865', 'Dickens, Charles, 1812-1870 -- Travel -- United States', 'United States -- Description and travel'}",,American Notes,Dickens,http://www.wikidata.org/entity/Q3614013,http://www.wikidata.org/entity/Q5686,1812,Charles Dickens,Q3614013,Q5686,0,1812,American Notes,Charles Dickens,male,United Kingdom of Great Britain and Ireland,Anglicanism,British English,1842,1870,1,,
2734,2734,201,PG9693,,American Notes,"Dickens, Charles",1812,1870,['en'],34,"{'United States -- Social life and customs -- 1783-1865', 'Dickens, Charles, 1812-1870 -- Travel -- United States', 'United States -- Description and travel'}",,American Notes,Dickens,http://www.wikidata.org/entity/Q3614013,http://www.wikidata.org/entity/Q5686,1812,Charles Dickens,Q3614013,Q5686,0,1812,American Notes,Charles Dickens,male,United Kingdom of Great Britain and Ireland,Anglicanism,British English,1842,1870,1,,
2735,2735,268,PG67622,,No More Parades: A novel,"Ford, Ford Madox",1873,1939,['en'],31,"{'Great Britain -- History -- George V, 1910-1936 -- Fiction', 'World War, 1914-1918 -- Fiction'}",,No More Parades,Ford,http://www.wikidata.org/entity/Q7044569,http://www.wikidata.org/entity/Q537112,1873,Ford Madox Ford,Q7044569,Q537112,0,1873,No More Parades,Ford Madox Ford,male,United Kingdom,Catholic Church,,1925,1939,1,,
2736,2736,270,PG67639,,William Blake,"Chesterton, G. K. (Gilbert Keith)",1874,1936,['en'],94,"{'Blake, William, 1757-1827', 'Poets, English -- 19th century -- Biography', 'Poets, English -- 18th century -- Biography', 'Artists -- England -- Biography'}",,William Blake,Chesterton,http://www.wikidata.org/entity/Q21190303,http://www.wikidata.org/entity/Q183167,1874,G. K. Chesterton,Q21190303,Q183167,0,1874,William Blake,G. K. Chesterton,male,United Kingdom,Catholicism,,1910,1936,1,,
2737,2737,272,PG67652,,Bring the Jubilee,"Moore, Ward",1903,1978,['en'],113,"{'Time travel -- Fiction', 'Alternative histories (Fiction)', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Science fiction'}",,Bring the Jubilee,Moore,http://www.wikidata.org/entity/Q4132785,http://www.wikidata.org/entity/Q947986,1903,Ward Moore,Q4132785,Q947986,0,1903,Bring the Jubilee,Ward Moore,male,United States of America,,,1953,1978,1,,
2738,2738,273,PG67652,,Bring the Jubilee,"Moore, Ward",1903,1978,['en'],113,"{'Time travel -- Fiction', 'Alternative histories (Fiction)', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Science fiction'}",,Bring the Jubilee,Moore,http://www.wikidata.org/entity/Q115515856,http://www.wikidata.org/entity/Q947986,1903,Ward Moore,Q115515856,Q947986,0,1903,Bring the Jubilee,Ward Moore,male,United States of America,,,1952,1978,1,,
2739,2739,274,PG6765,,"Mogens, and Other Stories","Jacobsen, J. P. (Jens Peter)",1847,1885,['en'],401,"{'Short stories, Danish -- Translations into English', 'Denmark -- Social life and customs -- Fiction', 'Jacobsen, J. P. (Jens Peter), 1847-1885 -- Translations into English'}",,Mogens,Jacobsen,http://www.wikidata.org/entity/Q27977005,http://www.wikidata.org/entity/Q370246,1847,Jens Peter Jacobsen,Q27977005,Q370246,0,1847,Mogens,Jens Peter Jacobsen,male,Denmark,atheism,,1872,1885,1,,
2740,2740,275,PG67669,,"A Marriage in High Life, Volume I","Scott, Lady (Caroline Lucy)",1784,1857,['en'],17,"{'Marriage -- Fiction', 'Great Britain -- Social life and customs -- 19th century -- Fiction'}",,A Marriage in High Life,Scott,http://www.wikidata.org/entity/Q124080921,http://www.wikidata.org/entity/Q16210361,1784,Caroline Lucy Scott,Q124080921,Q16210361,0,1784,A Marriage in High Life,Caroline Lucy Scott,female,Kingdom of Great Britain,,,1828,1857,1,,
2741,2741,279,PG6768,,The Man Upstairs and Other Stories,"Wodehouse, P. G. (Pelham Grenville)",1881,1975,['en'],464,"{'Humorous stories, English'}",,The Man Upstairs and Other Stories,Wodehouse,http://www.wikidata.org/entity/Q114806627,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,Q114806627,Q207515,0,1881,The Man Upstairs and Other Stories,P. G. Wodehouse,male,United States of America,,,1914,1975,1,,
2742,2742,280,PG6769,,The People of the Mist,"Haggard, H. Rider (Henry Rider)",1856,1925,['en'],193,"{'Adventure stories', 'Fantasy fiction'}",,The People of the Mist,Haggard,http://www.wikidata.org/entity/Q7756660,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q7756660,Q237196,0,1856,The People of the Mist,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,,,1894,1925,1,,
2743,2743,282,PG67740,,Iracema: com uma noticia biographica do auctor,"Alencar, José Martiniano de",1829,1877,['pt'],111,"{'Brazil -- Social life and customs -- 16th century -- Fiction', 'Tupi Indians -- Fiction', 'Indians of South America -- Brazil -- Fiction', 'Race relations -- Fiction'}",,Iracema,Alencar,http://www.wikidata.org/entity/Q1472368,http://www.wikidata.org/entity/Q455703,1829,José de Alencar,Q1472368,Q455703,0,1829,Iracema,José de Alencar,male,Brazil,,Portuguese,1865,1877,1,,
2744,2744,283,PG67799,,The Book of the Courtier,"Castiglione, Baldassarre, conte",1478,1529,['en'],720,"{'Courts and courtiers -- Early works to 1800', 'Courtesy -- Early works to 1800'}",,The Book of the Courtier,Castiglione,http://www.wikidata.org/entity/Q1517519,http://www.wikidata.org/entity/Q211133,1478,Baldassarre Castiglione,Q1517519,Q211133,0,1478,The Book of the Courtier,Baldassarre Castiglione,male,Duchy of Milan,Catholic Church,,1528,1529,1,,
2745,2745,285,PG67819,,Bug-Jargal,"Hugo, Victor",1802,1885,['es'],39,"{'Haiti -- History -- Revolution, 1791-1804 -- Fiction'}",,Bug-Jargal,Hugo,http://www.wikidata.org/entity/Q1219303,http://www.wikidata.org/entity/Q535,1802,Victor Hugo,Q1219303,Q535,0,1802,Bug-Jargal,Victor Hugo,male,France,,French,1826,1885,1,,
2746,2746,286,PG6781,,The Ghost-Seer; or the Apparitionist; and Sport of Destiny,"Schiller, Friedrich",1759,1805,['en'],91,"{'Ghost stories', 'Venice (Italy) -- Fiction'}",,The Ghost-Seer,Schiller,http://www.wikidata.org/entity/Q1193812,http://www.wikidata.org/entity/Q22670,1759,Friedrich Schiller,Q1193812,Q22670,0,1759,The Ghost-Seer,Friedrich Schiller,male,Saxe-Weimar,Lutheranism,,1787,1805,1,,
2747,2747,287,PG67829,,"A Floating City, and The Blockade Runners","Verne, Jules",1828,1905,['en'],87,"{'Great Eastern (Steamship) -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Blockades -- Fiction'}",,A Floating City,Verne,http://www.wikidata.org/entity/Q1306869,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q1306869,Q33977,0,1828,A Floating City,Jules Verne,male,France,Catholicism,French,1871,1905,1,,
2748,2748,288,PG6782,,The Robbers,"Schiller, Friedrich",1759,1805,['en'],518,"{'Tragedies', 'Inheritance and succession -- Drama', 'German drama -- Translations into English', 'Brothers -- Drama'}",,The Robbers,Schiller,http://www.wikidata.org/entity/Q466333,http://www.wikidata.org/entity/Q22670,1759,Friedrich Schiller,Q466333,Q22670,0,1759,The Robbers,Friedrich Schiller,male,Saxe-Weimar,Lutheranism,,1782,1805,1,,
2749,2749,300,PG6791,,Mary Stuart: A Tragedy,"Schiller, Friedrich",1759,1805,['en'],330,"{'Great Britain -- History -- Elizabeth, 1558-1603 -- Drama', 'Scotland -- History -- Mary Stuart, 1542-1567 -- Drama', 'Mary, Queen of Scots, 1542-1587 -- Drama'}",,Mary Stuart,Schiller,http://www.wikidata.org/entity/Q425837,http://www.wikidata.org/entity/Q22670,1759,Friedrich Schiller,Q425837,Q22670,0,1759,Mary Stuart,Friedrich Schiller,male,Saxe-Weimar,Lutheranism,,1801,1805,1,,
2750,2750,302,PG6792,,The Maid of Orleans: A Tragedy,"Schiller, Friedrich",1759,1805,['en'],136,"{'France -- History -- Charles VII, 1422-1461 -- Drama', 'Joan, of Arc, Saint, 1412-1431 -- Drama', 'Tragedies'}",,The Maid of Orleans,Schiller,http://www.wikidata.org/entity/Q1125010,http://www.wikidata.org/entity/Q22670,1759,Friedrich Schiller,Q1125010,Q22670,0,1759,The Maid of Orleans,Friedrich Schiller,male,Saxe-Weimar,Lutheranism,,1801,1805,1,,
2751,2751,305,PG67957,,Mr. Keegan's Elopement,"Churchill, Winston",1871,1947,['en'],25,"{'United States. Navy -- Officers -- Fiction', 'Elopement -- Fiction', 'Madeira Islands -- Fiction'}",,Mr. Keegan's Elopement,Churchill,http://www.wikidata.org/entity/Q6928809,http://www.wikidata.org/entity/Q715814,1871,Winston Churchill,Q6928809,Q715814,0,1871,Mr. Keegan's Elopement,Winston Churchill,male,United States of America,,,1896,1947,1,,
2752,2752,306,PG67979,,The Blue Castle: a novel,"Montgomery, L. M. (Lucy Maud)",1874,1942,['en'],18432,"{'Single women -- Fiction', 'Canada -- History -- 1914-1945 -- Fiction', 'Self-actualization (Psychology) -- Fiction', 'Choice -- Fiction', 'Love -- Fiction', 'Romance fiction', 'Young adult fiction'}",,The Blue Castle,Montgomery,http://www.wikidata.org/entity/Q7718738,http://www.wikidata.org/entity/Q273034,1874,Lucy Maud Montgomery,Q7718738,Q273034,0,1874,The Blue Castle,Lucy Maud Montgomery,female,Canada,,English,1926,1942,1,,
2753,2753,308,PG68008,,Venus Equilateral,"Smith, George O. (George Oliver)",1911,1981,['en'],157,"{'Inventions -- Fiction', 'Technology -- Fiction', 'Space stations -- Fiction', 'Science fiction'}",,Venus Equilateral,Smith,http://www.wikidata.org/entity/Q7920584,http://www.wikidata.org/entity/Q5542993,1911,George O. Smith,Q7920584,Q5542993,0,1911,Venus Equilateral,George O. Smith,male,United States of America,,,1947,1981,1,,
2754,2754,310,PG68061,,Lud-in-the-Mist,"Mirrlees, Hope",1887,1978,['en'],190,"{'Imaginary places -- Fiction', 'Fantasy fiction', 'Fairies -- Fiction'}",,Lud-in-the-Mist,Mirrlees,http://www.wikidata.org/entity/Q6698664,http://www.wikidata.org/entity/Q4296277,1887,Hope Mirrlees,Q6698664,Q4296277,0,1887,Lud-in-the-Mist,Hope Mirrlees,female,United Kingdom,,,1926,1978,1,,
2755,2755,311,PG68154,,Tirano Banderas: Novela de tierra caliente,"Valle-Inclán, Ramón del",1866,1936,['es'],53,"{'Dictators -- Fiction', 'Imaginary societies -- Fiction', 'Imaginary revolutions -- Fiction'}",,Tirano Banderas,Valle-Inclán,http://www.wikidata.org/entity/Q516499,http://www.wikidata.org/entity/Q311001,1866,Ramón María del Valle-Inclán,Q516499,Q311001,0,1866,Tirano Banderas,Ramón María del Valle-Inclán,male,Spain,,,1926,1936,1,,
2756,2756,312,PG68157,,Manual of the apiary,"Cook, Albert John",1842,1916,['en'],37,"{'Bee culture', 'Bees'}",,Manual of the apiary,Cook,http://www.wikidata.org/entity/Q51501772,http://www.wikidata.org/entity/Q2831281,1842,Albert John Cook,Q51501772,Q2831281,0,1842,Manual of the apiary,Albert John Cook,male,United States of America,,,1880,1916,1,,
2757,2757,313,PG68157,,Manual of the apiary,"Cook, Albert John",1842,1916,['en'],37,"{'Bee culture', 'Bees'}",,Manual of the apiary,Cook,http://www.wikidata.org/entity/Q51501780,http://www.wikidata.org/entity/Q2831281,1842,Albert John Cook,Q51501780,Q2831281,0,1842,Manual of the apiary,Albert John Cook,male,United States of America,,,1880,1916,1,,
2758,2758,314,PG68157,,Manual of the apiary,"Cook, Albert John",1842,1916,['en'],37,"{'Bee culture', 'Bees'}",,Manual of the apiary,Cook,http://www.wikidata.org/entity/Q51501783,http://www.wikidata.org/entity/Q2831281,1842,Albert John Cook,Q51501783,Q2831281,0,1842,Manual of the apiary,Albert John Cook,male,United States of America,,,1876,1916,1,,
2759,2759,315,PG68157,,Manual of the apiary,"Cook, Albert John",1842,1916,['en'],37,"{'Bee culture', 'Bees'}",,Manual of the apiary,Cook,http://www.wikidata.org/entity/Q51501785,http://www.wikidata.org/entity/Q2831281,1842,Albert John Cook,Q51501785,Q2831281,0,1842,Manual of the apiary,Albert John Cook,male,United States of America,,,1878,1916,1,,
2760,2760,317,PG68229,,All the Sad Young Men,"Fitzgerald, F. Scott (Francis Scott)",1896,1940,['en'],225,"{'American fiction -- 20th century', 'Short stories, American'}",,All the Sad Young Men,Fitzgerald,http://www.wikidata.org/entity/Q4730179,http://www.wikidata.org/entity/Q93354,1896,F. Scott Fitzgerald,Q4730179,Q93354,0,1896,All the Sad Young Men,F. Scott Fitzgerald,male,United States of America,Catholic Church,English,1926,1940,1,,
