,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN
27,PG9298,,Life and Death of Harriett Frean,"Sinclair, May",1863,1946,['en'],49,"{'Repression (Psychology) -- Fiction', 'Single women -- Fiction', 'Psychological fiction', 'England -- Fiction', 'Women -- England -- Fiction'}",,Life and Death of Harriett Frean,Sinclair,http://www.wikidata.org/entity/Q19572638,http://www.wikidata.org/entity/Q1131497,1863,May Sinclair,Q19572638,Q1131497
29,PG92,,Tarzan and the Jewels of Opar,"Burroughs, Edgar Rice",1875,1950,['en'],328,"{'Adventure stories', 'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction'}",,Tarzan and the Jewels of Opar,Burroughs,http://www.wikidata.org/entity/Q3515904,http://www.wikidata.org/entity/Q148234,1875,Edgar Rice Burroughs,Q3515904,Q148234
31,PG9301,,Ranald Bannerman's Boyhood,"MacDonald, George",1824,1905,['en'],61,"{'Brothers -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Scotland -- Juvenile fiction', 'Christian life -- Juvenile fiction'}",,Ranald Bannerman's Boyhood,MacDonald,http://www.wikidata.org/entity/Q7290707,http://www.wikidata.org/entity/Q368519,1824,George MacDonald,Q7290707,Q368519
33,PG9312,,From Whose Bourne,"Barr, Robert",1850,1912,['en'],25,"{'Ghosts -- Fiction', 'Mystery fiction'}",,From Whose Bourne,Barr,http://www.wikidata.org/entity/Q124083256,http://www.wikidata.org/entity/Q650048,1850,Robert Barr,Q124083256,Q650048
34,PG9323,,Foliage: Various Poems,"Davies, W. H. (William Henry)",1871,1940,['en'],29,"{'English poetry -- 20th century', 'English poetry -- 19th century'}",,Foliage,Davies,http://www.wikidata.org/entity/Q110915638,http://www.wikidata.org/entity/Q985138,1871,W. H. Davies,Q110915638,Q985138
35,PG932,,The Fall of the House of Usher,"Poe, Edgar Allan",1809,1849,['en'],6117,"{'Short stories', 'Horror tales', 'Gothic fiction'}",,The Fall of the House of Usher,Poe,http://www.wikidata.org/entity/Q1197735,http://www.wikidata.org/entity/Q16867,1809,Edgar Allan Poe,Q1197735,Q16867
37,PG9336,,To-morrow,"Conrad, Joseph",1857,1924,['en'],9,{'Fiction'},,To-morrow,Conrad,http://www.wikidata.org/entity/Q19106711,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q19106711,Q82925
38,PG9337,,Amy Foster,"Conrad, Joseph",1857,1924,['en'],6,{'Man-woman relationships -- Fiction'},,Amy Foster,Conrad,http://www.wikidata.org/entity/Q4749187,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q4749187,Q82925
39,PG9338,,The Secret Agent,"Conrad, Joseph",1857,1924,['en'],25,"{'Conspiracies -- Fiction', 'Political fiction', 'Bombings -- Fiction', 'London (England) -- Fiction', 'Anarchists -- Fiction'}",,The Secret Agent,Conrad,http://www.wikidata.org/entity/Q1247666,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q1247666,Q82925
43,PG9339,,A Personal Record,"Conrad, Joseph",1857,1924,['en'],14,"{'Novelists, English -- 20th century -- Biography', 'Conrad, Joseph, 1857-1924'}",,A Personal Record,Conrad,http://www.wikidata.org/entity/Q16514368,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q16514368,Q82925
45,PG9340,,The Arrow of Gold,"Conrad, Joseph",1857,1924,['en'],15,"{'Sea stories', 'Adventure stories', 'Illegal arms transfers -- Fiction', 'Young men -- Fiction', 'Marseille (France) -- Fiction'}",,The Arrow of Gold,Conrad,http://www.wikidata.org/entity/Q860023,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q860023,Q82925
46,PG9341,,Chance: A Tale in Two Parts,"Conrad, Joseph",1857,1924,['en'],17,"{'Fathers and daughters -- Fiction', 'Love stories', 'Children of prisoners -- Fiction', 'Young women -- Fiction', ""Ship captains' spouses -- Fiction"", 'Sea stories', 'Psychological fiction'}",,Chance,Conrad,http://www.wikidata.org/entity/Q793748,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q793748,Q82925
48,PG9342,,Falk,"Conrad, Joseph",1857,1924,['en'],10,{'Seafaring life -- Fiction'},,Falk,Conrad,http://www.wikidata.org/entity/Q20820648,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q20820648,Q82925
49,PG9342,,Falk,"Conrad, Joseph",1857,1924,['en'],10,{'Seafaring life -- Fiction'},,Falk,Conrad,http://www.wikidata.org/entity/Q116867491,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q116867491,Q82925
50,PG9344,,Almayer's Folly,"Conrad, Joseph",1857,1924,['en'],10,"{'Trading companies -- Fiction', 'Didactic fiction', 'Psychological fiction', 'Imperialism -- Fiction', 'Borneo -- Fiction', 'Dutch -- Borneo -- Fiction', 'Lingard, Tom (Fictitious character) -- Fiction'}",,Almayer's Folly,Conrad,http://www.wikidata.org/entity/Q2404359,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q2404359,Q82925
52,PG9345,,Nostromo,"Conrad, Joseph",1857,1924,['en'],11,"{'Sailors -- Fiction', 'Latin America -- Fiction', 'Revolutions -- Fiction', 'Sea stories', 'Political fiction'}",,Nostromo,Conrad,http://www.wikidata.org/entity/Q430248,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q430248,Q82925
53,PG9347,,An Outcast of the Islands,"Conrad, Joseph",1857,1924,['en'],16,"{'Southeast Asia -- Fiction', 'Europeans -- Southeast Asia -- Fiction', 'Clerks -- Fiction', 'Trading companies -- Fiction', 'Betrayal -- Fiction', 'Psychological fiction', 'Lingard, Tom (Fictitious character) -- Fiction'}",,An Outcast of the Islands,Conrad,http://www.wikidata.org/entity/Q1090444,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q1090444,Q82925
55,PG9349,,A Set of Six,"Conrad, Joseph",1857,1924,['en'],11,"{'Short stories', 'Adventure and adventurers -- Fiction'}",,A Set of Six,Conrad,http://www.wikidata.org/entity/Q3485648,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q3485648,Q82925
56,PG9349,,A Set of Six,"Conrad, Joseph",1857,1924,['en'],11,"{'Short stories', 'Adventure and adventurers -- Fiction'}",,A Set of Six,Conrad,http://www.wikidata.org/entity/Q116893954,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q116893954,Q82925
57,PG9351,,The Secret Sharer,"Conrad, Joseph",1857,1924,['en'],14,"{'Sea stories', 'Fugitives from justice -- Fiction', 'Ship captains -- Fiction', 'Psychological fiction'}",,The Secret Sharer,Conrad,http://www.wikidata.org/entity/Q1198668,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q1198668,Q82925
58,PG9352,,The End of the Tether,"Conrad, Joseph",1857,1924,['en'],18,"{'Ship captains -- Fiction', 'Fathers and daughters -- Fiction', 'Older men -- Fiction'}",,The End of the Tether,Conrad,http://www.wikidata.org/entity/Q17407121,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q17407121,Q82925
59,PG9353,,The Mirror of the Sea,"Conrad, Joseph",1857,1924,['en'],9,"{'Seafaring life', 'Conrad, Joseph, 1857-1924 -- Travel'}",,The Mirror of the Sea,Conrad,http://www.wikidata.org/entity/Q18635229,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q18635229,Q82925
61,PG9354,,Tales of Unrest,"Conrad, Joseph",1857,1924,['en'],16,"{'Short stories', 'Adventure stories, English'}",,Tales of Unrest,Conrad,http://www.wikidata.org/entity/Q3151490,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q3151490,Q82925
62,PG9355,,The Rescue,"Conrad, Joseph",1857,1924,['en'],14,"{'Love stories', 'Malay Archipelago -- Fiction', 'Yachting -- Fiction', 'Sea stories', 'Rescues -- Fiction', 'Lingard, Tom (Fictitious character) -- Fiction'}",,The Rescue,Conrad,http://www.wikidata.org/entity/Q1090228,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q1090228,Q82925
63,PG9357,,Typhoon,"Conrad, Joseph",1857,1924,['en'],14,"{'Sea stories', 'Adventure stories'}",,Typhoon,Conrad,http://www.wikidata.org/entity/Q1329329,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q1329329,Q82925
64,PG9358,,Victory: An Island Tale,"Conrad, Joseph",1857,1924,['en'],19,"{'Abused women -- Fiction', 'Revenge -- Fiction', 'Indonesia -- Fiction', 'Women musicians -- Fiction', 'Psychological fiction', 'Europeans -- Indonesia -- Fiction'}",,Victory,Conrad,http://www.wikidata.org/entity/Q7927453,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q7927453,Q82925
68,PG9359,,Under Western Eyes,"Conrad, Joseph",1857,1924,['en'],18,"{'Terrorism -- Fiction', 'Geneva (Switzerland) -- Fiction', 'Political fiction', 'Russia -- History -- 1904-1914 -- Fiction', 'Saint Petersburg (Russia) -- Fiction', 'Bombings -- Fiction', 'College students -- Fiction'}",,Under Western Eyes,Conrad,http://www.wikidata.org/entity/Q3685905,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q3685905,Q82925
69,PG9361,,Youth,"Conrad, Joseph",1857,1924,['en'],15,{'Sea stories'},,Youth,Conrad,http://www.wikidata.org/entity/Q1339248,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q1339248,Q82925
70,PG9361,,Youth,"Conrad, Joseph",1857,1924,['en'],15,{'Sea stories'},,Youth,Conrad,http://www.wikidata.org/entity/Q16645800,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q16645800,Q82925
90,PG9404,,The Story of the Malakand Field Force: An Episode of Frontier War,"Churchill, Winston",1874,1965,['en'],260,"{'Prime ministers -- Great Britain -- Biography', 'North-west Frontier Province (Pakistan) -- History', 'Churchill, Winston, 1874-1965'}",,The Story of the Malakand Field Force,Churchill,http://www.wikidata.org/entity/Q7766841,http://www.wikidata.org/entity/Q8016,1874,Winston Churchill,Q7766841,Q8016
91,PG9417,,Far from the Madding Crowd,"Hardy, Thomas",1840,1928,['en'],61,"{'Farm life -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Didactic fiction', 'Women farmers -- Fiction', 'Wessex (England) -- Fiction', 'Pastoral fiction'}",,Far from the Madding Crowd,Hardy,http://www.wikidata.org/entity/Q5642996,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q5642996,Q132805
92,PG9418,,Desperate Remedies,"Hardy, Thomas",1840,1928,['en'],7,"{'Young women -- Fiction', ""Lady's maids -- Fiction"", 'Love stories', 'Wessex (England) -- Fiction'}",,Desperate Remedies,Hardy,http://www.wikidata.org/entity/Q2846293,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2846293,Q132805
94,PG9419,,The Dynasts,"Hardy, Thomas",1840,1928,['en'],42,"{'Napoleonic Wars, 1800-1815 -- Drama', 'Napoleon I, Emperor of the French, 1769-1821 -- Drama'}",,The Dynasts,Hardy,http://www.wikidata.org/entity/Q7731298,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q7731298,Q132805
95,PG9420,,The Hand of Ethelberta,"Hardy, Thomas",1840,1928,['en'],10,"{'Humorous stories', 'Wessex (England) -- Fiction', 'Courtship -- Fiction', 'Impostors and imposture -- Fiction'}",,The Hand of Ethelberta,Hardy,http://www.wikidata.org/entity/Q2661231,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2661231,Q132805
96,PG9421,,Jude the Obscure,"Hardy, Thomas",1840,1928,['en'],19,"{'Love stories', 'Didactic fiction', 'Children -- Death -- Fiction', 'Wessex (England) -- Fiction', 'Adultery -- Fiction', 'Unmarried couples -- Fiction', 'Illegitimate children -- Fiction', 'Stonemasons -- Fiction'}",,Jude the Obscure,Hardy,http://www.wikidata.org/entity/Q1248773,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q1248773,Q132805
97,PG9422,,A Laodicean,"Hardy, Thomas",1840,1928,['en'],8,"{'Architects -- Fiction', 'Castles -- Conservation and restoration -- Fiction', 'Love stories', 'Wessex (England) -- Fiction'}",,A Laodicean,Hardy,http://www.wikidata.org/entity/Q2105252,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2105252,Q132805
98,PG9423,,Life's Little Ironies: A set of tales with some colloquial sketches entitled A Few Crusted Characters,"Hardy, Thomas",1840,1928,['en'],6,"{'Short stories, English', 'Wessex (England) -- Fiction'}",,Life's Little Ironies,Hardy,http://www.wikidata.org/entity/Q6544533,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q6544533,Q132805
99,PG9425,,The Mayor of Casterbridge,"Hardy, Thomas",1840,1928,['en'],19,"{'Fathers and daughters -- Fiction', 'Mayors -- Fiction', 'Runaway husbands -- Fiction', 'Wessex (England) -- Fiction', 'Psychological fiction', 'Men -- England -- Fiction', 'Atonement -- Fiction'}",,The Mayor of Casterbridge,Hardy,http://www.wikidata.org/entity/Q2343169,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2343169,Q132805
101,PG9427,,The Return of the Native,"Hardy, Thomas",1840,1928,['en'],13,"{'Love stories', 'People with visual disabilities -- Fiction', 'Didactic fiction', 'Mate selection -- Fiction', 'Wessex (England) -- Fiction', 'Adultery -- Fiction', 'Heathlands -- Fiction', 'Mothers and sons -- Fiction'}",,The Return of the Native,Hardy,http://www.wikidata.org/entity/Q141568,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q141568,Q132805
103,PG9428,,A Group of Noble Dames,"Hardy, Thomas",1840,1928,['en'],9,"{'Women -- England -- Fiction', 'Nobility -- Fiction', 'Wessex (England) -- Fiction'}",,A Group of Noble Dames,Hardy,http://www.wikidata.org/entity/Q2564887,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2564887,Q132805
104,PG942,,Green Mansions: A Romance of the Tropical Forest,"Hudson, W. H. (William Henry)",1841,1922,['en'],143,"{'Rain forests -- Fiction', 'Love stories', 'Wild women -- Fiction', 'South America -- Fiction'}",,Green Mansions,Hudson,http://www.wikidata.org/entity/Q605921,http://www.wikidata.org/entity/Q1359140,1841,William Henry Hudson,Q605921,Q1359140
105,PG9433,,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",1840,1928,['en'],29,"{'Children of the rich -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Poor families -- Fiction', 'Women household employees -- Fiction', 'Didactic fiction', 'Children of clergy -- Fiction', 'Rape victims -- Fiction', 'Wessex (England) -- Fiction', 'Women murderers -- Fiction', 'Pastoral fiction', 'Man-woman relationships -- Fiction'}",,Tess of the d'Urbervilles,Hardy,http://www.wikidata.org/entity/Q649409,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q649409,Q132805
106,PG9435,,The Trumpet-Major,"Hardy, Thomas",1840,1928,['en'],16,"{'Love stories', 'Soldiers -- Fiction', 'Brothers -- Fiction', 'Wessex (England) -- Fiction', 'Great Britain -- History -- Regency, 1800-1837 -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Merchant mariners -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction', 'Historical fiction'}",,The Trumpet-Major,Hardy,http://www.wikidata.org/entity/Q2363473,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2363473,Q132805
107,PG9436,,Two on a Tower,"Hardy, Thomas",1840,1928,['en'],23,"{'Love stories', 'Didactic fiction', 'Astronomical observatories -- Fiction', 'Wessex (England) -- Fiction', 'Adultery -- Fiction', 'Social classes -- Fiction'}",,Two on a Tower,Hardy,http://www.wikidata.org/entity/Q7859431,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q7859431,Q132805
108,PG9437,,Under the Greenwood Tree,"Hardy, Thomas",1840,1928,['en'],13,"{'Musical fiction', 'Love stories', 'Courtship -- Fiction', 'Wessex (England) -- Fiction', 'Church musicians -- Fiction', 'Pastoral fiction', 'Choirs (Music) -- Fiction', 'Women teachers -- Fiction'}",,Under the Greenwood Tree,Hardy,http://www.wikidata.org/entity/Q2251594,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2251594,Q132805
109,PG9438,,The Well-Beloved,"Hardy, Thomas",1840,1928,['en'],11,"{'Portland (England) -- Fiction', 'Sculptors -- Fiction', 'Psychological fiction', 'Man-woman relationships -- Fiction', 'Mothers and daughters -- Fiction'}",,The Well-Beloved,Hardy,http://www.wikidata.org/entity/Q2906193,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2906193,Q132805
110,PG9451,,The Woodlanders,"Hardy, Thomas",1840,1928,['en'],10,"{'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Forests and forestry -- Fiction', 'Psychological fiction', 'Arranged marriage -- Fiction', 'Pastoral fiction', 'Dorset (England) -- Fiction', 'Social classes -- Fiction'}",,The Woodlanders,Hardy,http://www.wikidata.org/entity/Q2254480,http://www.wikidata.org/entity/Q132805,1840,Thomas Hardy,Q2254480,Q132805
111,PG946,,Lady Susan,"Austen, Jane",1775,1817,['en'],921,"{'Mate selection -- Fiction', 'England -- Fiction', 'Widows -- Fiction', 'Epistolary fiction', 'Mothers and daughters -- Fiction'}",,Lady Susan,Austen,http://www.wikidata.org/entity/Q581180,http://www.wikidata.org/entity/Q36322,1775,Jane Austen,Q581180,Q36322
112,PG9473,,"The Knights of the Cross, or, Krzyzacy: Historical Romance","Sienkiewicz, Henryk",1846,1916,['en'],94,"{'Teutonic Knights -- History -- Fiction', 'Poland -- History -- Jagellons, 1386-1572 -- Fiction'}",,The Knights of the Cross,Sienkiewicz,http://www.wikidata.org/entity/Q1214098,http://www.wikidata.org/entity/Q41502,1846,Henryk Sienkiewicz,Q1214098,Q41502
114,PG9489,,Michael O'Halloran,"Stratton-Porter, Gene",1863,1924,['en'],16,"{'City and town life -- Fiction', 'Didactic fiction', 'Indiana -- Fiction', 'Orphans -- Fiction'}",,Michael O'Halloran,Stratton-Porter,http://www.wikidata.org/entity/Q23307585,http://www.wikidata.org/entity/Q5531480,1863,Gene Stratton-Porter,Q23307585,Q5531480
116,PG9495,,Die Hochzeit des Mönchs,"Meyer, Conrad Ferdinand",1825,1898,['de'],18,"{'Alighieri, Dante, 1265-1321 -- Fiction', 'Italy -- History -- 476-1492 -- Fiction'}",,Die Hochzeit des Mönchs,Meyer,http://www.wikidata.org/entity/Q1213463,http://www.wikidata.org/entity/Q123261,1825,Conrad Ferdinand Meyer,Q1213463,Q123261
117,PG9498,,The Trespasser,"Lawrence, D. H. (David Herbert)",1885,1930,['en'],34,"{'Adultery -- Fiction', 'Love stories'}",,The Trespasser,Lawrence,http://www.wikidata.org/entity/Q7770124,http://www.wikidata.org/entity/Q34970,1885,D. H. Lawrence,Q7770124,Q34970
122,PG94,,Alexander's Bridge,"Cather, Willa",1873,1947,['en'],218,"{'Civil engineers -- Fiction', 'Mistresses -- Fiction', 'Married people -- Fiction', 'Psychological fiction', 'Bridges -- Design and construction -- Fiction', 'Boston (Mass.) -- Fiction', 'London (England) -- Fiction'}",,Alexander's Bridge,Cather,http://www.wikidata.org/entity/Q4718102,http://www.wikidata.org/entity/Q229480,1873,Willa Cather,Q4718102,Q229480
123,PG9504,,"Micah Clarke: His Statement as made to his three grandchildren Joseph, Gervas and Reuben During the Hard Winter of 1734","Doyle, Arthur Conan",1859,1930,['en'],93,"{'Grandparent and child -- Fiction', 'Great Britain -- History -- Stuarts, 1603-1714 -- Fiction'}",,Micah Clarke,Doyle,http://www.wikidata.org/entity/Q3050442,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q3050442,Q35610
124,PG9526,,Catherine: a Story,"Thackeray, William Makepeace",1811,1863,['en'],10,"{'Hayes, Catharine Hall, 1690-1726 -- Fiction', 'Executions and executioners -- Fiction', 'Biographical fiction', 'Women murderers -- Fiction'}",,Catherine,Thackeray,http://www.wikidata.org/entity/Q5052512,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,Q5052512,Q167768
125,PG9530,,"The History of Henry Esmond, Esq.: A Colonel in the Service of Her Majesty Queen Anne","Thackeray, William Makepeace",1811,1863,['en'],7,"{'Great Britain -- History -- Anne, 1702-1714 -- Fiction'}",,The History of Henry Esmond,Thackeray,http://www.wikidata.org/entity/Q3203517,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,Q3203517,Q167768
127,PG9535,,Men's Wives,"Thackeray, William Makepeace",1811,1863,['en'],16,{'Great Britain -- Social life and customs -- 19th century -- Fiction'},,Men's Wives,Thackeray,http://www.wikidata.org/entity/Q6816135,http://www.wikidata.org/entity/Q167768,1811,William Makepeace Thackeray,Q6816135,Q167768
