,item,work,itemLabel,workLabel
1,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q1169267,Giovanni Boccaccio,De mulieribus claris
2,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q1402912,Giovanni Boccaccio,Il Filostrato
3,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q3614628,Giovanni Boccaccio,Amorosa visione
4,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q3721314,Giovanni Boccaccio,Elegia di Madonna Fiammetta
5,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q3759459,Giovanni Boccaccio,Genealogia deorum gentilium
6,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q3792638,Giovanni Boccaccio,Corbaccio
7,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q3984953,Giovanni Boccaccio,Teseida
8,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q5244311,Giovanni Boccaccio,De casibus virorum illustrium
9,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q16681040,Giovanni Boccaccio,Trattatello in laude di Dante
10,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q19133975,Giovanni Boccaccio,La caccia di Diana
11,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q20630337,Giovanni Boccaccio,De montibus
12,http://www.wikidata.org/entity/Q1402,http://www.wikidata.org/entity/Q24036748,Giovanni Boccaccio,Buccolicum carmen
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q379580,http://www.wikidata.org/entity/Q4500509,John Muir,My First Summer in the Sierra
1,http://www.wikidata.org/entity/Q379580,http://www.wikidata.org/entity/Q27566013,John Muir,A Thousand-Mile Walk to the Gulf
2,http://www.wikidata.org/entity/Q379580,http://www.wikidata.org/entity/Q27623034,John Muir,Our National Parks
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q275719,http://www.wikidata.org/entity/Q2878373,Fannie Hurst,Back Street
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q22726,Edgar Allan Poe,The Raven
1,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q379449,Edgar Allan Poe,The Pit and the Pendulum
2,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q459667,Edgar Allan Poe,The Murders in the Rue Morgue
3,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q465395,Edgar Allan Poe,The Black Cat
4,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q615383,Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket
5,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q733448,Edgar Allan Poe,The Purloined Letter
6,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q762206,Edgar Allan Poe,The Tell-Tale Heart
7,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q878571,Edgar Allan Poe,The Oval Portrait
8,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q878580,Edgar Allan Poe,The Gold-Bug
9,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q1197735,Edgar Allan Poe,The Fall of the House of Usher
10,http://www.wikidata.org/entity/Q16867,http://www.wikidata.org/entity/Q1275853,Edgar Allan Poe,William Wilson
0,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q307837,Aphra Behn,Abdelazer
1,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q2453934,Aphra Behn,Oroonoko
2,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q3205256,Aphra Behn,The Rover
3,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q3237021,Aphra Behn,Love-Letters Between a Nobleman and His Sister
4,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q7723175,Aphra Behn,The City Heiress
5,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q7731937,Aphra Behn,The Emperor of the Moon
6,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q7733636,Aphra Behn,The Feign'd Curtizans
7,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q7739821,Aphra Behn,The History of the Nun
8,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q18393398,Aphra Behn,The Fair Jilt
9,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q19897959,Aphra Behn,The Forc'd Marriage
10,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q55635364,Aphra Behn,The Luckey Chance
11,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q65052928,Aphra Behn,The Dutch Lover
12,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q65053188,Aphra Behn,"The Town Fop or, Sir Timothy Tawdry"
13,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q65053555,Aphra Behn,"The Widow Ranter, or, the History of Bacon in Virginia"
14,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q65053957,Aphra Behn,"The Younger Brother, or, The Amorous Jilt"
15,http://www.wikidata.org/entity/Q231886,http://www.wikidata.org/entity/Q65053972,Aphra Behn,"Agnes de Castro, or, the Force of Generous Love"
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q472568,http://www.wikidata.org/entity/Q550049,Paul Féval,Le Bossu
1,http://www.wikidata.org/entity/Q472568,http://www.wikidata.org/entity/Q3212106,Paul Féval,Q3212106
2,http://www.wikidata.org/entity/Q472568,http://www.wikidata.org/entity/Q3224087,Paul Féval,The White Wolf
3,http://www.wikidata.org/entity/Q472568,http://www.wikidata.org/entity/Q3321499,Paul Féval,Monsieur de Charette
4,http://www.wikidata.org/entity/Q472568,http://www.wikidata.org/entity/Q3821271,Paul Féval,The Vampire Countess
5,http://www.wikidata.org/entity/Q472568,http://www.wikidata.org/entity/Q15074328,Paul Féval,The Mysteries of London
0,http://www.wikidata.org/entity/Q34628,http://www.wikidata.org/entity/Q286611,Gotthold Ephraim Lessing,Nathan the Wise
1,http://www.wikidata.org/entity/Q34628,http://www.wikidata.org/entity/Q782653,Gotthold Ephraim Lessing,Emilia Galotti
2,http://www.wikidata.org/entity/Q34628,http://www.wikidata.org/entity/Q1713147,Gotthold Ephraim Lessing,Miss Sara Sampson
3,http://www.wikidata.org/entity/Q34628,http://www.wikidata.org/entity/Q1805712,Gotthold Ephraim Lessing,"Laocoön, an essay on the limits of painting and poetry"
0,http://www.wikidata.org/entity/Q4604,http://www.wikidata.org/entity/Q276015,Confucius,Analects
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q7920418,http://www.wikidata.org/entity/Q29035411,Venture Smith,A Narrative of the Life and Adventures of Venture
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q442130,http://www.wikidata.org/entity/Q16936995,Anna Katharine Green,The Leavenworth Case
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q368519,http://www.wikidata.org/entity/Q466505,George MacDonald,The Princess and the Goblin
1,http://www.wikidata.org/entity/Q368519,http://www.wikidata.org/entity/Q1616808,George MacDonald,Phantastes
2,http://www.wikidata.org/entity/Q368519,http://www.wikidata.org/entity/Q1619593,George MacDonald,At the Back of the North Wind
3,http://www.wikidata.org/entity/Q368519,http://www.wikidata.org/entity/Q3832392,George MacDonald,Lilith
4,http://www.wikidata.org/entity/Q368519,http://www.wikidata.org/entity/Q5233331,George MacDonald,David Elginbrod
5,http://www.wikidata.org/entity/Q368519,http://www.wikidata.org/entity/Q8773912,George MacDonald,The Gray Wolf
0,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q286381,Euripides,Medea
1,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q375786,Euripides,Hippolytus
2,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q512802,Euripides,Andromache
3,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q523227,Euripides,Iphigenia in Tauris
4,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q540161,Euripides,Electra
5,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q614607,Euripides,Ion
6,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q663886,Euripides,Orestes
7,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q667750,Euripides,Rhesus
8,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q672319,Euripides,The Suppliants
9,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q934597,Euripides,The Bacchae
10,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1115611,Euripides,Hecuba
11,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1206121,Euripides,Cyclops
12,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1216943,Euripides,The Trojan Women
13,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1233203,Euripides,Herakles' Children
14,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1233660,Euripides,The Phoenician Women
15,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1233770,Euripides,Iphigenia in Aulis
16,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1233835,Euripides,Herakles
17,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1246408,Euripides,Alcestis
18,http://www.wikidata.org/entity/Q48305,http://www.wikidata.org/entity/Q1248812,Euripides,Helen
0,http://www.wikidata.org/entity/Q7790900,http://www.wikidata.org/entity/Q63974906,Humphry Ward,Pictures in the collection of J. Pierpont Morgan at Princes Gate & Dover house. London
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q2441232,Viktor Rydberg,Tomten
1,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q7775057,Viktor Rydberg,The Wind Is My Lover
2,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q10468752,Viktor Rydberg,Den siste athenaren
3,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q10506416,Viktor Rydberg,Gläns över sjö och strand
4,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q19539855,Viktor Rydberg,Q19539855
5,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q100976387,Viktor Rydberg,Q100976387
6,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q114349936,Viktor Rydberg,Den nya Grottesången
7,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q114784227,Viktor Rydberg,Q114784227
8,http://www.wikidata.org/entity/Q432129,http://www.wikidata.org/entity/Q116982528,Viktor Rydberg,Q116982528
0,http://www.wikidata.org/entity/Q93343,http://www.wikidata.org/entity/Q508181,Percy Bysshe Shelley,Prometheus Unbound
1,http://www.wikidata.org/entity/Q93343,http://www.wikidata.org/entity/Q662166,Percy Bysshe Shelley,Ozymandias
2,http://www.wikidata.org/entity/Q93343,http://www.wikidata.org/entity/Q3310615,Percy Bysshe Shelley,Love's Philosophy
3,http://www.wikidata.org/entity/Q93343,http://www.wikidata.org/entity/Q7723491,Percy Bysshe Shelley,The Cloud
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q201732,http://www.wikidata.org/entity/Q135215,Robert Graves,"I, Claudius"
1,http://www.wikidata.org/entity/Q201732,http://www.wikidata.org/entity/Q2615716,Robert Graves,The Greek Myths
2,http://www.wikidata.org/entity/Q201732,http://www.wikidata.org/entity/Q2633415,Robert Graves,The White Goddess
0,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q589197,Charles Lamb,Tales from Shakspeare
1,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55840065,Charles Lamb,Othello
2,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55860182,Charles Lamb,"Hamlet, Prince of Denmark"
3,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55860855,Charles Lamb,Macbeth
4,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55871600,Charles Lamb,Preface
5,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55905850,Charles Lamb,Timon of Athens
0,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18081,Dante Alighieri,De vulgari eloquentia
1,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q18084,Dante Alighieri,Vita Nuova
2,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q40185,Dante Alighieri,The Divine Comedy
3,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q134221,Dante Alighieri,De Monarchia
4,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q666014,Dante Alighieri,Convivio
5,http://www.wikidata.org/entity/Q1067,http://www.wikidata.org/entity/Q122600816,Dante Alighieri,Questio de situ et formae aque et terre
0,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q589197,Charles Lamb,Tales from Shakspeare
1,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55840065,Charles Lamb,Othello
2,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55860182,Charles Lamb,"Hamlet, Prince of Denmark"
3,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55860855,Charles Lamb,Macbeth
4,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55871600,Charles Lamb,Preface
5,http://www.wikidata.org/entity/Q372984,http://www.wikidata.org/entity/Q55905850,Charles Lamb,Timon of Athens
0,http://www.wikidata.org/entity/Q322871,http://www.wikidata.org/entity/Q7115248,Arthur Quiller-Couch,Oxford Book of English Verse
0,http://www.wikidata.org/entity/Q454840,http://www.wikidata.org/entity/Q7710153,William Cullen Bryant,Thanatopsis
