,Unnamed: 0,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,name
1905,3613,PG36528,,Monsieur Vénus,Rachilde,1860,1953.0,['fr'],314,"{'Sex role -- Fiction', 'French fiction', 'Social classes -- Fiction', 'Man-woman relationships -- Fiction'}",,Monsieur Vénus,Rachilde,http://www.wikidata.org/entity/Q17007507,http://www.wikidata.org/entity/Q2366473,1860,Rachilde,Q17007507,Q2366473,Rachilde
1906,3614,PG36541,,"Unto This Last, and Other Essays on Political Economy","Ruskin, John",1819,1900.0,['en'],239,"{'Art', 'Economics'}",,Unto This Last,Ruskin,http://www.wikidata.org/entity/Q144132,http://www.wikidata.org/entity/Q179126,1819,John Ruskin,Q144132,Q179126,John Ruskin
1907,3615,PG36548,,"A Plain Introduction to the Criticism of the New Testament, Vol. I.","Scrivener, Frederick Henry Ambrose",1813,1891.0,['en'],111,"{'Bible. New Testament -- Criticism, interpretation, etc.'}",,A Plain Introduction to the Criticism of the New Testament,Scrivener,http://www.wikidata.org/entity/Q4658913,http://www.wikidata.org/entity/Q937439,1813,Frederick Henry Ambrose Scrivener,Q4658913,Q937439,Frederick Henry Ambrose Scrivener
1908,3619,PG36570,,"The Heiress; a comedy, in five acts","Burgoyne, John",1722,1792.0,['en'],19,"{'English drama -- 18th century', 'Comedies'}",,The Heiress,Burgoyne,http://www.wikidata.org/entity/Q7739315,http://www.wikidata.org/entity/Q436775,1722,John Burgoyne,Q7739315,Q436775,John Burgoyne
1909,3620,PG36575,,"The Count of Narbonne: A Tragedy, in Five Acts","Jephson, Robert",1736,1803.0,['en'],18,"{'Drama', 'Tragedies'}",,The Count of Narbonne,Jephson,http://www.wikidata.org/entity/Q104864942,http://www.wikidata.org/entity/Q3435536,1736,Robert Jephson,Q104864942,Q3435536,Robert Jephson
1910,3621,PG36583,,Hania,"Sienkiewicz, Henryk",1846,1916.0,['en'],56,{'Polish fiction -- Translations into English'},,Hania,Sienkiewicz,http://www.wikidata.org/entity/Q11708550,http://www.wikidata.org/entity/Q41502,1846,Henryk Sienkiewicz,Q11708550,Q41502,Henryk Sienkiewicz
1911,3622,PG36593,,Fordham's Feud,"Mitford, Bertram",1855,1914.0,['en'],16,{'Fiction'},,Fordham's Feud,Mitford,http://www.wikidata.org/entity/Q124083148,http://www.wikidata.org/entity/Q4895803,1855,Bertram Mitford,Q124083148,Q4895803,Bertram Mitford
1912,3623,PG36612,,The Princess and Curdie,"MacDonald, George",1824,1905.0,['en'],166,"{""Children's stories"", 'Fantasy literature', 'Fairy tales'}",,The Princess and Curdie,MacDonald,http://www.wikidata.org/entity/Q2603469,http://www.wikidata.org/entity/Q368519,1824,George MacDonald,Q2603469,Q368519,George MacDonald
1913,3624,PG3664,,Yvette,"Maupassant, Guy de",1850,1893.0,['en'],29,"{'France -- Social life and customs -- Fiction', 'Paris (France) -- Fiction'}",,Yvette,Maupassant,http://www.wikidata.org/entity/Q3574033,http://www.wikidata.org/entity/Q9327,1850,Guy de Maupassant,Q3574033,Q9327,Guy de Maupassant
1915,3626,PG36690,,Anarchism,"Eltzbacher, Paul",1868,1928.0,['en'],34,"{'Anarchists', 'Anarchism'}",,Anarchism,Eltzbacher,http://www.wikidata.org/entity/Q54802640,http://www.wikidata.org/entity/Q74664,1868,Paul Eltzbacher,Q54802640,Q74664,Paul Eltzbacher
1916,3628,PG3670,,Peg Woffington,"Reade, Charles",1814,1884.0,['en'],34,"{'Actresses -- Fiction', 'Great Britain -- History -- 18th century -- Fiction', 'Biographical fiction', 'Woffington, Margaret, -1760 -- Fiction'}",,Peg Woffington,Reade,http://www.wikidata.org/entity/Q19895083,http://www.wikidata.org/entity/Q247473,1814,Charles Reade,Q19895083,Q247473,Charles Reade
1917,3629,PG36715,,Yekl: A Tale of the New York Ghetto,"Cahan, Abraham",1860,1951.0,['en'],297,"{'New York (N.Y.) -- Fiction', 'Jews -- New York (State) -- New York -- Fiction', 'Jewish fiction'}",,Yekl,Cahan,http://www.wikidata.org/entity/Q42186876,http://www.wikidata.org/entity/Q329854,1860,Abraham Cahan,Q42186876,Q329854,Abraham Cahan
1918,3630,PG3671,,Christie Johnstone: A Novel,"Reade, Charles",1814,1884.0,['en'],36,"{'Fishers -- Fiction', 'Scotland -- Social life and customs -- 19th century -- Fiction'}",,Christie Johnstone,Reade,http://www.wikidata.org/entity/Q5110688,http://www.wikidata.org/entity/Q247473,1814,Charles Reade,Q5110688,Q247473,Charles Reade
1919,3631,PG3677,,On Our Selection,"Rudd, Steele",1868,1935.0,['en'],20,"{'Farm life -- Fiction', 'Australia -- Fiction', 'Rural families -- Fiction', 'Australia -- Social life and customs -- Fiction', 'Humorous stories, Australian'}",,On Our Selection,Rudd,http://www.wikidata.org/entity/Q7091098,http://www.wikidata.org/entity/Q7605796,1868,Steele Rudd,Q7091098,Q7605796,Steele Rudd
1920,3632,PG3678,,Jonah,"Stone, Louis",1871,1935.0,['en'],44,{'Australia -- Fiction'},,Jonah,Stone,http://www.wikidata.org/entity/Q19079410,http://www.wikidata.org/entity/Q6688212,1871,Louis Stone,Q19079410,Q6688212,Louis Stone
1921,3633,PG36792,,Esilio,"Negri, Ada",1870,1945.0,['it'],7,{'Italian poetry'},,Esilio,Negri,http://www.wikidata.org/entity/Q63859217,http://www.wikidata.org/entity/Q346250,1870,Ada Negri,Q63859217,Q346250,Ada Negri
1922,3634,PG36793,,Tubutsch,"Ehrenstein, Albert",1886,1950.0,['de'],29,"{'Vienna (Austria) -- Social life and customs -- Fiction', 'Men -- Fiction', 'Melancholy -- Fiction'}",,Tubutsch,Ehrenstein,http://www.wikidata.org/entity/Q23793189,http://www.wikidata.org/entity/Q214947,1886,Albert Ehrenstein,Q23793189,Q214947,Albert Ehrenstein
1923,3635,PG367,,The Country of the Pointed Firs,"Jewett, Sarah Orne",1849,1909.0,['en'],480,"{'Authorship -- Fiction', 'Seaside resorts -- Fiction', 'Women authors -- Fiction', 'Country life -- Fiction', 'Psychological fiction', 'Summer resorts -- Fiction', 'Pastoral fiction', 'Maine -- Fiction'}",,The Country of the Pointed Firs,Jewett,http://www.wikidata.org/entity/Q7727811,http://www.wikidata.org/entity/Q444995,1849,Sarah Orne Jewett,Q7727811,Q444995,Sarah Orne Jewett
1924,3636,PG3680,,Cartrefi Cymru,"Edwards, Owen Morgan, Sir",1858,1920.0,['cy'],23,"{'Wales -- Biography', 'Historic buildings -- Wales', 'Literary landmarks -- Wales'}",,Cartrefi Cymru,Edwards,http://www.wikidata.org/entity/Q31358912,http://www.wikidata.org/entity/Q7114583,1858,Owen Morgan Edwards,Q31358912,Q7114583,Owen Morgan Edwards
1927,3639,PG36884,,The Mathematical Analysis of Logic: Being an Essay Towards a Calculus of Deductive Reasoning,"Boole, George",1815,1864.0,['en'],506,{'Logic'},,The Mathematical Analysis of Logic,Boole,http://www.wikidata.org/entity/Q42192745,http://www.wikidata.org/entity/Q134661,1815,George Boole,Q42192745,Q134661,George Boole
1928,3640,PG36905,,Schach von Wuthenow: Erzählung aus der Zeit des Regiments Gensdarmes,"Fontane, Theodor",1819,1898.0,['de'],22,"{'Napoleonic Wars, 1800-1815 -- Fiction', 'Man-woman relationships -- Fiction', 'Soldiers -- Fiction'}",,Schach von Wuthenow,Fontane,http://www.wikidata.org/entity/Q2229265,http://www.wikidata.org/entity/Q76632,1819,Theodor Fontane,Q2229265,Q76632,Theodor Fontane
1929,3641,PG3690,,"Floor Games; a companion volume to ""Little Wars""","Wells, H. G. (Herbert George)",1866,1946.0,['en'],117,"{'Games -- Juvenile literature', 'Games'}",,Floor Games,Wells,http://www.wikidata.org/entity/Q5460157,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q5460157,Q42511,H. G. Wells
1930,3642,PG3691,,Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books.,"Wells, H. G. (Herbert George)",1866,1946.0,['en'],706,{'War games'},,Little Wars,Wells,http://www.wikidata.org/entity/Q1069465,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q1069465,Q42511,H. G. Wells
1931,3643,PG3692,,The House of Life,"Rossetti, Dante Gabriel",1828,1882.0,['en'],51,{'English poetry -- 19th century'},,The House of Life,Rossetti,http://www.wikidata.org/entity/Q63450734,http://www.wikidata.org/entity/Q186748,1828,Dante Gabriel Rossetti,Q63450734,Q186748,Dante Gabriel Rossetti
1932,3644,PG36958,,A Child of the Jago,"Morrison, Arthur",1863,1945.0,['en'],104,"{'Slums -- Fiction', 'London (England) -- Fiction', 'Boys -- Fiction'}",,A Child of the Jago,Morrison,http://www.wikidata.org/entity/Q4655860,http://www.wikidata.org/entity/Q4303218,1863,Arthur Morrison,Q4655860,Q4303218,Arthur Morrison
1933,3645,PG369,,The Outlaw of Torn,"Burroughs, Edgar Rice",1875,1950.0,['en'],215,"{'Historical fiction', 'Outlaws -- Fiction', 'Great Britain -- History -- Henry III, 1216-1272 -- Fiction'}",,The Outlaw of Torn,Burroughs,http://www.wikidata.org/entity/Q17061884,http://www.wikidata.org/entity/Q148234,1875,Edgar Rice Burroughs,Q17061884,Q148234,Edgar Rice Burroughs
1934,3646,PG37027,,With Fire and Sword: An Historical Novel of Poland and Russia,"Sienkiewicz, Henryk",1846,1916.0,['en'],263,"{'Cossacks -- Ukraine -- Fiction', 'Historical fiction', 'Poland -- History -- John II Casimir, 1648-1668 -- Fiction', 'Cossacks -- Poland -- Fiction'}",,With Fire and Sword,Sienkiewicz,http://www.wikidata.org/entity/Q927292,http://www.wikidata.org/entity/Q41502,1846,Henryk Sienkiewicz,Q927292,Q41502,Henryk Sienkiewicz
1935,3647,PG37039,,The Red Room,"Strindberg, August",1849,1912.0,['en'],119,{'Stockholm (Sweden) -- Fiction'},,The Red Room,Strindberg,http://www.wikidata.org/entity/Q178563,http://www.wikidata.org/entity/Q7724,1849,August Strindberg,Q178563,Q7724,August Strindberg
1936,3649,PG37046,,Greene Ferne Farm,"Jefferies, Richard",1848,1887.0,['en'],24,"{'Country life -- England -- Fiction', 'England -- Social life and customs -- Fiction'}",,Greene Ferne Farm,Jefferies,http://www.wikidata.org/entity/Q124083438,http://www.wikidata.org/entity/Q434687,1848,Richard Jefferies,Q124083438,Q434687,Richard Jefferies
1938,3651,PG37081,,In Strange Company: A Story of Chili and the Southern Seas,"Boothby, Guy",1867,1905.0,['en'],21,"{'Adventure stories', 'Fiction'}",,In Strange Company,Boothby,http://www.wikidata.org/entity/Q28428111,http://www.wikidata.org/entity/Q252307,1867,Guy Boothby,Q28428111,Q252307,Guy Boothby
1939,3652,PG37091,,A Song of the English,"Kipling, Rudyard",1865,1936.0,['en'],51,{'Poetry'},,A Song of the English,Kipling,http://www.wikidata.org/entity/Q19753622,http://www.wikidata.org/entity/Q34743,1865,Rudyard Kipling,Q19753622,Q34743,Rudyard Kipling
1940,3653,PG3709,,Love Eternal,"Haggard, H. Rider (Henry Rider)",1856,1925.0,['en'],64,"{'Switzerland -- Fiction', 'Love stories', 'Nobility -- Great Britain -- Fiction'}",,Love Eternal,Haggard,http://www.wikidata.org/entity/Q16386781,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q16386781,Q237196,H. Rider Haggard
1941,3654,PG37123,,San Pantaleone,"D'Annunzio, Gabriele",1863,1938.0,['it'],44,"{'Fiction', 'Short stories, Italian'}",,San Pantaleone,D'Annunzio,http://www.wikidata.org/entity/Q20009790,http://www.wikidata.org/entity/Q193236,1863,Gabriele D'Annunzio,Q20009790,Q193236,Gabriele D'Annunzio
1942,3656,PG37189,,The Return of the Soldier,"West, Rebecca",1892,1983.0,['en'],274,"{'World War, 1914-1918 -- England -- Fiction', 'Domestic fiction', 'Soldiers -- Fiction', 'Psychological fiction', 'Amnesia -- Fiction', 'England -- Fiction', 'Country homes -- Fiction', 'War stories', 'War neuroses -- Fiction', 'Man-woman relationships -- Fiction'}",,The Return of the Soldier,West,http://www.wikidata.org/entity/Q7760466,http://www.wikidata.org/entity/Q236669,1892,Rebecca West,Q7760466,Q236669,Rebecca West
1943,3657,PG37198,,"The Deluge: An Historical Novel of Poland, Sweden, and Russia. Vol. 1","Sienkiewicz, Henryk",1846,1916.0,['en'],105,"{'Historical fiction', 'Poland -- History -- John II Casimir, 1648-1668 -- Fiction'}",,The Deluge,Sienkiewicz,http://www.wikidata.org/entity/Q2635106,http://www.wikidata.org/entity/Q41502,1846,Henryk Sienkiewicz,Q2635106,Q41502,Henryk Sienkiewicz
1944,3663,PG37206,,Sea and Sardinia,"Lawrence, D. H. (David Herbert)",1885,1930.0,['en'],174,"{'Lawrence, D. H. (David Herbert), 1885-1930 -- Travel -- Italy -- Sardinia', 'Sardinia (Italy) -- Description and travel'}",,Sea and Sardinia,Lawrence,http://www.wikidata.org/entity/Q3473567,http://www.wikidata.org/entity/Q34970,1885,D. H. Lawrence,Q3473567,Q34970,D. H. Lawrence
1946,3665,PG3727,,Maurice Guest,"Richardson, Henry Handel",1870,1946.0,['en'],42,"{'Autobiographical fiction', 'Musical fiction', 'Leipzig (Germany) -- Fiction', 'Love stories', 'Australians -- Germany -- Fiction', 'Conservatories of music -- Fiction'}",,Maurice Guest,Richardson,http://www.wikidata.org/entity/Q19031436,http://www.wikidata.org/entity/Q443398,1870,Henry Handel Richardson,Q19031436,Q443398,Henry Handel Richardson
1947,3666,PG372,,"Prince Otto, a Romance","Stevenson, Robert Louis",1850,1894.0,['en'],73,"{'Nobility -- Fiction', 'Man-woman relationships -- Fiction'}",,Prince Otto,Stevenson,http://www.wikidata.org/entity/Q2068990,http://www.wikidata.org/entity/Q1512,1850,Robert Louis Stevenson,Q2068990,Q1512,Robert Louis Stevenson
1951,3670,PG37406,,On the Field of Glory: An Historical Novel of the Time of King John Sobieski,"Sienkiewicz, Henryk",1846,1916.0,['en'],36,"{'Poland -- History -- John III Sobieski, 1674-1696 -- Fiction'}",,On the Field of Glory,Sienkiewicz,http://www.wikidata.org/entity/Q7091356,http://www.wikidata.org/entity/Q41502,1846,Henryk Sienkiewicz,Q7091356,Q41502,Henryk Sienkiewicz
1952,3671,PG37408,,The Rising Tide of Color Against White World-Supremacy,"Stoddard, Lothrop",1883,1950.0,['en'],628,"{'Race relations', 'Caucasian race'}",,The Rising Tide of Color Against White World-Supremacy,Stoddard,http://www.wikidata.org/entity/Q7760921,http://www.wikidata.org/entity/Q1871107,1883,Lothrop Stoddard,Q7760921,Q1871107,Lothrop Stoddard
1953,3672,PG37423,,How We Think,"Dewey, John",1859,1952.0,['en'],1411,"{'Educational psychology', 'Thought and thinking'}",,How We Think,Dewey,http://www.wikidata.org/entity/Q5918221,http://www.wikidata.org/entity/Q131805,1859,John Dewey,Q5918221,Q131805,John Dewey
1958,3702,PG374,,Fantastic Fables,"Bierce, Ambrose",1842,1913.0,['en'],193,"{'Fables, American', 'Wit and humor'}",,Fantastic Fables,Bierce,http://www.wikidata.org/entity/Q25553795,http://www.wikidata.org/entity/Q191050,1842,Ambrose Bierce,Q25553795,Q191050,Ambrose Bierce
1959,3703,PG37536,,"The House of the Dead; or, Prison Life in Siberia: with an introduction by Julius Bramont","Dostoyevsky, Fyodor",1821,1881.0,['en'],527,"{'Exiles -- Fiction', 'Siberia (Russia) -- Fiction'}",,The House of the Dead,Dostoyevsky,http://www.wikidata.org/entity/Q1161171,http://www.wikidata.org/entity/Q991,1821,Fyodor Dostoyevsky,Q1161171,Q991,Fyodor Dostoyevsky
1960,3704,PG3756,,Indiscretions of Archie,"Wodehouse, P. G. (Pelham Grenville)",1881,1975.0,['en'],220,"{'Fathers-in-law -- Fiction', 'New York (N.Y.) -- Fiction', 'World War, 1914-1918 -- Veterans -- Fiction', 'British -- United States -- Fiction', 'Married men -- Fiction', 'Humorous stories', 'Hotels -- Fiction'}",,Indiscretions of Archie,Wodehouse,http://www.wikidata.org/entity/Q4317690,http://www.wikidata.org/entity/Q207515,1881,P. G. Wodehouse,Q4317690,Q207515,P. G. Wodehouse
1961,3705,PG375,,An Occurrence at Owl Creek Bridge,"Bierce, Ambrose",1842,1913.0,['en'],3416,"{'Prisoners -- Fiction', 'Short stories', 'United States -- History -- Civil War, 1861-1865 -- Fiction'}",,An Occurrence at Owl Creek Bridge,Bierce,http://www.wikidata.org/entity/Q2943621,http://www.wikidata.org/entity/Q191050,1842,Ambrose Bierce,Q2943621,Q191050,Ambrose Bierce
1962,3706,PG3760,,"Sybil, Or, The Two Nations","Disraeli, Benjamin, Earl of Beaconsfield",1804,1881.0,['en'],574,"{'Love stories', 'Poor families -- Fiction', 'England -- Fiction', 'Political fiction', 'Rich people -- Fiction', 'Chartism -- Fiction', 'Landlord and tenant -- Fiction', 'Social classes -- Fiction'}",,Sybil,Disraeli,http://www.wikidata.org/entity/Q3506752,http://www.wikidata.org/entity/Q82006,1804,Benjamin Disraeli,Q3506752,Q82006,Benjamin Disraeli
1964,3708,PG37665,,"Wild Wales: The People, Language, & Scenery","Borrow, George",1803,1881.0,['en'],78,"{'Wales -- Description and travel', 'Borrow, George, 1803-1881 -- Travel -- Wales'}",,Wild Wales,Borrow,http://www.wikidata.org/entity/Q8000838,http://www.wikidata.org/entity/Q2137717,1803,George Borrow,Q8000838,Q2137717,George Borrow
1965,3709,PG37712,,The Crime of the Congo,"Doyle, Arthur Conan",1859,1930.0,['en'],181,"{'Congo (Democratic Republic) -- Politics and government', 'Indigenous peoples -- Congo (Democratic Republic)', 'Belgium -- Colonies -- Africa -- Administration'}",,The Crime of the Congo,Doyle,http://www.wikidata.org/entity/Q22090538,http://www.wikidata.org/entity/Q35610,1859,Arthur Conan Doyle,Q22090538,Q35610,Arthur Conan Doyle
1966,3710,PG37750,,"Guy Fawkes; or, The Gunpowder Treason: An Historical Romance","Ainsworth, William Harrison",1805,1882.0,['en'],75,"{'Great Britain -- History -- James I, 1603-1625 -- Fiction', 'Fawkes, Guy, 1570-1606 -- Fiction', 'Gunpowder Plot, 1605 -- Fiction'}",,Guy Fawkes,Ainsworth,http://www.wikidata.org/entity/Q5622235,http://www.wikidata.org/entity/Q518359,1805,William Harrison Ainsworth,Q5622235,Q518359,William Harrison Ainsworth
1967,3712,PG37775,,"Etidorhpa; or, The End of Earth.: The Strange History of a Mysterious Being and the Account of a Remarkable Journey","Lloyd, John Uri",1849,1936.0,['en'],1291,"{'Earth (Planet) -- Internal structure -- Fiction', 'Occultism -- Fiction', 'Fantasy fiction', 'Science fiction'}",,Etidorhpa,Lloyd,http://www.wikidata.org/entity/Q3733783,http://www.wikidata.org/entity/Q3809662,1849,John Uri Lloyd,Q3733783,Q3809662,John Uri Lloyd
1968,3713,PG37789,,Wilde Bob,"Kieviet, Cornelis Johannes",1858,1931.0,['nl'],8,"{""Children's stories, Dutch""}",,Wilde Bob,Kieviet,http://www.wikidata.org/entity/Q43517831,http://www.wikidata.org/entity/Q4359845,1858,Cornelis Johannes Kieviet,Q43517831,Q4359845,Cornelis Johannes Kieviet
1969,3715,PG37805,,Les Nuits chaudes du Cap français,"Rebell, Hugues",1867,1905.0,['fr'],23,{'Haiti -- Fiction'},,Les Nuits chaudes du Cap français,Rebell,http://www.wikidata.org/entity/Q111366747,http://www.wikidata.org/entity/Q3142674,1867,Hugues Rebell,Q111366747,Q3142674,Hugues Rebell
1970,3716,PG3781,,The Jewel of Seven Stars,"Stoker, Bram",1847,1912.0,['en'],259,"{'Archaeologists -- Fiction', 'Mummies -- Fiction', 'Horror tales'}",,The Jewel of Seven Stars,Stoker,http://www.wikidata.org/entity/Q7743210,http://www.wikidata.org/entity/Q36184,1847,Bram Stoker,Q7743210,Q36184,Bram Stoker
1971,3717,PG3782,,Huntingtower,"Buchan, John",1875,1940.0,['en'],91,"{'Princesses -- Fiction', 'McCunn, Dickson (Fictitious character) -- Fiction', 'Kidnapping -- Fiction', 'Scotland -- Fiction', 'Adventure stories'}",,Huntingtower,Buchan,http://www.wikidata.org/entity/Q5945557,http://www.wikidata.org/entity/Q333004,1875,John Buchan,Q5945557,Q333004,John Buchan
1972,3718,PG37866,,A Humble Enterprise,"Cambridge, Ada",1844,1926.0,['en'],29,{'Fiction'},,A Humble Enterprise,Cambridge,http://www.wikidata.org/entity/Q124080848,http://www.wikidata.org/entity/Q374462,1844,Ada Cambridge,Q124080848,Q374462,Ada Cambridge
1974,3720,PG37908,,"Adeline Mowbray; or, The Mother and Daughter","Opie, Amelia",1769,1853.0,['en'],156,"{'Domestic fiction', 'Feminist fiction', 'Unmarried couples -- Fiction', 'Mothers and daughters -- Fiction'}",,Adeline Mowbray,Opie,http://www.wikidata.org/entity/Q65083334,http://www.wikidata.org/entity/Q1076511,1769,Amelia Opie,Q65083334,Q1076511,Amelia Opie
1975,3721,PG37948,,The Beautiful White Devil,"Boothby, Guy",1867,1905.0,['en'],39,"{'Adventure stories', 'Criminals -- Fiction', 'Man-woman relationships -- Fiction'}",,The Beautiful White Devil,Boothby,http://www.wikidata.org/entity/Q124086993,http://www.wikidata.org/entity/Q252307,1867,Guy Boothby,Q124086993,Q252307,Guy Boothby
1976,3722,PG3795,,Under the Lilacs,"Alcott, Louisa May",1832,1888.0,['en'],117,"{'Circus -- Juvenile fiction', 'Runaway children -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Dogs -- Juvenile fiction'}",,Under the Lilacs,Alcott,http://www.wikidata.org/entity/Q7883341,http://www.wikidata.org/entity/Q185696,1832,Louisa May Alcott,Q7883341,Q185696,Louisa May Alcott
1977,3723,PG37961,,He Who Gets Slapped: A Play in Four Acts,"Andreyev, Leonid",1871,1919.0,['en'],85,"{'Andreyev, Leonid, 1871-1919 -- Translations into English', 'Russian drama -- Translations into English', 'Clowns -- Drama', 'Triangles (Interpersonal relations) -- Drama'}",,He Who Gets Slapped,Andreyev,http://www.wikidata.org/entity/Q48940450,http://www.wikidata.org/entity/Q310866,1871,Leonid Andreyev,Q48940450,Q310866,Leonid Andreyev
1978,3724,PG37961,,He Who Gets Slapped: A Play in Four Acts,"Andreyev, Leonid",1871,1919.0,['en'],85,"{'Andreyev, Leonid, 1871-1919 -- Translations into English', 'Russian drama -- Translations into English', 'Clowns -- Drama', 'Triangles (Interpersonal relations) -- Drama'}",,He Who Gets Slapped,Andreyev,http://www.wikidata.org/entity/Q99943074,http://www.wikidata.org/entity/Q310866,1871,Leonid Andreyev,Q99943074,Q310866,Leonid Andreyev
1979,3725,PG37976,,Dot and Tot of Merryland,"Baum, L. Frank (Lyman Frank)",1856,1919.0,['en'],60,{'Fantasy fiction'},,Dot and Tot of Merryland,Baum,http://www.wikidata.org/entity/Q5299399,http://www.wikidata.org/entity/Q207544,1856,L. Frank Baum,Q5299399,Q207544,L. Frank Baum
1980,3726,PG3797,,In the Days of the Comet,"Wells, H. G. (Herbert George)",1866,1946.0,['en'],99,"{'Utopian fiction', 'Science fiction', 'Comets -- Collisions with Earth -- Fiction', 'Political fiction', 'Utopias -- Fiction'}",,In the Days of the Comet,Wells,http://www.wikidata.org/entity/Q2637002,http://www.wikidata.org/entity/Q42511,1866,H. G. Wells,Q2637002,Q42511,H. G. Wells
1981,3727,PG37989,,Lettres d'un voyageur,"Sand, George",1804,1876.0,['fr'],85,"{'Sand, George, 1804-1876 -- Correspondence', 'Novelists, French -- 19th century -- Correspondence'}",,Lettres d'un voyageur,Sand,http://www.wikidata.org/entity/Q16655561,http://www.wikidata.org/entity/Q3816,1804,George Sand,Q16655561,Q3816,George Sand
1982,3728,PG38005,,Psyche,"Couperus, Louis",1863,1923.0,['en'],78,"{'Dutch fiction -- Translations into English', 'Fairy tales'}",,Psyche,Couperus,http://www.wikidata.org/entity/Q14194757,http://www.wikidata.org/entity/Q437798,1863,Louis Couperus,Q14194757,Q437798,Louis Couperus
1983,3729,PG3800,,Ethics,"Spinoza, Benedictus de",1632,1677.0,['en'],3555,{'Ethics'},,Ethics,Spinoza,http://www.wikidata.org/entity/Q862816,http://www.wikidata.org/entity/Q35802,1632,Benedictus de Spinoza,Q862816,Q35802,Benedictus de Spinoza
1985,3731,PG38025,,"Fables for Children, Stories for Children, Natural Science Stories, Popular Education, Decembrists, Moral Tales","Tolstoy, Leo, graf",1828,1910.0,['en'],302,{'Russian literature -- Translations into English'},,Fables for Children,Tolstoy,http://www.wikidata.org/entity/Q19019424,http://www.wikidata.org/entity/Q7243,1828,Leo Tolstoy,Q19019424,Q7243,Leo Tolstoy
1986,3732,PG3807,,The Different Forms of Flowers on Plants of the Same Species,"Darwin, Charles",1809,1882.0,['en'],66,"{'Fertilization of plants', 'Plant physiology', 'Heterostylism', 'Pollination', 'Plants -- Variation'}",,The Different Forms of Flowers on Plants of the Same Species,Darwin,http://www.wikidata.org/entity/Q7730156,http://www.wikidata.org/entity/Q1035,1809,Charles Darwin,Q7730156,Q1035,Charles Darwin
1987,3733,PG3808,,Robur the Conqueror,"Verne, Jules",1828,1905.0,['en'],114,"{'Aeronautics -- Fiction', 'Science fiction'}",,Robur the Conqueror,Verne,http://www.wikidata.org/entity/Q978723,http://www.wikidata.org/entity/Q33977,1828,Jules Verne,Q978723,Q33977,Jules Verne
1988,3734,PG380,,Weir of Hermiston: An Unfinished Romance,"Stevenson, Robert Louis",1850,1894.0,['en'],89,"{'Domestic fiction', 'Judges -- Fiction', 'Country life -- Fiction', 'Scotland -- Fiction', 'Young men -- Fiction', 'Fathers and sons -- Fiction'}",,Weir of Hermiston,Stevenson,http://www.wikidata.org/entity/Q1213386,http://www.wikidata.org/entity/Q1512,1850,Robert Louis Stevenson,Q1213386,Q1512,Robert Louis Stevenson
1989,3735,PG38126,,Der Untertan,"Mann, Heinrich",1871,1950.0,['de'],473,"{'Satire, German', 'German fiction -- 20th century', 'Germany -- Politics and government -- Fiction'}",,Der Untertan,Mann,http://www.wikidata.org/entity/Q476349,http://www.wikidata.org/entity/Q76480,1871,Heinrich Mann,Q476349,Q76480,Heinrich Mann
1990,3736,PG3813,,The Lady of Blossholme,"Haggard, H. Rider (Henry Rider)",1856,1925.0,['en'],44,"{'Great Britain -- History -- Henry VIII, 1509-1547 -- Fiction'}",,The Lady of Blossholme,Haggard,http://www.wikidata.org/entity/Q16934371,http://www.wikidata.org/entity/Q237196,1856,H. Rider Haggard,Q16934371,Q237196,H. Rider Haggard
1993,3739,PG3817,,To Let,"Galsworthy, John",1867,1933.0,['en'],68,"{'Domestic fiction', 'Families -- England -- Fiction', 'Middle class -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction', 'Women -- England -- Fiction', 'Forsyte family (Fictitious characters) -- Fiction'}",,To Let,Galsworthy,http://www.wikidata.org/entity/Q42186603,http://www.wikidata.org/entity/Q82248,1867,John Galsworthy,Q42186603,Q82248,John Galsworthy
1994,3740,PG381,,Memories and Portraits,"Stevenson, Robert Louis",1850,1894.0,['en'],81,"{'Stevenson, Robert Louis, 1850-1894', 'Authors, Scottish -- 19th century -- Biography', 'Scotland -- Social life and customs -- 19th century'}",,Memories and Portraits,Stevenson,http://www.wikidata.org/entity/Q6815614,http://www.wikidata.org/entity/Q1512,1850,Robert Louis Stevenson,Q6815614,Q1512,Robert Louis Stevenson
1995,3741,PG3820,,Nathan the Wise; a dramatic poem in five acts,"Lessing, Gotthold Ephraim",1729,1781.0,['en'],557,{'German drama -- Translations into English'},,Nathan the Wise,Lessing,http://www.wikidata.org/entity/Q286611,http://www.wikidata.org/entity/Q34628,1729,Gotthold Ephraim Lessing,Q286611,Q34628,Gotthold Ephraim Lessing
