,word,count_s,corpos_S
45290,nihilists,1,5150227
45291,confectionery,1,5150227
45292,drumlike,1,5150227
45293,trooped,4,5150227
45294,compton,1,5150227
45295,sloe,1,5150227
45296,teardrops,2,5150227
45297,italiano,1,5150227
45298,maccari,1,5150227
45299,supping,1,5150227
45300,susanna,1,5150227
45301,privateering,2,5150227
45302,brodder,1,5150227
45303,dayey,1,5150227
45304,trelspasses,1,5150227
45305,trelspass,1,5150227
45306,ayenst,1,5150227
45307,temstashuns,1,5150227
45308,deliber,1,5150227
45309,ebil,1,5150227
45310,carol,2,5150227
45311,cicerone,1,5150227
45312,damasus,1,5150227
45313,lilian,3,5150227
45314,wolsey,1,5150227
45315,swordcut,1,5150227
45316,tipping,8,5150227
45317,billicock,1,5150227
45318,ottar,1,5150227
45319,detests,1,5150227
45320,rancorously,1,5150227
45321,pacifies,1,5150227
45322,organises,1,5150227
45323,distributes,1,5150227
45324,intoxicates,1,5150227
45325,thoroughbreds,1,5150227
45326,volonnas,1,5150227
45327,domicilio,1,5150227
45328,coatto,1,5150227
45329,queening,1,5150227
45330,nymphs,8,5150227
45331,womanless,1,5150227
45332,ingle,1,5150227
45333,jesuit,1,5150227
45334,nuncio,1,5150227
45335,scrutator,1,5150227
45336,tills,1,5150227
45337,captivates,1,5150227
45338,sellers,1,5150227
45339,corbel,1,5150227
45340,posy,2,5150227
45341,bouquets,1,5150227
45342,cursori,1,5150227
45343,pinafores,1,5150227
45344,mustafa,1,5150227
45345,augustinians,1,5150227
45346,passionists,1,5150227
45347,anchorites,1,5150227
45348,shingly,1,5150227
45349,chairmen,2,5150227
45350,jackboots,1,5150227
45351,bruges,2,5150227
45352,pluviale,1,5150227
45353,vestment,1,5150227
45354,dolorously,1,5150227
45355,fatherhood,1,5150227
45356,temporalities,1,5150227
45357,equipages,2,5150227
45358,dizzied,1,5150227
45359,cuffing,1,5150227
45360,canaglia,1,5150227
45361,stefano,1,5150227
45362,hogshead,1,5150227
45363,sorek,1,5150227
45364,lieth,1,5150227
45365,brigadier,10,5150227
45366,canaries,2,5150227
45367,kossuth,1,5150227
45368,marshalled,1,5150227
45369,treasuries,1,5150227
45370,calumniator,1,5150227
45371,polomba,1,5150227
45372,basketful,3,5150227
45373,chianti,1,5150227
45374,gandery,1,5150227
45375,swannee,1,5150227
45376,sousa,1,5150227
45377,pshew,1,5150227
45378,screamer,4,5150227
45379,mimes,1,5150227
45380,jackstraws,1,5150227
45381,litre,1,5150227
45382,actress,4,5150227
45383,blandishments,1,5150227
45384,moistness,1,5150227
45385,swanlike,1,5150227
45386,uncrossed,2,5150227
45387,dethrone,1,5150227
45388,reveres,1,5150227
45389,papered,3,5150227
45390,malachite,1,5150227
45391,kinswoman,1,5150227
45392,familiars,4,5150227
45393,insinuations,1,5150227
45394,headstrong,4,5150227
45395,fiddlesticks,1,5150227
45396,sitter,2,5150227
45397,bib,1,5150227
45398,sitters,1,5150227
45399,supernumerary,1,5150227
45400,bedfellows,1,5150227
45401,pastry,1,5150227
45402,costanzi,1,5150227
45403,effusive,3,5150227
45404,trivet,1,5150227
45405,collegio,1,5150227
45406,romano,1,5150227
45407,legation,6,5150227
45408,lorgnettes,1,5150227
45409,belittling,4,5150227
45410,hurtful,2,5150227
45411,cola,1,5150227
45412,rienzi,1,5150227
45413,immolate,1,5150227
45414,petrolium,1,5150227
45415,snowball,15,5150227
45416,unconfessed,1,5150227
45417,israelitish,1,5150227
45418,studios,1,5150227
45419,personating,1,5150227
45420,utters,3,5150227
45421,broadens,1,5150227
45422,ilexes,1,5150227
45423,foreknowledge,1,5150227
45424,dethrones,1,5150227
45425,allisander,1,5150227
45426,hergoles,1,5150227
45427,eyesander,1,5150227
45428,appian,1,5150227
45429,middlemen,1,5150227
45430,leasing,2,5150227
45431,subletting,1,5150227
45432,tarpeian,1,5150227
45433,cantering,1,5150227
45434,terriers,3,5150227
45435,canter,2,5150227
45436,healths,1,5150227
45437,fourpennyworth,1,5150227
45438,hearthstone,1,5150227
45439,ciociaria,1,5150227
45440,parioli,1,5150227
45441,phylloxera,1,5150227
45442,houseless,1,5150227
45443,cowherds,1,5150227
45444,pothouses,1,5150227
45445,trappist,1,5150227
45446,paganism,1,5150227
45447,catacombs,1,5150227
45448,repossessed,1,5150227
45449,creepy,5,5150227
45450,compassed,1,5150227
45451,cronies,2,5150227
45452,cravats,1,5150227
45453,plaudits,4,5150227
45454,sodalities,1,5150227
45455,invocation,1,5150227
45456,cuirassiers,2,5150227
45457,vermouth,1,5150227
45458,womanliness,1,5150227
45459,inexcusable,4,5150227
45460,digest,7,5150227
45461,poorhouse,1,5150227
45462,anæmia,1,5150227
45463,vivit,1,5150227
45464,humanum,1,5150227
45465,remodelling,2,5150227
45466,itching,6,5150227
45467,personate,1,5150227
45468,duplicities,1,5150227
45469,consumptive,1,5150227
45470,sundering,1,5150227
45471,dressmaker,1,5150227
45472,inextinguishable,1,5150227
45473,satyr,18,5150227
45474,curtseys,1,5150227
45475,revenues,3,5150227
45476,clenching,3,5150227
45477,handshake,3,5150227
45478,teardrop,4,5150227
45479,swooning,1,5150227
45480,unmaidenly,1,5150227
45481,heartache,3,5150227
45482,requite,1,5150227
45483,defaming,1,5150227
45484,fructify,1,5150227
45485,scala,2,5150227
45486,birdie,2,5150227
45487,ferrets,1,5150227
45488,lexicon,1,5150227
45489,infuriates,1,5150227
45490,differentiates,1,5150227
45491,parables,1,5150227
45492,editorship,1,5150227
45493,unnerstand,1,5150227
45494,inten,1,5150227
45495,pu,1,5150227
45496,mysel,1,5150227
45497,bacchus,3,5150227
45498,babunio,1,5150227
45499,venezia,1,5150227
45500,corbels,1,5150227
45501,grosser,5,5150227
45502,garlic,3,5150227
45503,upmost,1,5150227
45504,iniquitous,2,5150227
45505,sanctifies,1,5150227
45506,soiling,1,5150227
45507,incisiveness,1,5150227
45508,blurting,1,5150227
45509,deceiver,1,5150227
45510,babuino,1,5150227
45511,populi,3,5150227
45512,vox,5,5150227
45513,tricoloured,2,5150227
45514,ordeals,2,5150227
45515,madama,1,5150227
45516,cookshop,1,5150227
45517,kiddy,1,5150227
45518,pulcinello,1,5150227
45519,tramcar,1,5150227
45520,tritone,1,5150227
45521,toddled,3,5150227
45522,worrisome,1,5150227
45523,warhorse,1,5150227
45524,unreverberating,1,5150227
45525,incisive,3,5150227
45526,emmanuel,1,5150227
45527,prefettura,1,5150227
45528,variétés,1,5150227
45529,banns,1,5150227
45530,worshipper,1,5150227
45531,liveried,3,5150227
45532,fornelli,1,5150227
45533,janiculum,1,5150227
45534,giuseppe,1,5150227
45535,nauseating,3,5150227
45536,cavaliere,1,5150227
45537,pedlars,1,5150227
45538,questura,1,5150227
45539,visitations,3,5150227
45540,sheering,2,5150227
45541,enumerating,2,5150227
45542,contadini,1,5150227
45543,freemasons,1,5150227
45544,squints,1,5150227
45545,nonny,1,5150227
45546,bustled,6,5150227
45547,arrears,1,5150227
45548,stranglers,1,5150227
45549,enormities,1,5150227
45550,metaphorically,1,5150227
45551,pelegrino,1,5150227
45552,stamperia,1,5150227
45553,polenta,1,5150227
45554,granturco,1,5150227
45555,corporals,1,5150227
45556,cadets,5,5150227
45557,shylock,1,5150227
45558,quibble,9,5150227
45559,nag,5,5150227
45560,tablespoonful,1,5150227
45561,minuet,1,5150227
45562,cassocks,1,5150227
45563,unpitying,1,5150227
45564,frenzies,1,5150227
45565,vendita,1,5150227
45566,appartamento,1,5150227
45567,esposizione,1,5150227
45568,letto,1,5150227
45569,secretaire,1,5150227
45570,revenges,1,5150227
45571,respectabilities,1,5150227
45572,festa,1,5150227
45573,soldo,1,5150227
45574,bella,1,5150227
45575,beginner,8,5150227
45576,commentaries,1,5150227
45577,asmodeus,1,5150227
45578,ponente,1,5150227
45579,unction,2,5150227
45580,sickroom,2,5150227
45581,viaticum,1,5150227
45582,raveggi,1,5150227
45583,tressel,1,5150227
45584,massimo,1,5150227
45585,sinless,1,5150227
45586,soulful,2,5150227
45587,confraternity,1,5150227
45588,footmen,4,5150227
45589,necropolis,1,5150227
45590,churchyards,1,5150227
45591,buriers,1,5150227
45592,strophes,1,5150227
45593,canticles,1,5150227
45594,penitential,1,5150227
45595,unfortunates,5,5150227
45596,terrorised,1,5150227
45597,flawless,6,5150227
45598,purgatorial,1,5150227
45599,smirch,1,5150227
45600,broker,1,5150227
45601,piale,1,5150227
45602,interdicted,1,5150227
45603,hoodwink,1,5150227
45604,lombroso,4,5150227
45605,pug,7,5150227
45606,dearness,1,5150227
45607,careers,1,5150227
45608,effigy,4,5150227
45609,honourableness,1,5150227
45610,tongs,1,5150227
45611,machination,2,5150227
45612,unrevealed,3,5150227
45613,shako,5,5150227
45614,dither,3,5150227
45615,nona,1,5150227
45616,gaetano,3,5150227
45617,perquisites,1,5150227
45618,ablegate,1,5150227
45619,biglietto,1,5150227
45620,thecla,1,5150227
45621,genuflexions,1,5150227
45622,bookcases,4,5150227
45623,domesticities,2,5150227
45624,deportation,1,5150227
45625,banded,9,5150227
45626,bussolante,1,5150227
45627,bene,1,5150227
45628,reconquest,1,5150227
45629,risings,1,5150227
45630,yews,1,5150227
45631,crocus,3,5150227
45632,anemone,2,5150227
45633,angelus,1,5150227
45634,marias,1,5150227
45635,violins,1,5150227
45636,staunchest,2,5150227
45637,marxists,1,5150227
45638,possibilists,1,5150227
45639,boulangists,1,5150227
45640,guesdists,1,5150227
45641,dabble,4,5150227
45642,duncan,137,5150227
45643,perambulated,1,5150227
45644,weaklings,7,5150227
45645,severities,1,5150227
45646,amnesty,2,5150227
45647,watchwords,1,5150227
45648,seasoning,1,5150227
45649,rustiest,1,5150227
45650,segreto,1,5150227
45651,partecipante,1,5150227
45652,santità,1,5150227
45653,pio,1,5150227
45654,vaticano,1,5150227
45655,obliterates,1,5150227
45656,fratricidal,2,5150227
45657,upsetters,1,5150227
45658,limed,1,5150227
45659,daintiness,1,5150227
45660,rosebush,1,5150227
45661,patriotically,1,5150227
45662,plotters,2,5150227
45663,receptions,2,5150227
45664,camerieri,1,5150227
45665,demagogues,4,5150227
45666,sardinia,1,5150227
45667,fledglings,1,5150227
45668,nil,5,5150227
45669,timendum,1,5150227
45670,nisi,1,5150227
45671,maundy,1,5150227
45672,archpriest,1,5150227
45673,abases,1,5150227
45674,demoralise,1,5150227
45675,unlikelihood,1,5150227
45676,suavely,8,5150227
45677,hypocrisies,1,5150227
45678,freemason,1,5150227
45679,gaols,1,5150227
45680,ponte,1,5150227
45681,tenebræ,1,5150227
45682,presanctified,1,5150227
45683,pleads,3,5150227
45684,gaume,1,5150227
45685,gaolers,1,5150227
45686,fondamenta,1,5150227
45687,modane,1,5150227
45688,beholden,1,5150227
45689,scrunched,2,5150227
45690,bussolanti,1,5150227
45691,vivisect,1,5150227
45692,disparity,2,5150227
45693,bleeds,1,5150227
45694,etruscan,2,5150227
45695,questore,1,5150227
45696,scrutators,1,5150227
45697,deacon,1,5150227
45698,kinless,1,5150227
45699,unmerited,1,5150227
45700,noviciate,1,5150227
45701,searchings,1,5150227
45702,scriptures,4,5150227
45703,acqua,1,5150227
45704,acetosa,1,5150227
45705,roba,1,5150227
45706,rannocchie,1,5150227
45707,soldi,1,5150227
45708,changeableness,1,5150227
45709,bahnhof,1,5150227
45710,smocks,3,5150227
45711,onorevole,1,5150227
45712,fluelen,1,5150227
45713,facchino,1,5150227
45714,cattura,1,5150227
45715,apposite,1,5150227
45716,filangeri,1,5150227
45717,prati,1,5150227
45718,civita,1,5150227
45719,venti,1,5150227
45720,centesimi,1,5150227
45721,thumpings,1,5150227
45722,margherita,1,5150227
45723,retributive,1,5150227
45724,ceremonials,3,5150227
45725,breastplates,1,5150227
45726,awning,7,5150227
45727,freest,1,5150227
45728,visionaries,2,5150227
45729,girding,2,5150227
45730,slights,1,5150227
45731,traduces,1,5150227
45732,repeal,2,5150227
45733,annul,1,5150227
45734,graspless,1,5150227
45735,shrift,2,5150227
45736,vittorio,1,5150227
45737,emanuele,1,5150227
45738,neckerchief,3,5150227
45739,informer,3,5150227
45740,interrogating,2,5150227
45741,thundercloud,4,5150227
45742,paramour,1,5150227
45743,mandoline,1,5150227
45744,stertorous,3,5150227
45745,speechifiers,1,5150227
45746,boulanger,1,5150227
45747,homegoing,1,5150227
45748,respirations,1,5150227
45749,deathbed,2,5150227
45750,carceri,1,5150227
45751,giudiziarie,1,5150227
45752,milano,1,5150227
45753,parturition,1,5150227
45754,sala,1,5150227
45755,clementina,1,5150227
45756,appreciations,2,5150227
45757,aragno,1,5150227
45758,seduction,8,5150227
45759,maschio,1,5150227
45760,lancet,2,5150227
45761,teen,1,5150227
45762,cassation,1,5150227
45763,crinkling,1,5150227
45764,dauntlessness,1,5150227
45765,excusable,4,5150227
45766,baptizing,1,5150227
45767,conditionally,2,5150227
45768,knowest,8,5150227
45769,pitilessness,1,5150227
45770,adder,3,5150227
45771,cockades,1,5150227
45772,penitentiary,2,5150227
45773,convoked,1,5150227
45774,tis,5,5150227
45775,illustrissimo,1,5150227
45776,deputati,1,5150227
45777,prefetura,1,5150227
45778,remover,2,5150227
45779,bouts,5,5150227
45780,rataplan,1,5150227
45781,paolo,1,5150227
45782,musset,1,5150227
45783,unmarred,4,5150227
45784,daskam,1,5150227
45785,rebecca,5,5150227
45786,donnell,53,5150227
45787,shippen,1,5150227
45788,thurston,1,5150227
45789,hibernian,1,5150227
45790,joel,1,5150227
45791,conde,1,5150227
45792,verbeck,1,5150227
45793,brer,1,5150227
45794,merrick,1,5150227
45795,geo,2,5150227
45796,brehm,1,5150227
45797,felton,1,5150227
45798,homespun,3,5150227
45799,isham,1,5150227
45800,pfeifer,1,5150227
45801,achieves,1,5150227
45802,leigh,1,5150227
45803,eleanor,1,5150227
45804,ingram,1,5150227
45805,pa,2,5150227
45806,devine,1,5150227
45807,sewell,1,5150227
45808,analyst,30,5150227
45809,adventuress,3,5150227
45810,emerson,1,5150227
45811,edmund,4,5150227
45812,magrath,1,5150227
45813,lures,2,5150227
45814,squaw,4,5150227
45815,julie,1,5150227
45816,opp,1,5150227
45817,faversham,1,5150227
45818,royle,1,5150227
45819,eyre,1,5150227
45820,orczy,1,5150227
45821,marchand,1,5150227
45822,exemplifying,1,5150227
45823,tracy,1,5150227
45824,regatta,1,5150227
45825,enfolds,1,5150227
45826,hornblow,1,5150227
45827,rowe,1,5150227
45828,abuses,3,5150227
45829,whitlock,1,5150227
45830,rae,1,5150227
45831,warfield,1,5150227
45832,lucius,1,5150227
45833,hitchcock,2,5150227
45834,portraying,4,5150227
45835,surmounts,1,5150227
45836,castaigne,1,5150227
45837,herod,1,5150227
45838,agrippa,1,5150227
45839,tiberius,1,5150227
45840,wason,1,5150227
45841,jr,4,5150227
45842,locale,1,5150227
45843,earns,3,5150227
45844,discrimination,2,5150227
45845,criminologist,2,5150227
45846,appleby,1,5150227
45847,lynde,1,5150227
45848,thulstrup,1,5150227
45849,caroline,1,5150227
45850,brewster,1,5150227
45851,craneycrow,1,5150227
45852,adirondacks,1,5150227
45853,musselmen,1,5150227
45854,nedra,1,5150227
45855,sherrods,1,5150227
45856,truxton,1,5150227
45857,natured,1,5150227
45858,captivating,2,5150227
45859,nesbitt,1,5150227
45860,rascally,1,5150227
45861,cummings,15,5150227
45862,introduces,2,5150227
45863,eloping,6,5150227
45864,flagg,1,5150227
45865,settings,5,5150227
45866,normalized,1,5150227
45867,comtemporary,1,5150227
45868,repaced,1,5150227
45869,ligature,1,5150227
45870,arcot,1580,5150227
45871,morey,716,5150227
45872,zezdon,99,5150227
45873,relux,140,5150227
45874,afthen,85,5150227
45875,thessian,84,5150227
45876,thett,72,5150227
45877,thessians,59,5150227
45878,cosmium,41,5150227
45879,lux,82,5150227
45880,stel,37,5150227
45881,felso,37,5150227
45882,theu,34,5150227
45883,talsonian,33,5150227
45884,venone,27,5150227
45885,fentes,25,5150227
45886,ortol,25,5150227
45887,moleculars,26,5150227
45888,torlos,203,5150227
45889,talso,18,5150227
45890,terrestrian,21,5150227
45891,cosmics,15,5150227
45892,sthanto,15,5150227
45893,intergalactic,30,5150227
45894,telectroscope,41,5150227
45895,ortolian,14,5150227
45896,ortolians,13,5150227
45897,venonians,10,5150227
45898,thalt,9,5150227
45899,ionization,12,5150227
45900,photons,18,5150227
45901,planetoid,16,5150227
45902,inthel,7,5150227
45903,nansal,73,5150227
45904,ranstud,7,5150227
45905,venonian,7,5150227
45906,russ,7,5150227
45907,streamlined,22,5150227
45908,dented,17,5150227
45909,magnification,15,5150227
45910,ions,20,5150227
45911,venerian,50,5150227
45912,distort,11,5150227
45913,infusible,5,5150227
45914,spatial,18,5150227
45915,negrian,5,5150227
45916,shesto,5,5150227
45917,ionized,14,5150227
45918,sirian,11,5150227
45919,sirians,6,5150227
45920,taj,48,5150227
45921,lamor,47,5150227
45922,protonic,5,5150227
45923,constants,31,5150227
45924,protons,21,5150227
45925,viewplates,4,5150227
45926,voltage,60,5150227
45927,warless,4,5150227
45928,galaxies,27,5150227
45929,rayed,19,5150227
45930,headsets,15,5150227
45931,antseck,3,5150227
45932,ionizing,3,5150227
45933,selto,3,5150227
45934,stan,12,5150227
45935,drel,3,5150227
45936,negra,3,5150227
45937,millenniums,5,5150227
45938,heaviside,14,5150227
45939,heh,3,5150227
45940,quanta,4,5150227
45941,faslar,3,5150227
45942,councilor,6,5150227
45943,galactians,3,5150227
45944,universes,10,5150227
45945,wavelength,6,5150227
45946,streamline,4,5150227
45947,viewplate,8,5150227
45948,tahk,2,5150227
45949,hypnotize,4,5150227
45950,awesomely,2,5150227
45951,venerians,33,5150227
45952,hesthis,2,5150227
45953,magnetically,6,5150227
45954,forestall,4,5150227
45955,thenten,2,5150227
45956,seltonians,2,5150227
45957,electrostatic,18,5150227
45958,recharge,7,5150227
45959,changers,2,5150227
45960,amperage,3,5150227
45961,talsonians,2,5150227
45962,reflective,5,5150227
45963,coordinated,3,5150227
45964,erg,3,5150227
45965,fellsheh,2,5150227
45966,poleward,2,5150227
45967,photonic,4,5150227
45968,accelerations,8,5150227
45969,tharnton,2,5150227
45970,cryptically,8,5150227
45971,quintillions,5,5150227
45972,neolithic,2,5150227
45973,neoliths,2,5150227
45974,overshoot,10,5150227
45975,sator,48,5150227
45976,tensile,7,5150227
45977,solarian,55,5150227
45978,attractor,18,5150227
45979,materializing,6,5150227
45980,pseudopods,3,5150227
45981,pseudopod,2,5150227
45982,hmmm,5,5150227
45983,kinetic,16,5150227
45984,battlefleet,2,5150227
45985,sthan,2,5150227
45986,sweepings,2,5150227
45987,flowage,2,5150227
45988,quantum,3,5150227
45989,pub,5,5150227
45990,armadas,1,5150227
45991,unsnapped,1,5150227
45992,chow,4,5150227
45993,isotope,3,5150227
45994,boundlessly,1,5150227
45995,airlines,1,5150227
45996,berylium,1,5150227
45997,diffraction,1,5150227
45998,refractions,2,5150227
45999,perspectiveless,1,5150227
46000,kittatiny,1,5150227
46001,kittatinies,1,5150227
46002,blairtown,1,5150227
46003,parkways,1,5150227
46004,stratospheric,1,5150227
46005,nth,4,5150227
46006,pilotport,1,5150227
46007,outraced,2,5150227
46008,phyrric,1,5150227
46009,scrunching,1,5150227
46010,auras,2,5150227
46011,coolers,3,5150227
46012,supervise,10,5150227
46013,supervisors,1,5150227
46014,dazzingly,1,5150227
46015,ahy,1,5150227
46016,wizz,1,5150227
46017,vokle,1,5150227
46018,kohds,1,5150227
46019,ron,1,5150227
46020,caplike,1,5150227
46021,laminated,2,5150227
46022,superflying,1,5150227
46023,mentovisor,1,5150227
46024,discrepency,1,5150227
46025,interestedly,5,5150227
46026,heartbreaking,2,5150227
46027,duplicates,8,5150227
46028,incinerated,3,5150227
46029,jocular,1,5150227
46030,laughably,2,5150227
46031,chirpings,1,5150227
46032,tintings,2,5150227
46033,fleeciness,1,5150227
46034,modulate,10,5150227
46035,handlers,3,5150227
46036,coalesce,3,5150227
46037,inertial,2,5150227
46038,conduction,7,5150227
46039,concentrator,1,5150227
46040,gravities,48,5150227
46041,wizardry,2,5150227
46042,kaxorians,14,5150227
46043,misinterpret,2,5150227
46044,polygamous,2,5150227
46045,strivings,1,5150227
46046,welsthan,1,5150227
46047,ascoptel,1,5150227
46048,hairlessness,1,5150227
46049,pitiably,1,5150227
46050,spectroscopy,2,5150227
46051,daylit,1,5150227
46052,volumetric,1,5150227
46053,workout,4,5150227
46054,insulate,10,5150227
46055,animalish,1,5150227
46056,oxidizing,2,5150227
46057,wattage,1,5150227
46058,watts,22,5150227
46059,kilowatts,10,5150227
46060,switchboards,4,5150227
46061,volts,37,5150227
46062,rectifiers,1,5150227
46063,breakdowns,2,5150227
46064,arced,7,5150227
46065,backplate,1,5150227
46066,coordinates,18,5150227
46067,denting,2,5150227
46068,ammeter,13,5150227
46069,disrupt,2,5150227
46070,uncompleted,5,5150227
46071,refitted,1,5150227
46072,hmm,4,5150227
46073,puncture,6,5150227
46074,tamped,1,5150227
46075,spumes,1,5150227
46076,hyperboloid,1,5150227
46077,intergalactia,1,5150227
46078,heavyside,1,5150227
46079,thickheaded,1,5150227
46080,interplanatary,1,5150227
46081,earthship,2,5150227
46082,darned,40,5150227
46083,negrians,1,5150227
46084,sputters,1,5150227
46085,ansteck,1,5150227
46086,circuited,3,5150227
46087,heck,14,5150227
46088,teleview,1,5150227
46089,functioned,7,5150227
46090,dematerialized,3,5150227
46091,welding,21,5150227
46092,thlek,1,5150227
46093,styrs,1,5150227
46094,sich,1,5150227
46095,graphical,1,5150227
46096,psych,5,5150227
46097,unstrapping,1,5150227
46098,zeus,8,5150227
46099,hermes,7,5150227
46100,ralz,1,5150227
46101,ra,1,5150227
46102,restocked,1,5150227
46103,rockfusing,1,5150227
46104,meatgrinder,1,5150227
46105,unbelievably,13,5150227
46106,coordinator,9,5150227
46107,nansalian,25,5150227
46108,patrols,2,5150227
46109,unassembled,1,5150227
46110,interconnected,2,5150227
46111,cloudiness,1,5150227
46112,photoelectric,4,5150227
46113,figuration,1,5150227
46114,rampant,3,5150227
46115,lastingly,1,5150227
46116,incarmined,1,5150227
46117,transom,2,5150227
46118,hollowly,6,5150227
46119,lifestuff,1,5150227
46120,eyesockets,1,5150227
46121,skeletal,1,5150227
46122,fingernails,16,5150227
46123,reactive,3,5150227
46124,molecs,1,5150227
46125,stranglehold,3,5150227
46126,gravitationless,1,5150227
46127,bisected,5,5150227
46128,communicators,17,5150227
46129,earthtime,6,5150227
46130,broadcasters,1,5150227
46131,transmuting,4,5150227
46132,nonconductor,1,5150227
46133,hertzian,1,5150227
46134,gouge,2,5150227
46135,solidifying,3,5150227
46136,hetsar,1,5150227
46137,sthel,1,5150227
46138,smokiness,2,5150227
46139,metropolises,1,5150227
46140,infinitesimally,9,5150227
46141,constructor,1,5150227
46142,emblazen,1,5150227
46143,indecisively,1,5150227
46144,realigned,2,5150227
46145,misdirecting,1,5150227
46146,interacted,1,5150227
46147,ovaloid,1,5150227
46148,counteracting,1,5150227
46149,vengeful,4,5150227
46150,concentrations,5,5150227
46151,decillions,2,5150227
46152,ergs,5,5150227
46153,embattled,9,5150227
46154,unarmored,6,5150227
46155,battlefleets,1,5150227
46156,boned,1,5150227
46157,stwall,1,5150227
46158,renl,1,5150227
46159,originate,9,5150227
46160,roches,1,5150227
46161,pumpkin,1,5150227
46162,juno,138,5150227
46163,thettsost,1,5150227
46164,ceilinged,3,5150227
46165,colonist,1,5150227
46166,phantal,1,5150227
46167,tastal,1,5150227
46168,thadstil,1,5150227
46169,datstir,1,5150227
46170,warrtil,1,5150227
46171,parthel,1,5150227
46172,kelston,1,5150227
46173,faln,1,5150227
46174,sthanta,1,5150227
46175,quadrillion,2,5150227
46176,headset,20,5150227
46177,undesirables,2,5150227
46178,photospheric,1,5150227
46179,accelerometer,3,5150227
46180,torles,1,5150227
46181,overload,26,5150227
46182,prepares,3,5150227
46183,shatnsoma,1,5150227
46184,councilors,3,5150227
46185,pacifism,2,5150227
46186,notetakers,1,5150227
46187,fumigated,2,5150227
46188,councilmen,2,5150227
46189,solometer,1,5150227
46190,photon,4,5150227
46191,bisect,2,5150227
46192,reconnect,1,5150227
46193,connectors,6,5150227
46194,sprinklings,1,5150227
46195,exerts,6,5150227
46196,electrifying,1,5150227
46197,undestroyed,2,5150227
46198,einstein,13,5150227
46199,nitsu,1,5150227
46200,thansi,1,5150227
46201,stebkowfski,1,5150227
46202,constructors,1,5150227
46203,millisols,1,5150227
46204,realigning,1,5150227
46205,interconnecting,3,5150227
46206,starriness,1,5150227
46207,silhouettes,6,5150227
46208,sentfenn,1,5150227
46209,planeteers,1,5150227
46210,kaxorian,22,5150227
46211,transcontinental,29,5150227
46212,nigrans,24,5150227
46213,tonlos,15,5150227
46214,sonor,15,5150227
46215,glider,15,5150227
46216,speedsters,17,5150227
46217,nigran,16,5150227
46218,tordos,9,5150227
46219,gar,9,5150227
46220,coronium,19,5150227
46221,airport,17,5150227
46222,lanor,7,5150227
46223,condenser,32,5150227
46224,gyroscopes,23,5150227
46225,ridgely,6,5150227
46226,kaxor,6,5150227
46227,morlus,6,5150227
46228,solarite,5,5150227
46229,disrupter,5,5150227
46230,rheostat,7,5150227
46231,airways,9,5150227
46232,airplanes,14,5150227
46233,psychomedical,6,5150227
46234,lanorian,4,5150227
46235,sonorans,4,5150227
46236,speedster,70,5150227
46237,nigra,7,5150227
46238,shipment,10,5150227
46239,kleptomaniac,3,5150227
46240,detectors,101,5150227
46241,calories,7,5150227
46242,tungsten,8,5150227
46243,transformer,11,5150227
46244,switchboard,12,5150227
46245,stabilizer,3,5150227
46246,streamlining,4,5150227
46247,whew,11,5150227
46248,analyses,6,5150227
46249,hemocyanin,3,5150227
46250,niton,3,5150227
46251,sorlus,3,5150227
46252,fuselage,10,5150227
46253,volatilized,13,5150227
46254,lanorians,3,5150227
46255,televisophone,3,5150227
46256,greer,3,5150227
46257,patrolman,8,5150227
46258,forsyth,3,5150227
46259,oscillator,13,5150227
46260,kuttner,6,5150227
46261,sophomore,3,5150227
46262,saracens,3,5150227
46263,iodide,3,5150227
46264,leprosy,4,5150227
46265,runt,2,5150227
46266,monoxide,2,5150227
46267,dimensional,6,5150227
46268,television,25,5150227
46269,wingspread,2,5150227
46270,aces,6,5150227
46271,chromium,6,5150227
46272,flaws,6,5150227
46273,skyscrapers,10,5150227
46274,airblast,2,5150227
46275,stabilizers,3,5150227
46276,wonderous,2,5150227
46277,airfield,3,5150227
46278,weightlessness,10,5150227
46279,gasses,5,5150227
46280,invulnerability,2,5150227
46281,hemoglobin,2,5150227
46282,selenic,2,5150227
46283,oxidize,4,5150227
46284,selenate,2,5150227
46285,electrolysis,8,5150227
46286,halogen,2,5150227
46287,wobble,4,5150227
46288,immorpho,2,5150227
46289,dough,8,5150227
46290,corneas,2,5150227
46291,resignedly,5,5150227
46292,throwbacks,2,5150227
46293,crafts,4,5150227
46294,whewww,2,5150227
46295,cubes,77,5150227
46296,proteins,3,5150227
46297,arcots,2,5150227
46298,catalysis,3,5150227
46299,lightless,5,5150227
46300,elliptic,2,5150227
46301,farley,2,5150227
46302,bolstered,2,5150227
46303,bettering,5,5150227
46304,redesigned,4,5150227
46305,technologists,1,5150227
46306,researchers,5,5150227
46307,concepts,17,5150227
46308,specialization,5,5150227
46309,electroplating,1,5150227
46310,pickling,1,5150227
46311,campus,22,5150227
46312,graduate,9,5150227
46313,crusaders,2,5150227
46314,souled,1,5150227
46315,vacationists,1,5150227
46316,decinormal,1,5150227
46317,amplifier,20,5150227
46318,coagulated,2,5150227
46319,hydrolysis,1,5150227
46320,airline,1,5150227
46321,reacts,8,5150227
46322,billionaire,1,5150227
46323,seep,5,5150227
46324,airfields,1,5150227
46325,schoolmate,1,5150227
46326,helicops,1,5150227
46327,nebraska,2,5150227
46328,airfoils,1,5150227
