,word,count_s,corpos_S
11142,blasted,119,5150227
11143,embittered,10,5150227
11144,downtrodden,5,5150227
11145,intelligenza,1,5150227
11146,conspirator,6,5150227
11147,prisoner,400,5150227
11148,assassin,76,5150227
11149,humorous,40,5150227
11150,gibed,3,5150227
11151,administrator,16,5150227
11152,brim,24,5150227
11153,crescendo,14,5150227
11154,drought,10,5150227
11155,amounts,24,5150227
11156,debt,53,5150227
11157,rails,40,5150227
11158,rusted,13,5150227
11159,disused,15,5150227
11160,brigands,4,5150227
11161,smile,719,5150227
11162,acropolis,3,5150227
11163,tomb,79,5150227
11164,hadrian,1,5150227
11165,warred,10,5150227
11166,colosseum,3,5150227
11167,underrate,4,5150227
11168,officially,16,5150227
11169,politically,10,5150227
11170,hypothesis,48,5150227
11171,decadent,6,5150227
11172,nineveh,4,5150227
11173,dignities,2,5150227
11174,phoenix,3,5150227
11175,everlastingly,2,5150227
11176,nest,108,5150227
11177,utopian,4,5150227
11178,eleven,247,5150227
11179,pillows,16,5150227
11180,awoke,210,5150227
11181,connection,200,5150227
11182,moravian,1,5150227
11183,labrador,11,5150227
11184,greenland,33,5150227
11185,renascent,1,5150227
11186,cloudbanks,1,5150227
11187,splinter,12,5150227
11188,pour,64,5150227
11189,abiding,9,5150227
11190,sordid,17,5150227
11191,distresses,9,5150227
11192,triumphant,62,5150227
11193,including,468,5150227
11194,efflorescence,2,5150227
11195,foregather,1,5150227
11196,represent,76,5150227
11197,dissolving,24,5150227
11198,beckons,4,5150227
11199,sing,94,5150227
11200,rejoice,21,5150227
11201,orgy,19,5150227
11202,endlessness,1,5150227
11203,aspiration,8,5150227
11204,reaches,80,5150227
11205,grant,141,5150227
11206,dealt,64,5150227
11207,intimate,73,5150227
11208,roots,107,5150227
11209,emotional,85,5150227
11210,adolescent,10,5150227
11211,delights,30,5150227
11212,lengthens,1,5150227
11213,hammer,100,5150227
11214,anvil,8,5150227
11215,plunges,6,5150227
11216,offsets,1,5150227
11217,womankind,3,5150227
11218,stalled,4,5150227
11219,goal,111,5150227
11220,males,40,5150227
11221,futures,7,5150227
11222,plato,18,5150227
11223,emphasising,2,5150227
11224,simplest,39,5150227
11225,feminine,113,5150227
11226,irksome,20,5150227
11227,differently,52,5150227
11228,secondary,68,5150227
11229,management,38,5150227
11230,predominatingly,1,5150227
11231,mentioning,23,5150227
11232,truly,208,5150227
11233,confirming,16,5150227
11234,supplying,26,5150227
11235,prize,47,5150227
11236,praises,15,5150227
11237,tournaments,1,5150227
11238,queens,19,5150227
11239,lahore,2,5150227
11240,paintings,23,5150227
11241,responds,6,5150227
11242,provocations,2,5150227
11243,succumb,10,5150227
11244,react,33,5150227
11245,emancipate,5,5150227
11246,inflamed,19,5150227
11247,heroines,2,5150227
11248,holloway,2,5150227
11249,nuisance,36,5150227
11250,troy,3,5150227
11251,sakes,7,5150227
11252,idly,47,5150227
11253,inexactly,1,5150227
11254,dispassionately,10,5150227
11255,sciences,60,5150227
11256,yield,114,5150227
11257,psychology,75,5150227
11258,neural,7,5150227
11259,physiology,15,5150227
11260,obstinacy,14,5150227
11261,incompatibles,1,5150227
11262,reactions,42,5150227
11263,currents,91,5150227
11264,tire,32,5150227
11265,jaded,10,5150227
11266,tissues,21,5150227
11267,slacking,2,5150227
11268,digestion,22,5150227
11269,resent,28,5150227
11270,ameer,1,5150227
11271,ali,8,5150227
11272,diseases,47,5150227
11273,tumults,8,5150227
11274,contractions,5,5150227
11275,senility,5,5150227
11276,decayed,17,5150227
11277,vestigial,3,5150227
11278,treacherous,35,5150227
11279,unscarred,2,5150227
11280,complexes,5,5150227
11281,broaden,6,5150227
11282,preserving,20,5150227
11283,heredity,16,5150227
11284,tchen,1,5150227
11285,complexions,7,5150227
11286,parental,11,5150227
11287,minority,23,5150227
11288,inevitabilities,2,5150227
11289,cocoon,5,5150227
11290,imago,1,5150227
11291,moth,105,5150227
11292,imprisons,2,5150227
11293,galley,84,5150227
11294,gravitations,1,5150227
11295,strangenesses,2,5150227
11296,venturing,21,5150227
11297,argosy,1,5150227
11298,twinkling,48,5150227
11299,succeed,140,5150227
11300,windless,9,5150227
11301,biplanes,1,5150227
11302,observatories,26,5150227
11303,keenly,48,5150227
11304,indented,10,5150227
11305,blinking,52,5150227
11306,winnowing,5,5150227
11307,emptied,53,5150227
11308,vessel,780,5150227
11309,resolves,13,5150227
11310,searing,42,5150227
11311,beware,40,5150227
11312,warn,106,5150227
11313,disguises,13,5150227
11314,launch,46,5150227
11315,spotted,63,5150227
11316,locks,50,5150227
11317,billion,119,5150227
11318,wills,40,5150227
11319,slink,6,5150227
11320,cower,9,5150227
11321,warmly,51,5150227
11322,coldness,28,5150227
11323,remoteness,8,5150227
11324,glowed,145,5150227
11325,cressets,2,5150227
11326,moonrise,2,5150227
11327,gorges,20,5150227
11328,dreamcastle,1,5150227
11329,shield,158,5150227
11330,folded,152,5150227
11331,anæsthetic,2,5150227
11332,clot,3,5150227
11333,scar,78,5150227
11334,travelled,59,5150227
11335,redwood,326,5150227
11336,bensington,210,5150227
11337,cossar,172,5150227
11338,skinner,103,5150227
11339,caterham,80,5150227
11340,caddles,68,5150227
11341,winkles,57,5150227
11342,vicar,96,5150227
11343,thir,50,5150227
11344,rats,119,5150227
11345,herakleophorbia,37,5150227
11346,wasps,42,5150227
11347,boomfood,35,5150227
11348,hickleybrow,33,5150227
11349,wondershoot,32,5150227
11350,ca,1332,5150227
11351,princess,315,5150227
11352,electronic,961,5150227
11353,jane,137,5150227
11354,gutenberg,788,5150227
11355,copyright,736,5150227
11356,chicks,24,5150227
11357,eyebright,18,5150227
11358,license,634,5150227
11359,tadpoles,22,5150227
11360,chick,332,5150227
11361,wo,799,5150227
11362,urshot,15,5150227
11363,creeper,29,5150227
11364,cheasing,15,5150227
11365,donations,513,5150227
11366,pigmy,24,5150227
11367,valley,594,5150227
11368,policeman,96,5150227
11369,fulcher,13,5150227
11370,flack,16,5150227
11371,trademark,444,5150227
11372,archive,446,5150227
11373,nettle,13,5150227
11374,paragraph,414,5150227
11375,mithith,11,5150227
11376,carrington,20,5150227
11377,ai,155,5150227
11378,itth,10,5150227
11379,vermin,28,5150227
11380,lea,142,5150227
11381,scientists,209,5150227
11382,thith,9,5150227
11383,skinners,9,5150227
11384,ath,9,5150227
11385,waptheth,9,5150227
11386,brickmaker,9,5150227
11387,hullo,31,5150227
11388,ladyship,14,5150227
11389,parish,28,5150227
11390,eldest,29,5150227
11391,refund,306,5150227
11392,elbow,131,5150227
11393,thkinner,8,5150227
11394,skelmersdale,8,5150227
11395,bigness,11,5150227
11396,associated,276,5150227
11397,folks,106,5150227
11398,greenfield,8,5150227
11399,provide,342,5150227
11400,fee,286,5150227
11401,eminent,45,5150227
11402,wath,7,5150227
11403,carpenter,21,5150227
11404,wasp,17,5150227
11405,powders,12,5150227
11406,sevenoaks,14,5150227
11407,month,361,5150227
11408,thayth,7,5150227
11409,bonnet,26,5150227
11410,witherspoon,8,5150227
11411,plaster,47,5150227
11412,rope,309,5150227
11413,commission,107,5150227
11414,mum,13,5150227
11415,tax,236,5150227
11416,ebook,240,5150227
11417,distributing,247,5150227
11418,copies,303,5150227
11419,ebooks,238,5150227
11420,cloth,172,5150227
11421,famous,145,5150227
11422,married,199,5150227
11423,ith,7,5150227
11424,upstairs,146,5150227
11425,hankey,6,5150227
11426,sacks,16,5150227
11427,sacred,192,5150227
11428,keston,6,5150227
11429,cossars,6,5150227
11430,jack,163,5150227
11431,comply,223,5150227
11432,tracings,7,5150227
11433,sloane,6,5150227
11434,clad,110,5150227
11435,prepare,211,5150227
11436,undesirable,24,5150227
11437,requirements,179,5150227
11438,buttons,86,5150227
11439,contagious,20,5150227
11440,pecked,22,5150227
11441,thingth,5,5150227
11442,specimen,74,5150227
11443,dinner,275,5150227
11444,goodness,64,5150227
11445,tremulous,50,5150227
11446,hanger,9,5150227
11447,chawk,5,5150227
11448,brasted,8,5150227
11449,elder,86,5150227
11450,retired,118,5150227
11451,buggy,10,5150227
11452,whip,67,5150227
11453,editions,173,5150227
11454,inelegant,6,5150227
11455,charing,13,5150227
11456,paraffin,11,5150227
11457,waggonette,5,5150227
11458,complex,185,5150227
11459,weed,50,5150227
11460,highness,31,5150227
11461,leakages,5,5150227
11462,larvae,5,5150227
11463,mellow,35,5150227
11464,phenomenon,116,5150227
11465,turf,63,5150227
11466,brethren,56,5150227
11467,collection,250,5150227
11468,located,286,5150227
11469,compliance,187,5150227
11470,medium,302,5150227
11471,volunteers,239,5150227
11472,college,202,5150227
11473,corns,5,5150227
11474,baldness,8,5150227
11475,calves,24,5150227
11476,tooth,36,5150227
11477,tho,9,5150227
11478,confidential,32,5150227
11479,blethed,4,5150227
11480,thistles,10,5150227
11481,boot,89,5150227
11482,slam,23,5150227
11483,georgina,4,5150227
11484,phyllis,5,5150227
11485,trousers,94,5150227
11486,tonbridge,5,5150227
11487,bought,160,5150227
11488,earwigth,4,5150227
11489,tendril,14,5150227
11490,ratth,4,5150227
11491,button,192,5150227
11492,earwigs,4,5150227
11493,gnarled,18,5150227
11494,poppies,21,5150227
11495,hillside,59,5150227
11496,pines,30,5150227
11497,pullets,4,5150227
11498,pullet,5,5150227
11499,tunbridge,6,5150227
11500,jolly,66,5150227
11501,pardon,165,5150227
11502,coachman,19,5150227
11503,peeped,32,5150227
11504,created,234,5150227
11505,churchyard,7,5150227
11506,pages,175,5150227
11507,cranky,13,5150227
11508,ealing,6,5150227
11509,insurgent,7,5150227
11510,waggon,6,5150227
11511,pigmies,5,5150227
11512,colossal,88,5150227
11513,lank,28,5150227
11514,immensities,9,5150227
11515,happenings,33,5150227
11516,reactionary,9,5150227
11517,personage,41,5150227
11518,leather,178,5150227
11519,alder,9,5150227
11520,crashing,75,5150227
11521,judgment,154,5150227
11522,cardinal,104,5150227
11523,smote,58,5150227
11524,allowance,21,5150227
11525,tut,16,5150227
11526,steadfast,23,5150227
11527,site,59,5150227
11528,trucks,34,5150227
11529,arst,15,5150227
11530,wa,4,5150227
11531,snap,101,5150227
11532,encampment,38,5150227
11533,lover,106,5150227
11534,teuf,4,5150227
11535,creating,170,5150227
11536,copying,143,5150227
11537,format,138,5150227
11538,status,222,5150227
11539,anyone,521,5150227
11540,posted,200,5150227
11541,holder,157,5150227
11542,fees,145,5150227
11543,providing,177,5150227
11544,website,136,5150227
11545,alkaloids,4,5150227
11546,eminence,47,5150227
11547,c,126,5150227
11548,labelled,20,5150227
11549,misshapen,13,5150227
11550,scientist,156,5150227
11551,confided,35,5150227
11552,hearthrug,18,5150227
11553,nutrition,5,5150227
11554,contributions,79,5150227
11555,demanded,558,5150227
11556,coops,6,5150227
11557,outsize,5,5150227
11558,etc,77,5150227
11559,dunton,3,5150227
11560,exclusively,32,5150227
11561,fowls,11,5150227
11562,sad,170,5150227
11563,plathe,3,5150227
11564,uth,3,5150227
11565,theen,3,5150227
11566,brood,26,5150227
11567,peck,10,5150227
11568,bracken,29,5150227
11569,impothible,3,5150227
11570,thort,3,5150227
11571,inspection,122,5150227
11572,thomething,3,5150227
11573,apples,26,5150227
11574,sensible,124,5150227
11575,thank,277,5150227
11576,duffer,6,5150227
11577,doses,12,5150227
11578,beechwoods,7,5150227
11579,grocer,33,5150227
11580,agitated,62,5150227
11581,thtop,3,5150227
11582,thereth,3,5150227
11583,thwelp,3,5150227
11584,persistently,19,5150227
11585,mumbled,44,5150227
11586,durgan,5,5150227
11587,insistence,25,5150227
11588,vicarage,5,5150227
11589,conservatory,5,5150227
11590,bust,62,5150227
11591,tiger,87,5150227
11592,conclusive,33,5150227
11593,thoughtfully,150,5150227
11594,squealing,18,5150227
11595,seafaring,11,5150227
11596,reins,41,5150227
11597,article,122,5150227
11598,alarming,36,5150227
11599,perambulator,7,5150227
11600,mm,5,5150227
11601,rattled,51,5150227
11602,hatless,11,5150227
11603,nitre,4,5150227
11604,mount,215,5150227
11605,revelation,64,5150227
11606,dolls,23,5150227
11607,brooded,34,5150227
11608,skirted,23,5150227
11609,grubby,7,5150227
11610,yell,60,5150227
11611,stooping,52,5150227
11612,twine,9,5150227
11613,pyre,16,5150227
11614,neighbourhood,65,5150227
11615,foreground,26,5150227
11616,infant,82,5150227
11617,wailed,27,5150227
11618,giantry,3,5150227
11619,speechless,32,5150227
11620,babies,54,5150227
11621,caricatures,8,5150227
11622,sinister,80,5150227
11623,anybody,317,5150227
11624,abuse,37,5150227
11625,comte,4,5150227
11626,oom,3,5150227
11627,discontinue,37,5150227
11628,weser,3,5150227
11629,dreiburg,3,5150227
11630,rotating,35,5150227
11631,unawares,22,5150227
11632,fearfully,44,5150227
11633,offspring,53,5150227
11634,edward,47,5150227
11635,strengthened,30,5150227
11636,tubes,285,5150227
11637,pipe,183,5150227
11638,rushes,30,5150227
11639,jaws,140,5150227
11640,horrors,52,5150227
11641,keys,89,5150227
11642,page,302,5150227
11643,pantiles,3,5150227
11644,stature,38,5150227
11645,crop,37,5150227
11646,vicars,4,5150227
11647,rustic,19,5150227
11648,ripened,11,5150227
11649,inferior,66,5150227
11650,blowed,6,5150227
11651,filling,109,5150227
11652,ideal,70,5150227
11653,onions,4,5150227
11654,highroad,3,5150227
11655,footman,13,5150227
11656,gentlefolks,5,5150227
11657,grateful,85,5150227
11658,address,219,5150227
11659,thursley,3,5150227
11660,jobbet,3,5150227
11661,cockchafers,3,5150227
11662,boyhood,46,5150227
11663,swain,3,5150227
11664,swamp,88,5150227
11665,mysteriously,27,5150227
11666,chislehurst,6,5150227
11667,villas,25,5150227
11668,hooray,3,5150227
11669,hears,27,5150227
11670,hog,11,5150227
11671,girder,14,5150227
11672,sunderland,3,5150227
11673,oxford,63,5150227
11674,babblement,5,5150227
11675,p,9,5150227
11676,mace,22,5150227
11677,waxed,25,5150227
11678,waned,23,5150227
11679,suggesting,46,5150227
11680,offer,338,5150227
11681,complying,105,5150227
11682,derivative,109,5150227
11683,online,107,5150227
11684,entity,140,5150227
11685,performing,130,5150227
11686,paragraphs,116,5150227
11687,user,104,5150227
11688,donate,103,5150227
11689,defective,125,5150227
11690,disclaimer,105,5150227
11691,liability,110,5150227
11692,warranties,107,5150227
11693,limitation,116,5150227
11694,minimificence,2,5150227
11695,brat,7,5150227
11696,leaguer,2,5150227
11697,voluminous,12,5150227
11698,blushing,16,5150227
11699,diagram,25,5150227
11700,whereby,54,5150227
11701,teacher,73,5150227
11702,angel,87,5150227
11703,birthday,40,5150227
11704,lichenologist,2,5150227
11705,laurel,7,5150227
11706,suitably,10,5150227
11707,incline,36,5150227
11708,objection,81,5150227
11709,prefer,126,5150227
11710,investigations,48,5150227
11711,addicted,12,5150227
11712,unscientific,10,5150227
11713,exhorted,5,5150227
11714,puppies,7,5150227
11715,sunflowers,3,5150227
11716,gist,15,5150227
11717,sap,27,5150227
11718,geographical,39,5150227
11719,calf,27,5150227
11720,smelly,5,5150227
11721,abide,56,5150227
11722,advancement,44,5150227
11723,conceived,108,5150227
11724,accessible,59,5150227
11725,errors,96,5150227
11726,selection,51,5150227
11727,acres,43,5150227
11728,humped,9,5150227
11729,incubators,3,5150227
11730,eligible,9,5150227
11731,engagements,11,5150227
11732,perceptibly,35,5150227
11733,overmantel,2,5150227
11734,wrinkling,7,5150227
11735,profit,96,5150227
11736,nothin,18,5150227
11737,thee,144,5150227
11738,dratted,3,5150227
11739,bearded,41,5150227
11740,oo,13,5150227
11741,plymouth,6,5150227
11742,pecking,8,5150227
11743,pudding,3,5150227
11744,tins,23,5150227
11745,deer,77,5150227
11746,happiest,32,5150227
11747,gawky,12,5150227
11748,netting,15,5150227
11749,butcher,24,5150227
11750,pleathed,2,5150227
11751,punth,2,5150227
11752,trap,167,5150227
11753,bran,3,5150227
11754,fuss,41,5150227
11755,gallipot,2,5150227
11756,severe,121,5150227
11757,broods,3,5150227
11758,fowl,21,5150227
11759,carelessness,20,5150227
11760,hick,2,5150227
11761,maidstone,4,5150227
11762,practised,31,5150227
11763,compound,43,5150227
11764,narrowly,26,5150227
11765,unsteadily,25,5150227
11766,cornice,11,5150227
11767,whitstable,3,5150227
11768,editors,16,5150227
11769,thow,2,5150227
11770,gettin,16,5150227
11771,mithter,2,5150227
11772,benthington,2,5150227
11773,untidy,24,5150227
11774,henth,2,5150227
11775,tendrils,31,5150227
11776,disorders,12,5150227
11777,perilous,46,5150227
11778,communed,7,5150227
11779,trough,22,5150227
11780,afar,39,5150227
11781,safer,53,5150227
11782,downland,8,5150227
11783,whiter,10,5150227
11784,vindictive,10,5150227
11785,chicken,36,5150227
11786,spout,20,5150227
11787,lawn,34,5150227
11788,curate,14,5150227
11789,croquet,7,5150227
11790,mallet,13,5150227
11791,resignation,35,5150227
11792,dependence,9,5150227
11793,clucking,10,5150227
11794,circus,35,5150227
11795,thethe,2,5150227
11796,agreeably,7,5150227
11797,bout,9,5150227
11798,edging,23,5150227
11799,drovers,2,5150227
11800,beg,108,5150227
11801,thuppothe,2,5150227
11802,comin,10,5150227
11803,concrete,119,5150227
11804,match,250,5150227
11805,fulchers,2,5150227
11806,lambs,12,5150227
11807,countenance,173,5150227
11808,intimately,24,5150227
11809,incognito,11,5150227
11810,ferret,2,5150227
11811,swish,23,5150227
11812,hamlet,15,5150227
11813,slash,35,5150227
11814,butt,41,5150227
11815,blamed,27,5150227
11816,agents,92,5150227
11817,weighs,23,5150227
11818,kicks,18,5150227
11819,alarmed,82,5150227
11820,praise,79,5150227
11821,distressing,17,5150227
11822,calculate,108,5150227
11823,doorward,5,5150227
11824,downstairs,73,5150227
11825,mansions,11,5150227
11826,cabman,27,5150227
11827,restaurant,25,5150227
11828,sigh,192,5150227
11829,knit,24,5150227
11830,lion,126,5150227
11831,neighbour,24,5150227
11832,incomprehensible,73,5150227
11833,tcheck,2,5150227
11834,palings,6,5150227
11835,bargain,61,5150227
11836,promised,329,5150227
11837,goin,28,5150227
11838,slouched,5,5150227
11839,enclosures,20,5150227
11840,quest,62,5150227
11841,appearing,90,5150227
11842,secondly,19,5150227
11843,distortions,8,5150227
11844,jest,59,5150227
11845,constitutes,19,5150227
11846,ransacked,13,5150227
11847,burthened,4,5150227
11848,carcase,6,5150227
11849,pollen,7,5150227
11850,sacs,2,5150227
11851,grains,50,5150227
11852,anon,22,5150227
11853,soap,41,5150227
11854,personality,138,5150227
11855,dreadfully,25,5150227
11856,inaudible,50,5150227
11857,moonlit,33,5150227
11858,culminated,5,5150227
11859,nails,57,5150227
11860,scream,151,5150227
11861,muzzle,66,5150227
11862,tilt,21,5150227
11863,confirmatory,7,5150227
11864,flapped,45,5150227
11865,cotton,64,5150227
11866,wool,53,5150227
11867,lunatic,47,5150227
11868,reported,249,5150227
11869,ploughing,9,5150227
11870,scandal,27,5150227
11871,candle,144,5150227
11872,residual,5,5150227
11873,mournful,25,5150227
11874,files,99,5150227
11875,inventor,100,5150227
11876,fruitful,12,5150227
11877,magazines,45,5150227
11878,broadbeam,2,5150227
11879,entitled,43,5150227
11880,cherished,47,5150227
11881,somethin,13,5150227
11882,satisfying,28,5150227
11883,convincing,67,5150227
11884,testimony,39,5150227
11885,equipage,11,5150227
11886,prime,177,5150227
11887,piano,66,5150227
11888,decency,22,5150227
11889,recklessly,13,5150227
11890,temperance,5,5150227
11891,hm,21,5150227
11892,irrelevantly,10,5150227
11893,teachings,23,5150227
11894,restive,11,5150227
11895,hamper,20,5150227
11896,bouncing,22,5150227
11897,related,86,5150227
11898,hush,58,5150227
11899,dislocate,2,5150227
11900,rockery,2,5150227
11901,housemaid,6,5150227
11902,tearfully,6,5150227
11903,dandy,9,5150227
11904,severity,42,5150227
11905,sociable,4,5150227
11906,conclude,52,5150227
11907,wept,74,5150227
11908,pantagruel,3,5150227
11909,nickname,8,5150227
11910,inaccurate,46,5150227
11911,voracity,4,5150227
11912,padda,2,5150227
11913,fitting,86,5150227
11914,camera,71,5150227
11915,smacked,19,5150227
11916,cones,100,5150227
11917,truncated,16,5150227
11918,copious,16,5150227
11919,dainty,27,5150227
11920,deeps,25,5150227
11921,turkey,35,5150227
11922,botanical,13,5150227
11923,furtive,20,5150227
11924,awe,120,5150227
11925,secluded,25,5150227
11926,scummy,2,5150227
11927,gelatinous,4,5150227
11928,snails,5,5150227
11929,slimy,35,5150227
11930,scum,21,5150227
11931,spate,3,5150227
11932,specialist,24,5150227
11933,shears,8,5150227
11934,sucking,25,5150227
11935,detach,43,5150227
11936,severed,56,5150227
11937,cockroaches,4,5150227
11938,exemplary,12,5150227
11939,accomplishing,15,5150227
11940,echoing,35,5150227
11941,exit,67,5150227
11942,imperfect,37,5150227
11943,chalybeate,2,5150227
11944,holds,140,5150227
11945,sips,6,5150227
11946,dissemination,3,5150227
11947,indirect,44,5150227
11948,sewers,7,5150227
11949,pointless,13,5150227
11950,innovating,3,5150227
11951,yew,8,5150227
11952,david,642,5150227
11953,sang,87,5150227
11954,curtsey,2,5150227
11955,e,32,5150227
11956,tape,162,5150227
11957,housekeeper,57,5150227
11958,pints,9,5150227
11959,stirs,9,5150227
11960,betters,9,5150227
11961,amusement,102,5150227
11962,coarsened,4,5150227
11963,brave,273,5150227
11964,um,27,5150227
11965,et,37,5150227
11966,inflicted,32,5150227
11967,marking,58,5150227
11968,lurks,7,5150227
11969,wears,26,5150227
11970,workmen,119,5150227
11971,maximum,151,5150227
11972,bakers,2,5150227
11973,root,67,5150227
11974,grain,107,5150227
11975,whereupon,67,5150227
11976,sloppet,2,5150227
11977,valiantly,10,5150227
11978,profoundest,17,5150227
11979,dissent,12,5150227
11980,shrubbery,43,5150227
11981,stolen,128,5150227
11982,wreckstone,2,5150227
11983,ranged,65,5150227
11984,ploughed,14,5150227
11985,tormat,2,5150227
11986,dammed,5,5150227
11987,easel,16,5150227
11988,blacksmith,4,5150227
11989,ukase,2,5150227
11990,kinkle,2,5150227
11991,quarry,49,5150227
11992,siding,5,5150227
11993,melody,34,5150227
11994,kissing,31,5150227
11995,hedged,9,5150227
11996,threats,40,5150227
11997,bein,13,5150227
11998,claws,185,5150227
11999,likes,71,5150227
12000,finishing,58,5150227
12001,weakened,44,5150227
12002,shakiness,2,5150227
12003,uprooted,9,5150227
12004,thissels,2,5150227
12005,sandling,2,5150227
12006,rhododendron,5,5150227
12007,ampler,5,5150227
12008,clangorous,7,5150227
12009,sirens,11,5150227
12010,insurgence,5,5150227
12011,riflemen,25,5150227
12012,gawd,12,5150227
12013,belt,291,5150227
12014,entrenchment,4,5150227
12015,egyptian,43,5150227
12016,cheer,67,5150227
12017,pretend,83,5150227
12018,wawawawa,2,5150227
12019,interrupting,29,5150227
12020,perseus,7,5150227
12021,recess,43,5150227
12022,earearear,2,5150227
12023,felling,7,5150227
12024,stamped,84,5150227
12025,infringed,3,5150227
12026,insults,22,5150227
12027,interfered,28,5150227
12028,concerns,31,5150227
12029,trades,22,5150227
12030,voles,2,5150227
12031,oakham,2,5150227
12032,blades,72,5150227
12033,rattling,33,5150227
12034,cooping,3,5150227
12035,boughs,28,5150227
12036,mail,64,5150227
12037,sabbath,11,5150227
12038,trifled,5,5150227
12039,temporise,3,5150227
12040,muttered,201,5150227
12041,tale,175,5150227
12042,tramway,4,5150227
12043,scatter,23,5150227
12044,affianced,4,5150227
12045,blossoming,12,5150227
12046,horn,83,5150227
12047,goggled,8,5150227
12048,moorland,4,5150227
12049,cyclists,10,5150227
12050,tenderness,109,5150227
12051,willingly,87,5150227
12052,gloves,66,5150227
12053,galloping,27,5150227
12054,kissed,191,5150227
12055,location,78,5150227
12056,chopper,7,5150227
12057,shopmen,6,5150227
12058,customers,51,5150227
12059,restaurants,13,5150227
12060,cabmen,8,5150227
12061,barmaid,4,5150227
12062,trams,10,5150227
12063,shopping,14,5150227
12064,garn,2,5150227
12065,doin,13,5150227
12066,cuttin,2,5150227
12067,wot,13,5150227
12068,pretences,4,5150227
12069,piccadilly,13,5150227
12070,vigilant,9,5150227
12071,t,29,5150227
12072,u,8,5150227
12073,tupper,2,5150227
12074,regent,81,5150227
12075,grimace,35,5150227
12076,brayvo,2,5150227
12077,growled,121,5150227
12078,edgware,2,5150227
12079,ugh,22,5150227
12080,occupy,85,5150227
12081,strict,107,5150227
12082,irresistibly,25,5150227
12083,fluctuating,14,5150227
12084,rhinoceros,16,5150227
12085,realities,37,5150227
12086,subsidiary,17,5150227
12087,bulks,15,5150227
12088,crested,12,5150227
12089,conquer,76,5150227
12090,owns,87,5150227
12091,concept,110,5150227
12092,registered,139,5150227
12093,promoting,68,5150227
12094,domain,121,5150227
12095,references,83,5150227
12096,prominently,76,5150227
12097,copied,99,5150227
12098,vanilla,68,5150227
12099,specified,77,5150227
12100,receipt,81,5150227
12101,computer,146,5150227
12102,warranty,70,5150227
12103,costs,93,5150227
12104,expenses,95,5150227
12105,lieu,88,5150227
12106,electronically,75,5150227
12107,widest,79,5150227
12108,computers,82,5150227
12109,exempt,87,5150227
12110,federal,115,5150227
12111,email,68,5150227
12112,solicit,73,5150227
12113,excluded,16,5150227
12114,publicity,43,5150227
12115,merited,14,5150227
12116,libelled,1,5150227
12117,academic,23,5150227
12118,studious,10,5150227
12119,spurs,31,5150227
12120,toxic,5,5150227
12121,sphygmograph,1,5150227
12122,correction,15,5150227
12123,terminology,10,5150227
12124,d,38,5150227
12125,billiards,5,5150227
12126,scandalous,9,5150227
12127,slides,22,5150227
12128,sizzling,7,5150227
12129,buns,1,5150227
12130,sandwiches,13,5150227
12131,assembled,144,5150227
12132,botanists,3,5150227
12133,propounding,3,5150227
12134,armstrong,1,5150227
12135,heuristic,1,5150227
12136,studies,79,5150227
12137,undivided,9,5150227
12138,thumby,1,5150227
12139,thoroughness,4,5150227
12140,shilling,15,5150227
12141,unpractical,4,5150227
12142,littlenesses,1,5150227
12143,involve,25,5150227
12144,monastic,5,5150227
12145,ribbon,51,5150227
12146,chivalry,22,5150227
12147,honours,9,5150227
12148,commenting,6,5150227
12149,withal,16,5150227
12150,reef,85,5150227
12151,consecrated,15,5150227
12152,compounds,12,5150227
12153,glories,21,5150227
12154,inasmuch,47,5150227
12155,literally,132,5150227
12156,blatant,6,5150227
12157,indecency,1,5150227
12158,ingredient,7,5150227
12159,palatable,16,5150227
12160,slits,18,5150227
12161,res,1,5150227
12162,permissible,11,5150227
12163,hercules,17,5150227
12164,titanophorbia,1,5150227
12165,titans,16,5150227
12166,foretolds,1,5150227
12167,physiological,9,5150227
12168,zigzag,11,5150227
12169,overdone,2,5150227
12170,ordinates,2,5150227
12171,rooting,5,5150227
12172,abscissae,1,5150227
12173,raises,12,5150227
12174,monumental,12,5150227
12175,sphygmographeries,1,5150227
12176,measuring,66,5150227
12177,bean,13,5150227
12178,bursts,26,5150227
12179,intermissions,1,5150227
12180,accumulate,16,5150227
12181,oiled,22,5150227
12182,inconsecutiveness,1,5150227
12183,ductless,1,5150227
12184,glands,13,5150227
12185,brock,1,5150227
12186,trajectories,2,5150227
12187,juice,48,5150227
12188,isolate,15,5150227
12189,replacing,28,5150227
12190,coquettish,3,5150227
12191,squeak,15,5150227
12192,deposited,53,5150227
12193,injecting,4,5150227
12194,administering,9,5150227
12195,doze,18,5150227
12196,tailors,3,5150227
12197,equator,69,5150227
12198,coincidence,55,5150227
12199,lecturing,11,5150227
12200,primordial,12,5150227
12201,planetary,135,5150227
12202,lucidly,1,5150227
12203,retrogressive,2,5150227
12204,categorically,2,5150227
12205,ballistic,19,5150227
12206,diurnal,16,5150227
12207,variation,17,5150227
12208,butting,1,5150227
12209,frequency,131,5150227
12210,yielding,37,5150227
12211,veto,10,5150227
12212,importation,1,5150227
12213,storm,406,5150227
12214,cleaning,37,5150227
12215,forego,8,5150227
12216,substitute,42,5150227
12217,depravity,6,5150227
12218,wriggly,1,5150227
12219,unhealthy,14,5150227
12220,complain,59,5150227
12221,angrily,93,5150227
