,word,count_f,corpos_F
13661,spake,1241,7681596
13662,sits,161,7681596
13663,traveller,120,7681596
13664,annolith,8,7681596
13665,halls,143,7681596
13666,sins,109,7681596
13667,wong,77,7681596
13668,bongerok,8,7681596
13669,traviata,8,7681596
13670,sentinels,55,7681596
13671,sunset,393,7681596
13672,carven,81,7681596
13673,voth,7,7681596
13674,immortal,108,7681596
13675,footman,64,7681596
13676,spies,84,7681596
13677,tombs,43,7681596
13678,wherewith,168,7681596
13679,melody,110,7681596
13680,orchids,51,7681596
13681,saints,105,7681596
13682,signorina,20,7681596
13683,russiano,6,7681596
13684,sepulchre,25,7681596
13685,puglioni,6,7681596
13686,haunts,92,7681596
13687,battlements,92,7681596
13688,grandsires,9,7681596
13689,roofs,157,7681596
13690,arising,49,7681596
13691,pharaohs,18,7681596
13692,palaces,96,7681596
13693,travellers,242,7681596
13694,sings,37,7681596
13695,alcove,21,7681596
13696,ong,5,7681596
13697,zwarba,5,7681596
13698,geese,520,7681596
13699,evensong,5,7681596
13700,murnith,5,7681596
13701,birmingham,8,7681596
13702,gallows,25,7681596
13703,archbishop,16,7681596
13704,flower,588,7681596
13705,tolling,17,7681596
13706,magical,194,7681596
13707,thok,5,7681596
13708,cyresian,4,7681596
13709,trophies,16,7681596
13710,fame,161,7681596
13711,westwards,14,7681596
13712,watchers,61,7681596
13713,axeman,4,7681596
13714,eastwards,29,7681596
13715,camel,89,7681596
13716,wares,94,7681596
13717,tales,396,7681596
13718,opal,38,7681596
13719,nought,959,7681596
13720,rags,103,7681596
13721,flee,195,7681596
13722,tarry,140,7681596
13723,abominations,6,7681596
13724,oldest,99,7681596
13725,grassy,133,7681596
13726,paul,189,7681596
13727,alois,4,7681596
13728,vayence,4,7681596
13729,joe,67,7681596
13730,bog,19,7681596
13731,cavernous,26,7681596
13732,cea,4,7681596
13733,satan,192,7681596
13734,cymbal,5,7681596
13735,gargoyles,4,7681596
13736,porte,53,7681596
13737,resonant,18,7681596
13738,stairway,169,7681596
13739,rhododendron,11,7681596
13740,chariot,127,7681596
13741,inviolate,8,7681596
13742,ye,2165,7681596
13743,lesser,208,7681596
13744,smite,133,7681596
13745,bats,41,7681596
13746,jingling,17,7681596
13747,girdle,184,7681596
13748,stalwart,48,7681596
13749,wouldst,261,7681596
13750,wailed,121,7681596
13751,portend,9,7681596
13752,caravan,80,7681596
13753,arabs,185,7681596
13754,prophet,227,7681596
13755,oonrana,3,7681596
13756,plegáthanees,3,7681596
13757,whereof,435,7681596
13758,flamed,58,7681596
13759,idly,90,7681596
13760,awakes,10,7681596
13761,receives,23,7681596
13762,ind,7,7681596
13763,jewellers,10,7681596
13764,sapphire,75,7681596
13765,sockets,24,7681596
13766,boding,14,7681596
13767,thrice,194,7681596
13768,hushed,90,7681596
13769,hated,288,7681596
13770,plover,15,7681596
13771,ooze,14,7681596
13772,wildfowl,10,7681596
13773,grasses,154,7681596
13774,colours,247,7681596
13775,anglian,4,7681596
13776,aisle,54,7681596
13777,colonnades,15,7681596
13778,curate,76,7681596
13779,millings,3,7681596
13780,girls,627,7681596
13781,soulless,12,7681596
13782,graveyard,25,7681596
13783,goodbye,34,7681596
13784,petals,61,7681596
13785,heather,66,7681596
13786,boys,433,7681596
13787,oneleigh,3,7681596
13788,furry,45,7681596
13789,wilt,950,7681596
13790,unvanquishable,3,7681596
13791,lorendiac,3,7681596
13792,magicians,67,7681596
13793,psaltery,3,7681596
13794,queens,118,7681596
13795,footmen,56,7681596
13796,quest,317,7681596
13797,dirge,31,7681596
13798,petal,11,7681596
13799,withered,156,7681596
13800,wars,141,7681596
13801,avenue,200,7681596
13802,strides,61,7681596
13803,robes,204,7681596
13804,horsemen,97,7681596
13805,saddles,21,7681596
13806,bridles,10,7681596
13807,foreign,210,7681596
13808,trusty,64,7681596
13809,saddle,239,7681596
13810,scar,50,7681596
13811,casket,61,7681596
13812,yearning,41,7681596
13813,devised,57,7681596
13814,wast,57,7681596
13815,devices,59,7681596
13816,canst,190,7681596
13817,sculptor,99,7681596
13818,flocking,14,7681596
13819,didst,298,7681596
13820,sleeper,29,7681596
13821,untroubled,29,7681596
13822,jewelled,64,7681596
13823,brooded,57,7681596
13824,murderous,39,7681596
13825,nursed,50,7681596
13826,araby,3,7681596
13827,warms,6,7681596
13828,uttereth,3,7681596
13829,greets,8,7681596
13830,proclaims,3,7681596
13831,beautified,4,7681596
13832,lifting,240,7681596
13833,abiding,113,7681596
13834,arab,147,7681596
13835,twilit,8,7681596
13836,twin,75,7681596
13837,enters,51,7681596
13838,robed,38,7681596
13839,embassies,3,7681596
13840,floors,73,7681596
13841,vendor,6,7681596
13842,harp,88,7681596
13843,musician,33,7681596
13844,marge,9,7681596
13845,envious,25,7681596
13846,untravelled,5,7681596
13847,hareems,2,7681596
13848,unadorned,6,7681596
13849,linderith,2,7681596
13850,weareth,29,7681596
13851,commended,24,7681596
13852,whereto,49,7681596
13853,abomination,10,7681596
13854,prophesy,31,7681596
13855,swirled,46,7681596
13856,beatings,7,7681596
13857,mourning,82,7681596
13858,prophets,110,7681596
13859,dowered,3,7681596
13860,boded,14,7681596
13861,skywards,4,7681596
13862,mourned,41,7681596
13863,coloured,146,7681596
13864,streamed,128,7681596
13865,queenly,20,7681596
13866,humans,69,7681596
13867,dominant,42,7681596
13868,gladden,17,7681596
13869,gabled,8,7681596
13870,buttress,23,7681596
13871,gaps,27,7681596
13872,swart,43,7681596
13873,bearded,67,7681596
13874,remoter,16,7681596
13875,midlands,5,7681596
13876,richer,47,7681596
13877,tolled,11,7681596
13878,subtlety,30,7681596
13879,murky,14,7681596
13880,stucco,6,7681596
13881,pretending,67,7681596
13882,lamps,147,7681596
13883,heron,10,7681596
13884,signor,211,7681596
13885,thompsoni,2,7681596
13886,opera,197,7681596
13887,cats,251,7681596
13888,owl,183,7681596
13889,chirrupped,2,7681596
13890,mocked,101,7681596
13891,christ,41,7681596
13892,orchard,95,7681596
13893,repute,42,7681596
13894,gypsy,9,7681596
13895,homesteads,22,7681596
13896,chimes,15,7681596
13897,nibbled,18,7681596
13898,exultation,56,7681596
13899,schoolroom,21,7681596
13900,agamemnon,11,7681596
13901,argives,5,7681596
13902,hector,14,7681596
13903,achæans,2,7681596
13904,footpath,10,7681596
13905,gypsies,4,7681596
13906,tyre,35,7681596
13907,tapestry,54,7681596
13908,tune,180,7681596
13909,wainscot,13,7681596
13910,ladies,478,7681596
13911,pattering,43,7681596
13912,lords,400,7681596
13913,courtly,9,7681596
13914,demure,20,7681596
13915,slinks,4,7681596
13916,planned,113,7681596
13917,ceb,2,7681596
13918,aed,2,7681596
13919,equals,16,7681596
13920,nooz,2,7681596
13921,wana,2,7681596
13922,whelmer,2,7681596
13923,midway,34,7681596
13924,loves,321,7681596
13925,orchards,42,7681596
13926,whereunto,23,7681596
13927,mightiest,41,7681596
13928,rasped,22,7681596
13929,facet,7,7681596
13930,grinned,156,7681596
13931,gables,43,7681596
13932,sacremona,2,7681596
13933,abbey,97,7681596
13934,mail,140,7681596
13935,vampires,7,7681596
13936,festoons,9,7681596
13937,strands,49,7681596
13938,message,554,7681596
13939,armoured,11,7681596
13940,wizened,17,7681596
13941,wot,276,7681596
13942,festival,110,7681596
13943,autumns,4,7681596
13944,street,903,7681596
13945,inimitable,19,7681596
13946,blossom,139,7681596
13947,mellows,2,7681596
13948,rouge,6,7681596
13949,paradisal,3,7681596
13950,seraphim,2,7681596
13951,hellwards,3,7681596
13952,outwards,22,7681596
13953,heavenly,97,7681596
13954,nomad,2,7681596
13955,pallor,39,7681596
13956,dunsany,9,7681596
13957,dedicated,33,7681596
13958,pegana,2,7681596
13959,tarphet,1,7681596
13960,estuaries,1,7681596
13961,fountains,71,7681596
13962,likenesses,13,7681596
13963,mien,43,7681596
13964,domed,33,7681596
13965,hammering,37,7681596
13966,wreath,50,7681596
13967,laurels,12,7681596
13968,crowns,59,7681596
13969,victories,27,7681596
13970,memorials,9,7681596
13971,theatre,72,7681596
13972,scourged,10,7681596
13973,marvellously,26,7681596
13974,abashing,1,7681596
13975,shuffle,13,7681596
13976,glories,52,7681596
13977,erst,100,7681596
13978,credited,16,7681596
13979,youngest,63,7681596
13980,graver,23,7681596
13981,sleety,2,7681596
13982,tribesmen,22,7681596
13983,lingered,138,7681596
13984,accoutrements,10,7681596
13985,hacked,28,7681596
13986,cantered,9,7681596
13987,forefeet,4,7681596
13988,toppling,9,7681596
13989,dreamer,101,7681596
13990,equestrian,3,7681596
13991,guarding,59,7681596
13992,marbles,23,7681596
13993,dappled,23,7681596
13994,alabaster,56,7681596
13995,horseman,19,7681596
13996,jasper,21,7681596
13997,cyresians,1,7681596
13998,matured,15,7681596
13999,smites,20,7681596
14000,befalleth,22,7681596
14001,err,19,7681596
14002,erred,15,7681596
14003,bide,89,7681596
14004,kurlistan,1,7681596
14005,plight,97,7681596
14006,arguer,1,7681596
14007,broughtest,3,7681596
14008,kneeled,58,7681596
14009,hoof,25,7681596
14010,contemptuously,62,7681596
14011,tapers,23,7681596
14012,shuffling,36,7681596
14013,bode,4,7681596
14014,praying,125,7681596
14015,lairs,19,7681596
14016,thrones,33,7681596
14017,dynasties,11,7681596
14018,fretted,31,7681596
14019,earthward,32,7681596
14020,anthem,10,7681596
14021,shutteth,1,7681596
14022,draweth,18,7681596
14023,lilies,69,7681596
14024,unheeding,10,7681596
14025,butterfly,91,7681596
14026,flits,5,7681596
14027,amaze,15,7681596
14028,shimmer,27,7681596
14029,ancestral,23,7681596
14030,lusting,4,7681596
14031,thirsted,2,7681596
14032,tribesman,2,7681596
14033,tribal,24,7681596
14034,exulting,15,7681596
14035,brings,146,7681596
14036,conquering,53,7681596
14037,deemeth,7,7681596
14038,flushes,4,7681596
14039,giveth,28,7681596
14040,oon,1,7681596
14041,oom,2,7681596
14042,worshippers,53,7681596
14043,knoweth,86,7681596
14044,beholden,7,7681596
14045,holier,9,7681596
14046,tethered,31,7681596
14047,scrub,24,7681596
14048,departs,10,7681596
14049,encamp,5,7681596
14050,appointed,286,7681596
14051,pilgrimage,31,7681596
14052,wooed,15,7681596
14053,unappeased,2,7681596
14054,scales,95,7681596
14055,astral,3,7681596
14056,colossus,19,7681596
14057,harps,18,7681596
14058,violins,11,7681596
14059,ascends,8,7681596
14060,raided,7,7681596
14061,conquest,75,7681596
14062,summons,100,7681596
14063,onyx,27,7681596
14064,bath,170,7681596
14065,emerges,9,7681596
14066,anointed,18,7681596
14067,orient,13,7681596
14068,banquets,14,7681596
14069,sunwards,1,7681596
14070,ornaments,121,7681596
14071,amber,49,7681596
14072,chalices,1,7681596
14073,furs,64,7681596
14074,baltic,3,7681596
14075,therein,579,7681596
14076,barbarian,58,7681596
14077,frigid,9,7681596
14078,turquoise,20,7681596
14079,ceylon,5,7681596
14080,hangings,113,7681596
14081,cathay,4,7681596
14082,moguls,3,7681596
14083,mandarins,18,7681596
14084,arts,206,7681596
14085,sheikhs,2,7681596
14086,embassy,25,7681596
14087,homage,58,7681596
14088,tinkling,58,7681596
14089,groves,81,7681596
14090,verandahs,2,7681596
14091,overcomes,3,7681596
14092,bargaining,13,7681596
14093,ruby,204,7681596
14094,sapphires,50,7681596
14095,glens,8,7681596
14096,wrench,16,7681596
14097,woven,138,7681596
14098,sayings,38,7681596
14099,housetops,5,7681596
14100,thine,931,7681596
14101,alights,3,7681596
14102,ambits,2,7681596
14103,intermingling,10,7681596
14104,fantastically,15,7681596
14105,hackles,2,7681596
14106,nehemoths,1,7681596
14107,worshipped,125,7681596
14108,widens,5,7681596
14109,homes,130,7681596
14110,lured,56,7681596
14111,exultingly,6,7681596
14112,princesses,42,7681596
14113,blush,63,7681596
14114,exult,6,7681596
14115,surpassing,12,7681596
14116,pomp,63,7681596
14117,turban,40,7681596
14118,sanctuaries,6,7681596
14119,sitteth,30,7681596
14120,blooming,40,7681596
14121,tramping,25,7681596
14122,nightingale,18,7681596
14123,glinted,20,7681596
14124,wherefrom,10,7681596
14125,thankfully,13,7681596
14126,insistent,29,7681596
14127,soothed,71,7681596
14128,tarried,64,7681596
14129,artists,60,7681596
14130,toiling,39,7681596
14131,pattern,93,7681596
14132,flit,38,7681596
14133,grove,173,7681596
14134,fern,44,7681596
14135,wisteria,1,7681596
14136,laburnum,1,7681596
14137,heavenward,13,7681596
14138,clambering,50,7681596
14139,hospitably,14,7681596
14140,smouldering,30,7681596
14141,tattered,44,7681596
14142,unkingly,2,7681596
14143,gloomed,6,7681596
14144,dispelling,8,7681596
14145,omen,78,7681596
14146,sable,11,7681596
14147,droop,17,7681596
14148,hareem,1,7681596
14149,horologers,1,7681596
14150,yea,1024,7681596
14151,sultry,33,7681596
14152,glaring,120,7681596
14153,sultriness,2,7681596
14154,willed,44,7681596
14155,meets,70,7681596
14156,iniquities,5,7681596
14157,sometime,33,7681596
14158,hourly,9,7681596
14159,memorial,17,7681596
14160,elf,133,7681596
14161,squirrel,145,7681596
14162,loneliest,6,7681596
14163,akin,70,7681596
14164,soreness,9,7681596
14165,ribbed,2,7681596
14166,restful,29,7681596
14167,arrogant,32,7681596
14168,treasured,18,7681596
14169,myriad,50,7681596
14170,ceaselessly,17,7681596
14171,pluck,66,7681596
14172,braided,25,7681596
14173,gipsy,87,7681596
14174,exposure,32,7681596
14175,glamour,42,7681596
14176,imagining,42,7681596
14177,lutes,8,7681596
14178,errant,7,7681596
14179,pennons,12,7681596
14180,gipsies,87,7681596
14181,forks,27,7681596
14182,surname,11,7681596
14183,ploughlands,1,7681596
14184,glorying,3,7681596
14185,aspiring,9,7681596
14186,unheard,35,7681596
14187,bygone,70,7681596
14188,violin,49,7681596
14189,lank,22,7681596
14190,moustache,34,7681596
14191,droops,1,7681596
14192,ploughland,1,7681596
14193,eaves,35,7681596
14194,plough,38,7681596
14195,miller,41,7681596
14196,seawards,11,7681596
14197,vastnesses,2,7681596
14198,stiller,3,7681596
14199,elfin,118,7681596
14200,seraphs,3,7681596
14201,pulpit,37,7681596
14202,abana,1,7681596
14203,pharpar,1,7681596
14204,damascus,4,7681596
14205,nineveh,8,7681596
14206,sympathised,5,7681596
14207,promising,77,7681596
14208,boasted,41,7681596
14209,daylit,1,7681596
14210,pounding,57,7681596
14211,clattering,73,7681596
14212,infinitely,110,7681596
14213,threshed,11,7681596
14214,waddle,6,7681596
14215,mastered,56,7681596
14216,befitted,14,7681596
14217,ugliness,36,7681596
14218,aped,3,7681596
14219,mimicry,5,7681596
14220,temples,163,7681596
14221,peeled,20,7681596
14222,sundays,19,7681596
14223,greyer,3,7681596
14224,poorly,31,7681596
14225,hymning,1,7681596
14226,masterful,42,7681596
14227,tenor,15,7681596
14228,covent,2,7681596
14229,chatty,5,7681596
14230,cecilia,2,7681596
14231,countess,102,7681596
14232,lamplit,1,7681596
14233,meaner,12,7681596
14234,market,159,7681596
14235,demoniac,16,7681596
14236,elvishly,1,7681596
14237,reddening,31,7681596
14238,unlovely,15,7681596
14239,chaunting,5,7681596
14240,enslaved,26,7681596
14241,rowers,49,7681596
14242,trireme,12,7681596
14243,dank,16,7681596
14244,homely,44,7681596
14245,highwaymen,4,7681596
14246,recumbent,21,7681596
14247,lonelier,6,7681596
14248,pitiless,29,7681596
14249,nipped,11,7681596
14250,sneers,6,7681596
14251,scoffs,5,7681596
14252,scoffed,21,7681596
14253,rotted,29,7681596
14254,lusts,14,7681596
14255,rusty,142,7681596
14256,sepultured,1,7681596
14257,rebuked,23,7681596
14258,shrillest,1,7681596
14259,soothe,25,7681596
14260,twittered,13,7681596
14261,reposeful,2,7681596
14262,caressed,77,7681596
14263,robbery,35,7681596
14264,pastime,33,7681596
14265,greasy,34,7681596
14266,cheating,15,7681596
14267,thumbs,34,7681596
14268,landlord,54,7681596
14269,staunchest,1,7681596
14270,unhallowed,18,7681596
14271,drenching,10,7681596
14272,unfed,1,7681596
14273,debate,36,7681596
14274,unmolested,29,7681596
14275,unfree,4,7681596
14276,hack,21,7681596
14277,rungs,13,7681596
14278,phantoms,26,7681596
14279,levered,2,7681596
14280,shovelled,2,7681596
14281,hallowed,45,7681596
14282,lingering,54,7681596
14283,cheated,23,7681596
14284,sinful,20,7681596
14285,crashed,82,7681596
14286,trivial,72,7681596
14287,varnished,10,7681596
14288,keels,10,7681596
14289,worthwhile,2,7681596
14290,hats,119,7681596
14291,soothing,74,7681596
14292,mint,8,7681596
14293,strawberries,36,7681596
14294,hay,130,7681596
14295,cuckoo,22,7681596
14296,lateness,6,7681596
14297,chime,18,7681596
14298,tombstones,19,7681596
14299,daisies,54,7681596
14300,patchwork,284,7681596
14301,draining,12,7681596
14302,farms,55,7681596
14303,chapel,90,7681596
14304,adjoined,8,7681596
14305,flannels,11,7681596
14306,cricket,13,7681596
14307,asphalt,16,7681596
14308,achilles,28,7681596
14309,odysseus,10,7681596
14310,priam,1,7681596
14311,helen,20,7681596
14312,playground,13,7681596
14313,persia,36,7681596
14314,marching,123,7681596
14315,surrey,8,7681596
14316,unhorsed,4,7681596
14317,cropped,16,7681596
14318,campfire,5,7681596
14319,ignorantly,6,7681596
14320,solomon,80,7681596
14321,amidst,622,7681596
14322,evanescent,11,7681596
14323,unshattered,2,7681596
14324,growths,23,7681596
14325,limpets,3,7681596
14326,encased,11,7681596
14327,victorian,18,7681596
14328,littered,36,7681596
14329,tins,11,7681596
14330,cheap,92,7681596
14331,novels,27,7681596
14332,shatter,17,7681596
14333,correction,15,7681596
14334,mistook,21,7681596
14335,argue,90,7681596
14336,cigars,14,7681596
14337,windy,49,7681596
14338,tories,2,7681596
14339,chaperones,1,7681596
14340,firelight,57,7681596
14341,wove,25,7681596
14342,spiders,47,7681596
14343,deathbed,9,7681596
14344,yore,28,7681596
14345,cornices,7,7681596
14346,worm,132,7681596
14347,historic,24,7681596
14348,gallants,7,7681596
14349,jacobean,4,7681596
14350,dignified,158,7681596
14351,museums,10,7681596
14352,expectant,50,7681596
14353,bloodhounds,2,7681596
14354,disgustingly,3,7681596
14355,filthy,85,7681596
14356,jowl,11,7681596
14357,courtier,18,7681596
14358,loathsome,37,7681596
14359,intrudes,3,7681596
14360,excuses,42,7681596
14361,bayed,6,7681596
14362,dominated,21,7681596
14363,trivialities,10,7681596
14364,ab,24,7681596
14365,cd,1,7681596
14366,e,7,7681596
14367,prop,15,7681596
14368,deb,1,7681596
14369,tapestried,2,7681596
14370,pondar,1,7681596
14371,obed,2,7681596
14372,lurk,31,7681596
14373,sunlit,42,7681596
14374,athwart,102,7681596
14375,stamp,107,7681596
14376,wrecking,3,7681596
14377,fireside,25,7681596
14378,inwards,24,7681596
14379,pennants,8,7681596
14380,flutter,62,7681596
14381,trample,32,7681596
14382,midmost,48,7681596
14383,evils,51,7681596
14384,intimate,107,7681596
14385,twitter,10,7681596
14386,stately,195,7681596
14387,toil,192,7681596
14388,drave,79,7681596
14389,drowsily,18,7681596
14390,suffocate,2,7681596
14391,shalt,844,7681596
14392,whelm,4,7681596
14393,shelterless,3,7681596
14394,desecrations,1,7681596
14395,waddled,26,7681596
14396,sleeps,74,7681596
14397,foster,59,7681596
14398,elves,28,7681596
14399,thatched,55,7681596
14400,spells,95,7681596
14401,compulsive,3,7681596
14402,lure,53,7681596
14403,shoreward,7,7681596
14404,rhyme,46,7681596
14405,foretells,2,7681596
14406,rides,39,7681596
14407,invincible,27,7681596
14408,sends,78,7681596
14409,protecting,49,7681596
14410,shouldst,103,7681596
14411,vulnerable,15,7681596
14412,uncleavable,1,7681596
14413,smitten,145,7681596
14414,furrow,12,7681596
14415,brazenly,4,7681596
14416,habitant,2,7681596
14417,tirelessly,3,7681596
14418,arching,19,7681596
14419,onset,88,7681596
14420,snap,64,7681596
14421,banquet,214,7681596
14422,fierceness,46,7681596
14423,grabbed,57,7681596
14424,frog,45,7681596
14425,hoarsely,79,7681596
14426,battering,22,7681596
14427,audible,77,7681596
14428,starved,63,7681596
14429,invulnerable,13,7681596
14430,praising,41,7681596
14431,battered,82,7681596
14432,smith,68,7681596
14433,chiselled,10,7681596
14434,redoubtably,1,7681596
14435,bluely,5,7681596
14436,goeth,88,7681596
14437,boulders,68,7681596
14438,mightier,50,7681596
14439,builded,89,7681596
14440,priests,557,7681596
14441,defaced,5,7681596
14442,dragons,143,7681596
14443,baying,10,7681596
14444,remotest,32,7681596
14445,smiting,83,7681596
14446,hewn,87,7681596
14447,trumpeting,14,7681596
14448,musical,132,7681596
14449,scimitars,8,7681596
14450,assyrian,6,7681596
14451,helmets,29,7681596
14452,clanged,4,7681596
14453,unwound,16,7681596
14454,coiled,52,7681596
14455,measureless,16,7681596
14456,riders,103,7681596
14457,whips,20,7681596
14458,darknesses,3,7681596
14459,slits,24,7681596
14460,waning,48,7681596
14461,looped,26,7681596
14462,hammock,33,7681596
14463,sever,10,7681596
14464,thereat,145,7681596
14465,lustfully,2,7681596
14466,rafter,9,7681596
14467,hewed,38,7681596
14468,banqueting,17,7681596
14469,candelabra,3,7681596
14470,irradiant,2,7681596
14471,jewel,233,7681596
14472,chronicles,13,7681596
14473,cloven,65,7681596
14474,weirdly,18,7681596
14475,besought,40,7681596
14476,knight,779,7681596
14477,fevered,16,7681596
14478,hewing,28,7681596
14479,threading,24,7681596
14480,stride,63,7681596
14481,whirred,7,7681596
14482,lunk,1,7681596
14483,lumbering,25,7681596
14484,footfall,11,7681596
14485,sombre,63,7681596
14486,commemorating,3,7681596
14487,achievements,27,7681596
14488,clammy,31,7681596
14489,colonnade,6,7681596
14490,faithfullest,1,7681596
14491,slobbering,4,7681596
14492,malice,111,7681596
14493,armoury,14,7681596
14494,sabre,21,7681596
14495,mountaineer,21,7681596
14496,transfixed,7,7681596
14497,whizzing,10,7681596
14498,groove,7,7681596
14499,foiled,17,7681596
14500,parried,28,7681596
14501,shrieking,87,7681596
14502,quivered,95,7681596
14503,ploughshares,2,7681596
14504,county,23,7681596
14505,brazen,74,7681596
14506,ceremonious,6,7681596
14507,jangled,4,7681596
14508,mournfully,81,7681596
14509,stairways,13,7681596
14510,balconies,35,7681596
14511,deathspell,1,7681596
14512,sheath,89,7681596
14513,slated,4,7681596
14514,oft,182,7681596
14515,cleaving,24,7681596
14516,nimbly,52,7681596
14517,scythe,28,7681596
14518,peal,43,7681596
14519,lovelier,37,7681596
14520,vanquishing,3,7681596
14521,wreathed,39,7681596
14522,garlands,37,7681596
14523,annual,18,7681596
14524,triumphing,9,7681596
14525,flees,3,7681596
14526,discrowned,3,7681596
14527,somerset,3,7681596
14528,wilts,2,7681596
14529,weir,4,7681596
14530,languid,35,7681596
14531,straggled,12,7681596
14532,renouncing,4,7681596
14533,lineage,37,7681596
14534,piccadilly,16,7681596
14535,unpretentious,4,7681596
14536,sanctity,18,7681596
14537,wasting,70,7681596
14538,plagues,16,7681596
14539,secluded,40,7681596
14540,roofed,34,7681596
14541,tarries,7,7681596
14542,tidal,9,7681596
14543,estuary,6,7681596
14544,emperors,38,7681596
14545,hosts,107,7681596
14546,haven,75,7681596
14547,cogs,3,7681596
14548,retinue,26,7681596
14549,mourns,5,7681596
14550,complexity,6,7681596
14551,inch,191,7681596
14552,sombrely,2,7681596
14553,commemorate,13,7681596
14554,deaths,50,7681596
14555,priceless,57,7681596
14556,draperies,29,7681596
14557,unmistakable,62,7681596
14558,whiten,7,7681596
14559,harden,13,7681596
14560,hushing,7,7681596
14561,aimless,27,7681596
14562,groat,5,7681596
14563,pilgrims,38,7681596
14564,thrush,30,7681596
14565,anemone,4,7681596
14566,learns,30,7681596
14567,hyacinth,16,7681596
14568,delectable,15,7681596
14569,forlornness,4,7681596
14570,apples,103,7681596
14571,parliament,62,7681596
14572,wrap,31,7681596
14573,lament,56,7681596
14574,hymn,30,7681596
14575,cheaper,12,7681596
14576,shepherd,102,7681596
14577,drake,249,7681596
14578,delays,20,7681596
14579,garnered,6,7681596
14580,guest,294,7681596
14581,prepares,4,7681596
14582,idler,4,7681596
14583,weavings,2,7681596
14584,loveliest,71,7681596
14585,stillest,4,7681596
14586,regal,29,7681596
14587,regale,2,7681596
14588,costly,54,7681596
14589,nods,7,7681596
14590,infests,2,7681596
14591,babylon,69,7681596
14592,inherit,23,7681596
14593,moulin,2,7681596
14594,notre,3,7681596
14595,dame,337,7681596
14596,halos,4,7681596
14597,choirs,4,7681596
14598,faltered,89,7681596
14599,azure,56,7681596
14600,verd,1,7681596
14601,colourless,18,7681596
14602,flared,51,7681596
14603,flitted,57,7681596
14604,communed,16,7681596
14605,dulcimer,12,7681596
14606,clamped,7,7681596
14607,sabbaths,1,7681596
14608,wheeled,182,7681596
14609,ivy,92,7681596
14610,commune,23,7681596
14611,disobedient,13,7681596
14612,thresher,1,7681596
14613,scatters,7,7681596
14614,chaff,9,7681596
14615,blinked,63,7681596
14616,heartless,48,7681596
14617,worthless,36,7681596
14618,unjustly,20,7681596
14619,revenged,33,7681596
14620,foolishness,65,7681596
14621,ventures,24,7681596
14622,wondrously,14,7681596
14623,yann,99,7681596
14624,perdóndaris,44,7681596
14625,singanee,27,7681596
14626,shop,277,7681596
14627,witch,844,7681596
14628,boob,19,7681596
14629,aheera,16,7681596
14630,belzoond,28,7681596
14631,bwona,14,7681596
14632,khubla,14,7681596
14633,amuel,14,7681596
14634,amethyst,50,7681596
14635,santiago,14,7681596
14636,ali,23,7681596
14637,poets,76,7681596
14638,lotus,31,7681596
14639,dwarfs,68,7681596
14640,saranoora,11,7681596
14641,idol,81,7681596
14642,cab,188,7681596
14643,wanderers,62,7681596
14644,durl,16,7681596
14645,nen,21,7681596
14646,emeralds,95,7681596
14647,ap,9,7681596
14648,ariph,9,7681596
14649,duz,13,7681596
14650,tusk,20,7681596
14651,wold,11,7681596
14652,palms,121,7681596
14653,shrine,120,7681596
14654,wayfarer,25,7681596
14655,lang,17,7681596
14656,ho,307,7681596
14657,ki,192,7681596
14658,ning,57,7681596
14659,sleggins,6,7681596
14660,sleet,22,7681596
14661,hansom,18,7681596
14662,blacksmith,48,7681596
14663,mandaroon,11,7681596
14664,hian,10,7681596
14665,min,21,7681596
14666,meoul,5,7681596
14667,savour,31,7681596
14668,clack,66,7681596
14669,clop,5,7681596
14670,orderly,60,7681596
14671,idols,42,7681596
14672,avenged,53,7681596
14673,fireflies,14,7681596
14674,dow,4,7681596
14675,kareeb,4,7681596
14676,ahash,4,7681596
14677,lily,176,7681596
14678,villages,137,7681596
14679,cloaked,34,7681596
14680,boon,65,7681596
14681,tuileries,14,7681596
14682,scimitar,15,7681596
14683,astahahn,9,7681596
14684,tollub,8,7681596
14685,aged,170,7681596
14686,glorm,8,7681596
14687,thames,28,7681596
14688,bak,4,7681596
14689,chamberlain,65,7681596
14690,gift,425,7681596
14691,steaming,41,7681596
14692,porters,41,7681596
14693,safari,43,7681596
14694,cockney,22,7681596
14695,traffic,61,7681596
14696,gristly,3,7681596
14697,parlour,101,7681596
14698,fortescue,3,7681596
14699,carve,34,7681596
14700,manchu,3,7681596
14701,legend,119,7681596
14702,dells,14,7681596
14703,maidens,197,7681596
14704,heathery,4,7681596
14705,aoul,3,7681596
14706,keroon,3,7681596
14707,lling,3,7681596
14708,avenge,71,7681596
14709,prophesied,53,7681596
14710,drums,86,7681596
14711,lame,75,7681596
14712,auction,21,7681596
14713,stumped,8,7681596
14714,hap,49,7681596
14715,dances,48,7681596
14716,pavilion,158,7681596
14717,antique,69,7681596
14718,ripples,37,7681596
14719,irillion,5,7681596
14720,mloon,6,7681596
14721,tunes,46,7681596
14722,tiresome,64,7681596
14723,avenger,19,7681596
14724,cactus,12,7681596
14725,malaria,6,7681596
14726,kikuyus,2,7681596
14727,motors,12,7681596
14728,transfigured,23,7681596
14729,afield,75,7681596
14730,secretive,4,7681596
14731,eldest,94,7681596
14732,tramp,97,7681596
14733,weasels,19,7681596
14734,shapely,60,7681596
14735,grimly,130,7681596
