id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN
PG15837,,Jerusalem,"Lagerlöf, Selma",1858.0,1940.0,['en'],53,{'Swedish fiction -- Translations into English'},,Jerusalem,Lagerlöf,http://www.wikidata.org/entity/Q478463,http://www.wikidata.org/entity/Q44519,1858.0,Selma Lagerlöf,Q478463,Q44519
PG15843,,"Slippy McGee, Sometimes Known as the Butterfly Man","Oemler, Marie Conway",1879.0,1932.0,['en'],29,"{'South Carolina -- Fiction', 'Entomologists -- Fiction', 'Criminals -- Fiction', 'Priests -- Fiction', 'Amputees -- Fiction'}",,Slippy McGee,Oemler,http://www.wikidata.org/entity/Q99297065,http://www.wikidata.org/entity/Q96007487,1879.0,Marie Conway Oemler,Q99297065,Q96007487
PG15845,,Florante at Laura,"Balagtas, Francisco",1788.0,1862.0,['tl'],578,{'Tagalog poetry'},,Florante at Laura,Balagtas,http://www.wikidata.org/entity/Q5460489,http://www.wikidata.org/entity/Q983125,1788.0,Francisco Balagtas,Q5460489,Q983125
PG1584,,Laches,Plato,-428.0,-348.0,['en'],206,"{'Courage -- Early works to 1800', 'Classical literature', 'Socrates, 470 BC-399 BC'}",,Laches,Plato,http://www.wikidata.org/entity/Q1243625,http://www.wikidata.org/entity/Q859,-428.0,Plato,Q1243625,Q859
PG15850,,Iphigenia in Tauris,"Goethe, Johann Wolfgang von",1749.0,1832.0,['en'],272,{'Iphigenia (Mythological character) -- Drama'},,Iphigenia in Tauris,Goethe,http://www.wikidata.org/entity/Q475063,http://www.wikidata.org/entity/Q5879,1749.0,Johann Wolfgang von Goethe,Q475063,Q5879
PG15859,,The Piazza Tales,"Melville, Herman",1819.0,1891.0,['en'],1040,"{'Short stories', 'Manners and customs -- Fiction'}",,The Piazza Tales,Melville,http://www.wikidata.org/entity/Q7757032,http://www.wikidata.org/entity/Q4985,1819.0,Herman Melville,Q7757032,Q4985
PG15859,,The Piazza Tales,"Melville, Herman",1819.0,1891.0,['en'],1040,"{'Short stories', 'Manners and customs -- Fiction'}",,The Piazza Tales,Melville,http://www.wikidata.org/entity/Q7757032,http://www.wikidata.org/entity/Q4985,1819.0,Herman Melville,Q7757032,Q4985
PG1585,,The Wrong Box,"Osbourne, Lloyd",1868.0,1947.0,['en'],209,"{'Uncles -- Fiction', 'Mystery fiction', 'Brothers -- Fiction', 'Cousins -- Fiction', 'Avarice -- Fiction', 'Inheritance and succession -- Fiction'}",,The Wrong Box,Osbourne,http://www.wikidata.org/entity/Q3548866,http://www.wikidata.org/entity/Q1387643,1868.0,Lloyd Osbourne,Q3548866,Q1387643
PG15868,,"The Man Without a Country, and Other Tales","Hale, Edward Everett",1822.0,1909.0,['en'],336,"{'Soldiers -- Fiction', 'Burr Conspiracy, 1805-1807 -- Fiction', 'Sea stories', 'Stateless persons -- Fiction', 'Short stories, American', 'Historical fiction', 'Exiles -- Fiction'}",,The Man Without a Country,Hale,http://www.wikidata.org/entity/Q7750004,http://www.wikidata.org/entity/Q786616,1822.0,Edward Everett Hale,Q7750004,Q786616
PG15868,,"The Man Without a Country, and Other Tales","Hale, Edward Everett",1822.0,1909.0,['en'],336,"{'Soldiers -- Fiction', 'Burr Conspiracy, 1805-1807 -- Fiction', 'Sea stories', 'Stateless persons -- Fiction', 'Short stories, American', 'Historical fiction', 'Exiles -- Fiction'}",,The Man Without a Country,Hale,http://www.wikidata.org/entity/Q7750004,http://www.wikidata.org/entity/Q786616,1822.0,Edward Everett Hale,Q7750004,Q786616
PG16493,,The Man Without a Country,"Hale, Edward Everett",1822.0,1909.0,['en'],18,"{'Soldiers -- Fiction', 'Burr Conspiracy, 1805-1807 -- Fiction', 'Sea stories', 'Stateless persons -- Fiction', 'Historical fiction', 'Exiles -- Fiction'}",,The Man Without a Country,Hale,http://www.wikidata.org/entity/Q7750004,http://www.wikidata.org/entity/Q786616,1822.0,Edward Everett Hale,Q7750004,Q786616
PG16493,,The Man Without a Country,"Hale, Edward Everett",1822.0,1909.0,['en'],18,"{'Soldiers -- Fiction', 'Burr Conspiracy, 1805-1807 -- Fiction', 'Sea stories', 'Stateless persons -- Fiction', 'Historical fiction', 'Exiles -- Fiction'}",,The Man Without a Country,Hale,http://www.wikidata.org/entity/Q7750004,http://www.wikidata.org/entity/Q786616,1822.0,Edward Everett Hale,Q7750004,Q786616
PG1586,,Man and Wife,"Collins, Wilkie",1824.0,1889.0,['en'],84,"{'Domestic fiction', 'Bigamy -- Fiction', 'England -- Fiction', 'Married women -- Fiction'}",,Man and Wife,Collins,http://www.wikidata.org/entity/Q16386863,http://www.wikidata.org/entity/Q210740,1824.0,Wilkie Collins,Q16386863,Q210740
PG1587,,The Black Robe,"Collins, Wilkie",1824.0,1889.0,['en'],99,"{'Dueling -- Fiction', 'Chastity, Vow of -- Fiction', 'Priesthood -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Murder -- Fiction'}",,The Black Robe,Collins,http://www.wikidata.org/entity/Q7718428,http://www.wikidata.org/entity/Q210740,1824.0,Wilkie Collins,Q7718428,Q210740
PG158,,Emma,"Austen, Jane",1775.0,1817.0,['en'],7840,"{'Fathers and daughters -- Fiction', 'Love stories', 'Female friendship -- Fiction', 'Young women -- Fiction', 'Mate selection -- Fiction', 'England -- Fiction', 'Humorous stories', 'Bildungsromans'}",,Emma,Austen,http://www.wikidata.org/entity/Q223880,http://www.wikidata.org/entity/Q36322,1775.0,Jane Austen,Q223880,Q36322
PG158,,Emma,"Austen, Jane",1775.0,1817.0,['en'],7840,"{'Fathers and daughters -- Fiction', 'Love stories', 'Female friendship -- Fiction', 'Young women -- Fiction', 'Mate selection -- Fiction', 'England -- Fiction', 'Humorous stories', 'Bildungsromans'}",,Emma,Austen,http://www.wikidata.org/entity/Q223880,http://www.wikidata.org/entity/Q36322,1775.0,Jane Austen,Q223880,Q36322
PG19839,,Emma,"Austen, Jane",1775.0,1817.0,['en'],311,"{'Fathers and daughters -- Fiction', 'Love stories', 'Female friendship -- Fiction', 'Young women -- Fiction', 'Mate selection -- Fiction', 'England -- Fiction', 'Humorous stories', 'Bildungsromans'}",,Emma,Austen,http://www.wikidata.org/entity/Q223880,http://www.wikidata.org/entity/Q36322,1775.0,Jane Austen,Q223880,Q36322
PG19839,,Emma,"Austen, Jane",1775.0,1817.0,['en'],311,"{'Fathers and daughters -- Fiction', 'Love stories', 'Female friendship -- Fiction', 'Young women -- Fiction', 'Mate selection -- Fiction', 'England -- Fiction', 'Humorous stories', 'Bildungsromans'}",,Emma,Austen,http://www.wikidata.org/entity/Q223880,http://www.wikidata.org/entity/Q36322,1775.0,Jane Austen,Q223880,Q36322
PG1591,,Protagoras,Plato,-428.0,-348.0,['en'],639,"{'Classical literature', 'Socrates, 470 BC-399 BC', 'Sophists (Greek philosophy)', 'Protagoras', 'Virtue -- Early works to 1800'}",,Protagoras,Plato,http://www.wikidata.org/entity/Q520328,http://www.wikidata.org/entity/Q859,-428.0,Plato,Q520328,Q859
PG1595,,Whirligigs,"Henry, O.",1862.0,1910.0,['en'],370,"{'Fiction', 'Short stories, American'}",,Whirligigs,Henry,http://www.wikidata.org/entity/Q4228091,http://www.wikidata.org/entity/Q172788,1862.0,O. Henry,Q4228091,Q172788
PG1596,,Smoke Bellew,"London, Jack",1876.0,1916.0,['en'],32,"{'Klondike River Valley (Yukon) -- Gold discoveries -- Fiction', 'Western stories'}",,Smoke Bellew,London,http://www.wikidata.org/entity/Q2637037,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q2637037,Q45765
PG15976,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],55,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG15976,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],55,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG15976,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],55,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG15976,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],55,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG26027,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],96,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG26027,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],96,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG26027,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],96,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG26027,,Puck of Pook's Hill,"Kipling, Rudyard",1865.0,1936.0,['en'],96,"{'Great Britain -- History -- Fiction', 'Space and time -- Fiction'}",,Puck of Pook's Hill,Kipling,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q4342308,Q34743
PG1598,,Euthydemus,Plato,-428.0,-348.0,['en'],191,"{'Classical literature', 'Socrates, 470 BC-399 BC', 'Sophists (Greek philosophy)', 'Philosophy, Ancient', 'Logic -- Early works to 1800'}",,Euthydemus,Plato,http://www.wikidata.org/entity/Q6499786,http://www.wikidata.org/entity/Q859,-428.0,Plato,Q6499786,Q859
PG15992,,Come Rack! Come Rope!,"Benson, Robert Hugh",1871.0,1914.0,['en'],53,"{'Persecution -- England -- History -- 16th century -- Fiction', 'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction', 'Historical fiction', 'Catholics -- England -- History -- 16th century -- Fiction'}",,Come Rack! Come Rope!,Benson,http://www.wikidata.org/entity/Q5151257,http://www.wikidata.org/entity/Q246953,1871.0,Robert Hugh Benson,Q5151257,Q246953
PG15,,"Moby-Dick; or, The Whale","Melville, Herman",1819.0,1891.0,['en'],1999,"{'Whales -- Fiction', 'Ship captains -- Fiction', 'Whaling ships -- Fiction', 'Mentally ill -- Fiction', 'Sea stories', 'Adventure stories', 'Psychological fiction', 'Whaling -- Fiction', 'Ahab, Captain (Fictitious character) -- Fiction'}",,Moby-Dick,Melville,http://www.wikidata.org/entity/Q174596,http://www.wikidata.org/entity/Q4985,1819.0,Herman Melville,Q174596,Q4985
PG1600,,Symposium,Plato,-428.0,-348.0,['en'],2214,"{'Classical literature', 'Love -- Early works to 1800', 'Philosophy, Ancient', 'Socrates, 470 BC-399 BC'}",,Symposium,Plato,http://www.wikidata.org/entity/Q486727,http://www.wikidata.org/entity/Q859,-428.0,Plato,Q486727,Q859
PG1601,,The Breaking Point,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],170,"{'Murder -- Fiction', 'Detective and mystery stories', 'Man-woman relationships -- Fiction'}",,The Breaking Point,Rinehart,http://www.wikidata.org/entity/Q16953935,http://www.wikidata.org/entity/Q460366,1876.0,Mary Roberts Rinehart,Q16953935,Q460366
PG16023,,Oliver Twist,"Dickens, Charles",1812.0,1870.0,['fr'],60,"{'Kidnapping victims -- Fiction', 'Boys -- Fiction', 'Criminals -- Fiction', 'Orphans -- Fiction', 'Bildungsromans', 'London (England) -- Fiction'}",,Oliver Twist,Dickens,http://www.wikidata.org/entity/Q164974,http://www.wikidata.org/entity/Q5686,1812.0,Charles Dickens,Q164974,Q5686
PG16052,,The Brownies and Other Tales,"Ewing, Juliana Horatia",1841.0,1885.0,['en'],110,"{'Christian life -- Juvenile fiction', ""Children's stories"", 'Animal welfare -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Christmas stories'}",,The Brownies and Other Tales,Ewing,http://www.wikidata.org/entity/Q124087100,http://www.wikidata.org/entity/Q6307756,1841.0,Juliana Horatia Ewing,Q124087100,Q6307756
PG16058,,Occult Chemistry: Clairvoyant Observations on the Chemical Elements,"Besant, Annie",1847.0,1933.0,['en'],335,"{'Chemical elements', 'Occultism'}",,Occult Chemistry,Besant,http://www.wikidata.org/entity/Q2017299,http://www.wikidata.org/entity/Q464318,1847.0,Annie Besant,Q2017299,Q464318
PG1605,,The Crock of Gold,"Stephens, James",1882.0,1950.0,['en'],179,"{'Pan (Greek deity) -- Fiction', 'Fairies -- Fiction', 'Ireland -- Fiction'}",,The Crock of Gold,Stephens,http://www.wikidata.org/entity/Q7728134,http://www.wikidata.org/entity/Q508101,1882.0,James Stephens,Q7728134,Q508101
PG1605,,The Crock of Gold,"Stephens, James",1882.0,1950.0,['en'],179,"{'Pan (Greek deity) -- Fiction', 'Fairies -- Fiction', 'Ireland -- Fiction'}",,The Crock of Gold,Stephens,http://www.wikidata.org/entity/Q7728134,http://www.wikidata.org/entity/Q508101,1882.0,James Stephens,Q7728134,Q508101
PG1606,,Kenilworth,"Scott, Walter",1771.0,1832.0,['en'],208,"{'Kenilworth Castle (Kenilworth, England) -- Fiction', 'Leicester, Robert Dudley, Earl of, 1532?-1588 -- Fiction', 'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction', 'Historical fiction', 'Dudley, Amy Robsart, Lady, 1532?-1560 -- Fiction'}",,Kenilworth,Scott,http://www.wikidata.org/entity/Q2600597,http://www.wikidata.org/entity/Q79025,1771.0,Walter Scott,Q2600597,Q79025
PG16077,,Children of the Wild,"Roberts, Charles G. D., Sir",1860.0,1943.0,['en'],16,{'Animals -- Juvenile literature'},,Children of the Wild,Roberts,http://www.wikidata.org/entity/Q111795395,http://www.wikidata.org/entity/Q5077925,1860.0,Charles G. D. Roberts,Q111795395,Q5077925
PG16077,,Children of the Wild,"Roberts, Charles G. D., Sir",1860.0,1943.0,['en'],16,{'Animals -- Juvenile literature'},,Children of the Wild,Roberts,http://www.wikidata.org/entity/Q111795395,http://www.wikidata.org/entity/Q5077925,1860.0,Charles G. D. Roberts,Q111795395,Q5077925
PG160,,"The Awakening, and Selected Short Stories","Chopin, Kate",1850.0,1904.0,['en'],5045,"{'New Orleans (La.) -- Fiction', 'Self-actualization (Psychology) -- Fiction', 'Adultery -- Fiction', 'Women -- Louisiana -- New Orleans -- Social conditions -- Fiction', 'Louisiana -- Social life and customs -- Fiction'}",,The Awakening,Chopin,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q230476,1850.0,Kate Chopin,Q1567505,Q230476
PG160,,"The Awakening, and Selected Short Stories","Chopin, Kate",1850.0,1904.0,['en'],5045,"{'New Orleans (La.) -- Fiction', 'Self-actualization (Psychology) -- Fiction', 'Adultery -- Fiction', 'Women -- Louisiana -- New Orleans -- Social conditions -- Fiction', 'Louisiana -- Social life and customs -- Fiction'}",,The Awakening,Chopin,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q230476,1850.0,Kate Chopin,Q1567505,Q230476
PG160,,"The Awakening, and Selected Short Stories","Chopin, Kate",1850.0,1904.0,['en'],5045,"{'New Orleans (La.) -- Fiction', 'Self-actualization (Psychology) -- Fiction', 'Adultery -- Fiction', 'Women -- Louisiana -- New Orleans -- Social conditions -- Fiction', 'Louisiana -- Social life and customs -- Fiction'}",,The Awakening,Chopin,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q230476,1850.0,Kate Chopin,Q1567505,Q230476
PG23724,,The Awakening,"Chopin, Kate",1850.0,1904.0,['en'],207,"{'Adultery -- Fiction', 'New Orleans (La.) -- Fiction', 'Women -- Louisiana -- Fiction'}",,The Awakening,Chopin,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q230476,1850.0,Kate Chopin,Q1567505,Q230476
PG23724,,The Awakening,"Chopin, Kate",1850.0,1904.0,['en'],207,"{'Adultery -- Fiction', 'New Orleans (La.) -- Fiction', 'Women -- Louisiana -- Fiction'}",,The Awakening,Chopin,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q230476,1850.0,Kate Chopin,Q1567505,Q230476
PG23724,,The Awakening,"Chopin, Kate",1850.0,1904.0,['en'],207,"{'Adultery -- Fiction', 'New Orleans (La.) -- Fiction', 'Women -- Louisiana -- Fiction'}",,The Awakening,Chopin,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q230476,1850.0,Kate Chopin,Q1567505,Q230476
PG1611,,"Seventeen: A Tale of Youth and Summer Time and the Baxter Family, Especially William","Tarkington, Booth",1869.0,1946.0,['en'],91,"{'First loves -- Fiction', 'Teenage boys -- Fiction', 'Families -- Fiction'}",,Seventeen,Tarkington,http://www.wikidata.org/entity/Q7457628,http://www.wikidata.org/entity/Q893138,1869.0,Booth Tarkington,Q7457628,Q893138
PG16156,,Then Marched the Brave,"Comstock, Harriet T. (Harriet Theresa)",1860.0,1943.0,['en'],17,"{'Hale, Nathan, 1755-1776 -- Juvenile literature', 'Long Island, Battle of, New York, N.Y., 1776 -- Juvenile fiction'}",,Then Marched the Brave,Comstock,http://www.wikidata.org/entity/Q19103000,http://www.wikidata.org/entity/Q5664346,1860.0,Harriet Theresa Comstock,Q19103000,Q5664346
PG16161,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],113,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16161,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],113,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16161,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],113,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16161,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],113,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16161,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],113,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16161,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],113,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16161,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 1: Chaldaea: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],113,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16162,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],115,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16162,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],115,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16162,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],115,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16162,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],115,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16162,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],115,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16162,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],115,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16162,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 2: Assyria: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],115,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16163,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 3: Media: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],54,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
PG16163,,"The Seven Great Monarchies Of The Ancient Eastern World, Vol 3: Media: The History, Geography, And Antiquities Of Chaldaea, Assyria, Babylon, Media, Persia, Parthia, And Sassanian or New Persian Empire; With Maps and Illustrations.","Rawlinson, George",1812.0,1902.0,['en'],54,"{'History, Ancient', 'Iran -- History', 'Parthia -- History', 'Assyria -- History', 'Babylonia -- History'}",,The Seven Great Monarchies Of The Ancient Eastern World,Rawlinson,http://www.wikidata.org/entity/Q23054659,http://www.wikidata.org/entity/Q1355998,1812.0,George Rawlinson,Q23054659,Q1355998
