,work,genre,workLabel,genreLabel,PublicationYear
0,http://www.wikidata.org/entity/Q3987409,http://www.wikidata.org/entity/Q25372,The Green Goddess,drama,1921
0,http://www.wikidata.org/entity/Q24255940,,Hester,,1883
0,http://www.wikidata.org/entity/Q24255940,,Hester,,1883
0,http://www.wikidata.org/entity/Q24255940,,Hester,,1883
0,http://www.wikidata.org/entity/Q7770050,http://www.wikidata.org/entity/Q35760,The Treasure of the Humble,essay,1896
0,http://www.wikidata.org/entity/Q2254480,,The Woodlanders,,1887
0,http://www.wikidata.org/entity/Q122735873,http://www.wikidata.org/entity/Q21615367,The Family at Misrule,children's novel,1895
0,http://www.wikidata.org/entity/Q5231458,,David Blaize,,1916
0,http://www.wikidata.org/entity/Q118873978,,A Spring Harvest,,1918
0,http://www.wikidata.org/entity/Q1250364,http://www.wikidata.org/entity/Q132311,The Road to Oz,fantasy,1909
1,http://www.wikidata.org/entity/Q1250364,http://www.wikidata.org/entity/Q21615367,The Road to Oz,children's novel,1909
0,http://www.wikidata.org/entity/Q6902552,http://www.wikidata.org/entity/Q186424,Monsieur Lecoq,detective fiction,1868
1,http://www.wikidata.org/entity/Q6902552,http://www.wikidata.org/entity/Q186424,Monsieur Lecoq,detective fiction,1869
2,http://www.wikidata.org/entity/Q6902552,http://www.wikidata.org/entity/Q5937792,Monsieur Lecoq,crime fiction,1868
3,http://www.wikidata.org/entity/Q6902552,http://www.wikidata.org/entity/Q5937792,Monsieur Lecoq,crime fiction,1869
0,http://www.wikidata.org/entity/Q674832,,Carmen,,1845
0,http://www.wikidata.org/entity/Q51452905,,Cassell's book of birds,,1875
0,http://www.wikidata.org/entity/Q1250822,http://www.wikidata.org/entity/Q1196408,Taras Bulba,historical fiction,1835
1,http://www.wikidata.org/entity/Q1250822,http://www.wikidata.org/entity/Q19765983,Taras Bulba,romantic fiction,1835
0,http://www.wikidata.org/entity/Q2984121,http://www.wikidata.org/entity/Q49084,Colomba,short story,1840
0,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q80930,Les Misérables,tragedy,1862
1,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q1196408,Les Misérables,historical fiction,1862
0,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q80930,Les Misérables,tragedy,1862
1,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q1196408,Les Misérables,historical fiction,1862
0,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q80930,Les Misérables,tragedy,1862
1,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q1196408,Les Misérables,historical fiction,1862
0,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q80930,Les Misérables,tragedy,1862
1,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q1196408,Les Misérables,historical fiction,1862
0,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q80930,Les Misérables,tragedy,1862
1,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q1196408,Les Misérables,historical fiction,1862
0,http://www.wikidata.org/entity/Q1248248,http://www.wikidata.org/entity/Q25372,Liliom,drama,1909
0,http://www.wikidata.org/entity/Q7762755,http://www.wikidata.org/entity/Q132311,The Sea Fairies,fantasy,1911
0,http://www.wikidata.org/entity/Q17018103,,On a Chinese Screen,,1922
0,http://www.wikidata.org/entity/Q97573376,,The Black Diamond,,1921
0,http://www.wikidata.org/entity/Q3275960,http://www.wikidata.org/entity/Q465821,Mademoiselle de Maupin,epistolary novel,1835
0,http://www.wikidata.org/entity/Q3275960,http://www.wikidata.org/entity/Q465821,Mademoiselle de Maupin,epistolary novel,1835
0,http://www.wikidata.org/entity/Q3443600,http://www.wikidata.org/entity/Q64448878,Anno 7603,futuristic fiction,1781
0,http://www.wikidata.org/entity/Q51469921,,Essays on Darwinism,,1871
0,http://www.wikidata.org/entity/Q12060647,,Hypatia,,1853
0,http://www.wikidata.org/entity/Q63969702,,The Whistler Book,,1910
0,http://www.wikidata.org/entity/Q4725967,,Alice Lorraine,,1875
0,http://www.wikidata.org/entity/Q51507100,,Moths of the Limberlost,,1912
0,http://www.wikidata.org/entity/Q5497433,http://www.wikidata.org/entity/Q44563,The Magic Pudding,picaresque novel,1918
1,http://www.wikidata.org/entity/Q5497433,http://www.wikidata.org/entity/Q56451354,The Magic Pudding,children's fiction,1918
0,http://www.wikidata.org/entity/Q7744082,,The Kellys and the O'Kellys,,1848
0,http://www.wikidata.org/entity/Q7718602,http://www.wikidata.org/entity/Q24925,The Blind Spot,science fiction,1951
0,http://www.wikidata.org/entity/Q116922930,http://www.wikidata.org/entity/Q80930,Balboa,tragedy,1806
0,http://www.wikidata.org/entity/Q4996134,,Bulfinch's Mythology,,1855
0,http://www.wikidata.org/entity/Q124086083,,Princess Napraxine,,1884
0,http://www.wikidata.org/entity/Q124086083,,Princess Napraxine,,1884
0,http://www.wikidata.org/entity/Q124086083,,Princess Napraxine,,1884
0,http://www.wikidata.org/entity/Q7532822,http://www.wikidata.org/entity/Q1127717,Six Months in Mexico,investigative journalism,1888
0,http://www.wikidata.org/entity/Q3358443,http://www.wikidata.org/entity/Q8261,Ourika,novel,1823
0,http://www.wikidata.org/entity/Q15102690,http://www.wikidata.org/entity/Q35760,The Authoress of the Odyssey,essay,1897
0,http://www.wikidata.org/entity/Q20820648,,Falk,,1903
0,http://www.wikidata.org/entity/Q1860428,http://www.wikidata.org/entity/Q192781,The River War,military history,1899
0,http://www.wikidata.org/entity/Q22676984,http://www.wikidata.org/entity/Q5185279,Vapauden kirja,poem,1918
0,http://www.wikidata.org/entity/Q19106711,,To-morrow,,1902
0,http://www.wikidata.org/entity/Q16386574,,Kit and Kitty,,1890
0,http://www.wikidata.org/entity/Q3225864,http://www.wikidata.org/entity/Q12132683,First Lensman,science fiction novel,1950
0,http://www.wikidata.org/entity/Q124087127,,The Capsina,,1899
0,http://www.wikidata.org/entity/Q4749187,http://www.wikidata.org/entity/Q49084,Amy Foster,short story,1901
0,http://www.wikidata.org/entity/Q7111104,,Our Mr. Wrenn,,1914
0,http://www.wikidata.org/entity/Q112315415,http://www.wikidata.org/entity/Q8261,Il passaggio,novel,1919
0,http://www.wikidata.org/entity/Q64139136,,Early Renaissance Architecture in England,,1901
0,http://www.wikidata.org/entity/Q7716497,,The Belton Estate,,1865
0,http://www.wikidata.org/entity/Q56599071,,Tamawaca Folks,,1907
0,http://www.wikidata.org/entity/Q64684281,,He Knew Lincoln,,1907
0,http://www.wikidata.org/entity/Q2414713,,The Tower of London,,1840
0,http://www.wikidata.org/entity/Q7301985,http://www.wikidata.org/entity/Q223945,Rebecca of Sunnybrook Farm,Bildungsroman,1903
0,http://www.wikidata.org/entity/Q64347076,,The Land of Promise,,1913
0,http://www.wikidata.org/entity/Q56042550,http://www.wikidata.org/entity/Q5891,The Logic of Vegetarianism,philosophy,1899
1,http://www.wikidata.org/entity/Q56042550,http://www.wikidata.org/entity/Q35760,The Logic of Vegetarianism,essay,1899
0,http://www.wikidata.org/entity/Q28401726,,The Wailing Asteroid,,1960
0,http://www.wikidata.org/entity/Q11036624,http://www.wikidata.org/entity/Q80930,A Dog of Flanders,tragedy,1872
1,http://www.wikidata.org/entity/Q11036624,http://www.wikidata.org/entity/Q21802675,A Dog of Flanders,adventure fiction,1872
0,http://www.wikidata.org/entity/Q56461999,http://www.wikidata.org/entity/Q3440961,Wyllard's Weird,sensation fiction,1886
1,http://www.wikidata.org/entity/Q56461999,http://www.wikidata.org/entity/Q6585139,Wyllard's Weird,mystery fiction,1886
0,http://www.wikidata.org/entity/Q8065468,http://www.wikidata.org/entity/Q699,The Adventures of Pinocchio,fairy tale,1883
1,http://www.wikidata.org/entity/Q8065468,http://www.wikidata.org/entity/Q5793767,The Adventures of Pinocchio,children's story,1883
0,http://www.wikidata.org/entity/Q124084054,,Jessica's First Prayer,,1867
0,http://www.wikidata.org/entity/Q2582895,http://www.wikidata.org/entity/Q132311,The Mysterious Stranger,fantasy,1916
0,http://www.wikidata.org/entity/Q2468877,http://www.wikidata.org/entity/Q15919135,The Dunwich Horror,horror short story,1929
1,http://www.wikidata.org/entity/Q2468877,http://www.wikidata.org/entity/Q21905924,The Dunwich Horror,science fiction short story,1929
0,http://www.wikidata.org/entity/Q51402219,,Bird Watching,,1901
0,http://www.wikidata.org/entity/Q27928382,,Penelope,,1912
0,http://www.wikidata.org/entity/Q7749508,http://www.wikidata.org/entity/Q132311,The Magic of Oz,fantasy,1919
0,http://www.wikidata.org/entity/Q251604,http://www.wikidata.org/entity/Q132311,The Story of Doctor Dolittle,fantasy,1920
1,http://www.wikidata.org/entity/Q251604,http://www.wikidata.org/entity/Q56451354,The Story of Doctor Dolittle,children's fiction,1920
0,http://www.wikidata.org/entity/Q20087532,http://www.wikidata.org/entity/Q21590660,Desert Gold,Western,1913
0,http://www.wikidata.org/entity/Q56151734,http://www.wikidata.org/entity/Q24925,Master of Life and Death,science fiction,1957
0,http://www.wikidata.org/entity/Q7728971,http://www.wikidata.org/entity/Q16575965,The Dark Other,horror fiction,1950
0,http://www.wikidata.org/entity/Q3790781,http://www.wikidata.org/entity/Q24925,Falcons of Narabedla,science fiction,1964
1,http://www.wikidata.org/entity/Q3790781,http://www.wikidata.org/entity/Q132311,Falcons of Narabedla,fantasy,1964
0,http://www.wikidata.org/entity/Q3204437,http://www.wikidata.org/entity/Q12132683,The Green Odyssey,science fiction novel,1957
0,http://www.wikidata.org/entity/Q7728939,http://www.wikidata.org/entity/Q1196408,The Dark Frigate,historical fiction,1924
1,http://www.wikidata.org/entity/Q7728939,http://www.wikidata.org/entity/Q111143082,The Dark Frigate,pirate fiction,1924
0,http://www.wikidata.org/entity/Q3916757,,The Whole Family,,1908
0,http://www.wikidata.org/entity/Q75730808,,Will Shakespeare,,1921
0,http://www.wikidata.org/entity/Q124081674,,Aunt Judy's Tales,,1859
0,http://www.wikidata.org/entity/Q51457595,,Colour in the flower garden,,1908
0,http://www.wikidata.org/entity/Q102238222,http://www.wikidata.org/entity/Q24925,The Snowball Effect,science fiction,1952
0,http://www.wikidata.org/entity/Q108253729,,Contagion,,1950
0,http://www.wikidata.org/entity/Q2611046,http://www.wikidata.org/entity/Q192239,Adam Bede,historical novel,1859
0,http://www.wikidata.org/entity/Q107598475,http://www.wikidata.org/entity/Q24925,A Bad Day for Sales,science fiction,1953
0,http://www.wikidata.org/entity/Q23307918,,An Australian Girl,,1890
0,http://www.wikidata.org/entity/Q7750109,,The Man of Feeling,,1771
0,http://www.wikidata.org/entity/Q7557284,,Soldier Boy,,1953
0,http://www.wikidata.org/entity/Q2087131,,The Bells,,1849
0,http://www.wikidata.org/entity/Q4726444,http://www.wikidata.org/entity/Q12132683,Alien Minds,science fiction novel,1955
0,http://www.wikidata.org/entity/Q893665,http://www.wikidata.org/entity/Q25379,Boris Godunov,play,1831
0,http://www.wikidata.org/entity/Q2920815,,Twice-Told Tales,,1837
0,http://www.wikidata.org/entity/Q2228245,http://www.wikidata.org/entity/Q8261,Savrola,novel,1900
0,http://www.wikidata.org/entity/Q7078724,http://www.wikidata.org/entity/Q24925,Of All Possible Worlds,science fiction,1955
0,http://www.wikidata.org/entity/Q1762229,http://www.wikidata.org/entity/Q35760,On the Fourfold Root of the Principle of Sufficient Reason,essay,1813
0,http://www.wikidata.org/entity/Q1214659,,Die Macht der Drei,,1922
0,http://www.wikidata.org/entity/Q615383,http://www.wikidata.org/entity/Q2477736,The Narrative of Arthur Gordon Pym of Nantucket,lost world fiction,1838
1,http://www.wikidata.org/entity/Q615383,http://www.wikidata.org/entity/Q7440128,The Narrative of Arthur Gordon Pym of Nantucket,nautical fiction,1838
2,http://www.wikidata.org/entity/Q615383,http://www.wikidata.org/entity/Q20669641,The Narrative of Arthur Gordon Pym of Nantucket,Gothic fiction,1838
0,http://www.wikidata.org/entity/Q110271795,,The Canadian Brothers,,1840
0,http://www.wikidata.org/entity/Q110271795,,The Canadian Brothers,,1840
0,http://www.wikidata.org/entity/Q110271795,,The Canadian Brothers,,1840
0,http://www.wikidata.org/entity/Q5151902,,Coming Attraction,,1950
0,http://www.wikidata.org/entity/Q4129177,,Degeneration,,1892
0,http://www.wikidata.org/entity/Q7713563,http://www.wikidata.org/entity/Q128758,The American Senator,satire,1877
0,http://www.wikidata.org/entity/Q19078488,http://www.wikidata.org/entity/Q1057179,The Art of Bookbinding,user guide,1890
1,http://www.wikidata.org/entity/Q19078488,http://www.wikidata.org/entity/Q1338914,The Art of Bookbinding,handbook,1890
0,http://www.wikidata.org/entity/Q267634,http://www.wikidata.org/entity/Q3026054,Crito,Socratic dialogue,-400
0,http://www.wikidata.org/entity/Q7769881,http://www.wikidata.org/entity/Q367591,The Trail of the Lonesome Pine,western fiction,1908
1,http://www.wikidata.org/entity/Q7769881,http://www.wikidata.org/entity/Q19765983,The Trail of the Lonesome Pine,romantic fiction,1908
0,http://www.wikidata.org/entity/Q7750295,http://www.wikidata.org/entity/Q24925,The Marching Morons,science fiction,1951
0,http://www.wikidata.org/entity/Q3799362,http://www.wikidata.org/entity/Q35760,Intentions,essay,1891
0,http://www.wikidata.org/entity/Q7762405,http://www.wikidata.org/entity/Q132311,The Scarecrow of Oz,fantasy,1915
0,http://www.wikidata.org/entity/Q22073690,,The Prodigal Judge,,1911
0,http://www.wikidata.org/entity/Q1053359,http://www.wikidata.org/entity/Q5891,The Birth of Tragedy,philosophy,1872
1,http://www.wikidata.org/entity/Q1053359,http://www.wikidata.org/entity/Q35760,The Birth of Tragedy,essay,1872
2,http://www.wikidata.org/entity/Q1053359,http://www.wikidata.org/entity/Q1255706,The Birth of Tragedy,dramatic theory,1872
0,http://www.wikidata.org/entity/Q2714636,http://www.wikidata.org/entity/Q8261,The Fortune of the Rougons,novel,1871
0,http://www.wikidata.org/entity/Q25182732,,Masks and Faces,,1852
0,http://www.wikidata.org/entity/Q5433458,,Famous Impostors,,1910
0,http://www.wikidata.org/entity/Q5688834,,He Knew He Was Right,,1869
0,http://www.wikidata.org/entity/Q2368111,http://www.wikidata.org/entity/Q3056541,The Autobiography of a Super-Tramp,autobiographical novel,1908
0,http://www.wikidata.org/entity/Q3818552,http://www.wikidata.org/entity/Q35760,The Analysis of Beauty,essay,1753
0,http://www.wikidata.org/entity/Q4658687,,A Pail of Air,,1951
0,http://www.wikidata.org/entity/Q4395914,http://www.wikidata.org/entity/Q192239,Rodney Stone,historical novel,1896
1,http://www.wikidata.org/entity/Q4395914,http://www.wikidata.org/entity/Q192782,Rodney Stone,Gothic novel,1896
0,http://www.wikidata.org/entity/Q124086808,,Tales from the Telling-House,,1896
0,http://www.wikidata.org/entity/Q523076,http://www.wikidata.org/entity/Q4184,Little women,autobiography,1869
1,http://www.wikidata.org/entity/Q523076,http://www.wikidata.org/entity/Q223945,Little women,Bildungsroman,1869
2,http://www.wikidata.org/entity/Q523076,http://www.wikidata.org/entity/Q870452,Little women,family saga,1869
3,http://www.wikidata.org/entity/Q523076,http://www.wikidata.org/entity/Q1312571,Little women,developmental novel,1869
4,http://www.wikidata.org/entity/Q523076,http://www.wikidata.org/entity/Q3940779,Little women,realist novel,1869
0,http://www.wikidata.org/entity/Q5236462,http://www.wikidata.org/entity/Q745692,The State,political sociology,1908
0,http://www.wikidata.org/entity/Q51448383,,Birds useful and birds harmful,,1909
0,http://www.wikidata.org/entity/Q112081365,,The Colloquies of Edward Osborne,,1852
0,http://www.wikidata.org/entity/Q124081773,,Beechcroft at Rockstone,,1888
0,http://www.wikidata.org/entity/Q2986148,http://www.wikidata.org/entity/Q1164267,How I Found Livingstone,travel book,1872
1,http://www.wikidata.org/entity/Q2986148,http://www.wikidata.org/entity/Q1164267,How I Found Livingstone,travel book,1874
0,http://www.wikidata.org/entity/Q497677,,The Treasure,,1904
0,http://www.wikidata.org/entity/Q124092068,,Agatha Webb,,1900
0,http://www.wikidata.org/entity/Q7716299,http://www.wikidata.org/entity/Q132311,The Beetle,fantasy,1897
0,http://www.wikidata.org/entity/Q3235628,http://www.wikidata.org/entity/Q49084,The Silverado Squatters,short story,1883
0,http://www.wikidata.org/entity/Q19038893,,Poems of Experience,,1917
0,http://www.wikidata.org/entity/Q4731051,http://www.wikidata.org/entity/Q132311,Allan and the Holy Flower,fantasy,1915
0,http://www.wikidata.org/entity/Q1250366,http://www.wikidata.org/entity/Q132311,The Emerald City of Oz,fantasy,1910
1,http://www.wikidata.org/entity/Q1250366,http://www.wikidata.org/entity/Q56451354,The Emerald City of Oz,children's fiction,1910
0,http://www.wikidata.org/entity/Q3796165,http://www.wikidata.org/entity/Q192782,The Old English Baron,Gothic novel,1777
0,http://www.wikidata.org/entity/Q3795697,http://www.wikidata.org/entity/Q12132683,Wolfbane,science fiction novel,1959
1,http://www.wikidata.org/entity/Q3795697,http://www.wikidata.org/entity/Q26928598,Wolfbane,dystopian novel,1959
0,http://www.wikidata.org/entity/Q7745380,http://www.wikidata.org/entity/Q3337126,The Land of Little Rain,nature writing,1903
0,http://www.wikidata.org/entity/Q15032608,http://www.wikidata.org/entity/Q132311,The Enchanted Island of Yew,fantasy,1903
0,http://www.wikidata.org/entity/Q81400594,http://www.wikidata.org/entity/Q319226,The Ivory Trail,adventure novel,1919
1,http://www.wikidata.org/entity/Q81400594,http://www.wikidata.org/entity/Q3440959,The Ivory Trail,thriller novel,1919
0,http://www.wikidata.org/entity/Q24929084,http://www.wikidata.org/entity/Q21802675,The Life and Adventures of Peter Wilkins,adventure fiction,1751
0,http://www.wikidata.org/entity/Q24929084,http://www.wikidata.org/entity/Q21802675,The Life and Adventures of Peter Wilkins,adventure fiction,1751
0,http://www.wikidata.org/entity/Q60284880,,South,,1919
0,http://www.wikidata.org/entity/Q4375085,http://www.wikidata.org/entity/Q49084,A Kidnapped Santa Claus,short story,1904
0,http://www.wikidata.org/entity/Q1352419,http://www.wikidata.org/entity/Q21615367,Anne of the Island,children's novel,1915
0,http://www.wikidata.org/entity/Q4180222,http://www.wikidata.org/entity/Q7102502,The Life and Adventures of Santa Claus,origin story,1912
1,http://www.wikidata.org/entity/Q4180222,http://www.wikidata.org/entity/Q21615367,The Life and Adventures of Santa Claus,children's novel,1912
0,http://www.wikidata.org/entity/Q7755345,,The Origin and Development of the Moral Ideas,,1906
0,http://www.wikidata.org/entity/Q1193302,http://www.wikidata.org/entity/Q35760,The Case of Wagner,essay,1888
0,http://www.wikidata.org/entity/Q7801858,http://www.wikidata.org/entity/Q132311,Tik-Tok of Oz,fantasy,1914
0,http://www.wikidata.org/entity/Q19232058,http://www.wikidata.org/entity/Q182357,Unser täglich Gift,lyric poetry,1919
0,http://www.wikidata.org/entity/Q861527,http://www.wikidata.org/entity/Q4184,Ecce Homo,autobiography,1888
1,http://www.wikidata.org/entity/Q861527,http://www.wikidata.org/entity/Q35760,Ecce Homo,essay,1888
0,http://www.wikidata.org/entity/Q3753772,http://www.wikidata.org/entity/Q12132683,Search the Sky,science fiction novel,1954
0,http://www.wikidata.org/entity/Q124082590,,Daughters of Belgravia,,1887
0,http://www.wikidata.org/entity/Q124082590,,Daughters of Belgravia,,1887
0,http://www.wikidata.org/entity/Q124082590,,Daughters of Belgravia,,1887
0,http://www.wikidata.org/entity/Q2604590,http://www.wikidata.org/entity/Q192782,Ayesha,Gothic novel,1905
1,http://www.wikidata.org/entity/Q2604590,http://www.wikidata.org/entity/Q319226,Ayesha,adventure novel,1905
2,http://www.wikidata.org/entity/Q2604590,http://www.wikidata.org/entity/Q2477736,Ayesha,lost world fiction,1905
0,http://www.wikidata.org/entity/Q1539509,http://www.wikidata.org/entity/Q24925,The Invisible Man,science fiction,1897
0,http://www.wikidata.org/entity/Q7773866,http://www.wikidata.org/entity/Q128758,The Way We Live Now,satire,1875
0,http://www.wikidata.org/entity/Q106425121,,The Princess Pourquoi,,1902
0,http://www.wikidata.org/entity/Q16947486,http://www.wikidata.org/entity/Q482,Visions & Cants,poetry,1900
0,http://www.wikidata.org/entity/Q1330429,http://www.wikidata.org/entity/Q25372,The Lower Depths,drama,1903
1,http://www.wikidata.org/entity/Q1330429,http://www.wikidata.org/entity/Q25379,The Lower Depths,play,1903
0,http://www.wikidata.org/entity/Q7754941,,The Old Wives' Tale,,1908
0,http://www.wikidata.org/entity/Q1247736,http://www.wikidata.org/entity/Q26987767,Ann Veronica,feminist novel,1909
0,http://www.wikidata.org/entity/Q1218232,http://www.wikidata.org/entity/Q24925,The First Men in the Moon,science fiction,1901
1,http://www.wikidata.org/entity/Q1218232,http://www.wikidata.org/entity/Q19765983,The First Men in the Moon,romantic fiction,1901
0,http://www.wikidata.org/entity/Q1138346,,Nana,,1880
0,http://www.wikidata.org/entity/Q51425207,,Notes of a naturalist in South America,,1887
0,http://www.wikidata.org/entity/Q1339248,http://www.wikidata.org/entity/Q1505819,Youth,frame story,1898
0,http://www.wikidata.org/entity/Q3824160,http://www.wikidata.org/entity/Q8261,The Ball and the Cross,novel,1909
0,http://www.wikidata.org/entity/Q1286961,http://www.wikidata.org/entity/Q8261,Sister Carrie,novel,1900
0,http://www.wikidata.org/entity/Q17407121,http://www.wikidata.org/entity/Q49084,The End of the Tether,short story,1902
0,http://www.wikidata.org/entity/Q1744488,http://www.wikidata.org/entity/Q740919,L'Adultera,social novel,1882
0,http://www.wikidata.org/entity/Q4749793,http://www.wikidata.org/entity/Q3139891,An Anglo-American Alliance,LGBTIQA+ themes in literature,1906
0,http://www.wikidata.org/entity/Q576493,http://www.wikidata.org/entity/Q8261,Peter Camenzind,novel,1904
0,http://www.wikidata.org/entity/Q7738694,http://www.wikidata.org/entity/Q24925,The Hampdenshire Wonder,science fiction,1911
0,http://www.wikidata.org/entity/Q4788131,http://www.wikidata.org/entity/Q4184,Ravished Armenia,autobiography,1918
0,http://www.wikidata.org/entity/Q124081655,,At the Sign of the Silver Flagon,,1876
0,http://www.wikidata.org/entity/Q124089094,,The Murder of Delicia,,1896
0,http://www.wikidata.org/entity/Q7139300,,Parnassus on Wheels,,1917
0,http://www.wikidata.org/entity/Q6917355,,Mother Goose in Prose,,1897
0,http://www.wikidata.org/entity/Q51373939,,Travels on the Amazon,,1911
0,http://www.wikidata.org/entity/Q121817887,,Through the Magic Door,,1907
0,http://www.wikidata.org/entity/Q17111555,,Intermere,,1901
0,http://www.wikidata.org/entity/Q4767669,,Annabel,,1906
0,http://www.wikidata.org/entity/Q657215,http://www.wikidata.org/entity/Q2305470,Woyzeck,social drama,1875
1,http://www.wikidata.org/entity/Q657215,http://www.wikidata.org/entity/Q2305470,Woyzeck,social drama,1879
0,http://www.wikidata.org/entity/Q1296168,http://www.wikidata.org/entity/Q740919,Effi Briest,social novel,1894
1,http://www.wikidata.org/entity/Q1296168,http://www.wikidata.org/entity/Q5575435,Effi Briest,novela naturalista,1894
0,http://www.wikidata.org/entity/Q19080442,http://www.wikidata.org/entity/Q12042160,The Book of Were-Wolves,scientific literature,1865
0,http://www.wikidata.org/entity/Q5416654,,Evenings at Home,,1796
0,http://www.wikidata.org/entity/Q7734594,,The Flying Girl,,1911
0,http://www.wikidata.org/entity/Q1093419,http://www.wikidata.org/entity/Q699,Peter Schlemihl,fairy tale,1814
1,http://www.wikidata.org/entity/Q1093419,http://www.wikidata.org/entity/Q24723,Peter Schlemihl,literary fairy tale,1814
0,http://www.wikidata.org/entity/Q5509748,,Further Chronicles of Avonlea,,1920
0,http://www.wikidata.org/entity/Q3816390,,Konovalov,,1897
0,http://www.wikidata.org/entity/Q6408015,http://www.wikidata.org/entity/Q19765983,Kilmeny of the Orchard,romantic fiction,1910
0,http://www.wikidata.org/entity/Q31202237,,El sabor de la tierruca,,1941
0,http://www.wikidata.org/entity/Q3270964,http://www.wikidata.org/entity/Q8261,The Story Girl,novel,1911
0,http://www.wikidata.org/entity/Q2344885,,Principia Ethica,,1903
0,http://www.wikidata.org/entity/Q2394369,http://www.wikidata.org/entity/Q56451354,Rainbow Valley,children's fiction,1919
0,http://www.wikidata.org/entity/Q7883802,,Understood Betsy,,1916
0,http://www.wikidata.org/entity/Q7282890,,Ragged Dick,,1868
0,http://www.wikidata.org/entity/Q8018310,http://www.wikidata.org/entity/Q35760,William Shakespeare,essay,1864
0,http://www.wikidata.org/entity/Q3563373,http://www.wikidata.org/entity/Q1164267,An Inland Voyage,travel book,1878
0,http://www.wikidata.org/entity/Q7786147,http://www.wikidata.org/entity/Q213051,This Misery of Boots,nonfiction,1907
0,http://www.wikidata.org/entity/Q123598936,,If I Were King,,1901
0,http://www.wikidata.org/entity/Q2288976,http://www.wikidata.org/entity/Q192239,Guy Mannering,historical novel,1815
0,http://www.wikidata.org/entity/Q2288976,http://www.wikidata.org/entity/Q192239,Guy Mannering,historical novel,1815
0,http://www.wikidata.org/entity/Q2288976,http://www.wikidata.org/entity/Q192239,Guy Mannering,historical novel,1815
0,http://www.wikidata.org/entity/Q7733533,,The Fate of a Crown,,1905
0,http://www.wikidata.org/entity/Q1197130,,Der Stechlin,,1898
0,http://www.wikidata.org/entity/Q48773532,,On Naval Timber and Arboriculture,,1831
0,http://www.wikidata.org/entity/Q2533282,http://www.wikidata.org/entity/Q35760,On Love,essay,1822
0,http://www.wikidata.org/entity/Q7728900,http://www.wikidata.org/entity/Q6585139,The Daring Twins,mystery fiction,1911
0,http://www.wikidata.org/entity/Q112064508,,The Captain of the Wight,,1889
0,http://www.wikidata.org/entity/Q23022314,,The School and Society,,1899
0,http://www.wikidata.org/entity/Q5965446,http://www.wikidata.org/entity/Q21802675,Tarzan,adventure fiction,2000
0,http://www.wikidata.org/entity/Q7084871,,Old Rose and Silver,,1909
0,http://www.wikidata.org/entity/Q4417229,http://www.wikidata.org/entity/Q21802675,Hearts of Three,adventure fiction,1920
0,http://www.wikidata.org/entity/Q16948396,,Squire Arden,,1871
0,http://www.wikidata.org/entity/Q16948396,,Squire Arden,,1871
0,http://www.wikidata.org/entity/Q16948396,,Squire Arden,,1871
0,http://www.wikidata.org/entity/Q27539516,,On the Iron at Big Cloud,,1911
0,http://www.wikidata.org/entity/Q1045464,http://www.wikidata.org/entity/Q858330,The Age of Innocence,romance novel,1920
0,http://www.wikidata.org/entity/Q3819366,http://www.wikidata.org/entity/Q8261,The Intruder,novel,1892
0,http://www.wikidata.org/entity/Q530910,http://www.wikidata.org/entity/Q192239,Ange Pitou,historical novel,1850
0,http://www.wikidata.org/entity/Q24291897,,The Ocean of Theosophy,,1893
0,http://www.wikidata.org/entity/Q6736091,http://www.wikidata.org/entity/Q104100753,Main Street,social problem fiction,1920
0,http://www.wikidata.org/entity/Q3629872,,Aurora Leigh,,1856
0,http://www.wikidata.org/entity/Q41047428,http://www.wikidata.org/entity/Q149537,Tschandala,novella,1889
1,http://www.wikidata.org/entity/Q41047428,http://www.wikidata.org/entity/Q149537,Tschandala,novella,1897
0,http://www.wikidata.org/entity/Q1047005,http://www.wikidata.org/entity/Q179461,The Secret Doctrine,religious text,1888
1,http://www.wikidata.org/entity/Q1047005,http://www.wikidata.org/entity/Q213051,The Secret Doctrine,nonfiction,1888
0,http://www.wikidata.org/entity/Q1047005,http://www.wikidata.org/entity/Q179461,The Secret Doctrine,religious text,1888
1,http://www.wikidata.org/entity/Q1047005,http://www.wikidata.org/entity/Q213051,The Secret Doctrine,nonfiction,1888
0,http://www.wikidata.org/entity/Q2420701,http://www.wikidata.org/entity/Q21615367,Anne's House of Dreams,children's novel,1917
0,http://www.wikidata.org/entity/Q665830,http://www.wikidata.org/entity/Q1072723,La 628-E8,travel literature,1907
1,http://www.wikidata.org/entity/Q665830,http://www.wikidata.org/entity/Q5575435,La 628-E8,novela naturalista,1907
0,http://www.wikidata.org/entity/Q7186661,http://www.wikidata.org/entity/Q6585139,Phoebe Daring,mystery fiction,1912
