,work,genre,workLabel,genreLabel,PublicationYear
2,http://www.wikidata.org/entity/Q170583,http://www.wikidata.org/entity/Q101240581,Pride and Prejudice,psychological fiction,1813
3,http://www.wikidata.org/entity/Q170583,http://www.wikidata.org/entity/Q110540276,Pride and Prejudice,satirical fiction,1813
0,http://www.wikidata.org/entity/Q170583,http://www.wikidata.org/entity/Q538812,Pride and Prejudice,novel of manners,1813
1,http://www.wikidata.org/entity/Q170583,http://www.wikidata.org/entity/Q19765983,Pride and Prejudice,romantic fiction,1813
2,http://www.wikidata.org/entity/Q170583,http://www.wikidata.org/entity/Q101240581,Pride and Prejudice,psychological fiction,1813
3,http://www.wikidata.org/entity/Q170583,http://www.wikidata.org/entity/Q110540276,Pride and Prejudice,satirical fiction,1813
0,http://www.wikidata.org/entity/Q124085202,,Miss Bretherton,,1884
0,http://www.wikidata.org/entity/Q16931738,,Regeneration,,1910
0,http://www.wikidata.org/entity/Q124090577,,The Waters of Edera,,1900
0,http://www.wikidata.org/entity/Q7753644,,The New Jerusalem,,1920
0,http://www.wikidata.org/entity/Q1198259,http://www.wikidata.org/entity/Q35760,The Eighteenth Brumaire of Louis Bonaparte,essay,1852
0,http://www.wikidata.org/entity/Q121008348,,Two Little Savages,,1903
0,http://www.wikidata.org/entity/Q18648848,,Lady Connie,,1916
0,http://www.wikidata.org/entity/Q967862,http://www.wikidata.org/entity/Q8261,The Country Doctor,novel,1833
0,http://www.wikidata.org/entity/Q7679380,http://www.wikidata.org/entity/Q35760,Tales of a Traveller,essay,1824
0,http://www.wikidata.org/entity/Q4953226,,Bracebridge Hall,,1822
0,http://www.wikidata.org/entity/Q4953226,,Bracebridge Hall,,1822
0,http://www.wikidata.org/entity/Q1369094,http://www.wikidata.org/entity/Q3440942,Maria Chapdelaine,Roman du terroir,1913
0,http://www.wikidata.org/entity/Q5114055,,Chronicles of Avonlea,,1912
0,http://www.wikidata.org/entity/Q2723091,http://www.wikidata.org/entity/Q149537,Madame Firmiani,novella,1832
0,http://www.wikidata.org/entity/Q1343501,,Enoch Arden,,1864
0,http://www.wikidata.org/entity/Q124081166,,A Tale of a Lonely Parish,,1886
0,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q80930,Les Misérables,tragedy,1862
1,http://www.wikidata.org/entity/Q180736,http://www.wikidata.org/entity/Q1196408,Les Misérables,historical fiction,1862
0,http://www.wikidata.org/entity/Q19076827,,Nonsense Songs,,1871
0,http://www.wikidata.org/entity/Q60172749,,The Pacha of Many Tales,,1835
0,http://www.wikidata.org/entity/Q60172749,,The Pacha of Many Tales,,1835
0,http://www.wikidata.org/entity/Q11865273,,Isänmaa,,1893
0,http://www.wikidata.org/entity/Q14980988,http://www.wikidata.org/entity/Q2477736,When the World Shook,lost world fiction,1919
1,http://www.wikidata.org/entity/Q14980988,http://www.wikidata.org/entity/Q21802675,When the World Shook,adventure fiction,1919
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q4655846,http://www.wikidata.org/entity/Q482,A Child's Garden of Verses,poetry,1885
0,http://www.wikidata.org/entity/Q3290324,http://www.wikidata.org/entity/Q1072723,Mardi,travel literature,1849
0,http://www.wikidata.org/entity/Q3290324,http://www.wikidata.org/entity/Q1072723,Mardi,travel literature,1849
0,http://www.wikidata.org/entity/Q273668,http://www.wikidata.org/entity/Q1416320,Apology,apologia,-395
1,http://www.wikidata.org/entity/Q273668,http://www.wikidata.org/entity/Q3026054,Apology,Socratic dialogue,-395
0,http://www.wikidata.org/entity/Q273668,http://www.wikidata.org/entity/Q1416320,Apology,apologia,-395
1,http://www.wikidata.org/entity/Q273668,http://www.wikidata.org/entity/Q3026054,Apology,Socratic dialogue,-395
0,http://www.wikidata.org/entity/Q19572911,,Marcella,,1894
0,http://www.wikidata.org/entity/Q952340,http://www.wikidata.org/entity/Q1196408,The Talisman,historical fiction,1825
0,http://www.wikidata.org/entity/Q19893635,,Lady Rose's Daughter,,1903
0,http://www.wikidata.org/entity/Q2454195,http://www.wikidata.org/entity/Q149537,Tristan,novella,1903
0,http://www.wikidata.org/entity/Q1605244,http://www.wikidata.org/entity/Q3056541,Adolphe,autobiographical novel,1816
0,http://www.wikidata.org/entity/Q6917289,,Mother,,1907
0,http://www.wikidata.org/entity/Q776551,http://www.wikidata.org/entity/Q149537,Gobseck,novella,1830
1,http://www.wikidata.org/entity/Q776551,http://www.wikidata.org/entity/Q12799318,Gobseck,short novel,1830
0,http://www.wikidata.org/entity/Q84606961,http://www.wikidata.org/entity/Q8261,The Indiscretion of the Duchess,novel,1894
1,http://www.wikidata.org/entity/Q84606961,http://www.wikidata.org/entity/Q1159457,The Indiscretion of the Duchess,chivalric romance,1894
2,http://www.wikidata.org/entity/Q84606961,http://www.wikidata.org/entity/Q27217074,The Indiscretion of the Duchess,mystery novel,1894
0,http://www.wikidata.org/entity/Q124085932,,Penelope's Irish Experiences,,1901
0,http://www.wikidata.org/entity/Q1394147,http://www.wikidata.org/entity/Q3056541,The Hill of Dreams,autobiographical novel,1907
0,http://www.wikidata.org/entity/Q18161660,,Nick of the Woods,,1837
0,http://www.wikidata.org/entity/Q785255,http://www.wikidata.org/entity/Q24925,The Lost World,science fiction,1912
1,http://www.wikidata.org/entity/Q785255,http://www.wikidata.org/entity/Q2477736,The Lost World,lost world fiction,1912
2,http://www.wikidata.org/entity/Q785255,http://www.wikidata.org/entity/Q21802675,The Lost World,adventure fiction,1912
0,http://www.wikidata.org/entity/Q1079681,http://www.wikidata.org/entity/Q1494806,The Hunting of the Snark,nonsense verse,1876
0,http://www.wikidata.org/entity/Q1079681,http://www.wikidata.org/entity/Q1494806,The Hunting of the Snark,nonsense verse,1876
0,http://www.wikidata.org/entity/Q1079681,http://www.wikidata.org/entity/Q1494806,The Hunting of the Snark,nonsense verse,1876
0,http://www.wikidata.org/entity/Q17113874,,The Mississippi Bubble,,1902
0,http://www.wikidata.org/entity/Q219552,http://www.wikidata.org/entity/Q53094,Great Expectations,black comedy,1861
1,http://www.wikidata.org/entity/Q219552,http://www.wikidata.org/entity/Q223945,Great Expectations,Bildungsroman,1861
0,http://www.wikidata.org/entity/Q7687041,http://www.wikidata.org/entity/Q21802675,Tarzan the Untamed,adventure fiction,1920
1,http://www.wikidata.org/entity/Q7687041,http://www.wikidata.org/entity/Q21803247,Tarzan the Untamed,military fiction,1920
0,http://www.wikidata.org/entity/Q1194272,http://www.wikidata.org/entity/Q24925,Lord of the World,science fiction,1908
1,http://www.wikidata.org/entity/Q1194272,http://www.wikidata.org/entity/Q2254211,Lord of the World,political fiction,1908
2,http://www.wikidata.org/entity/Q1194272,http://www.wikidata.org/entity/Q3919251,Lord of the World,apocalyptic fiction,1908
3,http://www.wikidata.org/entity/Q1194272,http://www.wikidata.org/entity/Q15062348,Lord of the World,dystopian fiction,1908
0,http://www.wikidata.org/entity/Q95981675,http://www.wikidata.org/entity/Q132311,At a Winter's Fire,fantasy,1899
0,http://www.wikidata.org/entity/Q12062136,,Mr. Britling Sees It Through,,1916
0,http://www.wikidata.org/entity/Q7417124,,Sandy,,1905
0,http://www.wikidata.org/entity/Q4658214,,A Message from the Sea,,1860
0,http://www.wikidata.org/entity/Q260205,http://www.wikidata.org/entity/Q104100753,The Jungle,social problem fiction,1905
1,http://www.wikidata.org/entity/Q260205,http://www.wikidata.org/entity/Q104100753,The Jungle,social problem fiction,1906
0,http://www.wikidata.org/entity/Q5349049,http://www.wikidata.org/entity/Q482,Eighteen Hundred and Eleven,poetry,1812
0,http://www.wikidata.org/entity/Q7748735,http://www.wikidata.org/entity/Q16575965,The Lost Stradivarius,horror fiction,1895
0,http://www.wikidata.org/entity/Q7750418,,The Marriage of William Ashe,,1905
0,http://www.wikidata.org/entity/Q193417,http://www.wikidata.org/entity/Q3940779,Madame Bovary,realist novel,1857
0,http://www.wikidata.org/entity/Q193417,http://www.wikidata.org/entity/Q3940779,Madame Bovary,realist novel,1857
0,http://www.wikidata.org/entity/Q193417,http://www.wikidata.org/entity/Q3940779,Madame Bovary,realist novel,1857
0,http://www.wikidata.org/entity/Q728104,http://www.wikidata.org/entity/Q8261,Bouvard et Pécuchet,novel,1881
0,http://www.wikidata.org/entity/Q3973499,,Mugby Junction,,1866
0,http://www.wikidata.org/entity/Q3973499,,Mugby Junction,,1866
0,http://www.wikidata.org/entity/Q469690,http://www.wikidata.org/entity/Q19765983,Mansfield Park,romantic fiction,1814
0,http://www.wikidata.org/entity/Q469690,http://www.wikidata.org/entity/Q19765983,Mansfield Park,romantic fiction,1814
0,http://www.wikidata.org/entity/Q7739353,http://www.wikidata.org/entity/Q1196408,The Helmet of Navarre,historical fiction,1901
0,http://www.wikidata.org/entity/Q7045074,,No Thoroughfare,,1867
0,http://www.wikidata.org/entity/Q972714,http://www.wikidata.org/entity/Q132311,The Magician,fantasy,1908
0,http://www.wikidata.org/entity/Q2919909,http://www.wikidata.org/entity/Q149537,El Verdugo,novella,1830
0,http://www.wikidata.org/entity/Q124093592,,Holidays at Roselands,,1873
0,http://www.wikidata.org/entity/Q3275960,http://www.wikidata.org/entity/Q465821,Mademoiselle de Maupin,epistolary novel,1835
0,http://www.wikidata.org/entity/Q3202526,http://www.wikidata.org/entity/Q24925,Atlantida,science fiction,1919
1,http://www.wikidata.org/entity/Q3202526,http://www.wikidata.org/entity/Q132311,Atlantida,fantasy,1919
2,http://www.wikidata.org/entity/Q3202526,http://www.wikidata.org/entity/Q21802675,Atlantida,adventure fiction,1919
0,http://www.wikidata.org/entity/Q4877815,http://www.wikidata.org/entity/Q131539,Beautiful Stories from Shakespeare,children's literature,1907
0,http://www.wikidata.org/entity/Q124090979,,Trooper Peter Halket of Mashonaland,,1897
0,http://www.wikidata.org/entity/Q48969082,,54-40 or Fight,,1909
0,http://www.wikidata.org/entity/Q495166,,The Emperor of Portugallia,,1914
0,http://www.wikidata.org/entity/Q385926,http://www.wikidata.org/entity/Q112983,The Worst Journey in the World,memoir,1922
0,http://www.wikidata.org/entity/Q7044605,http://www.wikidata.org/entity/Q3440961,No Name,sensation fiction,1862
1,http://www.wikidata.org/entity/Q7044605,http://www.wikidata.org/entity/Q6585139,No Name,mystery fiction,1862
0,http://www.wikidata.org/entity/Q5771986,,His Family,,1917
0,http://www.wikidata.org/entity/Q2343169,,The Mayor of Casterbridge,,1886
0,http://www.wikidata.org/entity/Q5401132,,Esther,,1884
0,http://www.wikidata.org/entity/Q7766827,,The Story of an African Farm,,1883
0,http://www.wikidata.org/entity/Q6671160,,London to Ladysmith via Pretoria,,1990
0,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1808
1,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1832
0,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1808
1,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1832
0,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1808
1,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1832
0,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1808
1,http://www.wikidata.org/entity/Q29478,http://www.wikidata.org/entity/Q80930,Faust,tragedy,1832
0,http://www.wikidata.org/entity/Q271697,http://www.wikidata.org/entity/Q21615367,Heidi,children's novel,1880
0,http://www.wikidata.org/entity/Q271697,http://www.wikidata.org/entity/Q21615367,Heidi,children's novel,1880
0,http://www.wikidata.org/entity/Q271697,http://www.wikidata.org/entity/Q21615367,Heidi,children's novel,1880
0,http://www.wikidata.org/entity/Q1174082,http://www.wikidata.org/entity/Q8261,The Valley of the Moon,novel,1913
0,http://www.wikidata.org/entity/Q599198,http://www.wikidata.org/entity/Q8261,The Voyage Out,novel,1915
0,http://www.wikidata.org/entity/Q2348190,http://www.wikidata.org/entity/Q21615367,Pollyanna,children's novel,1913
0,http://www.wikidata.org/entity/Q2348190,http://www.wikidata.org/entity/Q21615367,Pollyanna,children's novel,1913
0,http://www.wikidata.org/entity/Q288020,http://www.wikidata.org/entity/Q192239,The Canterville Ghost,historical novel,1887
0,http://www.wikidata.org/entity/Q288020,http://www.wikidata.org/entity/Q192239,The Canterville Ghost,historical novel,1887
0,http://www.wikidata.org/entity/Q7992821,http://www.wikidata.org/entity/Q21803247,When William Came,military fiction,1913
0,http://www.wikidata.org/entity/Q584294,http://www.wikidata.org/entity/Q35760,Cosmos,essay,1845
0,http://www.wikidata.org/entity/Q7518400,,Simon Called Peter,,1921
0,http://www.wikidata.org/entity/Q313129,http://www.wikidata.org/entity/Q3940779,Middlemarch,realist novel,1871
0,http://www.wikidata.org/entity/Q3224969,http://www.wikidata.org/entity/Q192239,The Black Dwarf,historical novel,1816
0,http://www.wikidata.org/entity/Q3549611,http://www.wikidata.org/entity/Q192239,A Legend of Montrose,historical novel,1819
0,http://www.wikidata.org/entity/Q17027661,,The Private Papers of Henry Ryecroft,,1903
0,http://www.wikidata.org/entity/Q7897031,,Unleavened Bread,,1900
0,http://www.wikidata.org/entity/Q339852,http://www.wikidata.org/entity/Q8261,A Daughter of the Snows,novel,1902
0,http://www.wikidata.org/entity/Q18209556,http://www.wikidata.org/entity/Q4184,The Road,autobiography,1907
0,http://www.wikidata.org/entity/Q19102772,,The Wreck of the Golden Mary,,1856
0,http://www.wikidata.org/entity/Q4655911,http://www.wikidata.org/entity/Q16669008,A Christmas Garland,parody,1912
0,http://www.wikidata.org/entity/Q5298663,http://www.wikidata.org/entity/Q1196408,Dorothy Vernon of Haddon Hall,historical fiction,1902
0,http://www.wikidata.org/entity/Q118225293,http://www.wikidata.org/entity/Q213051,The Religion of the Ancient Celts,nonfiction,1911
0,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q56451354,A Little Princess,children's fiction,1905
0,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q56451354,A Little Princess,children's fiction,1905
0,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q56451354,A Little Princess,children's fiction,1905
0,http://www.wikidata.org/entity/Q10483376,http://www.wikidata.org/entity/Q56451354,A Little Princess,children's fiction,1905
0,http://www.wikidata.org/entity/Q19881660,,Vandover and the Brute,,1914
0,http://www.wikidata.org/entity/Q39050472,,In a German Pension,,1911
0,http://www.wikidata.org/entity/Q3099394,http://www.wikidata.org/entity/Q149537,Gaudissart II,novella,1844
0,http://www.wikidata.org/entity/Q793748,http://www.wikidata.org/entity/Q8261,Chance,novel,1913
0,http://www.wikidata.org/entity/Q793748,http://www.wikidata.org/entity/Q8261,Chance,novel,1913
0,http://www.wikidata.org/entity/Q5351063,http://www.wikidata.org/entity/Q25379,El Consejo de los Dioses,play,1880
0,http://www.wikidata.org/entity/Q6623073,,The Tale of Timmy Tiptoes,,1911
0,http://www.wikidata.org/entity/Q843940,http://www.wikidata.org/entity/Q35760,Common Sense,essay,1776
1,http://www.wikidata.org/entity/Q843940,http://www.wikidata.org/entity/Q18536349,Common Sense,polemical lampoon,1776
0,http://www.wikidata.org/entity/Q843940,http://www.wikidata.org/entity/Q35760,Common Sense,essay,1776
1,http://www.wikidata.org/entity/Q843940,http://www.wikidata.org/entity/Q18536349,Common Sense,polemical lampoon,1776
0,http://www.wikidata.org/entity/Q7815084,http://www.wikidata.org/entity/Q131539,Tom Brown's School Days,children's literature,1857
1,http://www.wikidata.org/entity/Q7815084,http://www.wikidata.org/entity/Q7432631,Tom Brown's School Days,school story,1857
2,http://www.wikidata.org/entity/Q7815084,http://www.wikidata.org/entity/Q109620002,Tom Brown's School Days,autobiographical fiction,1857
0,http://www.wikidata.org/entity/Q7815084,http://www.wikidata.org/entity/Q131539,Tom Brown's School Days,children's literature,1857
1,http://www.wikidata.org/entity/Q7815084,http://www.wikidata.org/entity/Q7432631,Tom Brown's School Days,school story,1857
2,http://www.wikidata.org/entity/Q7815084,http://www.wikidata.org/entity/Q109620002,Tom Brown's School Days,autobiographical fiction,1857
0,http://www.wikidata.org/entity/Q111831784,,The Life and Death of Richard Yea-and-Nay,,1900
0,http://www.wikidata.org/entity/Q2719097,http://www.wikidata.org/entity/Q8261,Modeste Mignon,novel,1844
0,http://www.wikidata.org/entity/Q7743629,http://www.wikidata.org/entity/Q185598,The Journal of Sir Walter Scott,diary,1890
0,http://www.wikidata.org/entity/Q4386569,http://www.wikidata.org/entity/Q77762397,The Tailor of Gloucester,Christmas fiction,1903
0,http://www.wikidata.org/entity/Q4272152,http://www.wikidata.org/entity/Q8253,The Tale of Squirrel Nutkin,fiction,1903
0,http://www.wikidata.org/entity/Q4272367,,The Tale of Ginger and Pickles,,1909
0,http://www.wikidata.org/entity/Q7756712,http://www.wikidata.org/entity/Q1591288,The Perfect Wagnerite,music journalism,1898
0,http://www.wikidata.org/entity/Q7742035,,The Inheritors,,1901
0,http://www.wikidata.org/entity/Q7714957,http://www.wikidata.org/entity/Q112983,The Autobiography of Benjamin Franklin,memoir,1791
0,http://www.wikidata.org/entity/Q118269698,,The Brimming Cup,,1921
0,http://www.wikidata.org/entity/Q1398793,http://www.wikidata.org/entity/Q474090,The Rape of Lucrece,narrative poetry,1594
0,http://www.wikidata.org/entity/Q7721712,http://www.wikidata.org/entity/Q8261,The Cathedral,novel,1898
0,http://www.wikidata.org/entity/Q4272137,http://www.wikidata.org/entity/Q131539,The Tale of Mr. Jeremy Fisher,children's literature,1906
0,http://www.wikidata.org/entity/Q7740231,,The Hoosier Schoolmaster,,1871
0,http://www.wikidata.org/entity/Q708177,http://www.wikidata.org/entity/Q482,The Rime of the Ancient Mariner,poetry,1798
1,http://www.wikidata.org/entity/Q708177,http://www.wikidata.org/entity/Q37484,The Rime of the Ancient Mariner,epic poem,1798
0,http://www.wikidata.org/entity/Q708177,http://www.wikidata.org/entity/Q482,The Rime of the Ancient Mariner,poetry,1798
1,http://www.wikidata.org/entity/Q708177,http://www.wikidata.org/entity/Q37484,The Rime of the Ancient Mariner,epic poem,1798
0,http://www.wikidata.org/entity/Q3851863,http://www.wikidata.org/entity/Q149537,Mathilda,novella,1959
0,http://www.wikidata.org/entity/Q1196220,http://www.wikidata.org/entity/Q5185279,The Phoenix and the Turtle,poem,1601
0,http://www.wikidata.org/entity/Q7771382,,The Underground Railroad,,1872
0,http://www.wikidata.org/entity/Q6621583,,The Tale of Johnny Town-Mouse,,1918
0,http://www.wikidata.org/entity/Q3275255,http://www.wikidata.org/entity/Q8261,Madame Chrysanthème,novel,1888
0,http://www.wikidata.org/entity/Q3275255,http://www.wikidata.org/entity/Q8261,Madame Chrysanthème,novel,1888
0,http://www.wikidata.org/entity/Q7699617,,Tender Buttons,,1914
0,http://www.wikidata.org/entity/Q1248773,,Jude the Obscure,,1895
0,http://www.wikidata.org/entity/Q7797597,http://www.wikidata.org/entity/Q149537,Three Lives,novella,1909
0,http://www.wikidata.org/entity/Q124080889,,A Little Pilgrim in the Unseen,,1882
0,http://www.wikidata.org/entity/Q19027021,,A Voyage to the South Sea,,1792
0,http://www.wikidata.org/entity/Q6087143,http://www.wikidata.org/entity/Q8261,Israel Potter,novel,1855
0,http://www.wikidata.org/entity/Q16254272,,The Primrose Ring,,1915
0,http://www.wikidata.org/entity/Q3043518,,Democracy and Social Ethics,,1902
0,http://www.wikidata.org/entity/Q2469465,,Micrographia,,1665
0,http://www.wikidata.org/entity/Q7745322,,The Lancashire Witches,,1848
0,http://www.wikidata.org/entity/Q7760892,,The Rise of Silas Lapham,,1885
0,http://www.wikidata.org/entity/Q2824405,http://www.wikidata.org/entity/Q149537,Adieu,novella,1830
0,http://www.wikidata.org/entity/Q20011431,,La nouvelle Carthage,,1888
0,http://www.wikidata.org/entity/Q3549692,,A Passion in the Desert,,1830
0,http://www.wikidata.org/entity/Q18160022,,The Cuckoo Clock,,1877
0,http://www.wikidata.org/entity/Q18160022,,The Cuckoo Clock,,1877
0,http://www.wikidata.org/entity/Q7757145,,The Pilot and His Wife,,1874
0,http://www.wikidata.org/entity/Q7758494,,The Profits of Religion,,1917
0,http://www.wikidata.org/entity/Q7758494,,The Profits of Religion,,1917
0,http://www.wikidata.org/entity/Q2362563,http://www.wikidata.org/entity/Q132311,The Moonstone,fantasy,1868
1,http://www.wikidata.org/entity/Q2362563,http://www.wikidata.org/entity/Q465821,The Moonstone,epistolary novel,1868
2,http://www.wikidata.org/entity/Q2362563,http://www.wikidata.org/entity/Q5937792,The Moonstone,crime fiction,1868
0,http://www.wikidata.org/entity/Q75211541,http://www.wikidata.org/entity/Q3440961,Verner's Pride,sensation fiction,1862
0,http://www.wikidata.org/entity/Q110315850,,Port-Tarascon,,1890
0,http://www.wikidata.org/entity/Q1980731,http://www.wikidata.org/entity/Q35760,Zoonomia,essay,1794
0,http://www.wikidata.org/entity/Q1980731,http://www.wikidata.org/entity/Q35760,Zoonomia,essay,1794
0,http://www.wikidata.org/entity/Q19912624,,The Rover Boys on Treasure Isle,,1909
0,http://www.wikidata.org/entity/Q19912624,,The Rover Boys on Treasure Isle,,1909
0,http://www.wikidata.org/entity/Q371884,http://www.wikidata.org/entity/Q3026054,Timaeus,Socratic dialogue,-359
0,http://www.wikidata.org/entity/Q2299605,http://www.wikidata.org/entity/Q35760,The Economic Consequences of the Peace,essay,1919
1,http://www.wikidata.org/entity/Q2299605,http://www.wikidata.org/entity/Q35760,The Economic Consequences of the Peace,essay,1920
0,http://www.wikidata.org/entity/Q19098275,,The Rover Boys in Camp,,1904
0,http://www.wikidata.org/entity/Q1156969,http://www.wikidata.org/entity/Q465821,Daddy-Long-Legs,epistolary novel,1912
1,http://www.wikidata.org/entity/Q1156969,http://www.wikidata.org/entity/Q111984153,Daddy-Long-Legs,young adult fiction,1912
0,http://www.wikidata.org/entity/Q1156969,http://www.wikidata.org/entity/Q465821,Daddy-Long-Legs,epistolary novel,1912
1,http://www.wikidata.org/entity/Q1156969,http://www.wikidata.org/entity/Q111984153,Daddy-Long-Legs,young adult fiction,1912
0,http://www.wikidata.org/entity/Q111805163,,The Scientific American Boy,,1905
0,http://www.wikidata.org/entity/Q478463,,Jerusalem,,1901
1,http://www.wikidata.org/entity/Q478463,,Jerusalem,,1902
0,http://www.wikidata.org/entity/Q99297065,,Slippy McGee,,1917
0,http://www.wikidata.org/entity/Q475063,http://www.wikidata.org/entity/Q80930,Iphigenia in Tauris,tragedy,1787
0,http://www.wikidata.org/entity/Q7757032,http://www.wikidata.org/entity/Q6647667,The Piazza Tales,high literature,1856
0,http://www.wikidata.org/entity/Q3548866,http://www.wikidata.org/entity/Q53094,The Wrong Box,black comedy,1889
0,http://www.wikidata.org/entity/Q7718428,http://www.wikidata.org/entity/Q465821,The Black Robe,epistolary novel,1881
0,http://www.wikidata.org/entity/Q223880,http://www.wikidata.org/entity/Q19765983,Emma,romantic fiction,1815
0,http://www.wikidata.org/entity/Q223880,http://www.wikidata.org/entity/Q19765983,Emma,romantic fiction,1815
0,http://www.wikidata.org/entity/Q4228091,,Whirligigs,,1910
0,http://www.wikidata.org/entity/Q2637037,http://www.wikidata.org/entity/Q21802675,Smoke Bellew,adventure fiction,1912
0,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q132311,Puck of Pook's Hill,fantasy,1906
0,http://www.wikidata.org/entity/Q4342308,http://www.wikidata.org/entity/Q132311,Puck of Pook's Hill,fantasy,1906
0,http://www.wikidata.org/entity/Q5151257,http://www.wikidata.org/entity/Q8261,Come Rack! Come Rope!,novel,1912
0,http://www.wikidata.org/entity/Q174596,http://www.wikidata.org/entity/Q7440128,Moby-Dick,nautical fiction,1851
1,http://www.wikidata.org/entity/Q174596,http://www.wikidata.org/entity/Q7440128,Moby-Dick,nautical fiction,1851
2,http://www.wikidata.org/entity/Q174596,http://www.wikidata.org/entity/Q21802675,Moby-Dick,adventure fiction,1851
3,http://www.wikidata.org/entity/Q174596,http://www.wikidata.org/entity/Q21802675,Moby-Dick,adventure fiction,1851
0,http://www.wikidata.org/entity/Q164974,http://www.wikidata.org/entity/Q8261,Oliver Twist,novel,1837
1,http://www.wikidata.org/entity/Q164974,http://www.wikidata.org/entity/Q8261,Oliver Twist,novel,1838
0,http://www.wikidata.org/entity/Q124087100,,The Brownies and Other Tales,,1870
0,http://www.wikidata.org/entity/Q2017299,http://www.wikidata.org/entity/Q35760,Occult Chemistry,essay,1908
0,http://www.wikidata.org/entity/Q7728134,,The Crock of Gold,,1912
0,http://www.wikidata.org/entity/Q2600597,http://www.wikidata.org/entity/Q192239,Kenilworth,historical novel,1821
0,http://www.wikidata.org/entity/Q111795395,,Children of the Wild,,1908
0,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q149537,The Awakening,novella,1899
0,http://www.wikidata.org/entity/Q1567505,http://www.wikidata.org/entity/Q149537,The Awakening,novella,1899
0,http://www.wikidata.org/entity/Q7457628,http://www.wikidata.org/entity/Q40831,Seventeen,comedy,1916
0,http://www.wikidata.org/entity/Q23054659,,The Seven Great Monarchies Of The Ancient Eastern World,,1875
0,http://www.wikidata.org/entity/Q23054659,,The Seven Great Monarchies Of The Ancient Eastern World,,1875
0,http://www.wikidata.org/entity/Q23054659,,The Seven Great Monarchies Of The Ancient Eastern World,,1875
0,http://www.wikidata.org/entity/Q23054659,,The Seven Great Monarchies Of The Ancient Eastern World,,1875
0,http://www.wikidata.org/entity/Q23054659,,The Seven Great Monarchies Of The Ancient Eastern World,,1875
0,http://www.wikidata.org/entity/Q23054659,,The Seven Great Monarchies Of The Ancient Eastern World,,1875
0,http://www.wikidata.org/entity/Q23054659,,The Seven Great Monarchies Of The Ancient Eastern World,,1875
0,http://www.wikidata.org/entity/Q274744,http://www.wikidata.org/entity/Q223945,Sense and Sensibility,Bildungsroman,1811
1,http://www.wikidata.org/entity/Q274744,http://www.wikidata.org/entity/Q19765983,Sense and Sensibility,romantic fiction,1811
0,http://www.wikidata.org/entity/Q274744,http://www.wikidata.org/entity/Q223945,Sense and Sensibility,Bildungsroman,1811
1,http://www.wikidata.org/entity/Q274744,http://www.wikidata.org/entity/Q19765983,Sense and Sensibility,romantic fiction,1811
0,http://www.wikidata.org/entity/Q274744,http://www.wikidata.org/entity/Q223945,Sense and Sensibility,Bildungsroman,1811
1,http://www.wikidata.org/entity/Q274744,http://www.wikidata.org/entity/Q19765983,Sense and Sensibility,romantic fiction,1811
0,http://www.wikidata.org/entity/Q6115131,,Jack Sheppard,,1839
0,http://www.wikidata.org/entity/Q3480742,http://www.wikidata.org/entity/Q208505,The Law and the Lady,crime novel,1875
0,http://www.wikidata.org/entity/Q2984121,http://www.wikidata.org/entity/Q49084,Colomba,short story,1840
0,http://www.wikidata.org/entity/Q2984121,http://www.wikidata.org/entity/Q49084,Colomba,short story,1840
