book,author,birthYear,bookLabel,authorLabel,authorLast,book_QN,author_QN
http://www.wikidata.org/entity/Q7719099,http://www.wikidata.org/entity/Q380291,1583,The Bondman,Philip Massinger,Massinger,Q7719099,Q380291
http://www.wikidata.org/entity/Q16385164,http://www.wikidata.org/entity/Q2331144,1853,The Bondman,Hall Caine,Caine,Q16385164,Q2331144
http://www.wikidata.org/entity/Q2499707,http://www.wikidata.org/entity/Q6530,1921,The Man from Mars,Stanisław Lem,Lem,Q2499707,Q6530
http://www.wikidata.org/entity/Q29265318,http://www.wikidata.org/entity/Q183492,1939,The Man from Mars,Margaret Atwood,Atwood,Q29265318,Q183492
http://www.wikidata.org/entity/Q124093882,http://www.wikidata.org/entity/Q94689890,1833,Holden with the Cords,W. M. L. Jay,Jay,Q124093882,Q94689890
http://www.wikidata.org/entity/Q4720931,http://www.wikidata.org/entity/Q437516,1949,Alexandria,Lindsey Davis,Davis,Q4720931,Q437516
http://www.wikidata.org/entity/Q3316509,http://www.wikidata.org/entity/Q9327,1850,Miss Harriet,Guy de Maupassant,Maupassant,Q3316509,Q9327
http://www.wikidata.org/entity/Q102429270,http://www.wikidata.org/entity/Q539,1807,Mémoires de Garibaldi,Giuseppe Garibaldi,Garibaldi,Q102429270,Q539
http://www.wikidata.org/entity/Q131719,http://www.wikidata.org/entity/Q1399,1469,The Prince,Niccolò Machiavelli,Machiavelli,Q131719,Q1399
http://www.wikidata.org/entity/Q7758243,http://www.wikidata.org/entity/Q578031,1933,The Prince,Jerry Pournelle,Pournelle,Q7758243,Q578031
http://www.wikidata.org/entity/Q7758243,http://www.wikidata.org/entity/Q1368527,1953,The Prince,S. M. Stirling,Stirling,Q7758243,Q1368527
http://www.wikidata.org/entity/Q7758245,http://www.wikidata.org/entity/Q439292,1947,The Prince,Francine Rivers,Rivers,Q7758245,Q439292
