,id,title,language,downloads,book_QN,author_QN,authorLabel
0,PG10002,The House on the Borderland,['en'],824,Q740473,Q919277,William Hope Hodgson
1,PG10005,"A Voyage to the Moon: With Some Account of the Manners and Customs, Science and Philosophy, of the People of Morosofia, and Other Lunarians",['en'],42,Q20543676,Q1508382,George Tucker
2,PG10008,The Mystery,['en'],27,Q95981569,Q185406,Samuel Hopkins Adams
3,PG10046,Salute to Adventurers,['en'],24,Q7406333,Q333004,John Buchan
4,PG10055,Hamburgische Dramaturgie,['de'],57,Q53585,Q34628,Gotthold Ephraim Lessing
5,PG10059,Aunt Jane's Nieces on Vacation,['en'],24,Q16385081,Q207544,L. Frank Baum
6,PG10084,Kazan,['en'],98,Q3497638,Q468156,James Oliver Curwood
7,PG10123,Aunt Jane's Nieces,['en'],35,Q4821956,Q207544,L. Frank Baum
8,PG10124,Aunt Jane's Nieces and Uncle John,['en'],40,Q4821962,Q207544,L. Frank Baum
9,PG1013,The First Men in the Moon,['en'],168,Q1218232,Q42511,H. G. Wells
10,PG10148,The Merry Adventures of Robin Hood,['en'],1346,Q7751092,Q525713,Howard Pyle
11,PG26467,The Merry Adventures of Robin Hood,['en'],101,Q7751092,Q525713,Howard Pyle
12,PG10149,"Home as Found: Sequel to ""Homeward Bound""",['en'],24,Q65051190,Q167856,James Fenimore Cooper
13,PG10150,Dracula's Guest,['en'],1463,Q20726020,Q36184,Bram Stoker
14,PG10165,Across the Zodiac: The Story of a Wrecked Record,['en'],87,Q4676516,Q7167372,Percy Greg
15,PG1017,The Soul of Man under Socialism,['en'],506,Q1196990,Q30875,Oscar Wilde
16,PG10217,The Land of Little Rain,['en'],22,Q7745380,Q477999,Mary Hunter Austin
17,PG365,The Land of Little Rain,['en'],248,Q7745380,Q477999,Mary Hunter Austin
18,PG10226,Beautiful Joe: An Autobiography,['en'],24,Q3235199,Q6759691,Margaret Marshall Saunders
19,PG2818,Beautiful Joe: An Autobiography,['en'],79,Q3235199,Q6759691,Margaret Marshall Saunders
20,PG1023,Bleak House,['en'],2537,Q883305,Q5686,Charles Dickens
21,PG1024,The Wrecker,['en'],172,Q2753955,Q1387643,Lloyd Osbourne
22,PG1026,The Diary of a Nobody,['en'],564,Q864150,Q1564825,George Grossmith
23,PG21517,The Diary of a Nobody,['en'],141,Q864150,Q1564825,George Grossmith
24,PG1027,The Lone Star Ranger: A Romance of the Border,['en'],264,Q16386740,Q146763,Zane Grey
25,PG1028,The Professor,['en'],404,Q762203,Q127332,Charlotte Brontë
26,PG10290,Confession de Minuit: Roman,['fr'],115,Q107104468,Q20733,Georges Duhamel
27,PG10291,In the Fourth Year: Anticipations of a World Peace,['en'],24,Q6012178,Q42511,H. G. Wells
28,PG1029,The Night-Born,['en'],225,Q78289676,Q45765,Jack London
29,PG1032,The Pupil,['en'],163,Q7758766,Q170509,Henry James
30,PG10337,Lady into Fox,['en'],114,Q6470665,Q704860,David Garnett
31,PG10339,An Antarctic Mystery,['en'],196,Q1212137,Q33977,Jules Verne
32,PG10345,Domestic Manners of the Americans,['en'],172,Q5290161,Q271961,Frances Trollope
33,PG1034,Poems,['en'],315,Q19038860,Q212719,Wilfred Owen
34,PG10354,Die Laune des Verliebten: Ein Schäferspiel in Versen und einem Akt,['de'],21,Q1214293,Q5879,Johann Wolfgang von Goethe
35,PG10359,Aunt Jane's Nieces at Millville,['en'],26,Q4821963,Q207544,L. Frank Baum
36,PG1035,The Man Against the Sky: A Book of Poems,['en'],109,Q30918305,Q1294394,Edwin Arlington Robinson
37,PG10363,The Bravo: A Tale,['en'],47,Q4095607,Q167856,James Fenimore Cooper
38,PG10364,Yeast: a Problem,['en'],29,Q17059277,Q353238,Charles Kingsley
39,PG10365,Precaution: A Novel,['en'],20,Q4864841,Q167856,James Fenimore Cooper
40,PG10368,The Vizier of the Two-Horned Alexander,['en'],69,Q124090548,Q1444002,Frank R. Stockton
41,PG1036,Joe Wilson and His Mates,['en'],132,Q28401667,Q453577,Henry Lawson
42,PG10373,The Middle Temple Murder,['en'],111,Q124098237,Q548040,J. S. Fletcher
43,PG26468,The Middle Temple Murder,['en'],300,Q124098237,Q548040,J. S. Fletcher
44,PG10376,American Indian Stories,['en'],1289,Q4744113,Q2668090,Zitkala-Sa
45,PG10378,Autobiography,['en'],440,Q19053628,Q50020,John Stuart Mill
46,PG10381,The History of a Crime: The Testimony of an Eye-Witness,['en'],535,Q3136618,Q535,Victor Hugo
47,PG103,Around the World in Eighty Days,['en'],4460,Q1219561,Q33977,Jules Verne
48,PG28947,Around the World in Eighty Days,['en'],316,Q1219561,Q33977,Jules Verne
49,PG10425,Torquato Tasso: Ein Schauspiel,['de'],84,Q1432001,Q5879,Johann Wolfgang von Goethe
50,PG13328,Torquato Tasso,['fi'],11,Q1432001,Q5879,Johann Wolfgang von Goethe
51,PG10429,Miss Lulu Bett,['en'],28,Q246436,Q219829,Zona Gale
52,PG10434,"Wyandotté; Or, The Hutted Knoll: A Tale",['en'],17,Q19239942,Q167856,James Fenimore Cooper
53,PG1044,Extract from Captain Stormfield's Visit to Heaven,['en'],240,Q1152137,Q7245,Mark Twain
54,PG1045,Venus and Adonis,['en'],179,Q1066765,Q692,William Shakespeare
55,PG10468,Aunt Jane's Nieces in Society,['en'],28,Q4821965,Q207544,L. Frank Baum
56,PG1047,The New Machiavelli,['en'],174,Q10381652,Q42511,H. G. Wells
57,PG10481,Rautatie,['fi'],28,Q7296258,Q348623,Juhani Aho
58,PG22786,Rautatie,['fi'],56,Q7296258,Q348623,Juhani Aho
59,PG1051,Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,['en'],745,Q1134140,Q151403,Thomas Carlyle
60,PG20585,"Sartor Resartus, and  On Heroes, Hero-Worship, and the Heroic in History",['en'],111,Q1134140,Q151403,Thomas Carlyle
61,PG10540,Mother Carey's Chickens,['en'],49,Q6917312,Q438241,Kate Douglas Wiggin
62,PG10545,"The Sea Lions; Or, The Lost Sealers",['en'],27,Q23307980,Q167856,James Fenimore Cooper
63,PG10556,The Old Man in the Corner,['en'],234,Q7754884,Q234530,Emma Orczy
64,PG1056,Martin Eden,['en'],1052,Q1317839,Q45765,Jack London
65,PG10581,Uncle Bernac: A Memory of the Empire,['en'],23,Q48748249,Q35610,Arthur Conan Doyle
66,PG1058,The Mirror of the Sea,['en'],282,Q18635229,Q82925,Joseph Conrad
67,PG1059,The World Set Free,['en'],515,Q5051290,Q42511,H. G. Wells
68,PG105,Persuasion,['en'],5796,Q333179,Q36322,Jane Austen
69,PG22963,Persuasion,['en'],298,Q333179,Q36322,Jane Austen
70,PG36777,Persuasion,['fr'],136,Q333179,Q36322,Jane Austen
71,PG1063,The Cask of Amontillado,['en'],1608,Q1130590,Q16867,Edgar Allan Poe
72,PG1064,The Masque of the Red Death,['en'],2675,Q766086,Q16867,Edgar Allan Poe
73,PG10658,Hilda Lessways,['en'],80,Q42185117,Q314158,Arnold Bennett
74,PG1065,The Raven,['en'],520,Q22726,Q16867,Edgar Allan Poe
75,PG17192,The Raven,['en'],1746,Q22726,Q16867,Edgar Allan Poe
76,PG23901,The Raven,['en'],96,Q22726,Q16867,Edgar Allan Poe
77,PG10662,The Night Land,['en'],480,Q3824593,Q919277,William Hope Hodgson
78,PG10684,A History of Freedom of Thought,['en'],179,Q3974139,Q502912,J. B. Bury
79,PG106,Jungle Tales of Tarzan,['en'],400,Q6312905,Q148234,Edgar Rice Burroughs
80,PG10701,"The History of Rome, Book I: The Period Anterior to the Abolition of the Monarchy",['en'],81,Q1500229,Q25351,Theodor Mommsen
81,PG10702,"The History of Rome, Book II: From the Abolition of the Monarchy in Rome to the Union of Italy",['en'],30,Q1500229,Q25351,Theodor Mommsen
82,PG10703,"The History of Rome, Book III: From the Union of Italy to the Subjugation of Carthage and the Greek States",['en'],42,Q1500229,Q25351,Theodor Mommsen
83,PG10704,"The History of Rome, Book IV: The Revolution",['en'],41,Q1500229,Q25351,Theodor Mommsen
84,PG10705,"The History of Rome, Book V: The Establishment of the Military Monarchy",['en'],42,Q1500229,Q25351,Theodor Mommsen
85,PG10720,Doctor Pascal,['en'],103,Q663632,Q504,Émile Zola
86,PG10736,Children of the Frost,['en'],255,Q3232379,Q45765,Jack London
87,PG10740,The Way of Peace,['en'],144,Q7773905,Q1371577,James Allen
88,PG10743,Moonfleet,['en'],185,Q1795631,Q1676368,J. Meade Falkner
89,PG10745,The Story of the Champions of the Round Table,['en'],97,Q19896202,Q525713,Howard Pyle
90,PG10746,Boule de Suif,['fr'],239,Q63971,Q9327,Guy de Maupassant
91,PG10747,Chantecler: Play in Four Acts,['en'],40,Q696502,Q202749,Edmond Rostand
92,PG1074,The Sea-Wolf,['en'],1195,Q1196857,Q45765,Jack London
93,PG1075,The Strength of the Strong,['en'],132,Q19100202,Q45765,Jack London
94,PG10762,Impressions of Theophrastus Such,['en'],78,Q6007633,Q131333,George Eliot
95,PG10766,Enquire Within Upon Everything: The Great Victorian Domestic Standby,['en'],153,Q5379490,Q16063166,Robert Kemp Philp
96,PG10775,Le Horla,['fr'],523,Q3223495,Q9327,Guy de Maupassant
97,PG107,Far from the Madding Crowd,['en'],1004,Q5642996,Q132805,Thomas Hardy
98,PG27,Far from the Madding Crowd,['en'],587,Q5642996,Q132805,Thomas Hardy
99,PG10800,The Anatomy of Melancholy,['en'],1079,Q469755,Q259132,Robert Burton
100,PG10806,The Sword of Welleran and Other Stories,['en'],222,Q7767777,Q458658,"Edward Plunkett, 18th Baron of Dunsany"
101,PG1080,"A Modest Proposal: For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick",['en'],24409,Q264143,Q41166,Jonathan Swift
102,PG19508,A Modest Proposal,['en'],75,Q264143,Q41166,Jonathan Swift
103,PG1081,Dead Souls,['en'],1386,Q647379,Q43718,Nikolai Gogol
104,PG1083,The Arrow of Gold: A Story Between Two Notes,['en'],110,Q860023,Q82925,Joseph Conrad
105,PG10850,"Philaster; Or, Love Lies a Bleeding",['en'],59,Q7182950,Q313932,Francis Beaumont
106,PG10863,Juha,['fi'],68,Q18679228,Q348623,Juhani Aho
107,PG1086,A Horse's Tale,['en'],132,Q4657396,Q7245,Mark Twain
108,PG10881,Crescent and Iron Cross,['en'],31,Q20507862,Q771698,Edward Frederic Benson
109,PG10892,Dawn,['en'],52,Q16385419,Q237196,H. Rider Haggard
110,PG10897,The Wendigo,['en'],1607,Q19102119,Q507991,Algernon Blackwood
111,PG1089,"Moon-Face, and Other Stories",['en'],250,Q6907418,Q45765,Jack London
112,PG108,The Return of Sherlock Holmes,['en'],2102,Q725752,Q35610,Arthur Conan Doyle
113,PG221,The Return of Sherlock Holmes,['en'],312,Q725752,Q35610,Arthur Conan Doyle
114,PG10911,Buried Alive: A Tale of These Days,['en'],45,Q108704082,Q314158,Arnold Bennett
115,PG10926,Saxe Holm's Stories: First Series,['en'],20,Q56157651,Q462363,Helen Hunt Jackson
116,PG10935,The Wonderful Adventures of Nils,['en'],195,Q726254,Q44519,Selma Lagerlöf
117,PG10943,Elusive Isabel,['en'],47,Q5367959,Q763341,Jacques Futrelle
118,PG10948,The Stories of the Three Burglars,['en'],36,Q124090310,Q1444002,Frank R. Stockton
119,PG10959,The Visits of Elizabeth,['en'],18,Q111271933,Q447240,Elinor Glyn
120,PG10966,The Ghost Pirates,['en'],159,Q16200573,Q919277,William Hope Hodgson
121,PG1096,The Faith of Men,['en'],66,Q64928814,Q45765,Jack London
122,PG10973,The Late Mrs. Null,['en'],23,Q124088613,Q1444002,Frank R. Stockton
123,PG10977,The Grizzly King: A Romance of the Wild,['en'],43,Q3486765,Q468156,James Oliver Curwood
124,PG10984,Growth of the Soil,['en'],98,Q2266122,Q40826,Knut Hamsun
125,PG1098,The Turmoil: A Novel,['en'],88,Q30901576,Q893138,Booth Tarkington
126,PG11012,The Autobiography of an Ex-Colored Man,['en'],797,Q7714967,Q478450,James Weldon Johnson
127,PG11024,Max Havelaar: Of de koffiveilingen der Nederlandsche Handelsmaatschappy,['nl'],158,Q919067,Q154211,Multatuli
128,PG31527,Max Havelaar,['de'],70,Q919067,Q154211,Multatuli
129,PG11030,"Incidents in the Life of a Slave Girl, Written by Herself",['en'],5940,Q6014663,Q944063,Harriet Jacobs
130,PG11035,"Aziyadé: Extrait des notes et lettres d'un lieutenant de la marine anglaise entré au  service de la Turquie le 10 mai 1876 tué dans les murs de Kars, le 27 octobre  1877.",['fr'],25,Q2875147,Q311854,Pierre Loti
131,PG11042,Isabelle,['fr'],28,Q1277632,Q47484,André Gide
132,PG11049,Eugénie Grandet,['fr'],74,Q1373644,Q9711,Honoré de Balzac
133,PG11051,The Cruise of the Dazzler,['en'],73,Q3207959,Q45765,Jack London
134,PG11052,The Custom of the Country,['en'],400,Q7728505,Q276032,Edith Wharton
135,PG11060,The Aspirations of Jean Servien,['en'],6,Q3232266,Q42443,Anatole France
136,PG11068,"The Spirit of the Age; Or, Contemporary Portraits",['en'],35,Q7765949,Q126596,William Hazlitt
137,PG110,Tess of the d'Urbervilles: A Pure Woman,['en'],2816,Q649409,Q132805,Thomas Hardy
138,PG11106,The Girl at Cobhurst,['en'],15,Q124088223,Q1444002,Frank R. Stockton
139,PG11127,The Case of Jennie Brice,['en'],45,Q7721500,Q460366,Mary Roberts Rinehart
140,PG11128,The Red Thumb Mark,['en'],157,Q3819262,Q2065950,R. Austin Freeman
141,PG11131,Pierre et Jean,['fr'],120,Q1163683,Q9327,Guy de Maupassant
142,PG11138,Comic History of England,['en'],22,Q16055040,Q5337523,Edgar Wilson Nye
143,PG11167,"Deccan Nursery Tales; or, Fairy Tales from the South",['en'],25,Q56284679,Q5075251,Charles Augustus Kincaid
144,PG11171,"Uncle Tom's Cabin, Young Folks' Edition",['en'],67,Q2222,Q102513,Harriet Beecher Stowe
145,PG203,Uncle Tom's Cabin,['en'],6258,Q2222,Q102513,Harriet Beecher Stowe
146,PG11172,Abraham Lincoln: A Play,['en'],62,Q4669009,Q1699846,John Drinkwater
147,PG11197,Bambi,['en'],30,Q19063735,Q18911708,Marjorie Benton Cooke
148,PG111,Freckles,['en'],188,Q5494338,Q5531480,Gene Stratton-Porter
149,PG11224,Utilitarianism,['en'],1894,Q1197767,Q50020,John Stuart Mill
150,PG11228,The Marrow of Tradition,['en'],451,Q7750421,Q506757,Charles Chesnutt
151,PG11229,The Purple Cloud,['en'],237,Q368566,Q2517956,M. P. Shiel
152,PG11247,The Exploits of Brigadier Gerard,['en'],112,Q19086389,Q35610,Arthur Conan Doyle
153,PG11303,Vain Fortune: A Novel,['en'],17,Q124091147,Q965927,George Moore
154,PG11304,The Lake,['en'],33,Q42185657,Q965927,George Moore
155,PG11319,The Fairy Godmothers and Other Tales,['en'],35,Q124088052,Q1382113,Margaret Gatty
156,PG11355,Pallieter,['nl'],30,Q21465365,Q713284,Felix Timmermans
157,PG1137,A Lover's Complaint,['en'],78,Q1195233,Q692,William Shakespeare
158,PG1543,A Lover's Complaint,['en'],83,Q1195233,Q692,William Shakespeare
159,PG1138,The Research Magnificent,['en'],70,Q7760264,Q42511,H. G. Wells
160,PG113,The Secret Garden,['en'],1429,Q472194,Q276028,Frances Hodgson Burnett
161,PG17396,The Secret Garden,['en'],4704,Q472194,Q276028,Frances Hodgson Burnett
162,PG21585,The Secret Garden,['en'],284,Q472194,Q276028,Frances Hodgson Burnett
163,PG11409,The Red Rover: A Tale,['en'],95,Q4865157,Q167856,James Fenimore Cooper
164,PG1140,Latter-Day Pamphlets,['en'],262,Q6497045,Q151403,Thomas Carlyle
165,PG11413,The Refugees: A Tale of Two Continents,['en'],59,Q5295444,Q35610,Arthur Conan Doyle
166,PG1142,Typhoon,['en'],394,Q1329329,Q82925,Joseph Conrad
167,PG11438,The Willows,['en'],1108,Q7775018,Q507991,Algernon Blackwood
168,PG11440,Tales of Three Hemispheres,['en'],54,Q7679363,Q458658,"Edward Plunkett, 18th Baron of Dunsany"
169,PG1144,In the Cage,['en'],199,Q3686748,Q170509,Henry James
170,PG11451,The Rome Express,['en'],125,Q111271929,Q4798900,Arthur Griffiths
171,PG1145,Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim: Sequel to The Prisoner of Zenda,['en'],156,Q7380383,Q457287,Anthony Hope
172,PG1146,The Journal of a Voyage to Lisbon,['en'],77,Q20640524,Q34190,Henry Fielding
173,PG11493,The Blotting Book,['en'],31,Q109925257,Q771698,Edward Frederic Benson
174,PG11502,An Englishman Looks at the World: Being a Series of Unrestrained Remarks upon Contemporary Matters,['en'],41,Q4749912,Q42511,H. G. Wells
175,PG11505,All Things Considered,['en'],466,Q30109470,Q183167,G. K. Chesterton
176,PG11532,A Kentucky Cardinal: A Story,['en'],6,Q4657541,Q3297881,James Lane Allen
177,PG1153,The Chessmen of Mars,['en'],255,Q2043958,Q148234,Edgar Rice Burroughs
178,PG1154,The Voyages of Doctor Dolittle,['en'],306,Q7773132,Q560015,Hugh Lofting
179,PG11556,Facing the Flag,['en'],38,Q221765,Q33977,Jules Verne
180,PG1155,The Secret Adversary,['en'],1463,Q617379,Q35064,Agatha Christie
181,PG11562,Inquiries into Human Faculty and Its Development,['en'],96,Q16911333,Q191026,Francis Galton
182,PG1156,Babbitt,['en'],509,Q1107000,Q123469,Sinclair Lewis
183,PG11572,The Man from Brodney's,['en'],19,Q111193186,Q5536746,George Barr McCutcheon
184,PG11573,"The Crater; Or, Vulcan's Peak: A Tale of the Pacific",['en'],19,Q4865365,Q167856,James Fenimore Cooper
185,PG11574,Master Skylark: A Story of Shakspere's Time,['en'],65,Q98551727,Q6221558,John Bennett
186,PG1158,Penrod and Sam,['en'],89,Q7164626,Q893138,Booth Tarkington
187,PG11596,La Maison Tellier,['fr'],41,Q3210330,Q9327,Guy de Maupassant
188,PG11603,The House of Cobwebs and Other Stories,['en'],39,Q124088441,Q369790,George Gissing
189,PG1160,The Game,['en'],74,Q4197654,Q45765,Jack London
190,PG1161,Jerry of the Islands,['en'],70,Q3177443,Q45765,Jack London
191,PG11620,My Brilliant Career,['en'],141,Q1249439,Q984,Miles Franklin
192,PG11626,The Dawn of All,['en'],35,Q17991789,Q246953,Robert Hugh Benson
193,PG11639,Figures of Earth: A Comedy of Appearances,['en'],50,Q5448084,Q723374,James Branch Cabell
194,PG1163,Adventure,['en'],70,Q3202732,Q45765,Jack London
195,PG11643,John Caldigate,['en'],54,Q124084092,Q318399,Anthony Trollope
196,PG11646,Noa Noa,['fr'],32,Q11325605,Q37693,Paul Gauguin
197,PG11654,Confessions of a Young Man,['en'],26,Q5160039,Q965927,George Moore
198,PG12278,Confessions of a Young Man,['en'],52,Q5160039,Q965927,George Moore
199,PG11666,The Conjure Woman,['en'],761,Q7727362,Q506757,Charles Chesnutt
200,PG11671,The Rudder Grangers Abroad and Other Stories,['en'],20,Q124090099,Q1444002,Frank R. Stockton
201,PG1167,A Strange Disappearance,['en'],158,Q19026101,Q442130,Anna Katharine Green
202,PG11686,Without Dogma: A Novel of Modern Poland,['en'],37,Q4080743,Q41502,Henryk Sienkiewicz
203,PG11696,The Food of the Gods and How It Came to Earth,['en'],204,Q1215802,Q42511,H. G. Wells
204,PG11703,The Swiss Family Robinson; or Adventures in a Desert Island,['en'],622,Q665715,Q115822,Johann David Wyss
205,PG26274,The Swiss Family Robinson,['en'],430,Q665715,Q115822,Johann David Wyss
206,PG34808,"The Swiss Family Robinson; or, Adventures on a Desert Island",['en'],93,Q665715,Q115822,Johann David Wyss
207,PG11746,Through the Brazilian Wilderness,['en'],95,Q19105029,Q33866,Theodore Roosevelt
208,PG11747,Les Demi-Vierges,['fr'],24,Q42184489,Q326138,Marcel Prévost
209,PG11773,Kullervo,['fi'],22,Q20736738,Q216904,Aleksis Kivi
210,PG1182,Dope,['en'],394,Q18159941,Q510258,Sax Rohmer
211,PG1184,The Count of Monte Cristo,['en'],10700,Q191838,Q38337,Alexandre Dumas
212,PG11860,"Black Beauty, Young Folks' Edition",['en'],89,Q880092,Q258741,Anna Sewell
213,PG271,Black Beauty,['en'],2061,Q880092,Q258741,Anna Sewell
214,PG11869,Venetia,['en'],12,Q7919716,Q82006,Benjamin Disraeli
215,PG1186,Poems,['en'],70,Q19038817,Q3611689,Alice Meynell
216,PG11870,"The Country of the Blind, and Other Stories",['en'],1800,Q823691,Q42511,H. G. Wells
217,PG11876,The Three Sisters,['en'],21,Q42186571,Q1131497,May Sinclair
218,PG1187,War of the Classes,['en'],105,Q19053501,Q45765,Jack London
219,PG1188,The Lair of the White Worm,['en'],394,Q3566302,Q36184,Bram Stoker
220,PG1189,The Message,['en'],42,Q513017,Q9711,Honoré de Balzac
221,PG11901,Tommy and Grizel,['en'],29,Q124090899,Q81796,J. M. Barrie
222,PG1190,The Jolly Corner,['en'],480,Q15240001,Q170509,Henry James
223,PG11918,The Castle Inn,['en'],20,Q113867333,Q3889326,Stanley J. Weyman
224,PG1192,The Old Bachelor: A Comedy,['en'],159,Q7754796,Q366805,William Congreve
225,PG11937,"The Symbolism of Freemasonry: Illustrating and Explaining Its Science and Philosophy, Its Legends, Myths and Symbols",['en'],1229,Q19100509,Q2603993,Albert Mackey
226,PG1193,The Coxon Fund,['en'],66,Q7727915,Q170509,Henry James
227,PG11957,"The Wing-and-Wing; Or, Le Feu-Follet",['en'],32,Q23307981,Q167856,James Fenimore Cooper
228,PG1195,Glasses,['en'],28,Q5567154,Q170509,Henry James
229,PG1197,"Taras Bulba, and Other Tales",['en'],643,Q1250822,Q43718,Nikolai Gogol
230,PG119,A Tramp Abroad,['en'],966,Q1004825,Q7245,Mark Twain
231,PG11,Alice's Adventures in Wonderland,['en'],30353,Q92640,Q38082,Lewis Carroll
232,PG19033,Alice's Adventures in Wonderland,['en'],2375,Q92640,Q38082,Lewis Carroll
233,PG19573,Alice's Adventures in Wonderland,['en'],189,Q92640,Q38082,Lewis Carroll
234,PG23716,Alice's Adventures in Wonderland,['en'],321,Q92640,Q38082,Lewis Carroll
235,PG28885,Alice's Adventures in Wonderland: Illustrated by Arthur Rackham. With a Proem by Austin Dobson,['en'],2113,Q92640,Q38082,Lewis Carroll
236,PG12005,Les Chants de Maldoror,['fr'],238,Q1213025,Q294181,Comte de Lautréamont
237,PG12011,"Monsieur Parent, et autres histoires courtes",['fr'],45,Q3321439,Q9327,Guy de Maupassant
238,PG1202,Tales of Unrest,['en'],278,Q3151490,Q82925,Joseph Conrad
239,PG12053,Gladius Dei; Schwere Stunde,['de'],37,Q1529068,Q37030,Thomas Mann
240,PG1207,Nada the Lily,['en'],74,Q6957414,Q237196,H. Rider Haggard
241,PG1208,South Sea Tales,['en'],148,Q3231743,Q45765,Jack London
242,PG12095,More Bywords,['en'],13,Q124085316,Q433098,Charlotte Mary Yonge
243,PG120,Treasure Island,['en'],8876,Q185118,Q1512,Robert Louis Stevenson
244,PG23936,Treasure Island,['en'],157,Q185118,Q1512,Robert Louis Stevenson
245,PG27780,Treasure Island,['en'],640,Q185118,Q1512,Robert Louis Stevenson
246,PG12103,The Tale of Mrs. Tiggy-Winkle,['en'],39,Q6625462,Q214565,Beatrix Potter
247,PG15137,The Tale of Mrs. Tiggy-Winkle,['en'],720,Q6625462,Q214565,Beatrix Potter
248,PG12115,"Discoveries in Australia, Volume 1.: With an Account of the Coasts and Rivers Explored and Surveyed During; The Voyage of H.M.S. Beagle, in the Years 1837-38-39-40-41-42-43.; By Command of the Lords Commissioners of the Admiralty. Also a Narrative; Of Captain Owen Stanley's Visits to the Islands in the Arafura Sea.",['en'],45,Q5281829,Q1700884,John Lort Stokes
249,PG12146,"Discoveries in Australia, Volume 2: Discoveries in Australia; with an Account of the Coasts and Rivers; Explored and Surveyed During the Voyage of H.M.S. Beagle, in The; Years 1837-38-39-40-41-42-43. By Command of the Lords Commissioners; Of the Admiralty. Also a Narrative of Captain Owen Stanley's Visits; To the Islands in the Arafura Sea",['en'],59,Q5281829,Q1700884,John Lort Stokes
250,PG12116,Struwwelpeter: Merry Stories and Funny Pictures,['en'],3979,Q27912,Q215724,Heinrich Hoffmann
251,PG12121,"The Lady of the Barge: The Lady of the Barge and Others, Part 1.",['en'],17,Q7745193,Q1385758,W. W. Jacobs
252,PG12122,"The Monkey's Paw: The Lady of the Barge and Others, Part 2.",['en'],3117,Q1210939,Q1385758,W. W. Jacobs
253,PG28731,The Monkey's Paw,['en'],163,Q1210939,Q1385758,W. W. Jacobs
254,PG12163,The Sleeper Awakes: A Revised Edition of When the Sleeper Wakes,['en'],297,Q650949,Q42511,H. G. Wells
255,PG12174,Baccara,['fr'],26,Q21028786,Q315003,Hector Malot
256,PG12175,The Nest of the Sparrowhawk: A Romance of the XVIIth Century,['en'],37,Q7753431,Q234530,Emma Orczy
257,PG1217,Penelope's Experiences in Scotland: Being Extracts from the Commonplace Book of Penelope Hamilton,['en'],111,Q124085931,Q438241,Kate Douglas Wiggin
258,PG12181,The Story of Bessie Costrell,['en'],10,Q111271930,Q952452,Mary Augusta Ward
259,PG12187,The Mystery of 31 New Inn,['en'],103,Q3794804,Q2065950,R. Austin Freeman
260,PG12190,The Adventures of Captain Horn,['en'],32,Q16825580,Q1444002,Frank R. Stockton
261,PG12195,The Mystery of Metropolisville,['en'],10,Q124093946,Q1246814,Edward Eggleston
262,PG121,Northanger Abbey,['en'],4088,Q477508,Q36322,Jane Austen
263,PG20682,Northanger Abbey,['en'],161,Q477508,Q36322,Jane Austen
264,PG1220,The Atheist's Mass,['en'],128,Q2081946,Q9711,Honoré de Balzac
265,PG12233,Stonewall Jackson and the American Civil War,['en'],63,Q7619371,Q1507549,George Francis Robert Henderson
266,PG12234,Mr. Scarborough's Family,['en'],24,Q124085374,Q318399,Anthony Trollope
267,PG12245,The Defendant,['en'],250,Q16653725,Q183167,G. K. Chesterton
268,PG1227,The Expression of the Emotions in Man and Animals,['en'],624,Q1192325,Q1035,Charles Darwin
269,PG122,The Return of the Native,['en'],709,Q141568,Q132805,Thomas Hardy
270,PG17500,The Return of the Native,['en'],53,Q141568,Q132805,Thomas Hardy
271,PG26264,The Return of the Native,['en'],326,Q141568,Q132805,Thomas Hardy
272,PG1230,Pierre Grassou,['en'],67,Q3298903,Q9711,Honoré de Balzac
273,PG1231,On the Track,['en'],54,Q25219023,Q453577,Henry Lawson
274,PG1232,The Prince,['en'],15015,Q131719,Q1399,Niccolò Machiavelli
275,PG26253,The Prince,['en'],200,Q131719,Q1399,Niccolò Machiavelli
276,PG12346,A Roman Singer,['en'],18,Q4659257,Q670179,Francis Marion Crawford
277,PG12347,The Morgesons: A Novel,['en'],62,Q7752256,Q5362696,Elizabeth Drew Stoddard
278,PG12352,"Iola Leroy; Or, Shadows Uplifted",['en'],259,Q6062406,Q5478699,Frances Ellen Watkins Harper
279,PG12354,Pink and White Tyranny: A Society Novel,['en'],45,Q124093752,Q102513,Harriet Beecher Stowe
280,PG1235,Captain Fracasse,['en'],79,Q5724235,Q183713,Théophile Gautier
281,PG12360,The Top of the World,['en'],14,Q85808656,Q4944529,Ethel M. Dell
282,PG123,At the Earth's Core,['en'],282,Q2870358,Q148234,Edgar Rice Burroughs
283,PG12439,"Notes on Nursing: What It Is, and What It Is Not",['en'],111,Q4352893,Q37103,Florence Nightingale
284,PG17366,"Notes on Nursing: What It Is, and What It Is Not",['en'],706,Q4352893,Q37103,Florence Nightingale
285,PG12445,"The Water-Witch; Or, the Skimmer of the Seas: A Tale",['en'],52,Q23307926,Q167856,James Fenimore Cooper
286,PG1244,Love for Love: A Comedy,['en'],444,Q2844015,Q366805,William Congreve
287,PG12450,The Reason Why,['en'],16,Q3823832,Q447240,Elinor Glyn
288,PG1245,Night and Day,['en'],427,Q1610831,Q40909,Virginia Woolf
289,PG26584,Night and Day,['en'],227,Q1610831,Q40909,Virginia Woolf
