,id,title,language,downloads,book_QN,author_QN,authorLabel
884,PG18259,Gentle Julia,['en'],28,Q23307572,Q893138,Booth Tarkington
885,PG1826,Sarrasine,['en'],391,Q2704213,Q9711,Honoré de Balzac
886,PG20691,Sarrasine,['en'],44,Q2704213,Q9711,Honoré de Balzac
887,PG18271,Georges,['fr'],111,Q3017080,Q38337,Alexandre Dumas
888,PG1828,"Chronicles of the Canongate, 1st Series",['en'],113,Q17352486,Q79025,Walter Scott
889,PG18291,Hunger: Book One,['he'],79,Q1062365,Q40826,Knut Hamsun
890,PG18321,Acté,['fr'],49,Q4060089,Q38337,Alexandre Dumas
891,PG18328,The Story of Sigurd the Volsung and the Fall of the Niblungs,['en'],115,Q7766797,Q182589,William Morris
892,PG18338,The Complete Poems of Paul Laurence Dunbar,['en'],153,Q20984760,Q974678,Paul Laurence Dunbar
893,PG18342,The Answer,['en'],87,Q7713896,Q1364100,H. Beam Piper
894,PG1837,The Prince and the Pauper,['en'],4040,Q869725,Q7245,Mark Twain
895,PG26252,The Prince and the Pauper,['en'],65,Q869725,Q7245,Mark Twain
896,PG18387,The Days of Bruce: A Story from Scottish History. Vol. 1,['en'],25,Q111888880,Q298152,Grace Aguilar
897,PG1840,The Financier: A Novel,['en'],820,Q577607,Q486096,Theodore Dreiser
898,PG1841,Z. Marcas,['en'],91,Q3107447,Q9711,Honoré de Balzac
899,PG18427,Mon frère Yves,['fr'],19,Q6945122,Q311854,Pierre Loti
900,PG1842,"Michael Strogoff; Or, The Courier of the Czar",['en'],203,Q1121567,Q33977,Jules Verne
901,PG18458,Star Born,['en'],191,Q19902789,Q235899,Andre Norton
902,PG1845,"Zuleika Dobson; Or, An Oxford Love Story",['en'],177,Q8075113,Q472071,Max Beerbohm
903,PG1848,Montezuma's Daughter,['en'],130,Q401954,Q237196,H. Rider Haggard
904,PG18508,"Arthur Mervyn; Or, Memoirs of the Year 1793",['en'],96,Q4799713,Q468280,Charles Brockden Brown
905,PG18555,A Chance Acquaintance,['en'],12,Q9137771,Q526709,William Dean Howells
906,PG18566,Hawthorne: (English Men of Letters Series),['en'],116,Q5685558,Q170509,Henry James
907,PG1857,Initials Only,['en'],51,Q3715991,Q442130,Anna Katharine Green
908,PG1858,Plain Tales from the Hills,['en'],416,Q3484772,Q34743,Rudyard Kipling
909,PG1859,The Works of Max Beerbohm,['en'],68,Q7775858,Q472071,Max Beerbohm
910,PG18604,The Ice-Maiden: and Other Tales.,['en'],45,Q7741258,Q5673,Hans Christian Andersen
911,PG1862,Tartarin of Tarascon,['en'],44,Q1691889,Q228546,Alphonse Daudet
912,PG18640,Phineas Redux,['en'],145,Q7186370,Q318399,Anthony Trollope
913,PG18654,What Might Have Been Expected,['en'],32,Q124091287,Q1444002,Frank R. Stockton
914,PG18715,"La petite Jeanne; ou, Le devoir",['fr'],16,Q111342267,Q2030046,Zulma Carraud
915,PG18719,Space Tug,['en'],67,Q7572535,Q550449,Murray Leinster
916,PG18724,Hokousaï: L'art japonais au XVII Siècle,['fr'],23,Q19173777,Q1249210,Edmond de Goncourt
917,PG1872,The Red House Mystery,['en'],659,Q7759881,Q207036,A. A. Milne
918,PG26470,The Red House Mystery,['en'],179,Q7759881,Q207036,A. A. Milne
919,PG1873,Gambara,['en'],125,Q3094928,Q9711,Honoré de Balzac
920,PG18744,Tuonelan joutsen; Sota valosta; Johan Wilhelm,['fi'],15,Q20916977,Q360079,Eino Leino
921,PG1874,The Railway Children,['en'],1642,Q969970,Q231708,Edith Nesbit
922,PG1878,A Millionaire of Yesterday,['en'],63,Q124080935,Q163069,E. Phillips Oppenheim
923,PG18800,Last Enemy,['en'],67,Q6494330,Q1364100,H. Beam Piper
924,PG18807,He Walked Around the Horses,['en'],80,Q3203737,Q1364100,H. Beam Piper
925,PG18810,Alec Forbes of Howglen,['en'],45,Q4714138,Q368519,George MacDonald
926,PG1881,The Call of the Canyon,['en'],188,Q85847676,Q146763,Zane Grey
927,PG18825,Quentin Durward,['fr'],16,Q2469230,Q79025,Walter Scott
928,PG18837,"Commentarii de Bello Gallico, Libri V-VIII",['la'],165,Q106199,Q1048,Julius Caesar
929,PG18846,Voodoo Planet,['en'],136,Q19049444,Q235899,Andre Norton
930,PG28913,Voodoo Planet,['en'],115,Q19049444,Q235899,Andre Norton
931,PG18855,The Return,['en'],42,Q7760383,Q6241173,John J. McGuire
932,PG19158,The Return,['en'],18,Q7760383,Q6241173,John J. McGuire
933,PG18864,"Mémoires d'Outre-Tombe, Tome 1",['fr'],187,Q2263221,Q49767,François-Auguste-René de Chateaubriand
934,PG23654,"Mémoires d'Outre-Tombe, Tome 2",['fr'],199,Q2263221,Q49767,François-Auguste-René de Chateaubriand
935,PG25575,"Mémoires d'Outre-Tombe, Tome 4",['fr'],64,Q2263221,Q49767,François-Auguste-René de Chateaubriand
936,PG28930,"Mémoires d'Outre-Tombe, Tome 5",['fr'],81,Q2263221,Q49767,François-Auguste-René de Chateaubriand
937,PG1887,The Life of the Spider,['en'],258,Q51432921,Q313348,Jean-Henri Fabre
938,PG18883,The Four Feathers,['en'],71,Q1248698,Q382786,Alfred Edward Woodley Mason
939,PG18888,Ang mga Anak Dalita,['tl'],46,Q4761893,Q1347392,Patricio Mariano
940,PG18891,Dot and the Kangaroo,['en'],61,Q4355403,Q5403184,Ethel Pedley
941,PG3703,Dot and the Kangaroo,['en'],29,Q4355403,Q5403184,Ethel Pedley
942,PG18913,"Hardy Perennials and Old Fashioned Flowers: Describing the Most Desirable Plants, for Borders, Rockeries, and Shrubberies.",['en'],74,Q5656609,Q2731171,John George Wood
943,PG1895,Armadale,['en'],262,Q4792516,Q210740,Wilkie Collins
944,PG18979,"Narrative of a Journey to the Shores of the Polar Sea, in the Years 1819-20-21-22, Volume 1",['en'],99,Q6038304,Q2655,John Franklin
945,PG18985,"Narrative of a Journey to the Shores of the Polar Sea, in the years 1819-20-21-22, Volume 2",['en'],98,Q6038304,Q2655,John Franklin
946,PG1898,Albert Savarus,['en'],45,Q2740921,Q9711,Honoré de Balzac
947,PG19000,Printcrime,['en'],28,Q71874371,Q110436,Cory Doctorow
948,PG1900,Typee: A Romance of the South Seas,['en'],244,Q2463076,Q4985,Herman Melville
949,PG23969,Typee,['en'],154,Q2463076,Q4985,Herman Melville
950,PG28656,Typee,['en'],156,Q2463076,Q4985,Herman Melville
951,PG19020,"The Danvers Jewels, and Sir Charles Danvers",['en'],28,Q124087695,Q4942781,Mary Cholmondeley
952,PG1906,"Erewhon; Or, Over the Range",['en'],632,Q1350048,Q312829,Samuel Butler
953,PG19090,Star Hunter,['en'],129,Q109267015,Q235899,Andre Norton
954,PG19121,Sword and Gown: A Novel,['en'],32,Q124091995,Q5536171,George Alfred Lawrence
955,PG1913,The Drums of Jeopardy,['en'],39,Q7731092,Q2060612,Harold MacGrath
956,PG19141,Edison's Conquest of Mars,['en'],180,Q5191798,Q953962,Garrett Putnam Serviss
957,PG21670,Edison's Conquest of Mars,['en'],25,Q5191798,Q953962,Garrett Putnam Serviss
958,PG19145,The Time Traders,['en'],234,Q7769332,Q235899,Andre Norton
959,PG19149,Locus Solus,['fr'],102,Q2913641,Q462662,Raymond Roussel
960,PG1915,The Second Thoughts of an Idle Fellow,['en'],145,Q123615502,Q218698,Jerome K. Jerome
961,PG19161,De Roos van Dekama,['nl'],36,Q63152912,Q675676,Jacob van Lennep
962,PG1916,"The Great Stone Face, and Other Tales of the White Mountains",['en'],240,Q17060716,Q69339,Nathaniel Hawthorne
963,PG19174,The Man Who Rocked the Earth,['en'],25,Q16963627,Q570122,Arthur Cheney Train
964,PG19183,Hedda Gabler: Dramo en kvar aktoj,['eo'],15,Q109336750,Q36661,Henrik Ibsen
965,PG19191,The Fruit of the Tree,['en'],50,Q42728800,Q276032,Edith Wharton
966,PG19192,What is Darwinism?,['en'],141,Q51431092,Q970981,Charles Hodge
967,PG19229,Anticipations: Of the Reaction of Mechanical and Scientific Progress upon Human life and Thought,['en'],203,Q16152606,Q42511,H. G. Wells
968,PG19237,The Secret of Divine Civilization,['en'],43,Q1168176,Q216954,ʻAbdu'l-Bahá
969,PG19284,Paris Talks,['en'],41,Q570111,Q216954,ʻAbdu'l-Bahá
970,PG1930,Penguin Island,['en'],129,Q1213641,Q42443,Anatole France
971,PG19322,The Antichrist,['en'],2690,Q538396,Q9358,Friedrich Nietzsche
972,PG28734,The Antichrist,['en'],130,Q538396,Q9358,Friedrich Nietzsche
973,PG19336,The Tangled Threads,['en'],31,Q19100633,Q235368,Eleanor H. Porter
974,PG19337,A Christmas Carol,['en'],2683,Q4655904,Q5686,Charles Dickens
975,PG19505,A Christmas Carol,['en'],97,Q4655904,Q5686,Charles Dickens
976,PG20673,A Christmas Carol,['en'],426,Q4655904,Q5686,Charles Dickens
977,PG24022,A Christmas Carol,['en'],2611,Q4655904,Q5686,Charles Dickens
978,PG30368,A Christmas Carol: The original manuscript,['en'],497,Q4655904,Q5686,Charles Dickens
979,PG19338,The Keeper,['en'],31,Q7744053,Q1364100,H. Beam Piper
980,PG1934,Songs of Innocence and of Experience,['en'],3343,Q630530,Q41513,William Blake
981,PG21160,Songs of Innocence and of Experience,['en'],223,Q630530,Q41513,William Blake
982,PG19357,"The New Penelope, and Other Stories and Poems",['en'],21,Q55220520,Q5478659,Frances Fuller Victor
983,PG1937,The Second Jungle Book,['en'],535,Q1101819,Q34743,Rudyard Kipling
984,PG37364,The Second Jungle Book,['en'],118,Q1101819,Q34743,Rudyard Kipling
985,PG1938,Resurrection,['en'],496,Q146866,Q7243,Leo Tolstoy
986,PG1941,Letters of Two Brides,['en'],67,Q19097917,Q9711,Honoré de Balzac
987,PG22981,Letters of Two Brides,['en'],292,Q19097917,Q9711,Honoré de Balzac
988,PG1943,Louis Lambert,['en'],83,Q3048987,Q9711,Honoré de Balzac
989,PG19445,Omnilingual,['en'],369,Q7090388,Q1364100,H. Beam Piper
990,PG28792,Omnilingual,['en'],33,Q7090388,Q1364100,H. Beam Piper
991,PG19447,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,['en'],634,Q2076228,Q366639,Albert Pike
992,PG1944,"The Witch, and Other Stories",['en'],298,Q3212904,Q5685,Anton Chekhov
993,PG19450,Dorothy and the Wizard in Oz,['en'],234,Q473588,Q207544,L. Frank Baum
994,PG22566,Dorothy and the Wizard in Oz,['en'],1373,Q473588,Q207544,L. Frank Baum
995,PG1945,Egmont,['en'],161,Q1298242,Q5879,Johann Wolfgang von Goethe
996,PG2146,Egmont,['de'],42,Q1298242,Q5879,Johann Wolfgang von Goethe
997,PG37312,Egmont: Viisinäytöksinen murhenäytelmä,['fi'],8,Q1298242,Q5879,Johann Wolfgang von Goethe
998,PG19466,The Marvelous Land of Oz,['en'],122,Q1659447,Q207544,L. Frank Baum
999,PG19467,Little Wizard Stories of Oz,['en'],17,Q6652545,Q207544,L. Frank Baum
1000,PG25519,Little Wizard Stories of Oz,['en'],172,Q6652545,Q207544,L. Frank Baum
1001,PG1946,On War,['en'],3426,Q1981770,Q76430,Carl von Clausewitz
1002,PG19476,A Honeymoon in Space,['en'],45,Q119198919,Q4119359,George Griffith
1003,PG19478,Four-Day Planet,['en'],90,Q109264998,Q1364100,H. Beam Piper
1004,PG1947,Scaramouche: A Romance of the French Revolution,['en'],520,Q533575,Q345104,Rafael Sabatini
1005,PG28945,Scaramouche: A Romance of the French Revolution,['en'],141,Q533575,Q345104,Rafael Sabatini
1006,PG1948,The Story of a Bad Boy,['en'],396,Q7766815,Q922191,Thomas Bailey Aldrich
1007,PG19500,Can You Forgive Her?,['en'],227,Q5029115,Q318399,Anthony Trollope
1008,PG19506,A Connecticut Yankee in King Arthur's Court,['en'],216,Q848612,Q7245,Mark Twain
1009,PG19513,A Journey to the Center of the Earth,['en'],299,Q219457,Q33977,Jules Verne
1010,PG19515,A Princess of Mars,['en'],242,Q475589,Q148234,Edgar Rice Burroughs
1011,PG36102,A Princess of Mars,['en'],40,Q475589,Q148234,Edgar Rice Burroughs
1012,PG19516,The Adventures of Pinocchio,['en'],275,Q8065468,Q199588,Carlo Collodi
1013,PG19540,La Tosca: Drame en cinq actes,['fr'],63,Q852493,Q354828,Victorien Sardou
1014,PG19541,Marigold Garden,['en'],73,Q118903803,Q204936,Kate Greenaway
1015,PG1954,Colonel Chabert,['en'],293,Q1932742,Q9711,Honoré de Balzac
1016,PG19563,Eline Vere: Een Haagsche roman,['nl'],92,Q1622722,Q437798,Louis Couperus
1017,PG19575,Anne of Avonlea,['en'],133,Q1331757,Q273034,Lucy Maud Montgomery
1018,PG19576,Anne of Green Gables,['en'],223,Q565911,Q273034,Lucy Maud Montgomery
1019,PG20593,Anne of Green Gables,['en'],173,Q565911,Q273034,Lucy Maud Montgomery
1020,PG19580,An International Episode,['en'],29,Q16681831,Q170509,Henry James
1021,PG210,An International Episode,['en'],97,Q16681831,Q170509,Henry James
1022,PG1958,Hermann and Dorothea,['en'],167,Q1035603,Q5879,Johann Wolfgang von Goethe
1023,PG19615,The Dairyman's Daughter,['en'],17,Q7728743,Q6518053,Legh Richmond
1024,PG19634,Beyond Good and Evil,['en'],269,Q579794,Q9358,Friedrich Nietzsche
1025,PG19640,Adventures of Huckleberry Finn,['en'],394,Q215410,Q7245,Mark Twain
1026,PG19651,Key Out of Time,['en'],138,Q6398074,Q235899,Andre Norton
1027,PG1965,Captain Blood,['en'],539,Q2621164,Q345104,Rafael Sabatini
1028,PG28944,Captain Blood,['en'],147,Q2621164,Q345104,Rafael Sabatini
1029,PG19660,Man of Many Minds,['en'],34,Q6746397,Q5321848,E. Everett Evans
1030,PG1966,The Path of the King,['en'],105,Q19112771,Q333004,John Buchan
1031,PG19673,Parasiten der Honigbiene: und die durch dieselben bedingten Krankheiten dieses Insects.,['de'],43,Q19223190,Q19187967,Eduard Assmuss
1032,PG19680,Childhood,['en'],67,Q1766899,Q7243,Leo Tolstoy
1033,PG2142,Childhood,['en'],294,Q1766899,Q7243,Leo Tolstoy
1034,PG19686,Crome Yellow,['en'],135,Q5187582,Q81447,Aldous Huxley
1035,PG1999,Crome Yellow,['en'],359,Q5187582,Q81447,Aldous Huxley
1036,PG1969,Catherine: A Story,['en'],77,Q5052512,Q167768,William Makepeace Thackeray
1037,PG19717,"The Bostonians, Vol. I (of II)",['en'],222,Q2338040,Q170509,Henry James
1038,PG19718,"The Bostonians, Vol. II (of II)",['en'],68,Q2338040,Q170509,Henry James
1039,PG19726,The Door Through Space,['en'],165,Q7730689,Q465179,Marion Zimmer Bradley
1040,PG19732,The Eternal City,['en'],49,Q3821795,Q2331144,Hall Caine
1041,PG19746,The Colonel's Dream,['en'],53,Q7726803,Q506757,Charles Chesnutt
1042,PG19750,The Waif Woman,['en'],50,Q15805767,Q1512,Robert Louis Stevenson
1043,PG19754,Debit and Credit: Translated from the German of Gustav Freytag,['en'],47,Q2298931,Q58811,Gustav Freytag
1044,PG19766,Young Lucretia and Other Stories,['en'],46,Q8058257,Q276421,Mary Eleanor Wilkins Freeman
1045,PG19771,Henrietta Temple: A Love Story,['en'],36,Q42295247,Q82006,Benjamin Disraeli
1046,PG19772,Denslow's Three Bears,['en'],64,Q19079966,Q1364808,William Wallace Denslow
1047,PG19788,Denslow's Three Bears,['en'],21,Q19079966,Q1364808,William Wallace Denslow
1048,PG19789,Der kleine Häwelmann,['de'],8,Q1199225,Q26993,Theodor Storm
1049,PG19797,Dracula,['en'],884,Q41542,Q36184,Bram Stoker
1050,PG345,Dracula,['en'],27596,Q41542,Q36184,Bram Stoker
1051,PG19798,The Farringdons,['en'],23,Q111271913,Q5365036,Ellen Thorneycroft Fowler
1052,PG19801,The Drummer's Coat,['en'],15,Q124087992,Q6233717,John William Fortescue
1053,PG19802,Cobwebs and Cables,['en'],13,Q124082350,Q4443905,Hesba Stretton
1054,PG19805,The Tale of Mr. Tod,['en'],335,Q4263059,Q214565,Beatrix Potter
1055,PG19810,My Ántonia,['en'],485,Q2776448,Q229480,Willa Cather
1056,PG242,My Ántonia,['en'],1185,Q2776448,Q229480,Willa Cather
1057,PG19831,"The Rise and Fall of the Confederate Government, Volume 1",['en'],270,Q7760876,Q162269,Jefferson Davis
1058,PG1983,Monsieur Beaucaire,['en'],53,Q6902539,Q893138,Booth Tarkington
1059,PG19841,Eve's Diary,['en'],35,Q2293598,Q7245,Mark Twain
1060,PG19859,"A Flat Iron for a Farthing; or, Some Passages in the Life of an only Son",['en'],25,Q4656799,Q6307756,Juliana Horatia Ewing
1061,PG1985,Men's Wives,['en'],51,Q6816135,Q167768,William Makepeace Thackeray
1062,PG19942,Candide,['en'],5138,Q215894,Q9068,Voltaire
1063,PG26228,Candide,['en'],173,Q215894,Q9068,Voltaire
1064,PG19978,35 Sonnets,['en'],106,Q4635551,Q173481,Fernando Pessoa
1065,PG19,The Song of Hiawatha,['en'],871,Q279486,Q152513,Henry Wadsworth Longfellow
1066,PG30795,The Song of Hiawatha: An Epic Poem,['en'],163,Q279486,Q152513,Henry Wadsworth Longfellow
1067,PG20000,Twenty Thousand Leagues Under the Sea,['en'],387,Q183565,Q33977,Jules Verne
1068,PG20003,The Infernal Marriage,['en'],23,Q55635312,Q82006,Benjamin Disraeli
1069,PG20004,"Tancred; Or, The New Crusade",['en'],158,Q7682378,Q82006,Benjamin Disraeli
1070,PG20008,The Young Duke,['en'],80,Q45028402,Q82006,Benjamin Disraeli
1071,PG20011,Pequeñeces,['es'],139,Q112262940,Q4228309,Luis Coloma
1072,PG20026,Fables for the Frivolous,['en'],95,Q5427940,Q5622672,Guy Wetmore Carryl
1073,PG20028,Fanny Hill: Memoirs of a Woman of Pleasure,['en'],673,Q1395765,Q460861,John Cleland
1074,PG20039,Ghost Stories of an Antiquary,['en'],191,Q1226144,Q963715,M. R. James
1075,PG2003,Spirits in Bondage: A Cycle of Lyrics,['en'],341,Q7578079,Q9204,C. S. Lewis
1076,PG23975,Spirits in Bondage,['en'],80,Q7578079,Q9204,C. S. Lewis
1077,PG20058,The Napoleon of Notting Hill,['en'],416,Q3792823,Q183167,G. K. Chesterton
1078,PG2005,Piccadilly Jim,['en'],151,Q3902535,Q207515,P. G. Wodehouse
1079,PG20078,Merely Mary Ann,['en'],8,Q101034188,Q113681,Israel Zangwill
1080,PG20084,The Beach of Dreams: A Romance,['en'],23,Q97369612,Q1392055,Henry De Vere Stacpoole
1081,PG20085,The Tragic Muse,['en'],82,Q3659366,Q170509,Henry James
1082,PG2010,The Autobiography of Charles Darwin,['en'],279,Q2001494,Q1035,Charles Darwin
1083,PG2011,Rudder Grange,['en'],46,Q42186323,Q1444002,Frank R. Stockton
1084,PG20147,Rip Foster Rides the Gray Planet,['en'],57,Q15033475,Q5661413,Harold L. Goodwin
1085,PG2014,The Lodger,['en'],167,Q30678287,Q389375,Marie Adelaide Belloc Lowndes
1086,PG20154,Invaders from the Infinite,['en'],69,Q6059433,Q435056,John W. Campbell
1087,PG20157,The Call of the Blood,['en'],22,Q85806701,Q2037944,Robert Smythe Hichens
1088,PG20198,Lavengro: the Scholar - the Gypsy - the Priest,['en'],47,Q6502555,Q2137717,George Borrow
1089,PG22877,"Lavengro: The Scholar - The Gypsy - The Priest, Vol. 1 (of 2)",['en'],29,Q6502555,Q2137717,George Borrow
1090,PG22878,"Lavengro: The Scholar - The Gypsy - The Priest, Vol. 2 (of 2)",['en'],16,Q6502555,Q2137717,George Borrow
1091,PG23287,"Lavengro: The Scholar, the Gypsy, the Priest",['en'],31,Q6502555,Q2137717,George Borrow
1092,PG30792,"Lavengro: The Scholar, The Gypsy, The Priest",['en'],83,Q6502555,Q2137717,George Borrow
1093,PG201,Flatland: A Romance of Many Dimensions,['en'],2290,Q728312,Q531606,Edwin Abbott Abbott
1094,PG2020,Tarzan the Terrible,['en'],145,Q3515897,Q148234,Edgar Rice Burroughs
1095,PG2021,Nostromo: A Tale of the Seaboard,['en'],519,Q430248,Q82925,Joseph Conrad
1096,PG20242,"Left on Labrador; or, The cruise of the Schooner-yacht ""Curlew"": As Recorded by ""Wash""",['en'],25,Q6516987,Q5006262,C. A. Stephens
1097,PG20247,Wayside Courtships,['en'],75,Q124091250,Q941794,Hamlin Garland
1098,PG2024,Diary of a Pilgrimage,['en'],93,Q16514005,Q218698,Jerome K. Jerome
1099,PG20257,A Political Romance,['en'],31,Q4658949,Q218960,Laurence Sterne
1100,PG20265,Anne of the Island,['en'],154,Q1352419,Q273034,Lucy Maud Montgomery
1101,PG2028,The Yellow Claw,['en'],128,Q3793730,Q510258,Sax Rohmer
1102,PG202,My Bondage and My Freedom,['en'],1662,Q6945057,Q215562,Frederick Douglass
1103,PG2032,Martin Pippin in the Apple Orchard,['en'],56,Q19028543,Q258669,Eleanor Farjeon
1104,PG2034,"Waverley; Or, 'Tis Sixty Years Since",['en'],123,Q678251,Q79025,Walter Scott
1105,PG20358,Jerry Junior,['en'],20,Q6183844,Q238140,Jean Webster
1106,PG20387,A Thin Ghost and Others,['en'],193,Q4660062,Q963715,M. R. James
1107,PG2042,Something New,['en'],288,Q19046909,Q207515,P. G. Wodehouse
1108,PG2044,The Education of Henry Adams,['en'],533,Q7731604,Q458390,Henry Brooks Adams
1109,PG20475,The Two Admirals,['en'],16,Q21012425,Q167856,James Fenimore Cooper
1110,PG20491,Kafir Stories: Seven Short Stories,['en'],16,Q124084164,Q8006734,William Charles Scully
1111,PG2049,"Liber Amoris, Or, The New Pygmalion",['en'],67,Q123383673,Q126596,William Hazlitt
1112,PG204,The Innocence of Father Brown,['en'],1373,Q73837,Q183167,G. K. Chesterton
1113,PG21522,The Innocence of Father Brown,['en'],107,Q73837,Q183167,G. K. Chesterton
1114,PG20500,A Short History of Greek Philosophy,['en'],62,Q21822143,Q18216966,John Marshall
1115,PG20519,Highways in Hiding,['en'],50,Q5760017,Q5542993,George O. Smith
1116,PG20532,Love Among the Chickens: A Story of the Haps and Mishaps on an English Chicken Farm,['en'],109,Q6690343,Q207515,P. G. Wodehouse
1117,PG26579,Love Among the Chickens,['en'],99,Q6690343,Q207515,P. G. Wodehouse
1118,PG20533,Jill the Reckless,['en'],154,Q4318019,Q207515,P. G. Wodehouse
1119,PG2055,Two Years Before the Mast,['en'],582,Q3024921,Q527981,Richard Henry Dana
1120,PG20592,The Amateur Cracksman,['en'],81,Q7713285,Q1288644,Ernest William Hornung
1121,PG20595,The Awful German Language,['en'],89,Q7715087,Q7245,Mark Twain
1122,PG20596,The Ballad of Reading Gaol,['en'],13,Q2119279,Q30875,Oscar Wilde
1123,PG20597,The Ballad of Reading Gaol,['en'],19,Q2119279,Q30875,Oscar Wilde
1124,PG301,The Ballad of Reading Gaol,['en'],148,Q2119279,Q30875,Oscar Wilde
1125,PG2059,The Little Shepherd of Kingdom Come,['en'],79,Q107359723,Q1700099,John Fox
1126,PG205,"Walden, and On The Duty Of Civil Disobedience",['en'],10972,Q863534,Q131149,Henry David Thoreau
1127,PG26289,Walden,['en'],262,Q863534,Q131149,Henry David Thoreau
1128,PG20601,Chamber Music,['en'],18,Q429967,Q6882,James Joyce
1129,PG2817,Chamber Music,['en'],371,Q429967,Q6882,James Joyce
1130,PG20606,The Magic City,['en'],231,Q16386839,Q231708,Edith Nesbit
1131,PG20611,Mr. Grex of Monte Carlo,['en'],16,Q111165789,Q163069,E. Phillips Oppenheim
1132,PG20616,The Old Front Line,['en'],36,Q7754842,Q471413,John Masefield
1133,PG20618,"The Boy Land Boomer; Or, Dick Arbuckle's Adventures in Oklahoma",['en'],19,Q19080559,Q1293795,Edward Stratemeyer
1134,PG2062,"All for Love; Or, The World Well Lost: A Tragedy",['en'],91,Q3535770,Q213355,John Dryden
1135,PG2064,A Journey to the Western Islands of Scotland,['en'],305,Q1217063,Q183266,Samuel Johnson
1136,PG20677,God and the State,['en'],101,Q1369908,Q27645,Mikhail Bakunin
1137,PG36568,God and the State,['en'],107,Q1369908,Q27645,Mikhail Bakunin
1138,PG20689,Ragged Dick,['en'],222,Q7282890,Q453251,Horatio Alger
1139,PG20697,Prairie Folks,['en'],15,Q124086055,Q941794,Hamlin Garland
1140,PG20707,The Black Star Passes,['en'],138,Q7718446,Q435056,John W. Campbell
1141,PG2070,To the Last Man,['en'],143,Q7811278,Q146763,Zane Grey
1142,PG20717,The Girl on the Boat,['en'],137,Q7736607,Q207515,P. G. Wodehouse
1143,PG20728,Space Viking,['en'],222,Q7572545,Q1364100,H. Beam Piper
1144,PG20749,St. Ronan's Well,['en'],76,Q3232270,Q79025,Walter Scott
1145,PG2075,Crotchet Castle,['en'],78,Q5188976,Q561408,Thomas Love Peacock
1146,PG20776,Encyclopedia of Needlework,['en'],563,Q28939480,Q15430684,Thérèse de Dillmont
1147,PG20782,Triplanetary,['en'],79,Q3539487,Q144090,Edward Elmer Smith
1148,PG32706,Triplanetary,['en'],382,Q3539487,Q144090,Edward Elmer Smith
1149,PG20788,Storm Over Warlock,['en'],116,Q23307416,Q235899,Andre Norton
1150,PG20794,Majoor Frans,['nl'],53,Q28057311,Q446879,Geertruida Bosboom-Toussaint
1151,PG23083,Majoor Frans,['nl'],64,Q28057311,Q446879,Geertruida Bosboom-Toussaint
1152,PG20795,The Cricket on the Hearth,['en'],96,Q825220,Q5686,Charles Dickens
1153,PG37581,The Cricket on the Hearth: A Fairy Tale of Home,['en'],61,Q825220,Q5686,Charles Dickens
1154,PG20796,The Colors of Space,['en'],177,Q45209012,Q465179,Marion Zimmer Bradley
1155,PG23085,The Colors of Space,['en'],155,Q45209012,Q465179,Marion Zimmer Bradley
1156,PG2079,From the Memoirs of a Minister of France,['en'],26,Q124092451,Q3889326,Stanley J. Weyman
1157,PG2081,The Blithedale Romance,['en'],684,Q4007947,Q69339,Nathaniel Hawthorne
1158,PG2083,"In Search of the Castaways; Or, The Children of Captain Grant",['en'],184,Q1213902,Q33977,Jules Verne
1159,PG2084,The Way of All Flesh,['en'],283,Q255074,Q312829,Samuel Butler
1160,PG20850,Prince Prigio,['en'],20,Q7244200,Q505827,Andrew Lang
1161,PG21935,"Prince Prigio: From ""His Own Fairy Book""",['en'],44,Q7244200,Q505827,Andrew Lang
1162,PG20857,Spacehounds of IPC,['en'],126,Q7572689,Q144090,Edward Elmer Smith
1163,PG20885,The Promised Land,['en'],339,Q7758557,Q433755,Mary Antin
1164,PG20886,Frédéric,['fr'],6,Q123579767,Q3184948,Joseph Fiévée
1165,PG208,Daisy Miller: A Study,['en'],1461,Q574887,Q170509,Henry James
1166,PG20912,The Daffodil Mystery,['en'],136,Q10381304,Q271824,Edgar Wallace
1167,PG20918,Auld Licht Idylls,['en'],35,Q124081666,Q81796,J. M. Barrie
1168,PG20919,The Status Civilization,['en'],180,Q3772163,Q333246,Robert Sheckley
1169,PG20928,"Three Months in the Southern States, April-June 1863",['en'],33,Q7797651,Q2865103,Arthur Fremantle
1170,PG20950,La Grande Marnière,['fr'],22,Q111366718,Q1393388,Georges Ohnet
1171,PG20988,Islands of Space,['en'],124,Q6083759,Q435056,John W. Campbell
1172,PG2098,A Thief in the Night: A Book of Raffles' Adventures,['en'],141,Q4660060,Q1288644,Ernest William Hornung
1173,PG33173,"A Thief in the Night: Further adventures of A. J. Raffles, Cricketer and Cracksman",['en'],58,Q4660060,Q1288644,Ernest William Hornung
1174,PG209,The Turn of the Screw,['en'],4903,Q625923,Q170509,Henry James
1175,PG26285,The Turn of the Screw,['en'],233,Q625923,Q170509,Henry James
1176,PG20,Paradise Lost,['en'],2417,Q28754,Q79759,John Milton
1177,PG26,Paradise Lost,['en'],5675,Q28754,Q79759,John Milton
1178,PG21048,Just Patty,['en'],74,Q9358933,Q238140,Jean Webster
1179,PG21051,Skylark Three,['en'],160,Q7537832,Q144090,Edward Elmer Smith
